vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti_x,jawatan_kabinet,jawatan_parlimen,gambar,parti_y
2,P014,Kedah,Kulim,Tuan,Tai Kuan Yang,,male,chinese,,,,,Perikatan - MCA
2,P066,Selangor,Batu,Dr.,Tan Chee Khoon,,male,chinese,,,,,BS - Buruh
2,P031,Pulau Pinang,Bagan,Tuan,Tan Cheng Bee,,male,chinese,,,,,Perikatan - MCA
2,P086,Melaka,Bandar Melaka,Tuan,Tan Kee Gak,,male,chinese,,,,,Perikatan - MCA
2,P072,Selangor,Bukit Bintang,Tuan,Tan Toh Hong,,male,chinese,,,,,Perikatan - MCA
2,,,Sarawak,Tuan,Tan Tsak Yu,,male,chinese,,,,,
2,P095,Johor,Kluang Utara,Tuan,Tiah Eng Bee,,male,chinese,,,,,Perikatan - MCA
2,,,Singapore,Dr.,Toh Chin Chye,,male,chinese,,,,,
2,P053,Perak,Kampar,Tuan,Toh Theam Hock,,male,chinese,,,,,Perikatan - MCA
2,,,Sarawak,Penghulu,Francis Umpau Anak Empam,,male,bumiputera,,,,,
2,,,Singapore,Tuan,Wee Toon Boon,,male,chinese,,,,,
2,,,Sabah,Tuan,Yeh Pao Tze,,male,chinese,,,,,
2,P044,Perak,Bruas,Tuan,Yeoh Tat Beng,,male,chinese,,,,,Perikatan - MCA
2,,,Sarawak,Tuan,Stephen Yong Kuet Tze,,male,chinese,,,,,
2,,,Singapore,Tuan,Yong Nyuk Lin,,male,chinese,,,,,
2,P069,Selangor,Langat,Tuan Haji,Zakaria Bin Haji Mohd. Taib,,male,bumiputera,,,,,Perikatan - UMNO
3,,,,Dato',Chik Mohamed Yusuf Bin Sheikh Abdul Rahman,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,
3,P062,Pahang,Pekan,Y.A.B. Tun Haji,Abdul Razak Bin Dato' Hussein,,male,bumiputera,,Perdana Menteri,,,Perikatan - UMNO
3,P102,Johor,Johor Timor,Y.A.B. Tun Dr.,Ismail Bin Dato' Haji Abdul Rahman,,male,bumiputera,,Timbalan Perdana Menteri,,,Perikatan - UMNO
3,P085,Melaka,Melaka Tengah,Tun,Tan Siew Sin,,male,chinese,,,,,Perikatan - MCA
3,P046,Perak,Sungei Siput,Tun,V.T. Sambanthan,,male,indian,,,,,Perikatan - MIC
3,P097,Johor,Pontian Utara,Tan Sri Haji,Sardon Bin Haji Jubir,,male,bumiputera,,,,,Perikatan - UMNO
3,P009,Kedah,Kedah Tengah,Tuan,Mohamed Khir Johari,,male,bumiputera,,,,,Perikatan - UMNO
3,P140,Sarawak,Ulu Rajang,Tan Sri Temenggong,Jugah Anak Barieng,,male,bumiputera,,,,,Pesaka
3,P074,Selangor,Klang,Tan Sri,V. Manickavasagam,,male,indian,,,,,Perikatan - MIC
3,P047,Perak,Kuala Kangsar,Tan Sri Haji,Mohamed Ghazali Bin Haji Jawi,,male,bumiputera,,,,,Perikatan - UMNO
3,P087,Melaka,Melaka Utara,Tuan,Abdul Ghafar Bin Baba,,male,bumiputera,,,,,Perikatan - UMNO
3,P115,Sabah,Kinabalu,Dato',Abdul Ghani Gilong,,male,bumiputera,,,,,USNO
3,P076,Selangor,Sepang,Tuan,Lee Siok Yew,,male,chinese,,,,,Perikatan - MCA
3,P059,Pahang,Raub,Dato',Hamzah Bin Dato' Abu Samah,,male,bumiputera,,,,,Perikatan - UMNO
3,P003,Kedah,Jitra,Tan Sri,Fatimah Binti Haji Hashim,,female,bumiputera,,,,,Perikatan - UMNO
3,P100,Johor,Johor Bahru Timur,Tuan,Hussein Bin Dato' Onn,,male,bumiputera,,,,,Perikatan - UMNO
3,P122,Sarawak,Bandar Kuching,Dato',Ong Kee Hui,,male,chinese,,,,,SUPP
3,P124,Sarawak,Samarahan,Tuan,Abdul Taib Bin Mahmud,,male,bumiputera,,,,,Bumiputera
3,P098,Johor,Pontian Selatan,Tuan,Ali Bin Haji Ahmad,,male,bumiputera,,,,,Perikatan - UMNO
3,P079,Negeri Sembilan,Kuala Pilah,Dato',Abdul Samad Bin Idris,,male,bumiputera,,,,,Perikatan - UMNO
3,P090,Johor,Segamat Selatan,Tuan,Lee San Chong,,male,chinese,,,,,Perikatan - MCA
3,P018,Kelantan,Kota Bharu Hilir,Y.M. Tengku,Ahmad Rithaudeen Bin Tengku Ismail,,male,bumiputera,,,,,Perikatan - UMNO
3,P023,Kelantan,Tanah Merah,Tuan,Mohamed Bin Yaacob,,male,bumiputera,,,,,Perikatan - UMNO
3,P069,Selangor,Langat,Tuan,Shariff Ahmad,,male,bumiputera,,,,,Perikatan - UMNO
3,P026,Terengganu,Kuala Trengganu Utara,Tuan,Wan Abdul Kadir Bin Ismail,,male,bumiputera,,,,,Perikatan - UMNO
3,P083,Negeri Sembilan,Jelebu,Tuan,Mohamed Bin Ujang,,male,bumiputera,,,,,Perikatan - UMNO
3,P101,Johor,Johor Bahru Barat,Tuan,Mohamed Bin Rahmat,,male,bumiputera,,,,,Perikatan - UMNO
3,P016,Kelantan,Kelantan Hilir,Tuan,Nik Abdul Aziz Bin Nik Mat,,male,bumiputera,,,,,PAS
3,P015,Kelantan,Tumpat,Dato' Dr. Haji,Abdul Aziz Bin Omar,,male,bumiputera,,,,,Perikatan - UMNO
3,P068,Selangor,Rawang,Y.A.M. Tunku,Abdullah Ibni Almarhum Tuanku Abdul Rahman,,male,bumiputera,,,,,Perikatan - UMNO
3,P007,Kedah,Kuala Kedah,Y.T.M. Tunku,Abdul Rahman Putra Al Haj,,male,bumiputera,,,,,Perikatan - UMNO
3,P114,Sabah,Sabah Selatan,Tuan Haji,Abdul Rashid Bin Haji Jais,,male,bumiputera,,,,,USNO
3,P064,Pahang,Lipis,Tuan Haji,Abdul Razak Bin Haji Hussin,,male,bumiputera,,,,,Perikatan - UMNO
3,P028,Terengganu,Dungun,Tuan Haji,Abdul Wahab Bin Yunus,,male,bumiputera,,,,,PAS
3,P139,Sarawak,Kapit,Penghulu,Abit Anak Angkin,,male,bumiputera,,,,,SNAP
3,P004,Kedah,Kubang Pasu Barat,Tuan,Abu Bakar Bin Umar,,male,bumiputera,,,,,PAS
3,P104,Johor,Muar Utara,Haji,Ahmad Bin Arshad,,male,bumiputera,,,,,Perikatan - UMNO
3,P118,Sabah,Kinabatangan,,Pengiran Ahmad Bin Pengiran Indar,,male,bumiputera,,,,,USNO
3,P088,Melaka,Melaka Selatan,Tuan,Ahmad Bin Haji Ithnin,,male,bumiputera,,,,,Perikatan - UMNO
3,P038,Pulau Pinang,Seberang Utara,Tuan Haji,Ahmad Bin Said,,male,bumiputera,,,,,Perikatan - UMNO
3,P054,Perak,Hilir Perak,Tuan Haji,Ahmad Damanhuri Bin Haji Abdul Wahab,,male,bumiputera,,,,,Perikatan - UMNO
3,P024,Kelantan,Ulu Kelantan,Tan Sri Haji,Nik Ahmed Kamil,,male,bumiputera,,,,,Perikatan - UMNO
3,P013,Kedah,Kulim Utara,Puan,Bibi Aishah Binti Hamid Don,,female,bumiputera,,,,,Perikatan - UMNO
3,P117,Sabah,Labuk,Tuan,Ajad Bin O.T. Oyong,,male,bumiputera,,,,,USNO
3,P092,Johor,Muar Selatan,Dr.,Awang Bin Hassan,,male,bumiputera,,,,,Perikatan - UMNO
3,P012,Kedah,Sungai Petani,Tuan,Azahari Bin Mohd. Taib,,male,bumiputera,,,,,Perikatan - UMNO
3,P137,Sarawak,Julau,Dato' Pengarah,Banyang Anak Janting,,male,bumiputera,,,,,Pesaka
3,P106,Sabah,Bandau,Chegu,Baudi Bin Unggut,,male,bumiputera,,,,,USNO
3,P127,Sarawak,Simunjan,Tuan,Bojeng Bin Andot,,male,bumiputera,,,,,Bumiputera
3,P108,Sabah,Tuaran,Tuan,Buja Bin Gumbilai,,male,bumiputera,,,,,USNO
3,P144,Sarawak,Limbang,Tuan,Awang Bungsu Bin Abdullah,,male,bumiputera,,,,,SNAP
3,P123,Sarawak,Santubong,Tuan Haji,Awang Wal Bin Awang Abu,,male,bumiputera,,,,,Bumiputera
3,P055,Perak,Telok Anson,Tuan,Chan Fu King,,male,chinese,,,,,DAP
3,P060,Pahang,Bentong,Tuan,Chan Siang Sun,,male,chinese,,,,,Perikatan - MCA
3,P049,Perak,Ulu Kinta,Tuan,Chan Yoon Onn,,male,chinese,,,,,PPP
3,P132,Sarawak,Sarikei,Tuan,Chen Ko Ming,,male,chinese,,,,,SCA
3,P080,Negeri Sembilan,Seremban Timor,Dr.,Chen Man Hin,,male,chinese,,,,,DAP
3,P099,Johor,Kluang Selatan,Dr.,Chu Chee Peng,,male,chinese,,,,,Perikatan - MCA
3,P034,Pulau Pinang,Pulau Pinang Utara,Tuan,Peter Paul Dason,,male,indian,,,,,DAP
3,P037,Pulau Pinang,Dato Kramat,Tuan,V. David,,male,indian,,,,,Gerakan
3,P128,Sarawak,Batang Lupar,Tuan,Edwin Anak Tangkun,,male,bumiputera,,,,,SNAP
3,P053,Perak,Kampar,Tuan,Fan Yew Teng,,male,chinese,,,,,DAP
3,P094,Johor,Batu Pahat Dalam,Datin Hajjah,Fatimah Binti Haji Abdul Majid,,female,bumiputera,,,,,Perikatan - UMNO
3,P071,Selangor,Bangsar,Tuan,Goh Hock Guan,,male,chinese,,,,,DAP
3,P010,Kedah,Jerai,Tuan,Hanafiah Bin Hussain,,male,bumiputera,,,,,Perikatan - UMNO
3,P048,Perak,Parit,Tuan,Hashim Bin Gera,,male,bumiputera,,,,,PAS
3,P073,Selangor,Damansara,Tuan,Hor Cheok Foon,,male,chinese,,,,,DAP
3,P045,Perak,Sitiawan,Tuan,Richard Ho Ung Hun,,male,chinese,,,,,DAP
3,P025,Terengganu,Besut,Tuan,Hussain Bin Haji Sulaiman,,male,bumiputera,,,,,Perikatan - UMNO
3,P096,Johor,Johor Tenggara,Tan Sri,Syed Jaafar Bin Hassan Albar,,male,bumiputera,,,,,Perikatan - UMNO
3,P078,Selangor,Ulu Selangor,Tan Sri,Khaw Kai Boh,,male,chinese,,,,,Perikatan - MCA
3,P134,Sarawak,Bandar Sibu,Tuan,Khoo Peng Loong,,male,chinese,,,,,SUPP
3,P131,Sarawak,Saratok,Tuan,Edmund Langgu Anak Saga,,male,bumiputera,,,,,SNAP
3,P136,Sarawak,Mukah,Tuan,Latip Bin Haji Idris,,male,bumiputera,,,,,Bumiputera
3,P058,Perak,Tanjong Malim,Tuan,Lee Seck Fun,,male,chinese,,,,,Perikatan - MCA
3,P052,Perak,Batu Gajah,Tuan,Lim Cho Hock,,male,chinese,,,,,DAP
3,P036,Pulau Pinang,Tanjong,Dr.,Lim Chong Eu,,male,chinese,,,,,Gerakan
3,P086,Melaka,Bandar Melaka,Tuan,Lim Kit Siang,,male,chinese,,,,,DAP
3,P006,Kedah,Alor Star,Tuan,Lim Pee Hung,,male,chinese,,,,,Perikatan - MCA
3,P057,Perak,Batang Padang,Tuan,Loh Jee Mee,,male,chinese,,,,,DAP
3,P070,Selangor,Setapak,Tuan,Walter Loh Poh Khan,,male,chinese,,,,,DAP
3,P116,Sabah,Sandakan,Tuan,Peter Lo Su Yin,,male,chinese,,,,,SCA
3,P143,Sarawak,Baram,Tuan,Luhat Wan,,male,bumiputera,,,,,SNAP
3,P112,Sabah,Labuan,Tuan,Chik Johari Ondu Majakil,,male,bumiputera,,,,,USNO
3,P130,Sarawak,Betong,Tuan,Andrew Mara Anak Walter Unjah,,male,bumiputera,,,,,SNAP
3,P005,Kedah,Kota Star Utara,Tuan Haji,Mawardi Bin Lebai Teh,,male,bumiputera,,,,,PAS
3,P061,Pahang,Kuantan,Dr.,Mohamed Bin Taib,,male,bumiputera,,,,,Perikatan - UMNO
3,P113,Sabah,Sabah Dalam,Tuan,Mohamed Arif Bin Salleh,,male,bumiputera,,,,,USNO
3,P020,Kelantan,Kota Bharu Hulu,Dato' Haji,Mohamed Asri Bin Haji Muda,,male,bumiputera,,,,,PAS
3,P027,Terengganu,Kuala Trengganu Selatan,Tuan,Mohd. Daud Bin Abdul Samad,,male,bumiputera,,,,,PAS
3,P039,Perak,Ulu Perak,Tuan,Mohd Nor Bin Md. Dahan,,male,bumiputera,,,,,Perikatan - UMNO
3,P107,Sabah,Kota Belud,Tuan,Mohammad Said Bin Keruak,,male,bumiputera,,,,,USNO
3,P119,Sabah,Darvel,Tuan,Mohd. Salleh Bin Dato' Panglima Abdullah,,male,bumiputera,,,,,USNO
3,P075,Selangor,Kuala Langat,Tuan,Mohd. Tahir Bin Abdul Majid,,male,bumiputera,,,,,Perikatan - UMNO
3,P063,Pahang,Temerloh,Tuan Haji,Mohamed Yusof Bin Mahmud,,male,bumiputera,,,,,Perikatan - UMNO
3,P019,Kelantan,Bachok,Tuan Haji,Mohd. Zain Bin Abdullah,,male,bumiputera,,,,,PAS
3,P030,Terengganu,Terengganu Tengah,Dato',Engku Muhsein Bin Engku Abdul Kadir,,male,bumiputera,,,,,Perikatan - UMNO
3,P029,Terengganu,Kemaman,Tuan,Wan Mokhtar Bin Ahmad,,male,bumiputera,,,,,Perikatan - UMNO
3,P002,Perlis,Perlis Selatan,Tuan Haji,Mokhtar Bin Haji Ismail,,male,bumiputera,,,,,Perikatan - UMNO
3,P017,Kelantan,Pasir Mas Hilir,Tuan,Muhammad Fakhruddin Bin Haji Abdullah,,male,bumiputera,,,,,PAS
3,P103,Johor,Segamat Utara,Tuan,Musa Bin Hitam,,male,bumiputera,,,,,Perikatan - UMNO
3,P077,Selangor,Sabak Bernam,Dato' Haji,Mustapha Bin Haji Abdul Jabar,,male,bumiputera,,,,,Perikatan - UMNO
3,P105,Sabah,Marudu,Tun Datu Haji,Mustapha Bin Datu Harun,,male,bumiputera,,,,,USNO
3,P032,Pulau Pinang,Seberang Tengah,Tuan,Mustapha Bin Hussain,,male,bumiputera,,,,,Gerakan
3,P129,Sarawak,Luboh Antu,Tuan,Jonathan Narwin Anak Jinggong,,male,bumiputera,,,,,SNAP
3,P089,Johor,Muar Dalam,Dato',Syed Nasir Bin Nasir Ismail,,male,bumiputera,,,,,Perikatan - UMNO
3,P043,Perak,Larut Selatan,Tuan,Ng Hoe Hun,,male,chinese,,,,,Gerakan
3,P065,Selangor,Kuala Selangor,,Raja Nong Chik Bin Raja Ishak,,male,bumiputera,,,,,Perikatan - UMNO
3,P001,Perlis,Perlis Utara,Tuan,Othman Bin Abdullah,,male,bumiputera,,,,,Perikatan - UMNO
3,P109,Sabah,Kota Kinabalu,Dato',Pang Tet Tshung,,male,chinese,,,,,SCA
3,P126,Sarawak,Serian,Pengarah,Rahun Anak Debak,,male,bumiputera,,,,,SNAP
3,P041,Perak,Krian Darat,Tuan,Ramli Bin Omar,,male,bumiputera,,,,,Perikatan - UMNO
3,P050,Perak,Ipoh,Tuan,R.C.M. Rayan @ R.C. Mahadeva Rayan,,male,,,,,,PPP
3,P091,Johor,Muar Pantai,Tuan,Seah Teng Ngiab,,male,,,,,,Perikatan - MCA
3,P084,Negeri Sembilan,Seremban Barat,Dr.,S. Seevaratnam,,,,,,,,DAP
3,P051,Perak,Menglembu,Dato',S.P. Seenivasagam,,,,,,,,PPP
3,P035,Pulau Pinang,Pulau Pinang Selatan,Tuan,Thomas Gabriel Selvaraj,,male,,,,,,Gerakan
3,P011,Kedah,Baling,Tuan Haji,Shafie Bin Abdullah,,male,bumiputera,,,,,Perikatan - UMNO
3,P121,Sarawak,Bau Lundu,Tuan,Sinyium Anak Mutit,,male,bumiputera,,,,,SUPP
3,P093,Johor,Batu Pahat,Tuan,Soh Ah Teck,,male,,,,,,Perikatan - MCA
3,P082,Negeri Sembilan,Port Dickson,Dr.,A. Soorian,,,,,,,,DAP
3,P056,Perak,Bagan Datoh,Tuan,Sulaiman Bin Bulon,,male,bumiputera,,,,,Perikatan - UMNO
3,P022,Kelantan,Pasir Puteh,Tuan,Wan Sulaiman Bin Haji Ibrahim,,male,bumiputera,,,,,PAS
3,P081,Negeri Sembilan,Rembau Tampin,Dr.,Sulaiman Bin Mohamed Attas,,male,bumiputera,,,,,Perikatan - UMNO
3,P040,Perak,Krian Laut,Tuan,Sulaiman Bin Haji Taib,,male,bumiputera,,,,,Perikatan - UMNO
3,P044,Perak,Bruas,Tuan,Su Liang Yu,,male,,,,,,PPP
3,P111,Sabah,Kimanis,,Pengiran Tahir Bin Pengiran Petra,,male,bumiputera,,,,,USNO
3,P014,Kedah,Kulim Bandar Bharu,Tuan,Tai Kuan Yang,,male,,,,,,Perikatan - MCA
3,P042,Perak,Larut Utara,Tuan,Tajuddin Bin Ali,,male,bumiputera,,,,,Perikatan - UMNO
3,P066,Selangor,Batu,Dr.,Tan Chee Khoon,,,,,,,,Gerakan
3,P031,Pulau Pinang,Bagan,Tuan,Tan Cheng Bee,,male,,,,,,Perikatan - MCA
3,P095,Johor,Kluang Utara,Tuan,Tiah Eng Bee,,male,,,,,,Perikatan - MCA
3,P110,Sabah,Penampang,Tuan,James Stephen Tibok,,male,,,,,,USNO
3,P135,Sarawak,Rajang,Tuan,Tibuoh Anak Rantai,,male,bumiputera,,,,,SUPP
3,P141,Sarawak,Bintulu,Tuan,Ting Ming Kiong,,male,,,,,,SCA
3,P138,Sarawak,Kanowit,Tuan,Joseph Unting Anak Umang,,male,bumiputera,,,,,Bebas
3,P033,Pulau Pinang,Seberang Selatan,Tuan,V. Verappan,,male,,,,,,Gerakan
3,P142,Sarawak,Miri,Dato',James Wong Kim Min,,,,,,,,SNAP
3,P120,Sabah,Tawau,Tuan,Yeh Pao Tzu,,male,,,,,,SCA
3,P072,Selangor,Bukit Bintang,Tuan,Yeoh Teck Chye,,male,,,,,,Gerakan
3,P125,Sarawak,Pandawan,Tuan,Stephen Yong Kuet Tze,,male,,,,,,SUPP
3,P008,Kedah,Kota Star Selatan,Tuan Haji,Yusof Bin Haji Abdullah @ Haji Yusof Rawa,,male,bumiputera,,,,,PAS
3,P133,Sarawak,Payang,Dato' Haji,Abdul Rahman Bin Ya'kub,,male,bumiputera,,,,,Bumiputera
3,P021,Kelantan,Pasir Mas Hulu,Tengku,Zaid Bin Tengku Ahmad,,male,bumiputera,,,,,PAS
4,,,,Tan Sri Haji,Nik Ahmed Kamil,,male,,,,Yang Dipertua Dewan Rakyat,,
4,P071,Pahang,Pekan,Y.A.B. Tun Haji,Abdul Razak Bin Datuk Hussein,,male,bumiputera,,Perdana Menteri,,,BN - UMNO
4,P109,Johor,Sri Gading,Y.A.B. Datuk,Hussein Bin Datuk Onn,,male,bumiputera,,Timbalan Perdana Menteri,,,BN - UMNO
4,P095,Melaka,Alor Gajah,Tuan,Abdul Ghafar Bin Baba,,male,bumiputera,,,,,BN - UMNO
4,P100,Johor,Segamat,Datuk,Lee San Choon,,,,,,,,BN - MCA
4,P079,Selangor,Pelabohan Klang,Tan Sri,Manickavasagam,,,,,,,,BN - MIC
4,P022,Kelantan,Nilam Puri,Datuk Haji,Mohamed Asri Bin Haji Muda,,male,bumiputera,,,,,BN - PAS
4,P072,Pahang,Temerloh,Datuk Haji,Hamzah Bin Datuk Abu Samah,,male,bumiputera,,,,,BN - UMNO
4,P132,Sarawak,Bandar Kuching,Datuk,Ong Kee Hui,,,,,,,,BN - SUPP
4,P065,Pahang,Lipis,Tan Sri Haji,Muhammad Ghazali Bin Shafie,,male,bumiputera,,,,,BN - UMNO
4,P120,Sabah,Kinabalu,Datuk Haji,Abdul Ghani Gilong,,male,bumiputera,,,,,BN - USNO
4,P078,Selangor,Ulu Langat,Tan Sri,Lee Siok Yew,,,,,,,,BN - MCA
4,P102,Johor,Tenggaroh,Tan Sri,Abdul Kadir Bin Yusof,,male,bumiputera,,,,,BN - UMNO
4,P082,Selangor,Kuala Langat,Puan Hajjah,Aishah Binti Haji Abdul Ghani,,female,bumiputera,,,,,BN - UMNO
4,P112,Johor,Pontian,Datuk,Ali Bin Haji Ahmad,,male,bumiputera,,,,,BN - UMNO
4,P019,Kelantan,Kota Baru,Y.M. Tengku,Ahmad Rithaudeen Al Haj Bin Tengku Ismail,,,,,,,,BN - UMNO
4,P023,Kelantan,Tanah Merah,Tuan Haji,Mohamed Bin Yaacob,,male,bumiputera,,,,,BN - UMNO
4,P075,Selangor,Ulu Selangor,Tuan,Michael Chen Wing Sum,,male,,,,,,BN - MCA
4,P099,Johor,Labis,Datuk,Musa Hitam,,,,,,,,BN - UMNO
4,P004,Kedah,Kubang Pasu,Dr.,Mahathir Bin Mohamad,,male,bumiputera,,,,,BN - UMNO
4,P134,Sarawak,Samarahan,Datuk Haji,Abdul Taib Bin Mahmud,,male,bumiputera,,,,,BN - PBB
4,P092,Negeri Sembilan,Kuala Pilah,Datuk,Abdul Samad Bin Idris,,male,bumiputera,,,,,BN - UMNO
4,P066,Pahang,Jerantut,Tuan,Shariff Ahmad,,male,,,,,,BN - UMNO
4,P034,Terengganu,Kemaman,Datuk Haji,Wan Abdul Kadir Bin Ismail,,male,bumiputera,,,,,BN - UMNO
4,P113,Johor,Pulai,Datuk,Mohamed Bin Rahmat,,male,bumiputera,,,,,BN - UMNO
4,P073,Selangor,Sabak Bernam,Datuk Haji,Mustapha Bin Haji Abdul Jabar,,male,bumiputera,,,,,BN - UMNO
4,P064,Perak,Bagan Datok,Tuan Haji,Hassan Adli Bin Haji Arshad,,male,bumiputera,,,,,BN - PAS
4,P070,Pahang,Bentong,Tuan,Chan Siang Sun,,male,,,,,,BN - MCA
4,P097,Melaka,Batu Berendam,Tan Sri,Chong Hon Nyan,,,,,,,,BN - MCA
4,P024,Kelantan,Machang,Datuk,Abdullah Ahmad,,,,,,,,BN - UMNO
4,P094,Negeri Sembilan,Tampin,Tuan,Mokhtar Bin Haji Hashim,,male,bumiputera,,,,,BN - UMNO
4,P008,Kedah,Kota Setar,Tuan,Abu Bakar Bin Umar,,male,bumiputera,,,,,BN - PAS
4,P060,Perak,Lumut,Tuan,Richard Ho Ung Hun,,male,,,,,,BN - MCA
4,P133,Sarawak,Santubong,Dr,Sulaiman Bin Haji Daud,,male,bumiputera,,,,,BN - PBB
4,P049,Perak,Taiping,Tuan,Paul Leong Khee Seong,,male,,,,,,BN - Gerakan
4,P045,Perak,Larut,Datuk Sri Haji,Kamaruddin Bin Haji Mat Isa,,male,bumiputera,,,,,BN - UMNO
4,P047,Perak,Bagan Serai,Tuan Haji,Ramli Bin Omar,,male,bumiputera,,,,,BN - UMNO
4,P068,Pahang,Raub,Tuan,Abdullah Bin Majid,,male,bumiputera,,,,,BN - UMNO
4,P086,Wilayah Persekutuan Kuala Lumpur,Damanasara,Tuan,S. Subramaniam,,male,,,,,,BN - MIC
4,P032,Terengganu,Kuala Terengganu,Tuan,Mustapha Bin Ali,,male,bumiputera,,,,,BN - PAS
4,P039,Pulau Pinang,Nibong Tebal,Dr,Goh Cheng Teik,,,,,,,,BN - Gerakan
4,P106,Johor,Muar,Dr,Neo Yee Pan,,,,,,,,BN - MCA
4,P067,Pahang,Kuantan,Tuan,Mohd. Ali Bin M. Sharif,,male,bumiputera,,,,,BN - UMNO
4,P089,Negeri Sembilan,Jelebu,Tuan,Rais Bin Yatim,,male,bumiputera,,,,,BN - UMNO
4,P017,Kelantan,Pengkalan Chepa,Tuan Haji,Nik Abdul Aziz Bin Nik Mat,,male,bumiputera,,,,,BN - PAS
4,P051,Perak,Padang Rengas,Tan Sri,Abdul Aziz Bin Yeop,,male,bumiputera,,,,,BN - UMNO
4,P111,Johor,Batu Pahat,Tuan,Abdul Jalal Bin Haji Abu Bakar,,male,bumiputera,,,,,BN - UMNO
4,P143,Sarawak,Payang,Datuk Patinggi Haji,Abdul Rahman Bin Ya'kub,,male,bumiputera,,,,,BN - PBB
4,P129,Sabah,Ulu Padas,Tuan Haji,Abdul Rashid Bin Haji Jais,,male,bumiputera,,,,,BN - USNO
4,P033,Terengganu,Dungun,Tuan Haji,Abdul Wahab Bin Yunus,,male,bumiputera,,,,,BN - PAS
4,P149,Sarawak,Kapit,Penghulu,Abit Anak Angkin,,,bumiputera,,,,,BN - PBB
4,P061,Perak,Hilir Perak,Tuan,Abu Bakar Bin Arshad,,male,bumiputera,,,,,BN - UMNO
4,P096,Melaka,Jasin,Tuan Haji,Ahmad Bin Haji Ithnin,,male,bumiputera,,,,,BN - UMNO
4,P124,Sabah,Kinabatangan,,Pengiran Ahmad Bin Pengiran Indar,,male,bumiputera,,,,,BN - USNO
4,P005,Kedah,Padang Terap,Tuan Haji,Ahmad Shukri Bin Haji Abd. Shukor,,male,bumiputera,,,,,BN - PAS
4,P118,Sabah,Labuk Sugut,Tuan,Ajad Bin O.T.Oyung,,male,bumiputera,,,,,BN - USNO
4,P037,Pulau Pinang,Permatang Pauh,Tuan,Ariffin Bin Haji Daud,,male,bumiputera,,,,,BN - UMNO
4,P062,Perak,Telok Anson,Tuan,Au How Cheong,,male,,,,,,BN - Gerakan
4,P015,Kedah,Kulim Bandar Bahru,Tuan,Azahari Bin Md. Taib,,male,bumiputera,,,,,BN - UMNO
4,P059,Perak,Batang Padang,Tuan,Azharul Abidin Bin Haji Abdul Rahim,,male,bumiputera,,,,,BN - UMNO
4,P119,Sabah,Tuaran,Tuan,Buja Bin Gumbilai,,male,bumiputera,,,,,BN - USNO
4,P091,Negeri Sembilan,Seremban,Dr,Chen Man Hin,,,,,,,,DAP
4,P058,Perak,Batu Gajah,Tuan,Chian Heng Kai,,male,,,,,,DAP
4,P142,Sarawak,Sarikei,Tuan,Chieng Tiong Kai @ Chieng Sie Lung,,male,,,,,,BN - SUPP
4,P107,Johor,Rengam,Tuan,Chin Hon Ngian,,male,,,,,,BN - MCA
4,P136,Sarawak,Serian,Tuan,Richard Dampeng Anak Laki,,male,bumiputera,,,,,BN - SUPP
4,P138,Sarawak,Batang Lupar,Tuan,Edwin Anak Tangkun,,male,bumiputera,,,,,SNAP
4,P103,Johor,Ledang,Tuan,Embong Bin Yahya,,male,bumiputera,,,,,BN - UMNO
4,P055,Perak,Menglembu,Tuan,Fan Yew Teng,,male,,,,,,DAP
4,P088,Wilayah Persekutuan Kuala Lumpur,Sungai Besi,Tuan,Farn Seong Than,,male,,,,,,DAP
4,P110,Johor,Semerah,Datin Hajjah,Fatimah Binti Haji Abdul Majid,,female,bumiputera,,,,,BN - UMNO
4,P137,Sarawak,Simunjan,Tuan Haji,Hadadak Bin Haji D. Pasauk,,male,bumiputera,,,,,BN - PBB
4,P050,Perak,Matang,Tuan,Hashim Bin Ghazali,,male,bumiputera,,,,,BN - UMNO
4,P031,Terengganu,Kuala Nerus,Datuk,Nik Hassan Bin Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
4,P002,Perlis,Arau,Tuan,Syed Hassan Bin Syed Mohamed,,male,bumiputera,,,,,BN - UMNO
4,P105,Johor,Ayer Hitam,Dr.,Hee Tien Lai @ Hee Ten Lai,,,,,,,,BN - MCA
4,P069,Pahang,Maran,Tuan,Hishamuddin Bin Haji Yahaya,,male,bumiputera,,,,,BN - UMNO
4,P108,Johor,Panti,Tan Sri,Syed Ja'afar Albar,,,bumiputera,,,,,BN - UMNO
4,P114,Johor,Johor Bharu,Tuan,Ja'afar Bin Hamzah,,male,bumiputera,,,,,BN - UMNO
4,P074,Selangor,Tanjong Karang,Tuan Haji,Jamil Bin Ishak,,male,bumiputera,,,,,BN - UMNO
4,P145,Sarawak,Rajang,Tuan,Jawan Anak Empaling,,male,bumiputera,,,,,BN - SUPP
4,P139,Sarawak,Lubok Antu,Tuan,Jonathan Narwin Anak Jinggong,,male,bumiputera,,,,,SNAP
4,P141,Sarawak,Saratok,Tuan,Edmund Langgu Anak Saga,,male,bumiputera,,,,,SNAP
4,P146,Sarawak,Mukah,Tuan,Latip Bin Haji Dris,,male,bumiputera,,,,,BN - PBB
