vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti_x,jawatan_kabinet,jawatan_parlimen,gambar,parti_y
6,P089,Negeri Sembilan,Jelebu,Dato',Rais Yatim,,,,,,,,BN - UMNO
6,P063,Perak,Tanjong Malim,Dato',Mak Hon Kam,,,,,,,,BN - MCA
6,P095,Melaka,Alor Gajah,Tuan,Mohd. Adib Bin Haji Mohd. Adam,,male,bumiputera,,,,,BN - UMNO
6,P135,Sarawak,Padawan,Datuk Amar,Stephen Yong Kuet Tze,,,,,,,,BN - SUPP
6,,,Ayer Hitam ,Dato' Dr.,Hee Tien Lai,,,,,,Timbalan Yang Di Pertua,,
6,P070,Pahang,Bentong,Dato',Chan Siang Sun,,,,,,,,BN - MCA
6,P039,Pulau Pinang,Nibong Tebal,Dr,Goh Cheng Teik,,,,,,,,BN - Gerakan
6,P093,Negeri Sembilan,Telok Kemang,Dato',K. Pathmanaban,,,,,,,,BN - MIC
6,P080,Selangor,Shah Alam,Dato',Lew Sip Hon,,,,,,,,BN - MCA
6,P036,Pulau Pinang,Mata Kuching,Dr,Ling Liong Sik,,,,,,,,BN - MCA
6,P028,Terengganu,Besut,Dato' Haji,Zakaria Bin Haji Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
6,P026,Kelantan,Kuala Krai,Dato' Dr,Nik Hussain Bin Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
6,P122,Sabah,Penampang,Datuk,Clarence E. Mansul,,,,,,,,BN - BERJAYA
6,P107,Johor,Renggam,Dato',Chin Hon Ngian,,,,,,,,BN - MCA
6,P114,Johor,Johor Bahru,Dato',Shahrir Bin Abdul Samad,,male,bumiputera,,,,,BN - UMNO
6,P076,Selangor,Kuala Selangor,Dato',Abu Hassan Bin Haji Omar,,male,bumiputera,,,,,BN - UMNO
6,P121,Sabah,Gaya,Tuan,William Lye Chee Hien,,male,,,,,,BN - BERJAYA
6,P083,Selangor,Sepang,Dato' Haji,Mohamed Suhaimi Bin Dato' Haji Kamaruddin,,male,bumiputera,,,,,BN - UMNO
6,P137,Sarawak,Simunjan,Tuan,Bujang Bin Haji Ulis,,male,bumiputera,,,,,BN - PBB
6,P142,Sarawak,Paloh,,Abang Abu Bakar Bin Datu Bandar Abang Haji Mustapha,,male,bumiputera,,,,,BN - PBB
6,P153,Sarawak,Baram,Tuan,Luhat Wan,,male,,,,,,BN - SNAP
6,P024,Kelantan,Machang,Tuan,Mohd. Kassim Bin Ahmed,,male,bumiputera,,,,,BN - UMNO
6,P078,Selangor,Ulu Langat,Datin Paduka,Chow Poh Khen Alias Rosemary Chong,,female,,,,,,BN - MCA
6,P110,Johor,Semerah,Puan,Shariffah Dora Binti Syed Mohamed,,female,bumiputera,,,,,BN - UMNO
6,P104,Johor,Pagoh,Tuan,Muhyiddin Bin Haji Mohd. Yassin,,male,bumiputera,,,,,BN - UMNO
6,P100,Johor,Segamat,Tuan,S. Subramaniam,,male,,,,,,BN - MIC
6,P068,Pahang,Raub,Dr,Tan Tiong Hong,,,,,,,,BN - MCA
6,P077,Selangor,Selayang,Puan,Rahmah Binti Othman,,female,bumiputera,,,,,BN - UMNO
6,P069,Pahang,Maran,Dato',Mohamed Khalil Yaakob,,,,,,,,BN - UMNO
6,P072,Pahang,Temerloh,Tuan,Sabbaruddin Chik,,male,,,,,,BN - UMNO
6,P092,Negeri Sembilan,Kuala Pilah,Puan,Napsiah Binti Omar,,female,bumiputera,,,,,BN - UMNO
6,P037,Pulau Pinang,Permatang Pauh,Tuan,Anwar Bin Haji Ibrahim,,male,bumiputera,,,,,BN - UMNO
6,P143,Sarawak,Sarikei,Tuan,Law Hieng Ding,,male,,,,,,BN - SUPP
6,P145,Sarawak,Rajang,Tuan,Jawan Anak Empaling,,male,bumiputera,,,,,BN - SUPP
6,P023,Kelantan,Tanah Merah,Tuan,Hussien Bin Mahmud,,male,bumiputera,,,,,BN - UMNO
6,P090,Negeri Sembilan,Mantin,Dato',Lee Boon Peng,,,,,,,,BN - MCA
6,P062,Perak,Telok Anson,Tuan,Au How Cheong,,male,,,,,,BN - Gerakan
6,P151,Sarawak,Bintulu,Tuan,Ting Ling Kiew,,male,,,,,,BN - SNAP
6,P015,Kedah,Kulim Bandar Bahru,Tuan,Abdul Kadir Bin Haji Sheikh Fadzir,,male,bumiputera,,,,,BN - UMNO
6,P047,Perak,Bagan Serai,Tuan,Zainal Abidin Bin Zin,,male,bumiputera,,,,,BN - UMNO
6,P001,Perlis,Kangar,Tuan,Radzi Bin Sheikh Ahmad,,male,bumiputera,,,,,BN - UMNO
6,P096,Melaka,Jasin,Tuan,Abdul Ghafar Bin Baba,,male,bumiputera,,,,,BN - UMNO
6,P124,Sabah,Kinabatangan,Tuan,Abdul Ghani Bin Misbah,,male,bumiputera,,,,,BN - BERJAYA
6,P002,Perlis,Arau,Dr,Abdul Hamid Bin Pawanteh,,male,bumiputera,,,,,BN - UMNO
6,P067,Pahang,Kuantan,Tuan Haji,Abdul Rahim Bin Abu Bakar,,male,bumiputera,,,,,BN - UMNO
6,P046,Perak,Parit Buntar,Tuan,Abdul Rahman Bin Sulaiman,,male,bumiputera,,,,,BN - UMNO
6,P134,Sarawak,Samarahan,Tuan Datuk Patinggi Haji,Abdul Taib Bin Mahmud,,male,bumiputera,,,,,BN - PBB
6,P128,Sabah,Silam,Tuan,Abdillah Bin Haji Abdul Hamid,,male,bumiputera,,,,,IND
6,P008,Kedah,Kota Setar,Dato Haji,Abu Bakar Bin Umar,,male,bumiputera,,,,,PAS
6,P115,Sabah,Marudu,Tuan Haji,Affendy Bin Tun Haji Mohd. Fuad Stephens,,male,bumiputera,,,,,IND
6,P057,Perak,Parit,Tuan,Ahmed Hambal Bin Yeop Majlis,,male,bumiputera,,,,,BN - UMNO
6,P140,Sarawak,Betong,Datuk,Alfred Jabu Anak Numpang,,,bumiputera,,,,,BN - PBB
6,P030,Terengganu,Ulu Terengganu,Tuan,Alias Bin Md. Ali,,male,bumiputera,,,,,BN - UMNO
6,P139,Sarawak,Lubok Antu,Tuan,Andrew Janggi Muyang,,male,,,,,,BN - SNAP
6,P033,Terengganu,Dungun,Tuan,Awang Bin Jabar,,male,bumiputera,,,,,BN - UMNO
6,P059,Perak,Batang Padang,Tuan,Azharul Abidin Bin Haji Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
6,P099,Johor,Labis,Tuan,Bahari Bin Haron,,male,bumiputera,,,,,BN - UMNO
6,P058,Perak,Batu Gajah,Tuan,Ban Hon Keong,,male,,,,,,BN - MCA
6,P152,Sarawak,Lambir,Dr,George Chan Hong Nam,,,,,,,,BN - SUPP
6,P088,Wilayah Persekutuan Kuala Lumpur,Sungai Besi,Tuan,Chan Kok Kit,,male,,,,,,DAP
6,P012,Kedah,Kuala Muda,Tuan,Daim Bin Haji Zainuddin,,male,bumiputera,,,,,BN - UMNO
6,P056,Perak,Beruas,Dato,Michael Chen Wing Sum,,,,,,,,BN - Gerakan
6,P054,Perak,Ipoh,Tuan,Peter Chin Gan Oon,,male,,,,,,BN - MCA
6,P111,Johor,Batu Pahat,Tuan,Daud Bin Haji Taha,,male,bumiputera,,,,,BN - UMNO
6,P016,Kelantan,Tumpat,Tuan,Dusuki Bin Haji Ahmad,,male,bumiputera,,,,,BN - UMNO
6,P141,Sarawak,Saratok,Tuan,Edmund Langgu Anak Saga,,male,bumiputera,,,,,IND
6,P138,Sarawak,Batang Lupar,Datuk,Edwin Anak Tangkun,,,bumiputera,,,,,IND
6,P123,Sabah,Sandakan,Tuan,Tung Fung Ket Wing,,male,,,,,,DAP
6,P116,Sabah,Bandau,Tuan,Newman Gaban,,male,,,,,,BN - BERJAYA
6,P041,Pulau Pinang,Bukit Bendera,Tuan,Gooi Hock Seng,,male,,,,,,DAP
6,P079,Selangor,Pelabuhan Kelang,Tuan,V. Govindaraj,,male,,,,,,BN - MIC
6,P129,Sabah,Ulu Padas,Datuk,Harris Bin Mohd. Salleh,,male,bumiputera,,,,,BN - BERJAYA
6,P009,Kedah,Ulu Muda,Tuan Haji,Hashim Bin Haji Endut,,male,bumiputera,,,,,BN - UMNO
6,P118,Sabah,Labuk Sugut,Tuan,Hassan Alban Bin Haji Sandukong,,male,bumiputera,,,,,IND
6,P021,Kelantan,Rantau Panjang,Tuan,Hassan Bin Haji Mohamed,,male,bumiputera,,,,,PAS
6,P031,Terengganu,Kuala Nerus,Tuan,Ibrahim Azmi Bin Hassan,,male,bumiputera,,,,,BN - UMNO
6,P011,Kedah,Jerai,Tuan,Ismail Bin Arshad,,male,bumiputera,,,,,BN - UMNO
6,P034,Terengganu,Kemaman,Tuan,Ismail Bin Said,,male,bumiputera,,,,,BN - UMNO
6,P073,Selangor,Sabak Bernam,Dato,Jamaluddin Bin Haji Suhaimi,,male,bumiputera,,,,,BN - UMNO
6,P150,Sarawak,Ulu Rajang,Tuan,Justine Anak Jinggot,,male,bumiputera,,,,,BN - SNAP
6,P045,Perak,Larut,Dato' Sri Haji,Kamaruddin Bin Haji Mohd. Isa,,male,bumiputera,,,,,BN - UMNO
6,P130,Sabah,Tawau,Tuan,Kan Yau Fa,,male,,,,,,BN - BERJAYA
6,P043,Pulau Pinang,Jelutong,Tuan,Karpal Singh,,male,indian,,,,,DAP
6,P102,Johor,Tenggaroh,Tuan,Khadri Bin Sabran,,male,bumiputera,,,,,BN - UMNO
6,P120,Sabah,Kinabalu,Tuan,Mark Koding,,male,,,,,,BN - BERJAYA
6,P042,Pulau Pinang,Tanjong,Dr,Koh Tsu Koon,,,,,,,,BN - Gerakan
6,P075,Selangor,Ulu Selangor,Dato,Lee Kim Sai,,,,,,,,BN - MCA
6,P087,Wilayah Persekutuan Kuala Lumpur,Kuala Lumpur Bandar,Tuan,Lee Lam Thye,,male,,,,,,DAP
6,P146,Sarawak,Mukah,Tuan,Leo Michael Toyad,,male,,,,,,BN - PBB
6,P149,Sarawak,Kapit,Datuk,Leonard Linggi Anak Jugah,,,bumiputera,,,,,BN - PBB
6,P098,Melaka,Kota Melaka,Tuan,Lim Kit Siang,,male,,,,,,DAP
6,P053,Perak,Kinta,Tuan,Lim Liang Seng,,male,,,,,,BN - MCA
6,P144,Sarawak,Sibu,Tuan,Ling Sie Ming,,male,,,,,,DAP
6,P029,Terengganu,Ulu Nerus,Tuan,Mamat Bin Abdul Rahman,,male,bumiputera,,,,,BN - UMNO
6,P061,Perak,Hilir Perak,Tuan,Megat Junid Bin Megat Aob,,male,bumiputera,,,,,BN - UMNO
6,P127,Sabah,Keningau,Tuan,Ahmad Shah Bin Dato' Hussein Tambakau,,male,bumiputera,,,,,BN - BERJAYA
6,P050,Perak,Matang,Tuan,Mohamad Razlan Bin Haji Abdul Hamid,,male,bumiputera,,,,,BN - UMNO
6,P044,Perak,Gerik,Tuan,Mohamed Tajol Rosli Bin Mohamed Ghazali,,male,bumiputera,,,,,BN - UMNO
6,P022,Kelantan,Nilam Puri,Tuan Haji,Mohamed Bin Haji Ali,,male,bumiputera,,,,,BN - UMNO
6,P113,Johor,Pulai,Dato',Mohamed Bin Rahmat,,male,bumiputera,,,,,BN - UMNO
6,P071,Pahang,Pekan,Tuan,Mohamed Amin Bin Haji Daud,,male,bumiputera,,,,,BN - UMNO
6,P006,Kedah,Kuala Kedah,Tuan Dato Haji,Mohammad Abu Bakar Bin Rautin Ibrahim,,male,bumiputera,,,,,BN - UMNO
6,P085,Wilayah Persekutuan Kuala Lumpur,Setapak,Tuan,Mohammad Idris Bin Mohammad Basari,,male,bumiputera,,,,,BN - UMNO
6,P117,Sabah,Kota Belud,Tuan,Mohammad Yahya Bin Lampong,,male,bumiputera,,,,,IND
6,P126,Sabah,Hilir Padas,Tuan,Mohammed Yussof Bin Haji Yakob,,male,bumiputera,,,,,IND
6,P020,Kelantan,Bachok,Tuan Haji,Mohd. Zain Bin Abdullah,,male,bumiputera,,,,,PAS
6,P112,Johor,Pontian,Tuan,Mokhtaram Bin Rabidin,,male,bumiputera,,,,,BN - UMNO
6,P154,Sarawak,Bukit Mas,Tuan,Mutang Tagal,,male,,,,,,BN - PBB
6,P109,Johor,Sri Gading,Tuan,Mustaffa Bin Mohammad,,male,bumiputera,,,,,BN - UMNO
6,P060,Perak,Lumut,Tuan,Ng Cheng Kuai,,male,,,,,,BN - MCA
6,P103,Johor,Ledang,Dato,Ngah Bin A. Rahman,,male,bumiputera,,,,,BN - UMNO
6,P017,Kelantan,Pengkalan Chepa,Tuan Haji,Nik Abdul Aziz Bin Nik Mat,,male,bumiputera,,,,,PAS
6,P119,Sabah,Tuaran,Datuk,James Peter Ongkili,,,,,,,,BN - BERJAYA
6,P007,Kedah,Alor Setar,Tuan,Oo Gin Sun,,male,,,,,,BN - MCA
6,P131,Sarawak,Mas Gading,Tuan,Patrick Anek Uren,,male,,,,,,IND
6,P101,Johor,Kluang,Tuan,Quah Wee Liam,,male,,,,,,BN - MCA
6,P136,Sarawak,Serian,Tuan,Richard Damping Anak Laki,,male,bumiputera,,,,,BN - SUPP
6,P051,Perak,Padang Rengas,Tuan,Saidin Bin Mat Piah,,male,bumiputera,,,,,BN - UMNO
6,P038,Pulau Pinang,Bukit Mertajam,Tuan,Seow Hun Khim,,male,,,,,,BN - MCA
6,P010,Kedah,Baling,Tuan Haji,Seroji Bin Haji Haron,,male,bumiputera,,,,,BN - UMNO
6,P040,Pulau Pinang,Balik Pulau,Tuan,Shamsuri Bin Md. Salleh,,male,bumiputera,,,,,BN - UMNO
6,P132,Sarawak,Bandar Kuching,Tuan,Sim Kwang Yang,,male,,,,,,DAP
6,P005,Kedah,Padang Terap,Tan Sri Dato,Syed Ahmad Shahabuddin Al Haj,,,bumiputera,,,,,BN - UMNO
6,P086,Wilayah Persekutuan Kuala Lumpur,Damansara,,Tan Koon Swan,,male,chinese,,,,,BN - MCA
6,P014,Kedah,Padang Serai,,Tan Kok Hooi,,,chinese,,,,,BN - MCA
6,P084,Wilayah Persekutuan Kuala Lumpur,Kepong,Dr,Tan Seng Giaw,,,,,,,,DAP
6,P147,Sarawak,Julau,Tuan,Thomas Salang Siden,,male,,,,,,BN - SNAP
6,P066,Pahang,Jerantut,Tuan,Wan Abu Bakar Bin Wan Mohamad,,male,bumiputera,,,,,BN - UMNO
6,P018,Kelantan,Pasir Mas,Tuan,Wan Ibrahim Bin Wan Abdullah,,male,bumiputera,,,,,PAS
6,P025,Kelantan,Pasir Puteh,Tuan,Wan Mohd. Najib Bin Wan Mohamed,,male,bumiputera,,,,,BN - UMNO
6,P013,Kedah,Sungai Petani,Tuan,Wan Zainab Binti M. A. Bakar,,female,bumiputera,,,,,BN - UMNO
6,P064,Perak,Bagan Datok,Tuan,Yahya Bin Haji Zakaria,,male,bumiputera,,,,,BN - UMNO
6,P081,Selangor,Petaling,Tuan,Yeoh Poh San,,male,,,,,,BN - MCA
6,P055,Perak,Menglembu,Tuan,Yew Foo Weng,,male,,,,,,BN - MCA
6,P074,Selangor,Tanjong Karang,Datin Paduka,Zaleha Binti Ismail,,female,bumiputera,,,,,BN - UMNO
7,,,,Tan Sri Dato',Mohamed Zahir Bin Haji Ismail,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,
7,P004,Kedah,Kubang Pasu,Y.A.B. Dato' Seri Dr.,Mahathir Bin Mohamad,,male,bumiputera,,Perdana Menteri,,,BN - UMNO
7,P114,Melaka,Jasin,Y.A.B.,Abdul Ghafar Bin Baba,,male,bumiputera,,Timbalan Perdana Menteri,,,BN - UMNO
7,P118,Johor,Labis,Dato Dr.,Ling Liong Sik,,,,,,,,BN - MCA
7,P056,Perak,Sungei Siput,Dato',S. Samy Vellu,,,,,,,,BN - MIC
7,P062,Perak,Beruas,Dato' Dr.,Lim Keng Yaik,,,,,,,,BN - Gerakan
7,P019,Kelantan,Kota Baru,Tengku Dato',Ahmad Rithauddeen Al Haj Bin Tengku Ismail,,,,,,,,BN - UMNO
7,P029,Kelantan,Gua Musang,Tengku Tan Sri,Razaleigh Hamzah,,,,,,,,BN - UMNO
7,P171,Sarawak,Kanowit,Datuk,Leo Moggie Anak Irok,,,bumiputera,,,,,BN - PBDS
7,P061,Perak,Kuala Kangsar,Datin Paduka,Rafidah Aziz,,female,,,,,,BN - UMNO
7,P156,Sarawak,Santubong,Dato' Dr.,Sulaiman Bin Haji Daud,,male,bumiputera,,,,,BN - PBB
7,P003,Kedah,Jerlun Langkawi,Datuk Seri,Sanusi Bin Junid,,male,bumiputera,,,,,BN - UMNO
7,P038,Pulau Pinang,Kepala Batas,Datuk,Abdullah Bin Haji Ahmad Badawi,,male,bumiputera,,,,,BN - UMNO
7,P103,Negeri Sembilan,Jelebu,Dato',Rais Yatim,,,,,,,,BN - UMNO
7,P158,Sarawak,Padawan,Datuk Amar,Stephen Yong Kuet Tze,,,,,,,,BN - SUPP
7,P130,Johor,Johor Bahru,Dato,Shahrir Bin Abdul Samad,,male,bumiputera,,,,,BN - UMNO > BEBAS
7,P041,Pulau Pinang,Permatang Pauh,Tuan,Anwar Bin Ibrahim,,male,bumiputera,,,,,BN - UMNO
7,P085,Selangor,Kuala Selangor,Dato',Abu Hassan Bin Haji Omar,,male,bumiputera,,,,,BN - UMNO
7,P011,Kedah,Merbok,Tuan,Daim Zainuddin,,male,,,,,,BN - UMNO
7,P079,Pahang,Bentong,Dato',Chan Siang Sun,,,,,,,,BN - MCA
7,P089,Selangor,Hulu Langat,Dato',Lee Kim Sai,,,,,,,,BN - MCA
7,P076,Pahang,Pekan,Dato' Seri Haji,Mohd. Najib Bin Tun Haji Abdul Razak,,male,bumiputera,,,,,BN - UMNO
7,P119,Johor,Mersing,Dato',Abdul Ajib Bin Ahmad,,male,bumiputera,,,,,BN - UMNO
7,P138,Sabah,Kinabalu,Tuan,Kasitah Gaddam,,male,,,,,,BN - USNO
7,P109,Negeri Sembilan,Telok Kemang,Dato',K.Pathmanaban,,,,,,,,BN - MIC
7,P160,Sarawak,Simunjan,Tuan Haji,Bujang Bin Haji Ulis,,male,bumiputera,,,,,BN - PERMAS
7,P165,Sarawak,Paloh,Dato',Abang Abu Bakar Bin Datu Bandar Abang Haji Mustapha,,male,bumiputera,,,,,BN - PBB
7,P176,Sarawak,Baram,Tuan,Luhat Wan,,male,,,,,,BN - SNAP
7,P027,Kelantan,Machang,Tuan,Mohd. Kassim Bin Ahmed,,male,bumiputera,,,,,BN - UMNO
7,P115,Johor,Segamat,Dato',S. Subramaniam,,,,,,,,BN - MIC
7,P092,Selangor,Shah Alam,Puan Hajjah,Rahmah Binti Othman,,female,bumiputera,,,,,BN - UMNO
7,P080,Pahang,Temerloh,Dato' Haji,Sabbaruddin Chik,,male,,,,,,BN - UMNO
7,P106,Negeri Sembilan,Kuala Pilah,Puan,Napsiah Binti Omar,,female,bumiputera,,,,,BN - UMNO
7,P016,Kedah,Kulim,Dato',Abdul Kadir Bin Haji Sheikh Fadzir,,male,bumiputera,,,,,BN - UMNO
7,P001,Perlis,Kangar,Dato',Radzi Bin Sheikh Ahmad,,male,bumiputera,,,,,BN - UMNO
7,P007,Kedah,Alor Setar,Dato',Oo Gin Sun,,,,,,,,BN - MCA
7,P052,Perak,Bagan Serai,Dato',Zainal Abidin Bin Zin,,male,bumiputera,,,,,BN - UMNO
7,P067,Perak,Pasir Salak,Dato',Megat Junid Bin Megat Ayob,,male,bumiputera,,,,,BN - UMNO
7,P031,Terengganu,Setiu,Dato' Dr,Mohamed Yusof Bin Haji Mohamed Noor,,male,bumiputera,,,,,BN - UMNO
7,P125,Johor,Batu Pahat,Tuan Haji,Daud Bin Dato' Haji Taha,,male,bumiputera,,,,,BN - UMNO
7,P093,Selangor,Klang,Tuan,Ng Cheng Kiat,,male,,,,,,BN - MCA
7,P068,Perak,Lumut,Tuan,Ng Cheng Kuai,,male,,,,,,BN - MCA
7,P049,Perak,Gerik,Dato',Mohd. Tajol Rosli Bin Mohd. Ghazali,,male,bumiputera,,,,,BN - UMNO
7,P124,Johor,Sri Gading,Tuan,Mustaffa Bin Mohammad,,male,bumiputera,,,,,BN - UMNO
7,P097,Wilayah Persekutuan Kuala Lumpur,Batu,Dato',Alexander Yu Lung Lee,,,,,,,,BN - Gerakan
7,P074,Pahang,Jerantut,Tuan,Wan Abu Bakar Bin Wan Mohamed,,male,bumiputera,,,,,BN - UMNO
7,P072,Pahang,Lipis,Tuan,Wang Choon Wing,,male,,,,,,BN - MCA
7,P078,Pahang,Mentakab,Dr.,Siti Zahara Binti Haji Sulaiman,,female,bumiputera,,,,,BN - UMNO
7,P111,Melaka,Selandar,Dato,Kok Wee Kiat,,,,,,,,BN - MCA
7,P127,Johor,Senai,Tuan,Woon See Chin,,male,,,,,,BN - MCA
7,P137,Sabah,Tuaran,Tuan,Kalakau Untol,,male,,,,,,BN - USNO
7,P166,Sarawak,Sarikei,Tuan,Law Heng Ding,,male,,,,,,BN - SUPP
7,P036,Terengganu,Dungun,Tuan Haji,Awang Bin Jabar,,male,bumiputera,,,,,BN - UMNO
7,P017,Kelantan,Tumpat,Dato' Haji,Dusuki Bin Haji Ahmad,,male,bumiputera,,,,,BN - UMNO
7,P087,Selangor,Selayang,Datin Paduka Hajjah,Zaleha Binti Ismail,,female,bumiputera,,,,,BN - UMNO
7,P035,Terengganu,Hulu Terengganu,Tuan,Alias Bin Md. Ali,,male,bumiputera,,,,,BN - UMNO
7,P073,Pahang,Raub,Puan,Teng Gaik Kwan,,female,,,,,,BN - MCA
7,P013,Kedah,Baling,,Raja Ariffin Bin Raja Sulaiman,,male,bumiputera,,,,,BN - UMNO
7,P175,Sarawak,Lambir,Tuan,Peter Chin Fah Kui,,male,,,,,,BN - SUPP
7,P070,Perak,Telok Intan,Tuan,Ong Tin Kim,,male,,,,,,BN - Gerakan
7,P133,Wilayah Persekutuan Labuan,Labuan,Tuan,Abdol Mulok @ Molle,,male,,,,,,IND
7,P116,Johor,Ledang,Tuan,Abdul Ghani Bin Othman,,male,bumiputera,,,,,BN - UMNO
7,P006,Kedah,Kota Setar,Dr.,Abdul Hadi Bin Derani,,male,bumiputera,,,,,BN - UMNO
7,P148,Sabah,Limbawang,Datu,Abdul Hamid Bin Tun Datu Haji Mustapha,,male,bumiputera,,,,,BN - USNO
7,P014,Kedah,Sungai Petani,Tuan Haji,Abdul Manaf Bin Haji Ahmad,,male,bumiputera,,,,,BN - UMNO
7,P034,Terengganu,Marang,Tuan Haji,Abdul Rahman Bin Bakar,,male,bumiputera,,,,,BN - UMNO
7,P051,Perak,Parit Buntar,Tuan,Abdul Rahman Bin Suliman,,male,bumiputera,,,,,BN - UMNO
7,P100,Wilayah Persekutuan Kuala Lumpur,Lembah Pantai,Tuan Haji,Abdul Razak Bin Abu Samah,,male,bumiputera,,,,,BN - UMNO
7,P157,Sarawak,Samarahan,Datuk Patinggi Haji,Abdul Taib Mahmud,,male,bumiputera,,,,,BN - PBB
7,P025,Kelantan,Kok Lanas,Dato',Abdullah Ahmad,,,,,,,,BN - UMNO
7,P018,Kelantan,Pengkalan Chepa,Tuan Haji,Abdullah Bin Haji Arshad,,male,bumiputera,,,,,PAS
7,P053,Perak,Bukit Gantang,Toh Muda Dr.,Abdullah Fadzil Bin Che Wan,,male,bumiputera,,,,,BN - UMNO
7,P075,Pahang,Kuantan,Tuan,Adam Bin Abdul Kadir,,male,bumiputera,,,,,BN - UMNO
7,P005,Kedah,Padang Terap,Dato' Dr.,Affifudin Bin Haji Omar,,male,bumiputera,,,,,BN - UMNO
7,P117,Johor,Pagoh,Tuan,Ahmad Bin Omar,,male,bumiputera,,,,,BN - UMNO
7,P162,Sarawak,Lubuk Antu,Tuan,Andrew Janggi Muyang,,male,,,,,,BN - PBDS
7,P094,Selangor,Kuala Langat,Tuan,Basri Bin Bajuri,,male,bumiputera,,,,,BN - UMNO
7,P143,Sabah,Penampang,Tuan,Bernard Giluk Dompok,,male,,,,,,BN - PBS
7,P107,Negeri Sembilan,Seremban,Dr.,Chen Man Hin,,,,,,,,DAP
7,P015,Kedah,Padang Serai,Tuan,Chew Kam Hoy,,male,,,,,,BN - MCA
7,P042,Pulau Pinang,Bukit Mertajam,Tuan,Chian Heng Kai @ Chiah Soo Ha,,male,,,,,,DAP
7,P151,Sabah,Tawau,Tuan,Samson Chin Chee Tsu,,male,,,,,,DAP
7,P122,Johor,Bakri,Tuan,Chua Jui Meng,,male,,,,,,BN - MCA
7,P091,Selangor,Puchong,Dr.,V. David,,,,,,,,DAP
7,P163,Sarawak,Betong,Tuan,Douglas Uggah Embas,,male,,,,,,BN - PBB
7,P090,Selangor,Petaling Jaya,Dr.,Eng Seng Chai @ Ng Sing Sai,,,,,,,,DAP
7,P140,Sabah,Sandakan,Tuan,Fung Ket Wing,,male,,,,,,DAP
7,P144,Sabah,Gaya,Tuan,Gerard Math,,male,,,,,,DAP
7,P010,Kedah,Jerai,Tuan,Ghazali Bin Ahmad,,male,bumiputera,,,,,BN - UMNO
7,P043,Pulau Pinang,Nibong Tebal,Dr.,Goh Cheng Teik,,,,,,,,BN - Gerakan
7,P044,Pulau Pinang,Bukit Bendera,Tuan,Gooi Hock Seng,,male,,,,,,DAP
7,P026,Kelantan,Tanah Merah,Tuan,Hashim Bin Safin @ Shafain,,male,bumiputera,,,,,BN - UMNO
7,P082,Selangor,Sabak Bernam,Tuan,Hussein Bin Haji Taib,,male,bumiputera,,,,,BN - UMNO
7,P145,Sabah,Tanjong Aru,Tuan,Hsing Yin Shean @ Heng Yick Yin,,male,,,,,,DAP
7,P108,Negeri Sembilan,Resah,Tuan,Hu Sepang,,male,,,,,,DAP
7,P020,Kelantan,Pasir Mas,Tuan Haji,Ibrahim Bin Ali,,male,bumiputera,,,,,BN - UMNO
7,P032,Terengganu,Kuala Nerus,Tuan Haji,Ibrahim Azmi Bin Hassan,,male,bumiputera,,,,,BN - UMNO
7,P037,Terengganu,Kemaman,Tuan,Ismail @ Mansor Bin Said,,male,bumiputera,,,,,BN - UMNO
7,P172,Sarawak,Kapit,Tuan,Jimbun Anak Pungga @ James Jimbun Anak Pungga,,male,bumiputera,,,,,BN - PBB
7,P173,Sarawak,Ulu Rajang,Tuan,Justine Anak Temenggong Jinggut,,male,bumiputera,,,,,BN - SNAP
7,P149,Sabah,Padas,Tuan,Kadoh Agundong,,male,,,,,,BN - PBS
7,P083,Selangor,Tanjung Karang,Dato',Kamaruzaman Bin Ahmad,,male,bumiputera,,,,,BN - UMNO
7,P046,Pulau Pinang,Jelutong,Tuan,R. Karpal Singh,,male,indian,,,,,DAP
7,P058,Perak,Pasir Pinji,Tuan,Lau Dak Kee,,male,,,,,,DAP
7,P159,Sarawak,Serian,Tuan,Lainus Anak Andrew Luwak,,male,bumiputera,,,,,IND
7,P132,Johor,Pontian,Tuan,Law Lai Heng @ Goh Lai Heng,,male,,,,,,BN - MCA
7,P099,Wilayah Persekutuan Kuala Lumpur,Bukit Bintang,Tuan,Lee Lam Thye,,male,,,,,,DAP
7,P169,Sarawak,Mukah,Dr.,Leo Michael Toyad,,,,,,,,BN - PBB
7,P054,Perak,Taiping,Dato',Paul Leong Khee Seong,,,,,,,,BN - Gerakan
7,P101,Wilayah Persekutuan Kuala Lumpur,Seputih,Tuan,Liew Ah Kim,,male,,,,,,DAP
7,P088,Selangor,Ampang Jaya,Dr.,Lim Ann Koon,,,,,,,,BN - MCA
7,P113,Melaka,Kota Melaka,Tuan,Lim Guan Eng,,male,,,,,,DAP
7,P045,Pulau Pinang,Tanjong,Tuan,Lim Kit Siang,,male,,,,,,DAP
7,P120,Johor,Kluang,Puan,Ling Chooi Sieng,,female,,,,,,BN - MCA
7,P071,Perak,Tanjong Malim,Tuan,Loke Yuen Yow,,male,,,,,,BN - MCA
