author_id,name,birth_year,sex,ethnicity,start_date,end_date
3371,HAMZAH BIN ZAINUDIN,1957.0,male,bumiputera,2008-03-08,
4397,HANIFAH HAJAR TAIB,1972.0,female,bumiputera,2018-05-09,
4212,HANNAH YEOH,1979.0,female,chinese,2018-05-09,
4157,HASAN BIN ARIFIN,1953.0,male,bumiputera,2013-05-05,2022-10-10
4242,HASAN BIN BAHROM,1956.0,male,bumiputera,2018-05-09,2022-10-10
3474,HASAN BIN MALEK,1946.0,male,bumiputera,2008-03-08,2018-04-07
4177,HASANUDDIN BIN MOHD YUNUS,1965.0,male,bumiputera,2018-05-09,2022-10-10
3627,HASBI BIN HABIBOLLAH,1963.0,male,bumiputera,2008-03-08,
3717,HASBULLAH BIN OSMAN,1957.0,male,bumiputera,2013-05-05,2022-10-10
4997,HASNI BIN MOHAMMAD,1959.0,male,bumiputera,2022-11-19,
1860,HASSAN BIN ABDUL KARIM,1951.0,male,bumiputera,2018-05-09,
4470,HASSAN BIN SAAD,1957.0,male,bumiputera,2022-11-19,
3440,HEE LOY SIAN,1971.0,male,chinese,2008-03-08,2018-04-07
2912,HENRY SUM AGONG,1946.0,male,bumiputera,2008-03-08,
3203,HIEW KING CHEU,1952.0,male,chinese,2008-03-08,2013-04-03
3714,HILMI BIN YAHAYA,1949.0,male,bumiputera,2013-05-05,2018-04-07
3510,HISHAMMUDDIN BIN DATUK HUSSEIN,1961.0,male,bumiputera,2008-03-08,
3509,HOU KOK CHUNG,1963.0,male,chinese,2008-03-08,2013-04-03
4390,HUANG TIONG SII,1969.0,male,chinese,2022-11-19,
4031,IBHARIM BIN TUAN MAN,1961.0,male,bumiputera,2018-05-09,
1692,IBRAHIM ALI,1951.0,male,bumiputera,2008-03-08,2013-04-03
2922,IDRIS BIN HAJI AHMAD,1964.0,male,bumiputera,2013-05-05,2018-04-07
2922,IDRIS BIN HAJI AHMAD,1964.0,male,bumiputera,2022-11-19,
3487,IDRIS BIN HAJI HARON,1967.0,male,bumiputera,2008-03-08,2013-04-03
3676,IDRIS BIN JUSOH,1956.0,male,bumiputera,2013-05-05,2022-10-10
3898,IGNATIUS DORELL LEIKING,1971.0,male,bumiputera,2013-05-05,2022-10-10
3670,IKMAL HISHAM BIN ABDUL AZIZ,1965.0,male,bumiputera,2013-05-05,
3775,IRMOHIZAM BIN HAJI IBRAHIM,1976.0,male,bumiputera,2013-05-05,2018-04-07
4663,ISKANDAR DZULKARNAIN BIN ABDUL KHALID,1976.0,male,bumiputera,2022-11-19,
3413,ISMAIL BIN ABD. MUTTALIB,1955.0,male,bumiputera,2008-03-08,
3648,ISMAIL BIN DAUT,1956.0,male,bumiputera,2013-05-05,2018-04-07
1613,ISMAIL BIN HAJI MOHAMED SAID,1966.0,male,bumiputera,2008-03-08,2022-10-10
3285,ISMAIL BIN KASIM,1960.0,male,bumiputera,2008-03-08,2013-04-03
3061,ISMAIL SABRI BIN YAAKOB,1960.0,male,bumiputera,2008-03-08,
3882,ISNARAISSAH MUNIRAH BT MAJILIS @ FAKHARUDY,1982.0,female,bumiputera,2018-05-09,
3659,IZANI BIN HUSIN,1963.0,male,bumiputera,2013-05-05,2018-04-07
2586,JACOB DUNGAU SAGAN,1947.0,male,bumiputera,2008-03-08,2013-04-03
3684,JAILANI BIN JOHARI,1966.0,male,bumiputera,2013-05-05,2018-04-07
4227,JALALUDDIN BIN ALIAS,1963.0,male,bumiputera,2018-05-09,
3420,JAMALUDIN BIN DATO' MOHD JARJIS,1952.0,male,bumiputera,2008-03-08,2018-04-07
4688,JAMALUDIN BIN YAHYA,1971.0,male,bumiputera,2022-11-19,
3599,JAMES DAWOS MAMIT,1949.0,male,bumiputera,2008-03-08,2018-04-07
3646,JAMIL KHIR BIN BAHAROM (B),1962.0,male,bumiputera,2013-05-05,2018-04-07
3361,JEFF OOI CHUAN AUN,1956.0,male,chinese,2008-03-08,2018-04-07
3610,JELAING ANAK MERSAT,1949.0,male,bumiputera,2008-03-08,2013-04-03
5015,JIMMY PUAH WEE TSE,1976.0,male,chinese,2022-11-19,
3304,JOHARI BIN ABDUL,1955.0,male,bumiputera,2008-03-08,
3816,JOHARI BIN ABDUL GHANI,1964.0,male,bumiputera,2013-05-05,2018-04-07
3816,JOHARI BIN ABDUL GHANI,1964.0,male,bumiputera,2022-11-19,
3473,JOHN A/L FERNANDEZ,1942.0,male,indian,2008-03-08,2013-04-03
3537,JOHNITY @ MAXIMUS BIN ONGKILI,1954.0,male,bumiputera,2008-03-08,2022-10-10
3566,JONATHAN BIN YASIN,1968.0,male,bumiputera,2018-05-09,
3270,JOSEPH ENTULU ANAK BELAUN,1955.0,male,bumiputera,2008-03-08,2018-04-07
3573,JOSEPH KURUP,1945.0,male,bumiputera,2008-03-08,2018-04-07
1895,JOSEPH PAIRIN KITINGAN,1941.0,male,bumiputera,2008-03-08,2018-04-07
2894,JOSEPH SALANG ANAK GANDUM,1950.0,male,bumiputera,2008-03-08,2018-04-07
3945,JULIAN TAN KOK PING,1979.0,male,chinese,2013-05-05,2018-04-07
3892,JUMAT HAJI IDRIS,1958.0,male,bumiputera,2013-05-05,2018-04-07
4163,JUNE LEOW HSIAD HUI,1965.0,female,chinese,2018-05-09,2022-10-10
3226,JUSLIE AJIROL,1954.0,male,bumiputera,2008-03-08,2018-04-07
4759,KALAM BIN SALAN,1965.0,male,bumiputera,2022-11-19,
4741,KAMAL BIN ASHAARI,1970.0,male,bumiputera,2022-11-19,
3772,KAMALANATHAN A/L PANCHANATHAN,1966.0,male,indian,2008-03-08,2018-04-07
3311,KAMARUDIN BIN JAFFAR,1952.0,male,bumiputera,2008-03-08,2022-10-10
3480,KAMARUL BAHARIN BIN ABBAS,1948.0,male,bumiputera,2008-03-08,2018-04-07
848,KARPAL SINGH A/L RAM SINGH,1941.0,male,other,2008-03-08,2018-04-07
4016,KARUPAIYA A/L MUTUSAMI,1953.0,male,indian,2018-05-09,2022-10-10
3701,KASTHURIRAANI A/P PATTO,1980.0,female,indian,2013-05-05,2022-10-10
4367,KELVIN YII LEE WUEN,1986.0,male,chinese,2018-05-09,
4102,KESAVAN A/L SUBRAMANIAM,1972.0,male,indian,2018-05-09,
4719,KHAIRIL NIZAM BIN KHIRUDIN,1979.0,male,bumiputera,2022-11-19,
5127,KHAIRUL FIRDAUS BIN AKBAR KHAN,1983.0,male,bumiputera,2022-11-19,
3478,KHAIRY JAMALUDDIN,1976.0,male,bumiputera,2008-03-08,2022-10-10
3095,KHALID BIN ABD SAMAD,1957.0,male,bumiputera,2008-03-08,2022-10-10
4516,KHLIR BIN MOHD NOR,1958.0,male,bumiputera,2022-11-19,
4252,KHOO POAY TIONG,1971.0,male,chinese,2018-05-09,
3866,KHOO SOO SEANG,1945.0,male,chinese,2013-05-05,2018-04-07
3740,KO CHUNG SEN,1969.0,male,chinese,2013-05-05,2018-04-07
2706,KONG CHO HA,1951.0,male,chinese,2008-03-08,2013-04-03
4425,KU ABD RAHMAN BIN KU ISMAIL,1952.0,male,bumiputera,2022-11-19,
3562,LAJIM BIN HAJI UKIN,1956.0,male,bumiputera,2008-03-08,2013-04-03
3956,LARRY SOON @ LARRY SNG WEI SHIEN,1979.0,male,chinese,2018-05-09,
3391,LEE BOON CHYE,1960.0,male,chinese,2008-03-08,2022-10-10
4821,LEE CHEAN CHUNG,1981.0,male,chinese,2022-11-19,
3390,LEE CHEE LEONG,1957.0,male,chinese,2008-03-08,2013-04-03
4657,LEE CHUAN HOW,1983.0,male,chinese,2022-11-19,
3507,LIANG TECK MENG,1972.0,male,chinese,2008-03-08,2018-04-07
3204,LIEW CHIN JIN,1952.0,female,chinese,2018-05-09,2022-10-10
3357,LIEW CHIN TONG,1977.0,male,chinese,2008-03-08,2018-04-07
3357,LIEW CHIN TONG,1977.0,male,chinese,2022-11-19,
3581,LIEW VUI KEONG,1960.0,male,chinese,2008-03-08,2013-04-03
3581,LIEW VUI KEONG,1960.0,male,chinese,2018-05-09,2022-10-10
3470,LILAH BIN YASIN,1958.0,male,bumiputera,2008-03-08,2013-04-03
1839,LIM GUAN ENG,1961.0,male,chinese,2008-03-08,
4601,LIM HUI YING,1963.0,female,chinese,2022-11-19,
698,LIM KIT SIANG,1941.0,male,chinese,2008-03-08,2022-10-10
3456,LIM LIP ENG,1972.0,male,chinese,2008-03-08,
3922,LINDA TSEN THAU LIN,1957.0,male,chinese,2008-03-08,2018-04-07
2721,LIOW TIONG LAI,1962.0,male,chinese,2008-03-08,2018-04-07
5146,LO SU FUI,1981.0,male,chinese,2022-11-19,
3460,LO' LO' BINTI HJ MOHAMAD GHAZALI,1958.0,female,bumiputera,2008-03-08,2013-04-03
3477,LOKE SIEW FOOK,1977.0,male,chinese,2008-03-08,
4403,LUKANISMAN BIN AWANG SAUNI,1982.0,male,bumiputera,2018-05-09,
3383,M. KULASEGARAN,1957.0,male,indian,2008-03-08,
3393,M. SARAVANAN,1968.0,male,indian,2008-03-08,
4360,MA'MUN BIN SULAIMAN,1965.0,male,bumiputera,2018-05-09,2022-10-10
3888,MADIUS BIN TANGAU,1958.0,male,bumiputera,2013-05-05,
2709,MAH SIEW KEONG,1962.0,male,chinese,2013-05-05,2018-04-07
375,MAHATHIR BIN MOHAMAD,1926.0,male,bumiputera,2018-05-09,2022-10-10
3641,MAHDZIR BIN KHALID,1961.0,male,bumiputera,2013-05-05,2022-10-10
2928,MAHFUZ BIN HAJI OMAR,1958.0,male,bumiputera,2008-03-08,2022-10-10
2797,MAHIADDIN BIN HAJI MD YASIN,1947.0,male,bumiputera,2008-03-08,
3547,MAKIN @ MARCUS MOJIGOH,1953.0,male,bumiputera,2008-03-08,2018-04-07
3446,MANIKAVASAGAM A/L SUNDARAM,1966.0,male,indian,2008-03-08,2013-04-03
3798,MANIVANNAN A/L GOWINDASAMY,1975.0,male,indian,2013-05-05,2018-04-07
5007,MANNDZRI BIN HAJI NASIB,1980.0,male,bumiputera,2022-11-19,
3398,MANOGARAN A/L MARIMUTHU,1960.0,male,indian,2008-03-08,2013-04-03
3647,MANSOR BIN ABDUL RAHMAN,1961.0,male,bumiputera,2013-05-05,2018-04-07
3705,MANSOR BIN OTHMAN,1950.0,male,bumiputera,2013-05-05,2022-10-10
4186,MARIA CHIN BINTI ABDULLAH,1957.0,female,bumiputera,2018-05-09,2022-10-10
3932,MARY YAP KAIN CHING @ YAP KEN JIN,1951.0,female,chinese,2013-05-05,2018-04-07
3840,MAS ERMIEYATI BINTI HAJI SAMSUDIN,1976.0,female,bumiputera,2013-05-05,
3607,MASIR ANAK KUJAT,1955.0,male,bumiputera,2008-03-08,2022-10-10
4109,MASTURA BINTI TAN SRI DATO' MOHD YAZID,1962.0,female,bumiputera,2013-05-05,2022-10-10
4276,MASZLEE BIN MALIK,1975.0,male,bumiputera,2018-05-09,2022-10-10
5093,MATBALI BIN MUSAH,1969.0,male,bumiputera,2022-11-19,
3346,MATULIDI BIN JUSOH,1958.0,male,bumiputera,2008-03-08,2013-04-03
3488,MD SIRAT BIN ABU,1960.0,male,bumiputera,2008-03-08,2013-04-03
3019,MICHAEL JEYAKUMAR DEVARAJ,1955.0,male,indian,2008-03-08,2018-04-07
3625,MICHAEL TEO YU KENG,1948.0,male,chinese,2013-05-05,2022-10-10
5082,MOHAMAD BIN ALAMIN,1972.0,male,bumiputera,2018-05-09,
3505,MOHAMAD BIN HAJI AZIZ,1941.0,male,bumiputera,2008-03-08,2013-04-03
4925,MOHAMAD BIN HAJI HASAN,1956.0,male,bumiputera,2022-11-19,
2932,MOHAMAD BIN SABU,1955.0,male,bumiputera,2018-05-09,
3745,MOHAMAD IMRAN BIN ABDUL HAMID (B),1955.0,male,bumiputera,2013-05-05,2018-04-07
5171,MOHAMAD SHAFIZAN HAJI KEPLI,1985.0,male,bumiputera,2022-11-19,
3403,MOHAMAD SHAHRUM BIN OSMAN,1954.0,male,bumiputera,2008-03-08,2013-04-03
2224,MOHAMADDIN BIN KETAPI,1958.0,male,bumiputera,2018-05-09,2022-10-10
3428,MOHAMED AZMIN BIN ALI,1965.0,male,bumiputera,2008-03-08,2022-10-10
2501,MOHAMED HANIPA BIN MAIDIN,1969.0,male,bumiputera,2013-05-05,2022-10-10
2187,MOHAMED KHALED BIN HAJI NORDIN,1959.0,male,bumiputera,2008-03-08,2013-04-03
2187,MOHAMED KHALED BIN HAJI NORDIN,1959.0,male,bumiputera,2022-11-19,
2368,MOHAMED NAZRI BIN ABDUL AZIZ,1954.0,male,bumiputera,2008-03-08,2022-10-10
9999990,MOHAMMAD NIZAR BIN JAMALUDDIN,1960.0,male,bumiputera,2008-03-08,2013-04-03
5137,MOHAMMAD YUSOF BIN APDAL,1960.0,male,bumiputera,2022-11-19,
4463,MOHAMMED TAUFIQ BIN JOHARI,1996.0,male,bumiputera,2022-11-19,
3342,MOHD ABDUL WAHID BIN HAJI ENDUT,1950.0,male,bumiputera,2008-03-08,2013-04-03
3754,MOHD ARIFF SABRI BIN ABDUL AZIZ,1957.0,male,bumiputera,2013-05-05,2018-04-07
4314,MOHD AZIS BIN JAMMAN,1975.0,male,bumiputera,2018-05-09,2022-10-10
4539,MOHD AZIZI BIN ABU NAIM,1972.0,male,bumiputera,2022-11-19,
3529,MOHD FARID MOHD RAFIK,1977.0,male,bumiputera,2008-03-08,2022-10-10
3529,MOHD FARID MOHD RAFIK,1977.0,male,bumiputera,2018-05-09,
3768,MOHD FASIAH BIN MOHD FAKEH,1956.0,male,bumiputera,2013-05-05,2022-10-10
3298,MOHD FIRDAUS BIN JAAFAR,1974.0,male,bumiputera,2008-03-08,2013-04-03
4770,MOHD HASNIZAN BIN HARUN,1970.0,male,bumiputera,2022-11-19,
2934,MOHD HAYATI BIN OTHMAN,1958.0,male,bumiputera,2008-03-08,2013-04-03
3857,MOHD IDRIS BIN JUSI,1945.0,male,bumiputera,2013-05-05,2018-04-07
3830,MOHD ISA BIN ABDUL SAMAD,1950.0,male,bumiputera,2013-05-05,2018-04-07
4934,MOHD ISAM BIN MOHD ISA,1969.0,male,bumiputera,2022-11-19,
3338,MOHD JIDIN BIN SHAFEE,1955.0,male,bumiputera,2008-03-08,2013-04-03
3290,MOHD JOHARI BIN BAHARUM,1954.0,male,bumiputera,2008-03-08,2018-04-07
3680,MOHD KHAIRUDDIN BIN AMAN RAZALI,1974.0,male,bumiputera,2013-05-05,2022-10-10
4630,MOHD MISBAHUL MUNIR BIN MASDUKI,1963.0,male,bumiputera,2022-11-19,
1216,MOHD NAJIB BIN TUN ABD RAZAK,1954.0,male,bumiputera,2008-03-08,2022-10-10
3340,MOHD NASIR BIN IBRAHIM FIKRI,1957.0,male,bumiputera,2008-03-08,2013-04-03
3292,MOHD NASIR BIN ZAKARIA,1976.0,male,bumiputera,2008-03-08,2013-04-03
4461,MOHD NAZRI BIN ABU HASSAN,1970.0,male,bumiputera,2022-11-19,
3388,MOHD NIZAR BIN HAJI ZAKARIA,1969.0,male,bumiputera,2008-03-08,2013-04-03
3388,MOHD NIZAR BIN HAJI ZAKARIA,1969.0,male,bumiputera,2018-05-09,2022-10-10
3345,MOHD NOR BIN OTHMAN,1953.0,male,bumiputera,2008-03-08,2013-04-03
3506,MOHD PUAD BIN ZARKASHI,1958.0,male,bumiputera,2008-03-08,2013-04-03
3779,MOHD RAFIZI BIN RAMLI,1977.0,male,bumiputera,2013-05-05,2018-04-07
3779,MOHD RAFIZI BIN RAMLI,1977.0,male,bumiputera,2022-11-19,
4273,MOHD RASHID HASNON,1960.0,male,bumiputera,2018-05-09,2022-10-10
4247,MOHD REDZUAN BIN MD. YUSOF,1957.0,male,bumiputera,2018-05-09,2022-10-10
4230,MOHD SALIM SHARIF,1965.0,male,bumiputera,2018-05-09,2022-10-10
4799,MOHD SANY BIN HAMZAN,1977.0,male,bumiputera,2022-11-19,
3585,MOHD SHAFIE BIN APDAL,1957.0,male,bumiputera,2008-03-08,
4140,MOHD SHAHAR BIN ABDULLAH,1980.0,male,bumiputera,2013-05-05,
4420,MOHD SUHAIMI BIN HAJI ABDULLAH,1976.0,male,bumiputera,2022-11-19,
4509,MOHD SYAHIR BIN CHE SULAIMAN,1983.0,male,bumiputera,2022-11-19,
3366,MOHD YUSMADI BIN MOHD YUSOFF,1975.0,male,bumiputera,2008-03-08,2013-04-03
3738,MOHD ZAIM BIN ABU HASAN,1951.0,male,bumiputera,2013-05-05,2018-04-07
3452,MOHD ZIN BIN MOHAMED,1954.0,male,bumiputera,2008-03-08,2013-04-03
4152,MOHD. ANUAR MOHD. TAHIR,1953.0,male,bumiputera,2018-05-09,2022-10-10
3372,MOHSIN FADZLI BIN HAJI SAMSURI,1946.0,male,bumiputera,2008-03-08,2013-04-03
5153,MORDI ANAK BIMOL,1985.0,male,bumiputera,2022-11-19,
3940,MORDI BIMOL,1985.0,male,bumiputera,2018-05-09,2022-10-10
3715,MUHAMMAD BAKHTIAR BIN WAN CHIK,1965.0,male,bumiputera,2018-05-09,
3330,MUHAMMAD BIN HUSAIN,1952.0,male,bumiputera,2008-03-08,2013-04-03
4584,MUHAMMAD FAWWAZ BIN MOHAMAD JAN,1983.0,male,bumiputera,2022-11-19,
5004,MUHAMMAD ISLAHUDDIN BIN ABAS,1988.0,male,bumiputera,2022-11-19,
4669,MUHAMMAD ISMI BIN MAT TAIB,1974.0,male,bumiputera,2022-11-19,
1644,MUHAMMAD LEO MICHAEL TOYAD ABDULLAH,1950.0,male,bumiputera,2008-03-08,2018-04-07
2990,MUJAHID BIN YUSOF RAWA,1965.0,male,bumiputera,2008-03-08,2022-10-10
3288,MUKHRIZ BIN TUN MAHATHIR,1964.0,male,bumiputera,2008-03-08,2013-04-03
3288,MUKHRIZ BIN TUN MAHATHIR,1964.0,male,bumiputera,2018-05-09,2022-10-10
4482,MUMTAZ BINTI MD NAWI,1972.0,female,bumiputera,2022-11-19,
4160,MUSLIMIN BIN YAHAYA,1968.0,male,bumiputera,2018-05-09,
21027,MUSTAFA BIN MUSA,,male,bumiputera,2022-11-19,
2333,MUSTAPA BIN MOHAMED,1951.0,male,bumiputera,2008-03-08,2022-10-10
5064,MUSTAPHA SAKMUD,1969.0,male,bumiputera,2022-11-19,
3656,N. SURENDRAN A/L NAGARAJAN,1967.0,male,indian,2013-05-05,2018-04-07
3603,NANCY BINTI HAJI SHUKRI,1961.0,female,bumiputera,2008-03-08,
3322,NASHARUDIN BIN MAT ISA,1963.0,male,bumiputera,2008-03-08,2013-04-03
3414,NASRUDIN BIN HASSAN,1971.0,male,bumiputera,2013-05-05,2018-04-07
4257,NATRAH ISMAIL,1951.0,female,bumiputera,2018-05-09,2022-10-10
3635,NAWAWI BIN AHMAD,1961.0,male,bumiputera,2013-05-05,2018-04-07
3708,NG WEI AIK,1978.0,male,chinese,2013-05-05,2018-04-07
3406,NG YEN YEN,1947.0,female,chinese,2008-03-08,2013-04-03
3376,NGA KOR MING,1972.0,male,chinese,2008-03-08,
2081,NGEH KOO HAM,1962.0,male,chinese,2008-03-08,
3672,NIK MAZIAN BIN NIK MOHAMAD,1959.0,male,bumiputera,2013-05-05,2018-04-07
4037,NIK MUHAMMAD ZAWAWI BIN HAJI SALLEH,1967.0,male,bumiputera,2018-05-09,
4213,NIK NAZMI BIN NIK AHMAD,1982.0,male,bumiputera,2018-05-09,
9999993,NIZAM MYDIN BIN BACHA MYDIN,1975.0,male,bumiputera,2018-05-09,
3939,NOGEH ANAK GUMBEK,1957.0,male,bumiputera,2013-05-05,2018-04-07
2416,NOH BIN HAJI OMAR,1958.0,male,bumiputera,2008-03-08,2022-10-10
3986,NOOR AMIN BIN AHMAD,1982.0,male,bumiputera,2018-05-09,2022-10-10
3724,NOOR AZMI BIN GHAZALI,1962.0,male,bumiputera,2013-05-05,2022-10-10
3862,NOOR EHSANUDDIN MOHD HARUN NARRASHID,1964.0,male,bumiputera,2013-05-05,2018-04-07
3649,NOR AZRINA BINTI SURIP,1975.0,female,bumiputera,2018-05-09,2022-10-10
3350,NOR MOHAMED YAKCOP,1948.0,male,bumiputera,2008-03-08,2013-04-03
3612,NORAH BINTI ABD. RAHMAN,1960.0,female,bumiputera,2008-03-08,2018-04-07
3501,NORAINI BINTI AHMAD,1967.0,female,bumiputera,2008-03-08,
4691,NORDIN BIN AHMAD ISMAIL TLDM(BERSARA),1965.0,male,bumiputera,2022-11-19,
3422,NORIAH BINTI KASNON,1964.0,female,bumiputera,2008-03-08,2018-04-07
3868,NORMALA BINTI ABDUL SAMAD,1963.0,female,bumiputera,2013-05-05,2018-04-07
4432,NURUL AMIN BIN HAMID,1983.0,male,bumiputera,2022-11-19,
3464,NURUL IZZAH BINTI ANWAR,1980.0,female,bumiputera,2008-03-08,2022-10-10
3399,ONG KA CHUAN,1955.0,male,chinese,2008-03-08,2018-04-07
2190,ONG KA TING,1957.0,male,chinese,2008-03-08,2013-04-03
3783,ONG KIAN MING,1976.0,male,chinese,2013-05-05,2022-10-10
2119,ONG TEE KEAT,1956.0,male,chinese,2008-03-08,2013-04-03
3859,ONN BIN ABU BAKAR,1963.0,male,bumiputera,2022-11-19,
3969,OSCAR LING CHAI YEW,1977.0,male,chinese,2013-05-05,
1676,OTHMAN BIN ABDUL,1951.0,male,bumiputera,2013-05-05,2018-04-07
1676,OTHMAN BIN ABDUL,1951.0,male,bumiputera,2013-05-05,2018-04-07
4207,P. PRABAKARAN,1996.0,male,indian,2018-05-09,
2113,PALANIVEL A/L K. GOVINDASAMY,1949.0,male,indian,2013-05-05,2018-04-07
9999991,PANDIKAR AMIN HAJI MULIA,1955.0,male,bumiputera,2008-03-08,2018-04-07
3148,PANG HOK LIONG,1957.0,male,chinese,2018-05-09,
21083,PAU CHIONG UNG,,female,chinese,,
2273,PETER CHIN FAH KUI,1946.0,male,bumiputera,2008-03-08,2013-04-03
4907,RADZI JIDIN,1977.0,male,bumiputera,2022-11-19,
1228,RAFIDAH BINTI ABD. AZIZ,1944.0,female,bumiputera,2008-03-08,2013-04-03
3572,RAIME BIN UNGGI,1970.0,male,bumiputera,2008-03-08,2018-04-07
4861,RAJ MUNNI BINTI SABU,1972.0,female,bumiputera,2022-11-19,
3682,RAJA KAMARUL BAHRIN SHAH BIN RAJA AHMAD,1955.0,male,bumiputera,2013-05-05,2018-04-07
4827,RAMANAN RAMAKRISHNAN,1981.0,male,indian,2022-11-19,
3354,RAMASAMY A/L PALANISAMY,1950.0,male,indian,2008-03-08,2013-04-03
4080,RAMKARPAL SINGH A/L KARPAL SINGH,1976.0,male,other,2013-05-05,
4706,RAMLI BIN DATO' MOHD NOR,1958.0,male,bumiputera,2018-05-09,
3302,RASHID BIN DIN,1947.0,male,bumiputera,2008-03-08,2013-04-03
872,RAZALEIGH HAMZAH,1937.0,male,bumiputera,2008-03-08,2022-10-10
3498,RAZALI BIN HAJI IBRAHIM,1971.0,male,bumiputera,2008-03-08,2018-04-07
3689,REEZAL MERICAN BIN NAINA MERICAN,1973.0,male,bumiputera,2013-05-05,2022-10-10
5183,RICHARD RAPU @ AMAN ANAK BEGRI,1964.0,male,bumiputera,2022-11-19,
2236,RICHARD RIOT ANAK JAEM,1952.0,male,bumiputera,2008-03-08,
5106,RIDUAN BIN RAHMAT,,male,bumiputera,2013-05-05,2018-04-07
5106,RIDUAN BIN RAHMAT,,male,bumiputera,2022-11-19,
4215,RINA BINTI MOHD HARUN,1973.0,female,bumiputera,2018-05-09,2022-10-10
2258,ROBERT LAU HOI CHEW,1943.0,male,chinese,2008-03-08,2013-04-03
4383,ROBERT LAWSON CHUAT,1959.0,male,bumiputera,2018-05-09,2022-10-10
5169,RODIYAH BINTI SAPIEE,1978.0,female,bumiputera,2022-11-19,
4789,RODZIAH BINTI ISMAIL,1964.0,female,bumiputera,2022-11-19,
2230,ROHANI BINTI ABDUL KARIM,1955.0,female,bumiputera,2008-03-08,2022-10-10
2857,RONALD KIANDEE,1961.0,male,bumiputera,2008-03-08,
9999992,ROOSME HAMZAH,,female,bumiputera,2008-03-08,2018-04-07
4478,ROSLAN BIN HASHIM,1967.0,male,bumiputera,2022-11-19,
3554,ROSNAH BINTI HAJI ABDUL RASHID SHIRLIN,1973.0,female,bumiputera,2008-03-08,2018-04-07
4057,ROSOL BIN WAHID,1965.0,male,bumiputera,2018-05-09,
5179,ROY ANGAU ANAK GINGKOI,1979.0,male,bumiputera,2022-11-19,
3875,ROZMAN BIN DATUK HAJI ISLI,1965.0,male,bumiputera,2013-05-05,2022-10-10
3947,RUBIAH BINTI HAJI WANG,1968.0,female,bumiputera,2013-05-05,
4409,RUSHDAN BIN RUSMI,1978.0,male,bumiputera,2022-11-19,
4248,RUSNAH BINTI ALUAI,1962.0,female,bumiputera,2018-05-09,2022-10-10
985,S. SUBRAMANIAM,1953.0,male,indian,2008-03-08,2018-04-07
4006,SABRI BIN AZIT,1966.0,male,bumiputera,2018-05-09,
3416,SAIFUDDIN BIN ABDULLAH,1961.0,male,bumiputera,2008-03-08,2013-04-03
3416,SAIFUDDIN BIN ABDULLAH,1961.0,male,bumiputera,2018-05-09,
2958,SALAHUDDIN BIN AYUB,1962.0,male,bumiputera,2008-03-08,2013-04-03
2958,SALAHUDDIN BIN AYUB,1962.0,male,bumiputera,2018-05-09,
4745,SALAMIAH BINTI MOHD NOR,1964.0,female,bumiputera,2022-11-19,
3583,SALLEH BIN KALBI,1965.0,male,bumiputera,2008-03-08,2013-04-03
4077,SANISVARA NETHAJI RAYER A/L RAJAJI,1972.0,male,indian,2018-05-09,
3770,SANTHARA KUMAR A/L RAMANAIDU,1971.0,male,indian,2018-05-09,2022-10-10
3563,SAPAWI BIN HAJI AHMAD WASALI,1955.0,male,bumiputera,2008-03-08,2018-04-07
3746,SEAH LEONG PENG,1967.0,male,chinese,2013-05-05,2018-04-07
4731,SH MOHMED PUZI BIN SH ALI,1957.0,male,bumiputera,2022-11-19,
3692,SHABUDIN BIN YAHAYA,1966.0,male,bumiputera,2013-05-05,2022-10-10
4048,SHAHARIZUKIRNAIN BIN ABD KADIR,1970.0,male,bumiputera,2018-05-09,
3633,SHAHARUDDIN BIN ISMAIL,1967.0,male,bumiputera,2013-05-05,2018-04-07
5070,SHAHELMEY BIN YAHYA,1973.0,male,bumiputera,2022-11-19,
1665,SHAHIDAN BIN KASSIM,1951.0,male,bumiputera,2013-05-05,
3522,SHAHRIR ABDUL SAMAD,1950.0,male,bumiputera,2008-03-08,2018-04-07
4914,SHAMSHULKAHAR BIN MOHD DELI,1961.0,male,bumiputera,2022-11-19,
3369,SHAMSUL ANUAR BIN HAJI NASARAH,1967.0,male,bumiputera,2008-03-08,
3142,SHAMSUL ISKANDAR @ YUSRE BIN HAJI MOHD AKIN,1975.0,male,bumiputera,2013-05-05,2022-10-10
4270,SHARUDDIN BIN MD SALLEH,1956.0,male,bumiputera,2018-05-09,2022-10-10
2778,SHAZIMAN ABU MANSOR,1964.0,male,bumiputera,2008-03-08,2018-04-07
3699,SIM CHEE KEONG,1982.0,male,chinese,2013-05-05,
3489,SIM TONG HIM,1949.0,male,chinese,2008-03-08,2018-04-07
3712,SIM TZE TZIN,1976.0,male,chinese,2013-05-05,
3565,SIRINGAN BIN GUBAT,1950.0,male,bumiputera,2008-03-08,2013-04-03
5091,SITI AMINAH BINTI ACHING,1962.0,female,bumiputera,2022-11-19,
3449,SITI MARIAH BINTI MAHMUD,1958.0,female,bumiputera,2008-03-08,2018-04-07
4572,SITI MASTURA BINTI MUHAMMAD,1989.0,female,bumiputera,2022-11-19,
3318,SITI ZAILAH BINTI MOHD YUSOFF,1963.0,female,bumiputera,2008-03-08,
3733,SIVAKUMAR A/L VARATHARAJU NAIDU,1971.0,male,indian,2013-05-05,
3443,SIVARASA A/L K. RASIAH,1957.0,male,indian,2008-03-08,2022-10-10
