vol,kod_kawasan,negeri,kawasan,gelaran,nama,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,remarks,id,uid,new_id,index,tahun_lahir
6,P037,Pulau Pinang,Permatang Pauh,Tuan,Anwar Bin Haji Ibrahim,male,bumiputera,BN - UMNO,,,,,141,,,473.0,1947.0
6,P038,Pulau Pinang,Bukit Mertajam,Tuan,Seow Hun Khim,male,chinese,BN - MCA,,,,,796,,,446.0,
6,P039,Pulau Pinang,Nibong Tebal,Dr,Goh Cheng Teik,male,chinese,BN - Gerakan,,,,,276,,,329.0,
6,P040,Pulau Pinang,Balik Pulau,Tuan,Shamsuri Bin Md. Salleh,male,bumiputera,BN - UMNO,,,,,808,,,383.0,
6,P041,Pulau Pinang,Bukit Bendera,Tuan,Gooi Hock Seng,male,chinese,DAP,,,,,281,,,481.0,
6,P042,Pulau Pinang,Tanjong,Dr,Koh Tsu Koon,male,chinese,BN - Gerakan,,,,,423,,,488.0,
6,P043,Pulau Pinang,Jelutong,Tuan,Karpal Singh,male,indian,DAP,,,,,412,,,428.0,1941.0
6,P044,Perak,Gerik,Tuan,Mohamed Tajol Rosli Bin Mohamed Ghazali,male,bumiputera,BN - UMNO,,,,,571,,,500.0,
6,P045,Perak,Larut,Dato' Sri Haji,Kamaruddin Bin Haji Mohd. Isa,male,bumiputera,BN - UMNO,,,,,404,,,338.0,
6,P046,Perak,Parit Buntar,Tuan,Abdul Rahman Bin Sulaiman,male,bumiputera,BN - UMNO,,,,,54,,,467.0,
6,P047,Perak,Bagan Serai,Tuan,Zainal Abidin Bin Zin,male,bumiputera,BN - UMNO,,,,,983,,,530.0,
6,P048,Perak,Sungei Siput,Dato',S. Samy Vellu,male,indian,BN - MIC,,,,,768,,,377.0,
6,P049,Perak,Taiping,Dato',Paul Leong Khee Seong,male,chinese,BN - Gerakan,,,,,707,,,370.0,
6,P050,Perak,Matang,Tuan,Mohamad Razlan Bin Haji Abdul Hamid,male,bumiputera,BN - UMNO,,,,,532,,,496.0,
6,P051,Perak,Padang Rengas,Tuan,Saidin Bin Mat Piah,male,bumiputera,BN - UMNO,,,,,778,,,519.0,
6,P052,Perak,Kuala Kangsar,Datin Paduka,Rafidah Aziz,female,bumiputera,BN - UMNO,,,,,728,,,442.0,1944.0
6,P053,Perak,Kinta,Tuan,Lim Liang Seng,male,chinese,BN - MCA,,,,,471,,,492.0,
6,P054,Perak,Ipoh,Tuan,Peter Chin Gan Oon,male,chinese,BN - MCA,,,,,713,,,514.0,
6,P055,Perak,Menglembu,Tuan,Yew Foo Weng,male,chinese,BN - MCA,,,,,963,,,529.0,
6,P056,Perak,Beruas,Dato,Michael Chen Wing Sum,male,chinese,BN - Gerakan,,,,,525,,,272.0,
6,P057,Perak,Parit,Tuan,Ahmed Hambal Bin Yeop Majlis,male,bumiputera,BN - UMNO,,,,,119,,,470.0,
6,P058,Perak,Batu Gajah,Tuan,Ban Hon Keong,male,chinese,BN - MCA,,,,,166,,,476.0,
6,P059,Perak,Batang Padang,Tuan,Azharul Abidin Bin Haji Abdul Rahman,male,bumiputera,BN - UMNO,,,,,155,,,321.0,
6,P060,Perak,Lumut,Tuan,Ng Cheng Kuai,male,chinese,BN - MCA,,,,,660,,,510.0,
6,P061,Perak,Hilir Perak,Tuan,Megat Junid Bin Megat Aob,male,bumiputera,BN - UMNO,,,,,522,,,495.0,
6,P062,Perak,Telok Anson,Tuan,Au How Cheong,male,chinese,BN - Gerakan,,,,,147,,,320.0,
6,P063,Perak,Tanjong Malim,Dato',Mak Hon Kam,male,chinese,BN - MCA,,,,,505,,,350.0,
6,P064,Perak,Bagan Datok,Tuan,Yahya Bin Haji Zakaria,male,bumiputera,BN - UMNO,,,,,952,,,527.0,
6,P065,Pahang,Lipis,Tan Sri Haji,Muhammad Ghazali Bin Shafie,male,bumiputera,BN - UMNO,,,,,640,,,283.0,
6,P066,Pahang,Jerantut,Tuan,Wan Abu Bakar Bin Wan Mohamad,male,bumiputera,BN - UMNO,,,,,917,,,525.0,
6,P067,Pahang,Kuantan,Tuan Haji,Abdul Rahim Bin Abu Bakar,male,bumiputera,BN - UMNO,,,,,44,,,466.0,
6,P068,Pahang,Raub,Dr,Tan Tiong Hong,male,chinese,BN - MCA,,,,,872,,,451.0,
6,P069,Pahang,Maran,Dato',Mohamed Khalil Yaakob,male,bumiputera,BN - UMNO,,,,,557,,,498.0,
6,P070,Pahang,Bentong,Dato',Chan Siang Sun,male,chinese,BN - MCA,,,,,188,,,24.0,
6,P071,Pahang,Pekan,Tuan,Mohamed Amin Bin Haji Daud,male,bumiputera,BN - UMNO,,,,,538,,,497.0,
6,P072,Pahang,Temerloh,Tuan,Sabbaruddin Chik,male,bumiputera,BN - UMNO,,,,,776,,,518.0,
6,P073,Selangor,Sabak Bernam,Dato,Jamaluddin Bin Haji Suhaimi,male,bumiputera,BN - UMNO,,,,,363,,,425.0,
6,P074,Selangor,Tanjong Karang,Datin Paduka,Zaleha Binti Ismail,female,bumiputera,BN - UMNO,,,,,991,,,531.0,
6,P075,Selangor,Ulu Selangor,Dato,Lee Kim Sai,male,chinese,BN - MCA,,,,,442,,,490.0,
6,P076,Selangor,Kuala Selangor,Dato',Abu Hassan Bin Haji Omar,male,bumiputera,BN - UMNO,,,,,89,,,406.0,
6,P077,Selangor,Selayang,Puan,Rahmah Binti Othman,female,bumiputera,BN - UMNO,,,,,729,,,517.0,
6,P078,Selangor,Ulu Langat,Datin Paduka,Chow Poh Khen Alias Rosemary Chong,female,chinese,BN - MCA,,,,,221,,,326.0,
6,P079,Selangor,Pelabuhan Kelang,Tuan,V. Govindaraj,male,indian,BN - MIC,,,,,905,,,454.0,
6,P080,Selangor,Shah Alam,Dato',Lew Sip Hon,male,chinese,BN - MCA,,,,,452,,,342.0,
6,P081,Selangor,Petaling,Tuan,Yeoh Poh San,male,chinese,BN - MCA,,,,,959,,,528.0,
6,P082,Selangor,Kuala Langat,Datin Paduka Hajjah,Aishah Binti Haji Abdul Ghani,female,bumiputera,BN - UMNO,,,,,121,,,317.0,
6,P083,Selangor,Sepang,Dato' Haji,Mohamed Suhaimi Bin Dato' Haji Kamaruddin,male,bumiputera,BN - UMNO,,,,,568,,,499.0,
6,P084,WP Kuala Lumpur,Kepong,Dr,Tan Seng Giaw,male,chinese,DAP,,,,,870,,,523.0,1943.0
6,P085,WP Kuala Lumpur,Setapak,Tuan,Mohammad Idris Bin Mohammad Basari,male,bumiputera,BN - UMNO,,,,,580,,,503.0,
6,P086,WP Kuala Lumpur,Damansara,,Tan Koon Swan,male,chinese,BN - MCA,,,,,867,,,450.0,
6,P087,WP Kuala Lumpur,Kuala Lumpur Bandar,Tuan,Lee Lam Thye,male,chinese,DAP,,,,,444,,,340.0,
6,P088,WP Kuala Lumpur,Sungai Besi,Tuan,Chan Kok Kit,male,chinese,DAP,,,,,184,,,413.0,
6,P089,Negeri Sembilan,Jelebu,Dato',Rais Yatim,male,bumiputera,BN - UMNO,,,,,735,,,372.0,1943.0
6,P090,Negeri Sembilan,Mantin,Dato',Lee Boon Peng,male,chinese,BN - MCA,,,,,438,,,339.0,
6,P091,Negeri Sembilan,Seremban,Dato',Lee San Choon,male,chinese,BN - MCA,,,,,445,,,51.0,
6,P092,Negeri Sembilan,Kuala Pilah,Puan,Napsiah Binti Omar,female,bumiputera,BN - UMNO,,,,,651,,,508.0,
6,P093,Negeri Sembilan,Telok Kemang,Dato',K. Pathmanaban,male,indian,BN - MIC,,,,,396,,,337.0,
6,P094,Negeri Sembilan,Tampin,Dato',Mokhtar Bin Haji Hashim,male,bumiputera,BN - UMNO,,,,convicted,630,,,282.0,
6,P094,Negeri Sembilan,Tampin,,Omar Abdullah,male,bumiputera,BN - UMNO,,,,,685,,,512.0,
6,P095,Melaka,Alor Gajah,Tuan,Mohd. Adib Bin Haji Mohd. Adam,male,bumiputera,BN - UMNO,,,,,593,,,506.0,
6,P096,Melaka,Jasin,Tuan,Abdul Ghafar Bin Baba,male,bumiputera,BN - UMNO,,,,,18,,,228.0,
6,P097,Melaka,Batu Berendam,Tan Sri,Chong Hon Nyan,male,chinese,BN - MCA,,,,,218,,,325.0,
6,P098,Melaka,Kota Melaka,Tuan,Lim Kit Siang,male,chinese,DAP,,,,,469,,,268.0,1941.0
6,P099,Johor,Labis,Tuan,Bahari Bin Haron,male,bumiputera,BN - UMNO,,,,,163,,,474.0,
6,P100,Johor,Segamat,Tuan,S. Subramaniam,male,indian,BN - MIC,,,,,770,,,378.0,1953.0
6,P101,Johor,Kluang,Tuan,Quah Wee Liam,male,chinese,BN - MCA,,,,,721,,,515.0,
6,P102,Johor,Tenggaroh,Tuan,Khadri Bin Sabran,male,bumiputera,BN - UMNO,,,,,417,,,487.0,
6,P103,Johor,Ledang,Dato,Ngah Bin A. Rahman,male,bumiputera,BN - UMNO,,,,,666,,,511.0,
6,P104,Johor,Pagoh,Tuan,Muhyiddin Bin Haji Mohd. Yassin,male,bumiputera,BN - UMNO,,,,,642,,,438.0,1947.0
6,P105,Johor,Ayer Hitam,Dato' Dr.,Hee Tien Lai,male,chinese,BM - MCA,,Timbalan Yang Di Pertua,,,312,,,332.0,
6,P106,Johor,Muar,Dato' Dr,Neo Yee Pan,male,chinese,BN - MCA,,,,,656,,,361.0,
6,P107,Johor,Renggam,Dato',Chin Hon Ngian,male,chinese,BN - MCA,,,,,213,,,324.0,
6,P108,Johor,Panti,Y.A.B. Dato,Musa Hitam,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri,,,,644,,,178.0,
6,P109,Johor,Sri Gading,Tuan,Mustaffa Bin Mohammad,male,bumiputera,BN - UMNO,,,,,648,,,179.0,
6,P110,Johor,Semerah,Puan,Shariffah Dora Binti Syed Mohamed,female,bumiputera,BN - UMNO,,,,,810,,,448.0,
6,P111,Johor,Batu Pahat,Tuan,Daud Bin Haji Taha,male,bumiputera,BN - UMNO,,,,,232,,,478.0,
6,P112,Johor,Pontian,Tuan,Mokhtaram Bin Rabidin,male,bumiputera,BN - UMNO,,,,,632,,,507.0,
6,P113,Johor,Pulai,Dato',Mohamed Bin Rahmat,male,bumiputera,BN - UMNO,,,,,545,,,274.0,
6,P114,Johor,Johor Bahru,Dato',Shahrir Bin Abdul Samad,male,bumiputera,BN - UMNO,,,,,805,,,447.0,1950.0
6,P115,Sabah,Marudu,Tuan Haji,Affendy Bin Tun Haji Mohd. Fuad Stephens,male,bumiputera,BEBAS,,,,,97,,,468.0,
6,P116,Sabah,Bandau,Tuan,Newman Gaban,male,bumiputera,BN - BERJAYA,,,,,657,,,509.0,
6,P117,Sabah,Kota Belud,Tuan,Mohammad Yahya Bin Lampong,male,bumiputera,BEBAS,,,,,583,,,504.0,
6,P118,Sabah,Labuk Sugut,Tuan,Hassan Alban Bin Haji Sandukong,male,bumiputera,BEBAS,,,,,307,,,482.0,
6,P119,Sabah,Tuaran,Datuk,James Peter Ongkili,male,bumiputera,BN - BERJAYA,,,,,366,,,426.0,
6,P120,Sabah,Kinabalu,Tuan,Mark Koding,male,bumiputera,BN - BERJAYA,,,,,512,,,432.0,
6,P121,Sabah,Gaya,Tuan,William Lye Chee Hien,male,chinese,BN - BERJAYA,,,,,941,,,456.0,
6,P122,Sabah,Penampang,Datuk,Clarence E. Mansul,male,bumiputera,BN - BERJAYA,,,,,226,,,414.0,
6,P123,Sabah,Sandakan,Tuan,Tung Fung Ket Wing,male,chinese,DAP,,,,,902,,,524.0,
6,P124,Sabah,Kinabatangan,Tuan,Abdul Ghani Bin Misbah,male,bumiputera,BN - BERJAYA,,,,,20,,,400.0,
6,P125,Sabah,Kimanis,Datuk,Pengiran Othman Bin Haji Pengiran Rauf,male,bumiputera,BN - BERJAYA,,,,,710,,,441.0,
6,P126,Sabah,Hilir Padas,Tuan,Mohammed Yussof Bin Haji Yakob,male,bumiputera,BEBAS,,,,,585,,,505.0,
6,P127,Sabah,Keningau,Tuan,Ahmad Shah Bin Dato' Hussein Tambakau,male,bumiputera,BN - BERJAYA,,,,,114,,,469.0,
6,P128,Sabah,Silam,Tuan,Abdillah Bin Haji Abdul Hamid,male,bumiputera,BEBAS,,,,,9,,,463.0,
6,P129,Sabah,Ulu Padas,Datuk,Harris Bin Mohd. Salleh,male,bumiputera,BN - BERJAYA,,,,resign,292,,,417.0,
6,P129,Sabah,Ulu Padas,,Kadoh Agundong,male,bumiputera,PBS,,,,,399,,,485.0,
6,P130,Sabah,Tawau,Tuan,Kan Yau Fa,male,chinese,BN - BERJAYA,,,,,409,,,486.0,
6,P131,Sarawak,Mas Gading,Tuan,Patrick Anek Uren,male,bumiputera,BEBAS,,,,,706,,,369.0,
6,P132,Sarawak,Bandar Kuching,Tuan,Sim Kwang Yang,male,chinese,DAP,,,,,816,,,521.0,
6,P133,Sarawak,Santubong,Datuk Dr,Sulaiman Bin Haji Daud,male,bumiputera,BN - PBB,,,,,834,,,387.0,
6,P134,Sarawak,Samarahan,Tuan Datuk Patinggi Haji,Abdul Taib Bin Mahmud,male,bumiputera,BN - PBB,,,,,69,,,115.0,
6,P135,Sarawak,Padawan,Datuk Amar,Stephen Yong Kuet Tze,male,chinese,BN - SUPP,,,,,827,,,203.0,
6,P136,Sarawak,Serian,Tuan,Richard Damping Anak Laki,male,bumiputera,BN - SUPP,,,,,752,,,376.0,
6,P137,Sarawak,Simunjan,Tuan,Bujang Bin Haji Ulis,male,bumiputera,BN - PBB,,,,,176,,,411.0,
6,P138,Sarawak,Batang Lupar,Datuk,Edwin Anak Tangkun,male,bumiputera,BEBAS,,,,,243,,,134.0,
6,P139,Sarawak,Lubok Antu,Tuan,Andrew Janggi Muyang,male,bumiputera,BN - SNAP,,,,,137,,,472.0,
6,P140,Sarawak,Betong,Datuk,Alfred Jabu Anak Numpang,male,bumiputera,BN - PBB,,,,,128,,,471.0,
6,P141,Sarawak,Saratok,Tuan,Edmund Langgu Anak Saga,male,bumiputera,BEBAS,,,,,241,,,132.0,
6,P142,Sarawak,Paloh,,Abang Abu Bakar Bin Datu Bandar Abang Haji Mustapha,male,bumiputera,BN - PBB,,,,,6,,,399.0,
6,P143,Sarawak,Sarikei,Tuan,Law Hieng Ding,male,chinese,BN - SUPP,,,,,436,,,489.0,
6,P144,Sarawak,Sibu,Tuan,Ling Sie Ming,male,chinese,DAP,,,,,480,,,493.0,
6,P145,Sarawak,Rajang,Tuan,Jawan Anak Empaling,male,bumiputera,BN - SUPP,,,,,372,,,262.0,
6,P146,Sarawak,Mukah,Tuan,Leo Michael Toyad,male,bumiputera,BN - PBB,,,,,448,,,491.0,
6,P147,Sarawak,Julau,Tuan,Thomas Salang Siden,male,bumiputera,BN - SNAP,,,,,886,,,390.0,
6,P148,Sarawak,Kanowit,Dato',Leo Moggie Anak Irok,male,bumiputera,BN - SNAP,,,,,449,,,341.0,
6,P149,Sarawak,Kapit,Datuk,Leonard Linggi Anak Jugah,male,bumiputera,BN - PBB,,,,,450,,,430.0,
6,P150,Sarawak,Ulu Rajang,Tuan,Justine Anak Jinggot,male,bumiputera,BN - SNAP,,,,,392,,,484.0,
6,P151,Sarawak,Bintulu,Tuan,Ting Ling Kiew,male,chinese,BN - SNAP,,,,,894,,,391.0,
6,P152,Sarawak,Lambir,Dr,George Chan Hong Nam,male,chinese,BN - SUPP,,,,,271,,,480.0,
6,P153,Sarawak,Baram,Tuan,Luhat Wan,male,bumiputera,BN - SNAP,,,,,487,,,270.0,
6,P154,Sarawak,Bukit Mas,Tuan,Mutang Tagal,male,bumiputera,BN - PBB,,,,,650,,,180.0,
6,,,,Dato,Mohamed Zahir Bin Haji Ismail,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,,576,,,501.0,
7,P001,Perlis,Kangar,Dato',Radzi Bin Sheikh Ahmad,male,bumiputera,BN - UMNO,,,,,727,,,516.0,
7,P002,Perlis,Arau,Tuan,Shahidan Bin Kassim,male,bumiputera,BN - UMNO,,,,,803,,,613.0,
7,P003,Kedah,Jerlun Langkawi,Datuk Seri,Sanusi Bin Junid,male,bumiputera,BN - UMNO,,,,,788,,,380.0,
7,P004,Kedah,Kubang Pasu,Y.A.B. Dato' Seri Dr.,Mahathir Bin Mohamad,male,bumiputera,BN - UMNO,Perdana Menteri,,,,500,,,164.0,1926.0
7,P005,Kedah,Padang Terap,Dato' Dr.,Affifudin Bin Haji Omar,male,bumiputera,BN - UMNO,,,,,98,,,543.0,
7,P006,Kedah,Kota Setar,Dr.,Abdul Hadi Bin Derani,male,bumiputera,BN - UMNO,,,,,24,,,535.0,
7,P007,Kedah,Alor Setar,Dato',Oo Gin Sun,male,chinese,BN - MCA,,,,,693,,,366.0,
7,P008,Kedah,Kuala Kedah,Dato' Haji,Mohammad Abu Bakar Bin Rautin Ibrahim,male,bumiputera,BN - UMNO,,,,,578,,,502.0,
7,P009,Kedah,Pendang,Tuan,Othman Bin Abdul,male,bumiputera,BN - UMNO,,,,,697,,,513.0,1951.0
7,P010,Kedah,Jerai,Tuan,Ghazali Bin Ahmad,male,bumiputera,BN - UMNO,,,,,274,,,555.0,
7,P011,Kedah,Merbok,Tuan,Daim Zainuddin,male,bumiputera,BN - UMNO,,,,,230,,,477.0,
7,P012,Kedah,Sik,Dato',Zainal Abidin Bin Johari,male,bumiputera,BN - UMNO,,,,,981,,,628.0,
7,P013,Kedah,Baling,,Raja Ariffin Bin Raja Sulaiman,male,bumiputera,BN - UMNO,,,,,737,,,610.0,
7,P014,Kedah,Sungai Petani,Tuan Haji,Abdul Manaf Bin Haji Ahmad,male,bumiputera,BN - UMNO,,,,,41,,,537.0,
7,P015,Kedah,Padang Serai,Tuan,Chew Kam Hoy,male,chinese,BN - MCA,,,,,202,,,548.0,
7,P016,Kedah,Kulim,Dato',Abdul Kadir Bin Haji Sheikh Fadzir,male,bumiputera,BN - UMNO,,,,,34,,,465.0,
7,P017,Kelantan,Tumpat,Dato' Haji,Dusuki Bin Haji Ahmad,male,bumiputera,BN - UMNO,,,,,239,,,479.0,
7,P018,Kelantan,Pengkalan Chepa,Tuan Haji,Abdullah Bin Haji Arshad,male,bumiputera,PAS,,,,,76,,,540.0,
7,P019,Kelantan,Kota Baru,Tengku Dato',Ahmad Rithauddeen Al Haj Bin Tengku Ismail,male,bumiputera,BN - UMNO,,,,,112,,,237.0,
7,P020,Kelantan,Pasir Mas,Tuan Haji,Ibrahim Bin Ali,male,bumiputera,BN - UMNO,,,,,334,,,420.0,
7,P021,Kelantan,Rantau Panjang,Tuan Haji,Mohamed Yaacob,male,bumiputera,BN - UMNO,,,,,573,,,587.0,
7,P022,Kelantan,Nilam Puri,Dato' Haji,Mohamed Bin Haji Ali,male,bumiputera,BN - UMNO,,,,,542,,,434.0,
7,P023,Kelantan,Bachok,Tuan Haji,Mohd. Zain Bin Abdullah,male,bumiputera,BN - HAMIM,,,,,626,,,281.0,
7,P024,Kelantan,Pasir Puteh,Tuan,Wan Omar Bin Wan Majid,male,bumiputera,BN - UMNO,,,,,931,,,624.0,
7,P025,Kelantan,Kok Lanas,Dato',Abdullah Ahmad,male,bumiputera,BN - UMNO,,,,,72,,,313.0,
7,P026,Kelantan,Tanah Merah,Tuan,Hashim Bin Safin @ Shafain,male,bumiputera,BN - UMNO,,,,,304,,,556.0,
7,P027,Kelantan,Machang,Tuan,Mohd. Kassim Bin Ahmed,male,bumiputera,BN - UMNO,,,,,606,,,435.0,
7,P028,Kelantan,Kuala Kerai,Tuan,Mohamed Bin Isa,male,bumiputera,BN - UMNO,,,,,543,,,583.0,
7,P029,Kelantan,Gua Musang,Tengku Tan Sri,Razaleigh Hamzah,male,bumiputera,BN - UMNO,,,,,748,,,375.0,1937.0
7,P030,Terengganu,Besut,Dato' Haji,Zakaria Bin Haji Abdul Rahman,male,bumiputera,BN - UMNO,,,,,987,,,396.0,
7,P031,Terengganu,Setiu,Dato' Dr,Mohamed Yusof Bin Haji Mohamed Noor,male,bumiputera,BN - UMNO,,,,,574,,,588.0,
7,P032,Terengganu,Kuala Nerus,Tuan Haji,Ibrahim Azmi Bin Hassan,male,bumiputera,BN - UMNO,,,,,332,,,259.0,
7,P033,Terengganu,Kuala Terengganu,Tuan,Zubir Bin Embong,male,bumiputera,BN - UMNO,,,,,992,,,629.0,
7,P034,Terengganu,Marang,Tuan Haji,Abdul Rahman Bin Bakar,male,bumiputera,BN - UMNO,,,,,49,,,538.0,
7,P035,Terengganu,Hulu Terengganu,Tuan,Alias Bin Md. Ali,male,bumiputera,BN - UMNO,,,,,130,,,407.0,
7,P036,Terengganu,Dungun,Tuan Haji,Awang Bin Jabar,male,bumiputera,BN - UMNO,,,,,149,,,410.0,
7,P037,Terengganu,Kemaman,Tuan,Ismail @ Mansor Bin Said,male,bumiputera,BN - UMNO,,,,,349,,,423.0,
7,P038,Pulau Pinang,Kepala Batas,Datuk,Abdullah Bin Haji Ahmad Badawi,male,bumiputera,BN - UMNO,,,,,75,,,405.0,1940.0
7,P039,Pulau Pinang,Tasek Gelugor,Tuan,Mohammed Yusoff Bin Abdul Latib,male,bumiputera,BN - UMNO,,,,,584,,,589.0,
7,P040,Pulau Pinang,Bagan,Tuan,Teoh Teik Huat,male,chinese,DAP,,,,,882,,,620.0,
7,P041,Pulau Pinang,Permatang Pauh,Tuan,Anwar Bin Ibrahim,male,bumiputera,BN - UMNO,,,,,141,,,473.0,1947.0
7,P042,Pulau Pinang,Bukit Mertajam,Tuan,Chian Heng Kai @ Chiah Soo Ha,male,chinese,DAP,,,,,207,,,322.0,
7,P043,Pulau Pinang,Nibong Tebal,Dr.,Goh Cheng Teik,male,chinese,BN - Gerakan,,,,,276,,,329.0,
7,P044,Pulau Pinang,Bukit Bendera,Tuan,Gooi Hock Seng,male,chinese,DAP,,,,,281,,,481.0,
7,P045,Pulau Pinang,Tanjong,Tuan,Lim Kit Siang,male,chinese,DAP,,,,,469,,,268.0,1941.0
7,P046,Pulau Pinang,Jelutong,Tuan,R. Karpal Singh,male,indian,DAP,,,,,723,,,608.0,
7,P047,Pulau Pinang,Bayan Baru,Tuan,Peter Paul Dason,male,indian,DAP,,,,,715,,,289.0,
7,P048,Pulau Pinang,Balik Pulau,Tuan,Mohamad Subky Bin Haji Abdul Raof,male,bumiputera,BN - UMNO,,,,,534,,,582.0,
7,P049,Perak,Gerik,Dato',Mohd. Tajol Rosli Bin Mohd. Ghazali,male,bumiputera,BN - UMNO,,,,,620,,,593.0,
7,P050,Perak,Larut,Tuan,Mohd. Zihin Bin Mohd. Hassan,male,bumiputera,BN - UMNO,,,,,627,,,595.0,
7,P051,Perak,Parit Buntar,Tuan,Abdul Rahman Bin Suliman,male,bumiputera,BN - UMNO,,,,,54,,,467.0,
7,P052,Perak,Bagan Serai,Dato',Zainal Abidin Bin Zin,male,bumiputera,BN - UMNO,,,,,983,,,530.0,
7,P053,Perak,Bukit Gantang,Toh Muda Dr.,Abdullah Fadzil Bin Che Wan,male,bumiputera,BN - UMNO,,,,,80,,,541.0,
7,P054,Perak,Taiping,Dato',Paul Leong Khee Seong,male,chinese,BN - Gerakan,,,,,707,,,370.0,
7,P055,Perak,Tasik Chenderoh,Dato' Haji,Saidin Bin Haji Mat Piah,male,bumiputera,BN - UMNO,,,,,778,,,519.0,
7,P056,Perak,Sungei Siput,Dato',S. Samy Vellu,male,indian,BN - MIC,,,,,768,,,377.0,
7,P057,Perak,Tambun,Tuan,Yahaya Bin Mohd. Shafie,male,bumiputera,BN - UMNO,,,,,950,,,627.0,
7,P058,Perak,Pasir Pinji,Tuan,Lau Dak Kee,male,chinese,DAP,,,,,433,,,568.0,
7,P059,Perak,Ipoh,Tuan,P. Patto,male,indian,DAP,,,,,701,,,440.0,
7,P060,Perak,Batu Gajah,Tuan,Ting Chek Ming,male,chinese,DAP,,,,,891,,,622.0,
7,P061,Perak,Kuala Kangsar,Datin Paduka,Rafidah Aziz,male,bumiputera,BN - UMNO,,,,,728,,,442.0,1944.0
7,P062,Perak,Beruas,Dato' Dr.,Lim Keng Yaik,male,chinese,BN - Gerakan,,,,,466,,,574.0,
7,P063,Perak,Parit,Tuan,Nasruddin Bin Alang Saidin,male,bumiputera,BN - UMNO,,,,,654,,,596.0,
7,P064,Perak,Gopeng,Tuan,Tan Koon Swan,male,chinese,BN - MCA,,,,resign,867,,,450.0,
7,P064,Perak,Gopeng,,Ting Chew Peh,male,chinese,BN - MCA,,,,,893,,,623.0,
7,P065,Perak,Kampar,Tuan,Ngoi Thiam Woh,male,chinese,DAP,,,,,668,,,598.0,
7,P066,Perak,Tapah,Tuan,M.G. Pandithan,male,indian,BN - MIC,,,,,493,,,577.0,
7,P067,Perak,Pasir Salak,Dato',Megat Junid Bin Megat Ayob,male,bumiputera,BN - UMNO,,,,,522,,,495.0,
7,P068,Perak,Lumut,Tuan,Ng Cheng Kuai,male,chinese,BN - MCA,,,,,660,,,510.0,
7,P069,Perak,Bagan Datok,Tuan,Mohamed Bin Jamrah,male,bumiputera,BN - UMNO,,,,,544,,,584.0,
7,P070,Perak,Telok Intan,Tuan,Ong Tin Kim,male,chinese,BN - Gerakan,,,,,690,,,602.0,
7,P071,Perak,Tanjong Malim,Tuan,Loke Yuen Yow,male,chinese,BN - MCA,,,,,486,,,576.0,
7,P072,Pahang,Lipis,Tuan,Wang Choon Wing,male,chinese,BN - MCA,,,,,936,,,625.0,
7,P073,Pahang,Raub,Puan,Teng Gaik Kwan,female,chinese,BN - MCA,,,,,879,,,619.0,
7,P074,Pahang,Jerantut,Tuan,Wan Abu Bakar Bin Wan Mohamed,male,bumiputera,BN - UMNO,,,,,917,,,525.0,
7,P075,Pahang,Kuantan,Tuan,Adam Bin Abdul Kadir,male,bumiputera,BN - UMNO,,,,,93,,,542.0,
7,P076,Pahang,Pekan,Dato' Seri Haji,Mohd. Najib Bin Tun Haji Abdul Razak,male,bumiputera,BN - UMNO,,,,,587,,,355.0,1954.0
7,P077,Pahang,Maran,Tuan,Mohamad Bin Abdullah,male,bumiputera,BN - UMNO,,,,,527,,,581.0,
7,P078,Pahang,Mentakab,Dr.,Siti Zahara Binti Haji Sulaiman,female,bumiputera,BN - UMNO,,,,,819,,,614.0,
7,P079,Pahang,Bentong,Dato',Chan Siang Sun,male,chinese,BN - MCA,,,,death,188,,,24.0,
7,P079,Pahang,Bentong,,Lim Ah Lek,male,chinese,BN - MCA,,,,,456,,,571.0,
7,P080,Pahang,Temerloh,Dato' Haji,Sabbaruddin Chik,male,bumiputera,BN - UMNO,,,,,776,,,518.0,
7,P081,Pahang,Rompin,Tuan,Mohamed Amin Bin Haji Daud,male,bumiputera,BN - UMNO,,,,,538,,,497.0,
7,P082,Selangor,Sabak Bernam,Tuan,Hussein Bin Haji Taib,male,bumiputera,BN - UMNO,,,,,333,,,40.0,
7,P083,Selangor,Tanjung Karang,Dato',Kamaruzaman Bin Ahmad,male,bumiputera,BN - UMNO,,,,,407,,,564.0,
7,P084,Selangor,Hulu Selangor,Tuan,S.S. Subramaniam,male,indian,BN - MIC,,,,,772,,,611.0,
7,P085,Selangor,Kuala Selangor,Dato',Abu Hassan Bin Haji Omar,male,bumiputera,BN - UMNO,,,,,89,,,406.0,
7,P086,Selangor,Kapar,Tuan,D.P. Vijandran,male,indian,BN - MIC,,Timbalan Yang di-Pertua,,resign,228,,,550.0,
7,P087,Selangor,Selayang,Datin Paduka Hajjah,Zaleha Binti Ismail,female,bumiputera,BN - UMNO,,,,,991,,,531.0,
7,P088,Selangor,Ampang Jaya,Dr.,Lim Ann Koon,male,chinese,BN - MCA,,,,resign,457,,,572.0,
7,P088,Selangor,Ampang Jaya,,Ong Tee Keat,male,chinese,BN - MCA,,Timbalan Yang di-Pertua,,,689,,,601.0,1956.0
