vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar
7.0,,,Bukit Gantang,Toh Muda Dr.,Abdullah Fadzil Bin Che Wan,,male,bumiputera,,,,
7.0,,,Kuantan,Tuan,Adam Bin Abdul Kadir,,male,bumiputera,,,,
7.0,,,Padang Terap,Dato' Dr.,Affifudin Bin Haji Omar,,male,bumiputera,,,,
7.0,,,Pagoh,Tuan,Ahmad Bin Omar,,male,bumiputera,,,,
7.0,,,Lubuk Antu,Tuan,Andrew Janggi Muyang,,male,,,,,
7.0,,,Kuala Langat,Tuan,Basri Bin Bajuri,,male,bumiputera,,,,
7.0,,,Penampang,Tuan,Bernard Giluk Dompok,,male,,,,,
7.0,,,Seremban,Dr.,Chen Man Hin,,,,,,,
7.0,,,Padang Serai,Tuan,Chew Kam Hoy,,male,,,,,
7.0,,,Bukit Mertajam,Tuan,Chian Heng Kai @ Chiah Soo Ha,,male,,,,,
7.0,,,Tawau,Tuan,Samson Chin Chee Tsu,,male,,,,,
7.0,,,Bakri,Tuan,Chua Jui Meng,,male,,,,,
7.0,,,Puchong,Dr.,V. David,,,,,,,
7.0,,,Betong,Tuan,Douglas Uggah Embas,,male,,,,,
7.0,,,Petaling Jaya,Dr.,Eng Seng Chai @ Ng Sing Sai,,,,,,,
7.0,,,Sandakan,Tuan,Fung Ket Wing,,male,,,,,
7.0,,,Gaya,Tuan,Gerard Math,,male,,,,,
7.0,,,Jerai,Tuan,Ghazali Bin Ahmad,,male,bumiputera,,,,
7.0,,,Nibong Tebal,Dr.,Goh Cheng Teik,,,,,,,
7.0,,,Bukit Bendera,Tuan,Gooi Hock Seng,,male,,,,,
7.0,,,Tanah Merah,Tuan,Hashim Bin Safin @ Shafain,,male,bumiputera,,,,
7.0,,,Sabak Bernam,Tuan,Hussein Bin Haji Taib,,male,bumiputera,,,,
7.0,,,Tanjong Aru,Tuan,Hsing Yin Shean @ Heng Yick Yin,,male,,,,,
7.0,,,Resah,Tuan,Hu Sepang,,male,,,,,
7.0,,,Pasir Mas,Tuan Haji,Ibrahim Bin Ali,,male,bumiputera,,,,
7.0,,,Kuala Nerus,Tuan Haji,Ibrahim Azmi Bin Hassan,,male,bumiputera,,,,
7.0,,,Kemaman,Tuan,Ismail @ Mansor Bin Said,,male,bumiputera,,,,
7.0,,,Kapit,Tuan,Jimbun Anak Pungga @ James Jimbun Anak Pungga,,male,bumiputera,,,,
7.0,,,Ulu Rajang,Tuan Justine Anak Temenggong,Jinggut,,male,bumiputera,,,,
7.0,,,Padas,Tuan,Kadoh Agundong,,male,,,,,
7.0,,,Tanjung Karang,Dato',Kamaruzaman Bin Ahmad,,male,bumiputera,,,,
7.0,,,Jelutong,Tuan,R. Karpal Singh,,male,india,,,,
7.0,,,Pasir Pinji,Tuan,Lau Dak Kee,,male,,,,,
7.0,,,Serian,Tuan,Lainus Anak Andrew Luwak,,male,bumiputera,,,,
7.0,,,Pontian,Tuan,Law Lai Heng @ Goh Lai Heng,,male,,,,,
7.0,,,Bukit Bintang,Tuan,Lee Lam Thye,,male,,,,,
7.0,,,Mukah,Dr.,Leo Michael Toyad,,,,,,,
7.0,,,Taiping,Dato',Paul Leong Khee Seong,,,,,,,
7.0,,,Seputih,Tuan,Liew Ah Kim,,male,,,,,
7.0,,,Ampang Jaya,Dr.,Lim Ann Koon,,,,,,,
7.0,,,Kota Melaka,Tuan,Lim Guan Eng,,male,,,,,
7.0,,,Tanjong,Tuan,Lim Kit Siang,,male,,,,,
7.0,,,Kluang,Puan,Ling Chooi Sieng,,female,,,,,
7.0,,,Tanjong Malim,Tuan,Loke Yuen Yow,,male,,,,,
7.0,,,Bandau,Tuan,Madatang Bin Morejal,,male,bumiputera,,,,
7.0,,,Kota Belud,Tuan,Maidom Bin Pansai @ Paul Bin Pansai,,male,bumiputera,,,,
7.0,,,Jambongan,Tuan,Metah Bin Asang @ Michael Asang,,male,bumiputera,,,,
7.0,,,Maran,Tuan,Mohamad Bin Abdullah,,male,bumiputera,,,,
7.0,,,Balik Pulau,Tuan,Mohamad Subky Bin Haji Abdul Raof,,male,bumiputera,,,,
7.0,,,Rompin,Tuan,Mohamed Amin Bin Haji Daud,,male,bumiputera,,,,
7.0,,,Nilam Puri,Dato' Haji,Mohamed Bin Haji Ali,,male,bumiputera,,,,
7.0,,,Kuala Kerai,Tuan,Mohamed Bin Isa,,male,bumiputera,,,,
7.0,,,Bagan Datok,Tuan,Mohamed Bin Jamrah,,male,bumiputera,,,,
7.0,,,Pulai,Dato',Mohamed Bin Rahmat,,male,bumiputera,,,,
7.0,,,Muar,Tuan,Mohamed Sam Bin Haji Sailan,,male,bumiputera,,,,
7.0,,,Sungai Benut,Tuan,Mohamed Tawfik Bin Dr. Ismail,,male,bumiputera,,,,
7.0,,,Rantau Panjang,Tuan Haji,Mohamed Yaacob,,male,,,,,
7.0,,,Kuala Kedah,Dato' Haji,Mohammad Abu Bakar Bin Rautin Ibrahim,,male,bumiputera,,,,
7.0,,,Tasek Gelugor,Tuan,Mohammed Yusoff Bin Abdul Latib,,male,bumiputera,,,,
7.0,,,Alor Gajah,Datuk Seri,Mohd. Adib Bin Haji Mohd. Adam,,male,bumiputera,,,,
7.0,,,Jempol,Tuan Haji,Mohd. Khalid Bin Mohd. Yunus,,male,bumiputera,,,,
7.0,,,Tampin,Tuan,Mohd. Noh Bin Rajab,,male,bumiputera,,,,
7.0,,,Sepang,Tuan,Mohd. Sharif Bin Jajang,,male,bumiputera,,,,
7.0,,,Batu Berendam,Tuan,Mohd. Tamrin Bin Abdul Ghafar,,male,bumiputera,,,,
7.0,,,Bachok,Tuan Haji,Mohd. Zain Bin Abdullah,,male,bumiputera,,,,
7.0,,,Larut,Tuan,Mohd. Zihin Bin Mohd. Hassan,,male,bumiputera,,,,
7.0,,,Kota Tinggi,Dato',Musa Bin Hitam,,male,bumiputera,,,,
7.0,,,Bukit Mas,Tuan,Mutang Tagal,,male,,,,,
7.0,,,Parit,Tuan,Nasruddin Bin Alang Saidin,,male,bumiputera,,,,
7.0,,,Kampar,Tuan,Ngoi Thiam Woh,,male,,,,,
7.0,,,Rajang,Tuan,Nicholas Munong Anak Ibau,,male,bumiputera,,,,
7.0,,,Kimanis,Tuan,Nurnikman Bin Abdullah,,male,bumiputera,,,,
7.0,,,Marudu,Tuan,Joe Ojihi Bin Supiring,,male,bumiputera,,,,
7.0,,,Papar,Tuan,Osu Bin Haji Sukam,,male,bumiputera,,,,
7.0,,,Pendang,Tuan,Othman Bin Abdul,,male,bumiputera,,,,
7.0,,,Keningau,Datuk,Joseph Pairin Kitingan,,,,,,,
7.0,,,Tapah,Tuan,M.G. Pandithan,,male,,,,,
7.0,,,Mas Gading,Dr.,Patau Rubis,,,,,,,
7.0,,,Ipoh,Tuan,P.Patto,,male,,,,,
7.0,,,Bayan Baru,Tuan,Peter Paul Dason,,male,,,,,
7.0,,,Saratok,Datuk,Peter Tinggom Anak Kamarau,,,bumiputera,,,,
7.0,,,Kinabatangan,Tuan,Pitting Bin Haji Mohd. Ali,,male,bumiputera,,,,
7.0,,,Silam,Tuan,Railey Bin Jeffrey,,male,bumiputera,,,,
7.0,,,Tasik Chenderoh,Dato' Haji,Saidin Bin Haji Mat Piah,,male,bumiputera,,,,
7.0,,,Semporna,Datuk Haji,Sakaran Dandai,,male,,,,,
7.0,,,Arau,Tuan,Shahidan Bin Kassim,,male,bumiputera,,,,
7.0,,,Parit Sulong,Puan Hajjah,Shariffah Dorah Binti Dato' Syed Mohammed,,female,bumiputera,,,,
7.0,,,Bandar Kuching,Tuan,Sim Kwang Yang,,male,,,,,
7.0,,,Hulu Selangor,Tuan,S.S. Subramaniam,,male,,,,,
7.0,,,Titiwangsa,,Drs. Suleiman Bin Mohamed,,male,bumiputera,,,,
7.0,,,Batang Lupar,Datuk,Daniel Tajem Anak Miri,,,bumiputera,,,,
7.0,,,Sungai Besi,Tuan,Tan Kok Wai,,male,,,,,
7.0,,,Gopeng,Tuan,Tan Koon Swan,,male,,,,,
7.0,,,Kepong,Dr.,Tan Seng Giaw,,,,,,,
7.0,,,Pensiangan,Tuan,Taimin Bin Lumaing,,male,bumiputera,,,,
7.0,,,Bagan,Tuan,Teoh Teik Huat,,male,,,,,
7.0,,,Julau,Tuan,Thomas Salang Siden,,male,,,,,
7.0,,,Sibu,Tuan,Tieu Sung Seng @ Tiu Siing Seng,,male,,,,,
7.0,,,Batu Gajah,Tuan,Ting Chek Ming,,male,,,,,
7.0,,,Bintulu,Tuan,Ting Ling Kiew,,male,,,,,
7.0,,,Kapar,Tuan,D.P. Vijandran,,male,,,,,
7.0,,,Pasir Puteh,Tuan,Wan Omar Bin Wan Majid,,male,bumiputera,,,,
7.0,,,Tambun,Tuan,Yahaya Bin Mohd. Shafie,,male,bumiputera,,,,
7.0,,,Tebrau,Puan,Siti Zainabon @ Zainab Binti Abu Bakar,,female,bumiputera,,,,
7.0,,,Sik,Dato',Zainal Abidin Bin Johari,,male,bumiputera,,,,
7.0,,,Besut,Dato' Haji,Zakaria Bin Haji Abdul Rahman,,male,bumiputera,,,,
7.0,,,Kuala Terengganu,Tuan,Zubir Bin Embong,,male,bumiputera,,,,
8.0,,,,Tan Sri Dato',Mohamed Zahir Bin Haji Ismail,,male,bumiputera,,Yang Dipertua Dewan Rakyat,,
8.0,,,Kubang Pasu,Y.A.B. Dato' Seri Dr,Mahathir Bin Mohamad,,male,bumiputera,,Perdana Menteri,,
8.0,,,Jasin,Y.A.B.,Abdul Ghafar Bin Baba,,male,bumiputera,,Timbalan Perdana Menteri,,
8.0,,,Labis,Dato' Seri Dr.,Ling Liong Sik,,,,,,,
8.0,,,Sungai Siput,Dato' Seri,S.Samy Vellu,,,,,,,
8.0,,,Beruas,Dato' Seri Dr.,Lim Keng Yaik,,,,,,,
8.0,,,Kanowit,Datuk,Leo Moggie Anak Irok,,,bumiputera,,,,
8.0,,,Kuala Kangsar,Dato' Seri,Rafidah Aziz,,,,,,,
8.0,,,Petra Jaya,Dato' Dr Haji,Sulaiman Bin Haji Daud,,male,bumiputera,,,,
8.0,,,Jerlun Langkawi,Datuk Seri,Sanusi Bin Junid,,male,bumiputera,,,,
8.0,,,Permatang Pauh,Dato' Seri,Anwar Ibrahim,,,,,,,
8.0,,,Kuala Selangor,Dato' Haji,Abu Hassan Bin Haji Omar,,male,bumiputera,,,,
8.0,,,Merbok,Dato' Paduka,Daim Zainuddin,,,,,,,
8.0,,,Hulu Langat,Dato',Lee Kim Sai,,,,,,,
8.0,,,Pekan,Dato' Seri Haji,Mohd. Najib Bin Tun Haji Abdul Razak,,male,bumiputera,,,,
8.0,,,Pulai,Dato',Mohamed Bin Rahmat,,male,bumiputera,,,,
8.0,,,Temerluh,Dato',Sabbaruddin Chik,,,,,,,
8.0,,,Kuala Pilah,Dato',Napsiah Binti Omar,,female,bumiputera,,,,
8.0,,,Besut,Dato' Dr,Mohamad Yusof Bin Haji Mohamed Nor,,male,bumiputera,,,,
8.0,,,Bentung,Dato',Lim Ah Lek,,,,,,,
8.0,,,Kuala Rajang,Dato',Abang Abu Bakar Bin Datu Bandar Abang Haji Mustapha,,male,bumiputera,,,,
8.0,,,Sarikei,Tuan,Law Hieng Ding,,male,,,,,
8.0,,,Gopeh,Dr,Ting Chew Peh,,,,,,,
8.0,,,Semporna,Tan Sri Datuk Haji,Sakaran Bin Dandai,,male,bumiputera,,,,
8.0,,,Kota Tinggi,Tuan,Syed Hamid Bin Syed Jaafar Albar,,male,bumiputera,,,,
8.0,,,Ampang Jaya,Tuan,Ong Tee Keat,,male,,,,,
8.0,,,Kinabatangan,Tuan Haji,Juhar Bin Haji Mahiruddin,,male,bumiputera,,,,
8.0,,,Pasir Salak,Dato',Megat Junid Bin Megat Ayob,,male,bumiputera,,,,
8.0,,,Batu Pahat,Tuan Haji,Daud Bin Dato' Haji Taha,,male,bumiputera,,,,
8.0,,,Gerik,Dato',Mohd. Tajol Rosli Bin Mohd. Ghazali,,male,bumiputera,,,,
8.0,,,Batu,Dato',Alexander Yu Lung Lee,,,,,,,
8.0,,,Jerantut,Dato',Wan Abu Bakar Bin Mohamed,,male,bumiputera,,,,
8.0,,,Mentakab,Dato' Dr,Siti Zaharah Binti Haji Sulaiman,,female,bumiputera,,,,
8.0,,,Tanjong Malim,Dato',Loke Yuen Yow,,,,,,,
8.0,,,Papar,Tuan,Osu Bin Haji Sukam,,male,bumiputera,,,,
8.0,,,Silam,Tuan,Railey Bin Haji Jeffrey,,male,bumiputera,,,,
8.0,,,Selayang,Datin Paduka Hajah,Zaleha Binti Ismail,,female,bumiputera,,,,
8.0,,,Baling,Raja Dato',Ariffin Bin Raja Sulaiman,,male,bumiputera,,,,
8.0,,,Jempol,Dato' Haji,Mohd. Khalid Bin Mohd. Yunus,,male,bumiputera,,,,
8.0,,,Mukah,Dr,Leo Michael Toyad,,,,,,,
8.0,,,Bukit Gantang,Dato' Dr,Abdullah Fadzil Bin Che Wan,,male,bumiputera,,,,
8.0,,,Ledang,Tuan,Abdul Ghani Bin Othman,,male,bumiputera,,,,
8.0,,,Titiwangsa,Dato' Drs,Suleiman Bin Mohamed,,male,bumiputera,,,,
8.0,,,Balik Pulau,Tuan,Mohamed Farid Bin Ariffin,,male,bumiputera,,,,
8.0,,,Raub,Puan,Teng Gaik Kwan,,female,,,,,
8.0,,,Miri,Tuan,Peter Chin Fah Kui,,male,,,,,
8.0,,,Kulim,Dato',Abdul Kadir Bin Haji Sheikh Fadzir,,male,bumiputera,,,,
8.0,,,Bakri,Tuan,Chua Jui Meng,,male,,,,,
8.0,,,Taiping,Tuan,Kerk Choo Ting,,male,,,,,
8.0,,,Setiu,Dato' Haji Tengku,Mahmud Bin Tengku Mansor,,male,bumiputera,,,,
8.0,,,Sri Gading,Tuan,Mohd. Yasin Bin Kamari,,male,bumiputera,,,,
8.0,,,Rasah,Dato,Wong See Wah,,,,,,,
8.0,,,Saratok,Datuk,Peter Tinggom Anak Kamarau,,,bumiputera,,,,
8.0,,,Lipis,Dato',Chan Kong Chong,,,,,,,
8.0,,,Selandar,Dr,Fong Chan Oon,,,,,,,
8.0,,,Sik,Dato Dr Haji,Abdul Hamid Bin Haji Othman,,male,bumiputera,,,,
8.0,,,Parit Buntar,Dato',Abdul Raman Bin Suliman,,male,bumiputera,,,,
8.0,,,Pendang,Tuan,Othman Bin Abdul,,male,bumiputera,,,,
8.0,,,Bagan Datok,Dato,Mohamed Bin Jamrah,,male,bumiputera,,,,
8.0,,,Kemaman,Dato',Ismail Bin Said,,male,bumiputera,,,,
8.0,,,Tampin,Tuan,Mohd. Noh Bin Rajab,,male,bumiputera,,,,
8.0,,,Betong,Tuan,Douglas Uggah Embas,,male,,,,,
8.0,,,Tasik Gelugor,Tuan,Mohd. Shariff Bin Haji Omar,,male,bumiputera,,,,
8.0,,,Padawan,Tuan,Yong Khoon Seng,,male,,,,,
8.0,,,Pontian,Tuan,Ong Ka Ting,,male,,,,,
8.0,,,Kuantan,Dato' Haji,Fauzi Bin Abdul Rahman,,male,bumiputera,,,,
8.0,,,Labuan,Tuan,Abdol Mulok Bin Awang Damit,,male,bumiputera,,,,
8.0,,,Mersing,Dato',Abdul Ajib Bin Ahmad,,male,bumiputera,,,,
8.0,,,Marang,Tuan,Abdul Hadi Bin Haji Awang,,male,bumiputera,,,,
8.0,,,Sungai Benut,Tuan Haji,Abdul Hamid Bin Abdul Rahman,,male,bumiputera,,,,
8.0,,,Kuala Terengganu,Datuk Haji,Manan Bin Othman,,male,bumiputera,,,,
8.0,,,Muar,Tuan,Abdul Malek Munip,,male,bumiputera,,,,
8.0,,,Kuala Nerus,Datuk Haji,Abdul Rashid Bin Muhammad,,male,bumiputera,,,,
8.0,,,Kota Semarahan,Datuk Patinggi Tan Sri Haji,Abdul Taib Mahmud,,male,bumiputera,,,,
8.0,,,Hulu Rajang,Tuan,Billy Abit Joo,,male,,,,,
8.0,,,Pengkalan Chepa,Tuan Haji,Nik Abdullah Bin Haji Arshad,,male,bumiputera,,,,
8.0,,,Padang Terap,Dato' Dr,Affifudin Bin Haji Omar,,male,bumiputera,,,,
8.0,,,Bayan Baru,Tuan,Ahmad Bin Nor,,male,bumiputera,,,,
8.0,,,Pagoh,Tuan,Ahmad Bin Omar,,male,bumiputera,,,,
8.0,,,Machang,Tuan,Ahmad Shukri Bin Haji Hassan,,male,bumiputera,,,,
8.0,,,Hulu Terengganu,Dato',Alias Bin Md. Ali,,male,bumiputera,,,,
8.0,,,Marudu,Datuk,Amir Kahar Bin Tun Datu Mustapha,,male,bumiputera,,,,
8.0,,,Dungun,Tuan Haji,Awang Bin Jabar,,male,bumiputera,,,,
8.0,,,Kuala Langat,Datuk Haji,Basri Bin Bajuri,,male,bumiputera,,,,
8.0,,,Penampang,Datuk,Bernard Giluk Dompok,,,,,,,
8.0,,,Bachok,Tuan Haji,Buniyamin Bin Yaakob,,male,bumiputera,,,,
8.0,,,Bukti Mertajam,Tuan,Chian Heng Kai,,male,,,,,
8.0,,,Alor Setar,Tuan,Chor Chee Heung,,male,,,,,
8.0,,,Puchong,Dr,V. David,,,,,,,
8.0,,,Klang,Tuan,Fong Kui Lun,,male,,,,,
8.0,,,Batu Gajah,Tuan,Foo Tiew Kok,,male,,,,,
8.0,,,Bandau,Tuan,George Sangkin,,male,,,,,
8.0,,,Jerai,Tuan Haji,Ghazali Bin Ahmad,,male,bumiputera,,,,
8.0,,,Bukit Bendera,Tuan,Gooi Hock Seng,,male,,,,,
8.0,,,Tasek Chenderoh,Tuan Haji,Hamzah Bin Mohamed Zain,,male,bumiputera,,,,
8.0,,,Baram,Tuan,Harrison Ngau Laing,,male,,,,,
8.0,,,Pasir Mas,Tuan Haji,Ibrahim Bin Ali,,male,bumiputera,,,,
8.0,,,Alor Gajah,Tuan Haji,Ibrahim Bin Jendol,,male,bumiputera,,,,
8.0,,,Kuala Krai,Tuan Haji,Ibrahim Bin Mahmood,,male,bumiputera,,,,
8.0,,,Tanah Merah,Tuan Haji,Ibrahim Bin Pateh Mohammad,,male,bumiputera,,,,
8.0,,,Sungai Petani,,Che Ibrahim Bin Mustafa,,male,bumiputera,,,,
8.0,,,Jelebu,Lt.,Kol. Ibrahim Bin Sareh,,male,bumiputera,,,,
8.0,,,Kota Bharu,Puan Hajah,Ilani Binti Dato Haji Isahak,,female,bumiputera,,,,
8.0,,,Kangar,Tuan Haji,Ishak Bin Arshad,,male,bumiputera,,,,
8.0,,,Rompin,Dr Haji,Jamaluddin Bin Haji Jarjis,,male,bumiputera,,,,
8.0,,,Lubok Antu,Tuan,Jawah Anak Gerang,,male,bumiputera,,,,
8.0,,,Kapit,Tuan,James Jimbun Anak Pungga,,male,bumiputera,,,,
8.0,,,Selangau,Tuan,Joseph Mauh Ak Ikeh,,male,,,,,
8.0,,,Bagan Serai,Tuan,Qamaruzaman Bin Haji Ismail,,male,bumiputera,,,,
8.0,,,Kluang,Tuan,Kang Chow Oh,,male,,,,,
8.0,,,Jelutong,Tuan,R. Karpal Singh,,male,india,,,,
8.0,,,Pasir Pinji,Tuan,Kerk Kim Hock,,male,,,,,
8.0,,,Petaling Jaya,Dr,Kua Kia Soong,,,,,,,
8.0,,,Tapah,Dato',K. Kumaran,,,,,,,
8.0,,,Sandakan,Tuan,Lai Lun Tze,,male,,,,,
8.0,,,Ipoh,Tuan,Lau Dak Kee,,male,,,,,
8.0,,,Sibu,Tuan,Robert Lau Hoi Chew,,male,,,,,
8.0,,,Seputeh,Tuan,Liew Ah Kim,,male,,,,,
8.0,,,Kota Melaka,Tuan,Lim Guan Eng,,male,,,,,
8.0,,,Bagan,Tuan,Lim Hock Seng,,male,,,,,
8.0,,,Tanjong,Tuan,Lim Kit Siang,,male,,,,,
8.0,,,Padang Serai,Puan,Lim Lay Hoon,,female,,,,,
8.0,,,Lumut,Datin,Ling Chooi Sieng,,female,,,,,
8.0,,,Kapar,Dato',M. Mahalingam,,,,,,,
8.0,,,Sabak Bernam,Tuan Haji,Mahbud Bin Haji Hashim,,male,bumiputera,,,,
8.0,,,Kota Belut,Tuan,Maidom P. Pansai,,male,,,,,
8.0,,,Telok Kemang,Dr.,T. Marimuthu,,,,,,,
8.0,,,Jambongan,Tuan,Michael Asang,,male,,,,,
8.0,,,Bukit Mas,Tuan,Michael Lisa Kaya @ Gor Kaya,,male,,,,,
8.0,,,Maran,Tuan Haji,Mohamad Bin Abdullah,,male,bumiputera,,,,
8.0,,,Nilam Puri,Tuan Haji,Mohamad Bin Sabu,,male,bumiputera,,,,
8.0,,,Lembah Pantai,Tuan,Mohamad Kamal Bin Hussain,,male,bumiputera,,,,
8.0,,,Johor Baru,Tuan,Mohamad Khaled Bin Nordin,,male,bumiputera,,,,
8.0,,,Kok Lanas,Tuan Haji,Mohamad Shukri Bin Haji Mohamed,,male,bumiputera,,,,
8.0,,,Kuala Kedah,Dato' Haji,Mohammad Abu Bakar Bin Rautin Ibrahim,,male,bumiputera,,,,
8.0,,,Sepang,Tuan Haji,Mohd. Sharif Bin Jajang,,male,bumiputera,,,,
8.0,,,Batu Berendam,Tuan,Mohd. Tamrin Bin Abdul Ghafar,,male,bumiputera,,,,
8.0,,,Larut,Tuan Haji,Mohd. Zihin Bin Haji Mohd. Hassan,,male,bumiputera,,,,
8.0,,,Tuaran,Datuk,Monggoh Orow,,,,,,,
8.0,,,Limbawang,Tun Datu Haji,Mustapha Bin Datu Harun,,male,bumiputera,,,,
8.0,,,Parit,Tuan,Nasruddin Bin Haji Alang Saidin,,male,bumiputera,,,,
8.0,,,Tambun,Dr,Nawawi Bin Mat Awin,,male,bumiputera,,,,
8.0,,,Kimanis,Tuan,Nurnikman Bin Abdullah,,male,bumiputera,,,,
8.0,,,Teluk Intan,Tuan,Ong Tin Kim,,male,,,,,
8.0,,,Kinabalu,Dr,Osman Minudin,,,,,,,
8.0,,,Keningau,Datuk,Joseph Pairin Kitingan,,,,,,,
8.0,,,Hulu Selangor,Tuan,G. Palanivel,,male,,,,,
8.0,,,Mas Gading,Dr,Patau Rubis,,,,,,,
8.0,,,Nibong Tebal,Datuk,Dominic Joseph Puthucheary,,,,,,,
8.0,,,Padas,Tuan,Raden Malleh,,male,,,,,
8.0,,,Shah Alam,Puan Hajah,Rakibah Binti Haji Abdul Manap,,female,bumiputera,,,,
8.0,,,Serian,Tuan,Richard Riot Anak Jaem,,male,bumiputera,,,,
8.0,,,Santubong,Puan,Rohani Binti Abd. Karim,,female,bumiputera,,,,
8.0,,,Parit Sulung,Tuan,Ruhanie Bin Ahmad,,male,bumiputera,,,,
8.0,,,Gua Musang,Tengku Tan Sri,Razaleigh Hamzah,,,,,,,
8.0,,,Tanjong Karang,Tuan,Saidin @ Yusof Bin Adam,,male,bumiputera,,,,
8.0,,,Rantau Panjang,Dr,Sanusi Bin Daeng Mariok,,male,bumiputera,,,,
8.0,,,Arau,Tuan,Shahidan Bin Kassim,,male,bumiputera,,,,
8.0,,,Bandar Kuching,Tuan,Sim Kwang Yang,,male,,,,,
8.0,,,Tebrau,Puan,Siti Zainabon Binti Abu Bakar,,female,bumiputera,,,,
8.0,,,Segamat,Tuan,S.S. Subramanian,,male,,,,,
8.0,,,Pensiangan,Tuan,Taiman Bin Lumaing,,male,bumiputera,,,,
8.0,,,Sri Aman,Datuk,Daniel Tajem Anak Miri,,,bumiputera,,,,
8.0,,,Sungai Besi,Tuan,Tan Kok Wai,,male,,,,,
8.0,,,Kepong,Dr,Tan Seng Giaw,,,,,,,
8.0,,,Julau,Tuan,Thomas Salang Siden,,male,,,,,
8.0,,,Batang Sadong,Tuan,Wahab Bin Suhaili,,male,bumiputera,,,,
8.0,,,Kota Setar,,Wan Mohd. Hanafiah Bin Wan Mohd. Saman,,male,bumiputera,,,,
8.0,,,Tumpat,Tuan Haji,Wan Mohd. Jamil Bin Wan Mahmood,,male,bumiputera,,,,
8.0,,,Batang Lupar,,Wan Junaidi Bin Tuanku Jaafar,,male,bumiputera,,,,
8.0,,,Pasir Puteh,,Wan Omar Bin Wan Najib,,male,bumiputera,,,,
8.0,,,Bukit Bintang,Tuan,Wee Choo Keong,,male,,,,,
8.0,,,Kampar,Tuan,Wong Win On,,male,,,,,
8.0,,,Tanjong Aru,Tuan,Vun Shin Choi @ Joseph Voon,,male,,,,,
8.0,,,Bintulu,Datuk Amar,James Wong Kim Min,,,,,,,
8.0,,,Lanang,Tuan,Jason Wong Sing Nang,,male,,,,,
8.0,,,Senai,Tuan,Woon See Chin,,male,,,,,
8.0,,,Tawau,Tuan,Geoffrey Yee Ling Fook,,male,,,,,
8.0,,,Seremban,Tuan,Yim Chee Hong,,male,,,,,
8.0,,,Gaya,Tuan,Philip Yong Chiew Lip,,male,,,,,
9.0,,,,Tan Sri Dato',Mohamed Zahir Bin Haji Ismail,,male,bumiputera,,Yang Dipertua Dewan Rakyat,,
9.0,,,Kubang Pasu,Y.A.B. Dato' Seri Dr,Mahathir Bin Mohamad,,male,bumiputera,,Perdana Menteri,,
9.0,,,Permatang Pauh,Y.A.B. Dato' Seri,Anwar Bin Ibrahim,,male,bumiputera,,Timbalan Perdana Menteri,,
9.0,,,Labis,Dato' Seri Dr,Ling Liong Sik,,,,,,,
9.0,,,Sungai Siput,Dato' Seri,S. Samy Vellu,,,,,,,
9.0,,,Beruas,Dato' Seri Dr,Lim Keng Yaik,,,,,,,
9.0,,,Kanowit,Datuk,Leo Moggie Anak Irok,,,bumiputera,,,,
9.0,,,Kuala Kangsar,Dato' Seri,Rafidah Aziz,,,,,,,
9.0,,,Petra Jaya,Datuk Amar Dr. Haji,Sulaiman Bin Haji Daud,,male,bumiputera,,,,
9.0,,,Kuala Selangor,Dato' Haji,Abu Hassan Bin Haji Omar,,male,bumiputera,,,,
9.0,,,Pekan,Dato' Seri Haji,Mohd. Najib Bin Tun Haji Abdul Razak,,male,bumiputera,,,,
9.0,,,Pulai,Dato',Mohamed Bin Rahmat,,male,bumiputera,,,,
9.0,,,Temerloh,Dato',Sabbaruddin Chik,,,,,,,
9.0,,,Bentong,Dato',Lim Ah Lek,,,,,,,
9.0,,,Kuala Rajang,Dato',Abang Abu Bakar Bin Datu Bandar Abang Haji Mustapha,,male,bumiputera,,,,
9.0,,,Sarikei,Datuk,Law Hieng Ding,,,,,,,
9.0,,,Gopeng,Dato' Dr,Ting Chew Peh,,,,,,,
9.0,,,Kota Tinggi,Dato',Syed Hamid Bin Syed Jaafar Albar,,male,bumiputera,,,,
9.0,,,Peringat,Dato' Haji,Annuar Bin Haji Musa,,male,bumiputera,,,,
9.0,,,Kepala Batas,Datuk,Abdullah Bin Haji Ahmad Badawi,,male,bumiputera,,,,
9.0,,,Papar,Datuk,Osu Bin Haji Sukam,,male,bumiputera,,,,
9.0,,,Pagoh,Tan Sri Dato' Haji,Muhyiddin Bin Haji Mohd. Yassin,,male,bumiputera,,,,
9.0,,,Gombak,Datin Paduka Hajah,Zaleha Binti Ismail,,female,bumiputera,,,,
9.0,,,Bakri,Tuan,Chua Jui Meng,,male,,,,,
9.0,,,Sik,Dato' Dr Haji,Abdul Hamid Bin Haji Othman,,male,bumiputera,,,,
9.0,,,Jeli,Dato',Mustapa Bin Mohamed,,male,bumiputera,,,,
9.0,,,Ampang Jaya,Tuan,Ong Tee Keat,,male,,,,,
9.0,,,Kinabatangan,Tuan Haji,Juhar Bin Haji Mahiruddin,,male,bumiputera,,,,
9.0,,,Pasir Salak,Dato',Megat Junid Bin Megat Ayob,,male,bumiputera,,,,
9.0,,,Gerik,Dato',Mohd. Tajol Rosli Bin Mohd Ghazali,,male,bumiputera,,,,
