vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,spr_name
13.0,P165,Johor,Tanjong Piai,YB Dato' Sri,Wee Jeck Seng,1964.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P165.jpg,Wee Jeck SENG
13.0,P208,Sarawak,Sarikei,YB Tuan,Wong Ling Biu,1959.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P208.jpg,WONG LING BIU
13.0,P018,Kedah,Kulim Bandar Baharu,YB Dato',Abd Aziz Bin Sheikh Fadzir,1963.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P018.jpg,ABDUL AZIZ SHEIKH FADZIR
13.0,P118,WP Kuala Lumpur,Setiawangsa,YB Dato',Ahmad Fauzi Bin Zahari,1964.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P118.jpg,AHMAD FAUZI ZAHARI
13.0,P119,WP Kuala Lumpur,Titiwangsa,YB Datuk Seri,Johari bin Abdul Ghani,1964.0,male,bumiputera,BN - UMNO,Menteri Kewangan II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P119.jpg,JOHARI GHANI
13.0,P020,Kelantan,Pengkalan Chepa,YB Dr.,Izani Bin Husin,1963.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P020.jpg,IZANI BIN HUSIN
13.0,P150,Johor,Batu Pahat,YB Datuk,Mohd Idris Bin Jusi,1945.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P150.jpg,IDRIS JUSI
13.0,P212,Sarawak,Sibu,YB Tuan,Oscar Ling Chai Yew,1978.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P212.jpg,OSCAR LING CHAI YEW
13.0,P025,Kelantan,Bachok,YB Tuan,Ahmad Marzuk Shaary,1976.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P025.jpg,MARZUK SHAARY
13.0,P191,Sabah,Kalabakan,YB Datuk Seri Panglima Haji,Abdul Ghapur bin Salleh,1943.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P191.jpg,ABDUL GHAPUR BIN SALLEH
13.0,P029,Kelantan,Machang,YB Datuk,Ahmad Jazlan Bin Yaakub,1965.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P029.jpg,JAZLAN
13.0,P041,Pulau Pinang,Kepala Batas,YB Dato' Sri,Reezal Merican Bin Naina Merican,1973.0,male,bumiputera,BN - UMNO,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P041.jpg,REEZAL MERICAN B NAINA MERICAN
13.0,P027,Kelantan,Tanah Merah,YB Dato' Sri,Ikmal Hisham Bin Abdul Aziz,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P027.jpg,IKMAL HISHAM BIN ABDUL AZIZ
13.0,P104,Selangor,Kelana Jaya,YB Tuan,Wong Chen,1969.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/wongchen.jpg,WONG CHEN
13.0,P070,Perak,Kampar,YB Dr.,Ko Chung Sen,1969.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P070.jpg,KO CHUNG SEN
13.0,P045,Pulau Pinang,Bukit Mertajam,YB Tuan,Sim Chee Keong,1983.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/STEVEN-SIM.jpg,SIM CHEE KEONG
13.0,P145,Johor,Bakri,YB Tuan,Er Teck Hwa,1973.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P145.jpg,ER TECK HWA
13.0,P009,Kedah,Alor Setar,YB Tuan,Gooi Hsiao-Leung,1973.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P009.jpg,GOOI HSIAO LEUNG
13.0,P062,Perak,Sungai Siput,YB Dr.,Michael Jeyakumar Devaraj,1955.0,male,indian,PSM,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P062.jpg,MICHAEL JEYAKUMAR DEVARAJ
13.0,P087,Pahang,Kuala Krau,YB Dato' Sri Haji,Ismail bin Mohamed Said,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P087.jpg,ISMAIL BIN MOHAMED SAID
13.0,P183,Sabah,Beluran,YB Datuk Seri Dr.,Ronald Kiandee,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P183.jpg,RONALD KIANDEE
13.0,P080,Pahang,Raub,YB Dato',Mohd Ariff Sabri Bin Abdul Aziz,1957.0,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P080.jpg,ARIFF SABRI BIN ABDUL AZIZ
13.0,P174,Sabah,Penampang,YB,Ignatius Dorell Leiking,1972.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P174.jpg,DARELL LEIKING
13.0,P117,WP Kuala Lumpur,Segambut,YB Tuan,Lim Lip Eng,1973.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P117.jpg,LIM LIP ENG
13.0,P023,Kelantan,Rantau Panjang,YB Puan Hajah,Siti Zailah binti Mohd Yusoff,1964.0,female,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P023.jpg,KAK LAH
13.0,P163,Johor,Kulai,YB Puan,Teo Nie Ching,1981.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P163.jpg,TEO NIE CHING
13.0,P137,Melaka,Bukit Katil,YB Tuan,Shamsul Iskandar @ Yusre Bin Mohd Akin,1975.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P137.jpg,SHAMSUL ISKANDAR MOHD AKIN
13.0,P105,Selangor,Petaling Jaya Selatan,YB Tuan,Hee Loy Sian,1971.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P105.jpg,HEE LOY SIAN
13.0,P071,Perak,Gopeng,YB Dr.,Lee Boon Chye,1960.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P071.jpg,LEE BOON CHYE
13.0,P052,Pulau Pinang,Bayan Baru,YB Tuan,Sim Tze Tzin,1976.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P052.jpg,SIM TZE TZIN
13.0,P028,Kelantan,Pasir Puteh,YB Dato' Dr.,Nik Mazian Bin Nik Mohamad,1959.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P028.jpg,NIK MAZIAN
13.0,P022,Kelantan,Pasir Mas,YB Tuan,Nik Mohamad Abduh Bin Nik Abdul Aziz,1970.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P022.jpg,NIK ABDUH
13.0,P112,Selangor,Kuala Langat,YB Dato',Abdullah Sani bin Abdul Hamid,1962.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P112.jpg,ABDULLAH SANI
13.0,P116,WP Kuala Lumpur,Wangsa Maju,YB Dato' Dr.,Tan Kee Kwong,1947.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P116.jpg,TAN KEE KWONG
13.0,P138,Melaka,Kota Melaka,YB,Sim Tong Him,1949.0,male,chinese,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P138.jpg,SIM TONG HIM
13.0,P121,WP Kuala Lumpur,Lembah Pantai,YB Puan,Nurul Izzah binti Anwar,1981.0,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P121.jpg,NURUL IZZAH ANWAR
13.0,P211,Sarawak,Lanang,YB Puan,Alice Lau Kiong Yieng,1982.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P211.jpg,ALICE LAU KIONG YIENG
13.0,P122,WP Kuala Lumpur,Seputeh,YB Puan,Teresa Kok Suh Sim,1964.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/TeresaKok.JPG,TERESA KOK
13.0,P065,Perak,Ipoh Barat,YB Tuan,M. Kulasegaran,1958.0,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P065.jpg,M. KULA
13.0,P114,WP Kuala Lumpur,Kepong,YB Dr.,Tan Seng Giaw,1943.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P114.jpg,TAN SENG GIAW
13.0,P120,WP Kuala Lumpur,Bukit Bintang,YB Tuan,Fong Kui Lun,1947.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P120.jpg,FONG KUI LUN
13.0,P019,Kelantan,Tumpat,YB Dato',Kamarudin Jaffar,1952.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P019.jpg,KAMARUDIN JAFFAR
13.0,P021,Kelantan,Kota Bharu,YB Dato',Takiyuddin Bin Hassan,1962.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P021.jpg,TAKIYUDDIN
13.0,P106,Selangor,Petaling Jaya Utara,YB Tuan,Tony Pua Kiam Wee,1973.0,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P106.jpg,TONY PUA
13.0,P124,WP Kuala Lumpur,Bandar Tun Razak,YB Tan Sri Dato' Seri,Abd Khalid bin Ibrahim,1947.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P124.jpg,ABDUL KHALID IBRAHIM
13.0,P097,Selangor,Selayang,YB Tuan,William Leong Jee Keen,1957.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P097.jpg,WILLIAM LEONG JEE KEEN
13.0,P068,Perak,Beruas,YB Dato',Ngeh Koo Ham,1962.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P068.jpg,NGEH KOO HAM
13.0,P060,Perak,Taiping,YB Tuan,Nga Kor Ming,1973.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P060.jpg,NGA KOR MING
13.0,P172,Sabah,Kota Kinabalu,YB Tuan,Wong Sze Phin @ Jimmy,1950.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P172.jpg,WONG SZE PHIN @ JIMMY
13.0,P066,Perak,Batu Gajah,YB Tuan,Sivakumar Varatharaju Naidu,1971.0,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P066.jpg,V. SIVAKUMAR
13.0,P059,Perak,Bukit Gantang,YB Tuan,Idris Bin Haji Ahmad,1964.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P059.jpg,IDRIS AHMAD
13.0,P101,Selangor,Hulu Langat,YB Dr.,Che Rosli Bin Che Mat,1952.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P101.jpg,CHE ROSLI CHE MAT
13.0,P035,Terengganu,Kuala Nerus,YB Dato` Dr.,Mohd Khairuddin Bin Aman Razali,1974.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P035.jpg,KHAIRUDDIN TAKIRI
13.0,P039,Terengganu,Dungun,YB Tuan Haji,Wan Hassan Bin Mohd Ramli,1958.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P039.jpg,WAN HASSAN MOHD RAMLI
13.0,P110,Selangor,Klang,YB Tuan,Charles Anthony Santiago,1961.0,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P110.jpg,CHARLES SANTIAGO
13.0,P008,Kedah,Pokok Sena,YB Dato' Haji,Mahfuz Haji Omar,1958.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P008.jpg,MAHFUZ OMAR
13.0,P064,Perak,Ipoh Timur,YB Tuan,Su Keong Siong,1967.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P064.jpg,SU KEONG SIONG
13.0,P123,WP Kuala Lumpur,Cheras,YB Tuan,Tan Kok Wai,1958.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P123.jpg,TAN KOK WAI
13.0,P098,Selangor,Gombak,YB Dato' Seri,Mohamed Azmin bin Ali,1965.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P098.jpg,AZMIN ALI
13.0,P088,Pahang,Temerloh,YB Tuan Haji,Nasrudin Bin Hassan,1971.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P088.jpg,NASRUDIN HASSAN TANTAWI
13.0,P031,Kelantan,Kuala Krai,YB Dr.,Mohd. Hatta Md. Ramli,1957.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P031.jpg,HATTA RAMLI
13.0,P115,WP Kuala Lumpur,Batu,YB Tuan,Chua Tian Chang @ Tian Chua,1964.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P115.jpg,TIAN CHUA
13.0,P083,Pahang,Kuantan,YB Puan Hajah,Fuziah binti Salleh,1960.0,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P083.jpg,FUZIAH SALLEH
13.0,P107,Selangor,Subang,YB Tuan,Sivarasa A/L K. Rasiah,1957.0,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P107.jpg,SIVARASA RASIAH
13.0,P099,Selangor,Ampang,YB Puan,Zuraida binti Kamaruddin,1958.0,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P099.jpg,ZURAIDA KAMARUDDIN
13.0,P057,Perak,Parit Buntar,YB Dato' Dr.,Mujahid bin Yusof Rawa,1965.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P057.jpg,MUJAHID YUSOF RAWA
13.0,P113,Selangor,Sepang,YB Tuan,Mohamed Hanipa Maidin,1969.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P113.jpg,MOHAMED HANIPA BIN MAIDIN
13.0,P103,Selangor,Puchong,YB Tuan,Gobind Singh Deo,1974.0,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P103.jpg,GOBIND SINGH DEO
13.0,P152,Johor,Kluang,YB Tuan,Liew Chin Tong,1978.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P152.jpg,LIEW CHIN TONG
13.0,P100,Selangor,Pandan,YB Tuan,Mohd Rafizi Ramli,1978.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P100.jpg,RAFIZI RAMLI
13.0,P015,Kedah,Sungai Petani,YB Dato',Johari bin Abdul,1956.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P015.jpg,JOHARI ABDUL
13.0,P046,Pulau Pinang,Batu Kawan,YB Puan,Kasthuriraani a/p Patto,1980.0,female,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P046.jpg,KASTHURIRAANI PATTO
13.0,P048,Pulau Pinang,Bukit Bendera,YB Tuan,Zairil Khir Johari,1983.0,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P048.jpg,ZAIRIL KHIR JOHARI
13.0,P037,Terengganu,Marang,YB Dato' Seri Haji,Abdul Hadi Awang,1948.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P037.jpg,ABDUL HADI BIN AWANG
13.0,P132,Negeri Sembilan,Telok Kemang,YB Dato',Kamarul Baharin bin Abbas,1948.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P132.jpg,KAMARUL BAHARIN ABBAS
13.0,P082,Pahang,Indera Mahkota,YB Dato',Fauzi Abdul Rahman,1947.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P082.jpg,FAUZI ABDUL RAHMAN
13.0,P162,Johor,Gelang Patah,YB Tuan,Lim Kit Siang,1941.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P162.jpg,LIM KIT SIANG
13.0,P043,Pulau Pinang,Bagan,YB Tuan,Lim Guan Eng,1961.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P043.jpg,LIM GUAN ENG
13.0,P017,Kedah,Padang Serai,YB Tuan,N. Surendran A/L Nagarajan,1967.0,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P017.jpg,N SURENDRAN
13.0,P047,Pulau Pinang,Nibong Tebal,YB Dato',Mansor Bin Othman,1950.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P047.jpg,MANSOR OTHMAN
13.0,P195,Sarawak,Bandar Kuching,YB Tuan,Chong Chieng Jen,1971.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P195.jpg,CHONG CHIENG JEN
13.0,P128,Negeri Sembilan,Seremban,YB Tuan,Loke Siew Fook,1977.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P128.jpg,LOKE SIEW FOOK
13.0,,,,Tan Sri Datuk Seri Panglima Pandikar Amin Haji,Mulia,,,,,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/ydp.jpg,
13.0,,,,Datuk,Roosme Hamzah,,,,,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/stu-dr.jpg,
13.0,P111,Selangor,Kota Raja,YB Dr. Hajah,Siti Mariah binti Mahmud,1958.0,female,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P111-KOTARAJA.jpg,MARIAH MAHMUD
13.0,P051,Pulau Pinang,Bukit Gelugor,YB Tuan,Ramkarpal Singh a/l Karpal Singh,1941.0,male,other,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/Ramkarpal_Singh.jpg,KARPAL SINGH
13.0,P076,Perak,Telok Intan,YB Datuk Seri,Mah Siew Keong,1967.0,male,chinese,BN - GERAKAN,Menteri Perusahaan Perladangan dan Komoditi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/teluk intan.jpg,SEAH LEONG PENG
13.0,P044,Pulau Pinang,Permatang Pauh,YB Dato` Seri Dr.,Wan Azizah binti Wan Ismail,1948.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/wan_azizah.jpg,ANWAR IBRAHIM
13.0,P091,Pahang,Rompin,YB Dato` Sri,Hasan bin Arifin,1952.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/rompin.jpg,JAMALUDIN BIN JARJIS
13.0,P067,Perak,Kuala Kangsar,YB Datin,Mastura Binti Tan Sri Dato' Mohd Yazid,1960.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/DATIN MASTURA.JPG,WAN KHAIR-IL ANUAR
13.0,P093,Selangor,Sungai Besar,YB Tuan,Budiman Bin Mohd Zohdi,1964.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/YB Budiman bin Mohd Zohdi.jpg,NORIAH BINTI KASNON
14.0,-,-,-,DR.,NIZAM MYDIN BIN BACHA MYDIN,,,,,,Setiausaha Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2019/Nizam_Bacha.jpg,
14.0,P001,Perlis,PADANG BESAR,YB DATUK,ZAHIDI BIN ZAINUL ABIDIN,1961.0,male,bumiputera,BN - UMNO,Timbalan Menteri Komunikasi dan Multimedia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.001-Padang Besar.png,ZAHIDI BIN ZAINUL ABIDIN
14.0,P002,Perlis,KANGAR,YB TUAN,NOOR AMIN BIN AHMAD,1982.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.002-Kangar.png,AMIN AHMAD
14.0,P003,Perlis,ARAU,YB DATO' SERI DR.,SHAHIDAN BIN KASSIM,1952.0,male,bumiputera,BN - UMNO,Menteri Wilayah Persekutuan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.003-Arau.png,SHAHIDAN BIN KASSIM
14.0,P004,Kedah,LANGKAWI,YB TUN DR.,MAHATHIR BIN MOHAMAD,1926.0,male,bumiputera,PEJUANG,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.004-Langkawi.png,MAHATHIR BIN MOHAMAD
14.0,P005,Kedah,JERLUN,YB DATO' SERI UTAMA HAJI MUKHRIZ TUN DR.,MAHATHIR,1965.0,male,bumiputera,PEJUANG,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.005-Jerlun.png,MUKHRIZ MAHATHIR
14.0,P006,Kedah,KUBANG PASU,YB DATO' WIRA HAJI,AMIRUDDIN BIN HAJI HAMZAH,1962.0,male,bumiputera,PEJUANG,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.006-Kubang Pasu.png,AMIRUDDIN HAMZAH
14.0,P007,Kedah,PADANG TERAP,YB DATO' SERI,MAHDZIR BIN KHALID,1961.0,male,bumiputera,BN - UMNO,Menteri Pembangunan Luar Bandar,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.007-Padang Terap.png,MAHDZIR KHALID
14.0,P008,Kedah,POKOK SENA,YB DATO',MAHFUZ BIN HAJI OMAR,1958.0,male,bumiputera,PH - AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.008-Pokok Sena.png,MAHFUZ OMAR
14.0,P009,Kedah,ALOR SETAR,YB TUAN,CHAN MING KAI,1981.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.009-Alor Setar.png,CHAN MING KAI
14.0,P010,Kedah,KUALA KEDAH,YB DR.,AZMAN BIN ISMAIL,1961.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.010-Kuala Kedah.png,AZMAN ISMAIL
14.0,P011,Kedah,PENDANG,YB DATUK HAJI,AWANG BIN HASHIM,1964.0,male,bumiputera,PAS,Timbalan Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.011-Pendang.png,AWANG SOLAHUDIN
14.0,P012,Kedah,JERAI,YB TUAN,SABRI BIN AZIT,1966.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.012-Jerai.png,SABRI BIN AZIT
14.0,P013,Kedah,SIK,YB TUAN,AHMAD TARMIZI BIN SULAIMAN,1977.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.013-Sik.png,TARMIZI SULAIMAN
14.0,P014,Kedah,MERBOK,YB PUAN,NOR AZRINA BINTI SURIP,1976.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.014-Merbok.png,NURIN AINA
14.0,P015,Kedah,SUNGAI PETANI,YB DATO',JOHARI BIN ABDUL,1955.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.015-Sungai Petani.png,JOHARI ABDUL
14.0,P016,Kedah,BALING,YB DATUK SERI PANGLIMA,ABDUL AZEEZ BIN ABDUL RAHIM,1967.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.016-Baling.png,AZEEZ RAHIM
14.0,P017,Kedah,PADANG SERAI,YB TUAN,KARUPAIYA A/L MUTUSAMI,1953.0,male,indian,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.017-Padang Serai.png,KARUPAIYA MUTUSAMI
14.0,P018,Kedah,KULIM-BANDAR BAHARU,YB DATUK SERI,SAIFUDDIN NASUTION BIN ISMAIL,1964.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.018-Kulim Bandar Baru.png,SAIFUDDIN NASUTION ISMAIL
14.0,P019,Kelantan,TUMPAT,YB DATO' HAJI,CHE ABDULLAH BIN MAT NAWI,1961.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.019-TUMPAT.png,CHE LAH MAT NAWI
14.0,P020,Kelantan,PENGKALAN CHEPA,YB DATUK HAJI,AHMAD MARZUK BIN SHAARY,1976.0,male,bumiputera,PAS,Timbalan Menteri di Jabatan Perdana Menteri (Hal Ehwal Agama),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.020-PENGKALAN CHEPA.png,MARZUK SHAARY
14.0,P021,Kelantan,KOTA BHARU,YB DATUK SERI,TAKIYUDDIN BIN HASSAN,1962.0,male,bumiputera,PAS,Menteri Tenaga dan Sumber Asli,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.021-KOTA BHARU.png,TAKIYUDDIN
14.0,P022,Kelantan,PASIR MAS,YB TUAN,AHMAD FADHLI BIN SHAARI,1981.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.022-PASIR MAS.png,FADHLI SHAARI
14.0,P023,Kelantan,RANTAU PANJANG,YB DATO' HAJAH,SITI ZAILAH BINTI MOHD YUSOFF,1964.0,female,bumiputera,PAS,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.023-RANTAU PANJANG.png,KAK LAH
14.0,P024,Kelantan,KUBANG KERIAN,YB DATO' SRI TUAN,IBHARIM BIN TUAN MAN,1961.0,male,bumiputera,PAS,Menteri Alam Sekitar Dan Air,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.024-KUBANG KERIAN.png,IBRAHIM
14.0,P025,Kelantan,BACHOK,YB TUAN,NIK MOHAMAD ABDUH BIN NIK ABDUL AZIZ,1970.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.025-BACHOK.png,NIK ABDUH
14.0,P026,Kelantan,KETEREH,YB TAN SRI DATUK SERI PANGLIMA HAJI,ANNUAR BIN HAJI MUSA,1956.0,male,bumiputera,BN - UMNO,Menteri Komunikasi dan Multimedia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.026-KETEREH.png,ANNUAR MUSA
14.0,P027,Kelantan,TANAH MERAH,YB DATO' SRI,IKMAL HISHAM BIN ABDUL AZIZ,1965.0,male,bumiputera,BERSATU,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.027-TANAH MERAH.png,IKMAL HISHAM BIN ABDUL AZIZ
14.0,P028,Kelantan,PASIR PUTEH,YB DATUK DR.,NIK MUHAMMAD ZAWAWI BIN HAJI SALLEH,1967.0,male,bumiputera,PAS,Timbalan Menteri Pertanian dan Industri Makanan II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.028-PASIR PUTEH.png,NIK ZAWAWI
14.0,P029,Kelantan,MACHANG,YB DATUK,AHMAD JAZLAN BIN YAAKUB,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.029-MACHANG.png,JAZLAN
