vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,spr_name
13.0,P007,Kedah,Padang Terap,YB Dato' Seri,Mahdzir Bin Khalid,1961.0,male,bumiputera,BN - UMNO,Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P007.jpg,MAHDZIR KHALID
13.0,P177,Sabah,Beaufort,YB Datuk Hajah,Azizah Binti Datuk Seri Panglima Mohd. Dun,1955.0,female,bumiputera,BN - UMNO,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P177.jpg,AZIZAH BINTI MOHD DUN
13.0,P177,Sabah,Beaufort,YB Datuk Hajah,Azizah Binti Datuk Seri Panglima Mohd. Dun,1956.0,male,bumiputera,BN - UMNO,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P177.jpg,LAJIM BIN UKIN (PANGLIMA)
13.0,P053,Pulau Pinang,Balik Pulau,YB Dato' Seri Dr.,Hilmi Bin Yahaya,1949.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P053.jpg,HILMI YAHAYA
13.0,P094,Selangor,Hulu Selangor,YB Datuk,P. Kamalanathan a/l P. Panchanathan,1966.0,male,indian,BN - MIC,Timbalan Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P094.jpg,P.KAMALANATHAN
13.0,P038,Terengganu,Hulu Terengganu,YB Dato' Sri,Jailani Bin Johari,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri Komunikasi dan Multimedia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P038.jpg,JAILANI JOHARI
13.0,P190,Sabah,Tawau,YB Datuk Dr.,Mary Yap Kain Ching @ Yap Ken Jin,1951.0,female,chinese,BN - PBS,Timbalan Menteri Pendidikan Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P190.jpg,MARY YAP KAIN CHING
13.0,P189,Sabah,Semporna,YB Dato' Seri Haji,Mohd. Shafie bin Haji Apdal,1958.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P189.jpg,MOHD SHAFIE APDAL
13.0,P086,Pahang,Maran,YB Dato' Sri Haji,Ismail bin Abd. Muttalib,1955.0,male,bumiputera,BN - UMNO,Timbalan Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P086.jpg,ISMAIL BIN HJ ABDUL MUTTALIB
13.0,P030,Kelantan,Jeli,YB Dato' Sri,Mustapa bin Mohamed,1951.0,male,bumiputera,BN - UMNO,Menteri Perdagangan Antarabangsa dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/jeli.jpg,MUSTAPA BIN MOHAMED
13.0,P168,Sabah,Kota Marudu,YB Datuk Seri Panglima Dr.,Maximus Johnity Ongkili,1954.0,male,bumiputera,BN - PBS,"Menteri Tenaga, Teknologi Hijau dan Air",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P168.jpg,PANGLIMA MAXIMUS JOHNITY ONGKILI
13.0,P182,Sabah,Pensiangan,YB Tan Sri Datuk Seri Panglima,Joseph Kurup,1945.0,male,bumiputera,BN - PBRS,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P182.jpg,JOSEPH KURUP
13.0,P214,Sarawak,Selangau,YB Datuk,Joseph Entulu Anak Belaun,1955.0,male,bumiputera,BN - PRS,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P214.jpg,JOSEPH ENTULU BELAUN
13.0,P201,Sarawak,Batang Lupar,YB Dato' Sri Hajah,Rohani binti Haji Abdul Karim,1955.0,female,bumiputera,BN - PBB,"Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/batang lupar.jpg,ROHANI KARIM
13.0,P169,Sabah,Kota Belud,YB Datuk Seri Panglima,Abdul Rahman bin Dahlan,1966.0,male,bumiputera,BN - UMNO,Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P169.jpg,ABDUL RAHMAN BIN DAHLAN
13.0,P204,Sarawak,Betong,YB Datuk Amar,Douglas Uggah Embas,1956.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P204.jpg,DOUGLAS UGGAH EMBAS
13.0,P072,Perak,Tapah,YB Datuk Seri,M. Saravanan,1968.0,male,indian,BN - MIC,Timbalan Menteri Belia Dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/DATUK M SARAVANAN.png,M. SARAVANAN
13.0,P056,Perak,Larut,YB Dato' Seri,Hamzah bin Zainudin,1957.0,male,bumiputera,BN - UMNO,"Menteri Perdagangan Dalam Negeri, Koperasi dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P056.jpg,HAMZAH ZAINUDIN
13.0,P167,Sabah,Kudat,YB Datuk,Abd Rahim Bin Bakri,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P167.jpg,ABDUL RAHIM BAKRI
13.0,P155,Johor,Tenggara,YB Datuk,Halimah Binti Mohd Sadique,1962.0,female,bumiputera,BN - UMNO,"Timbalan Menteri Kesejahteraan Bandar, Perumahan Dan Kerajaan Tempatan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P155.jpg,HALIMAH BINTI MOHAMED SADIQUE
13.0,P149,Johor,Sri Gading,YB Datuk,Ab. Aziz bin Kaprawi,1960.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P149.jpg,AZIZ KAPRAWI
13.0,P215,Sarawak,Kapit,YB Datuk,Alexander Nanta Linggi,1959.0,male,bumiputera,BN - PBB,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P215.jpg,ALEXANDER NANTA LINGGI
13.0,P136,Melaka,Tangga Batu,YB Datuk Wira Dr.,Abu Bakar Bin Mohamad Diah,1959.0,male,bumiputera,BN - UMNO,"Timbalan Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P136.jpg,ABU BAKAR MOHAMAD DIAH
13.0,P075,Perak,Bagan Datuk,YAB Dato' Seri Dr.,Ahmad Zahid Bin Hamidi,1953.0,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri / Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P075.jpg,AHMAD ZAHID BIN HAMIDI
13.0,P040,Terengganu,Kemaman,YB Dato' Sri,Ahmad Shabery Bin Cheek,1959.0,male,bumiputera,BN - UMNO,Menteri Pertanian dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P040.jpg,AHMAD SHABERY CHEEK
13.0,P140,Johor,Segamat,YB Datuk Seri Dr.,S. Subramaniam,1953.0,male,indian,BN - MIC,Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P140.jpg,S. SUBRAMANIAM
13.0,P194,Sarawak,Petrajaya,YB Dato' Sri Haji,Fadillah Bin Yusof,1962.0,male,bumiputera,BN - PBB,Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P194.jpg,FADILLAH HJ YUSOF
13.0,P129,Negeri Sembilan,Kuala Pilah,YB Dato' Sri,Hasan bin Malek,1946.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P129.jpg,HASAN BIN MALEK
13.0,P199,Sarawak,Serian,YB Dato' Sri,Richard Riot anak Jaem,1952.0,male,bumiputera,BN - SUPP,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/YB Serian.jpg,RICHARD RIOT ANAK JAEM
13.0,P125,WP Putrajaya,Putrajaya,YB Datuk Seri,Tengku Adnan bin Tengku Mansor,1951.0,male,bumiputera,BN - UMNO,Menteri Wilayah Persekutuan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P125.jpg,TENGKU ADNAN BIN TENGKU MANSOR
13.0,P151,Johor,Simpang Renggam,YB Datuk,Liang Teck Meng,1972.0,male,chinese,BN - GERAKAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P151.jpg,LIANG TECK MENG
13.0,P004,Kedah,Langkawi,YB Dato' Ir.,Nawawi Bin Ahmad,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P004.jpg,NAWAWI BIN AHMAD
13.0,P005,Kedah,Jerlun,YB Dato' Wira,Othman Bin Aziz,1959.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kewangan I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P005.jpg,OTHMAN BIN AZIZ
13.0,P001,Perlis,Padang Besar,YB Datuk,Zahidi Bin Zainul Abidin,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P001.jpg,ZAHIDI BIN ZAINUL ABIDIN
13.0,P185,Sabah,Batu Sapi,YB Datuk,Linda Tsen Thau Lin,1957.0,female,chinese,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P185.jpg,LINDA TSEN THAU LIN
13.0,P218,Sarawak,Sibuti,YB Datuk Haji,Ahmad Lai bin Bujang,1950.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P218.jpg,AHMAD LAI BIN BUJANG
13.0,P134,Melaka,Masjid Tanah,YB Datuk Wira Hajjah,Mas Ermieyati Binti Haji Samsudin,1977.0,female,bumiputera,BN - UMNO,Timbalan Menteri Pelancongan dan Kebudayaan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P134.jpg,MAS ERMIEYATI
13.0,P058,Perak,Bagan Serai,YB Dato' Dr. Haji,Noor Azmi Bin Ghazali,1962.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P058.jpg,NOOR AZMI BIN GHAZALI
13.0,P192,Sarawak,Mas Gading,YB Dato',Nogeh Anak Gumbek,1957.0,male,bumiputera,BN - PDP,Timbalan Menteri Pertanian dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P192.jpg,NOGEH ANAK GUMBEK
13.0,P216,Sarawak,Hulu Rajang,YB Datuk,Wilson Ugak Anak Kumbong,1962.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P216.jpg,WILSON UGAK ANAK KUMBONG
13.0,P197,Sarawak,Kota Samarahan,YB Puan,Rubiah Binti Haji Wang,1968.0,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P197.jpg,RUBIAH WANG
13.0,P181,Sabah,Tenom,YB Datuk,Raime bin Unggi,1970.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P181.jpg,RAIME BIN UNGGI
13.0,P221,Sarawak,Limbang,YB Tuan Haji,Hasbi bin Haji Habibollah,1963.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P221.jpg,HASBI BIN HABIBOLLAH
13.0,P222,Sarawak,Lawas,YB Dato',Henry Sum Agong,1946.0,male,bumiputera,BN - PBB,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P222.jpg,HENRY SUM AGONG
13.0,P013,Kedah,Sik,YB Dr.,Mansor Bin Abdul Rahman,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P013.jpg,MANSOR BIN ABDUL RAHMAN
13.0,P141,Johor,Sekijang,YB Tuan,Anuar Bin Abd. Manap,1977.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P141.jpg,ANUAR BIN ABDUL MANAP
13.0,P081,Pahang,Jerantut,YB Dato' Haji,Ahmad Nazlan Bin Idris,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P081.jpg,AHMAD NAZLAN
13.0,P092,Selangor,Sabak Bernam,YB Datuk Haji,Mohd Fasiah Bin Mohd Fakeh,1956.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P092.jpg,FASIAH
13.0,P171,Sabah,Sepanggar,YB Datuk,Jumat Haji Idris,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P171.jpg,JUMAT BIN IDRIS
13.0,P203,Sarawak,Lubok Antu,YB Datuk,William @ Nyallau Anak Badak,1951.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P203.jpg,WILLIAM NYALLAU
13.0,P014,Kedah,Merbok,YB Prof. Dr.,Ismail Bin Daut,1956.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P014.jpg,ISMAIL BIN DAUT
13.0,P079,Pahang,Lipis,YB Dato' Haji,Abdul Rahman Bin Mohamad,1962.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P079.jpg,ABDUL RAHMAN BIN MOHAMAD
13.0,P188,Sabah,Silam,YB Datuk Haji,Datu Nasrun Bin Datu Mansur,1953.0,male,bumiputera,BN - UMNO,Timbalan Menteri Perusahaan Perladangan dan Komoditi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P188.jpg,NASRUN BIN MANSUR
13.0,P002,Perlis,Kangar,YB Ir.,Shaharuddin Bin Ismail,1967.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P002.jpg,SHAHARUDDIN BIN ISMAIL
13.0,P096,Selangor,Kuala Selangor,YB Dato' Sri Dr. Haji,Irmohizam Bin Haji Ibrahim,1976.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P096.jpg,IRMOHIZAM
13.0,P042,Pulau Pinang,Tasek Gelugor,YB Datuk Haji,Shabudin Bin Yahaya,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P042.jpg,SHABUDIN YAHAYA
13.0,P135,Melaka,Alor Gajah,YB Datuk,Koh Nai Kwong,1961.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P135.jpg,KOH NAI KWONG
13.0,P210,Sarawak,Kanowit,YB Datuk,Aaron Ago anak Dagang,1959.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P210.jpg,AARON AGO ANAK DAGANG
13.0,P069,Perak,Parit,YB Dato' Haji,Mohd Zaim Bin Abu Hasan,1951.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P069.jpg,MOHD ZAIM
13.0,P166,WP Labuan,Labuan,YB Datuk,Rozman Bin Datuk Haji Isli,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P166.jpg,ROZMAN BIN ISLI
13.0,P159,Johor,Pasir Gudang,YB Dato' Hajah,Normala Binti Abdul Samad,1963.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P159.jpg,NORMALA BINTI ABDUL SAMAD
13.0,P206,Sarawak,Tanjong Manis,YB Datuk Hajah,Norah Binti Abd. Rahman,1960.0,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P206.jpg,NORAH TUN ABDUL RAHMAN
13.0,P156,Johor,Kota Tinggi,YB Datuk,Noor Ehsanuddin Mohd Harun Narrashid,1964.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P156.jpg,EHSANUDDIN
13.0,P220,Sarawak,Baram,YB Tuan,Anyi Ngau,1959.0,male,bumiputera,BN - PDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P220.jpg,ANYI NGAU
13.0,P184,Sabah,Libaran,YB Datuk,Juslie Bin Ajirol,1954.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P184.jpg,JUSLIE AJIROL
13.0,P034,Terengganu,Setiu,YB Datuk,Che Mohamad Zulkifly Bin Jusoh,1960.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P034.jpg,CHE MOHAMAD ZULKIFLY BIN JUSOH
13.0,P054,Perak,Gerik,YB Dato',Hasbullah Bin Osman,1957.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P054.jpg,HASBULLAH OSMAN
13.0,P178,Sabah,Sipitang,YB Datuk,Sapawi bin Haji Ahmad Wasali,1955.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P178.jpg,SAPAWI BIN AMAT WASALI @ AHMAD
13.0,P202,Sarawak,Sri Aman,YB Dato',Masir Kujat,1955.0,male,bumiputera,BN - PRS,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P202.jpg,MASIR KUJAT
13.0,P170,Sabah,Tuaran,YB Datuk Seri Panglima,Madius Tangau,1958.0,male,bumiputera,BN - UPKO,"Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P170.jpg,PANGLIMA WILFRED MADIUS TANGAU
13.0,P170,Sabah,Tuaran,YB Datuk Seri Panglima,Madius Tangau,1952.0,male,bumiputera,BN - UPKO,"Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P170.jpg,PANGLIMA WILFRED M. BUMBURING
13.0,P207,Sarawak,Igan,YB Datuk Haji,Wahab bin Haji Dolah,1951.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P207.jpg,ABDUL WAHABDUL BIN DOLAH
13.0,P160,Johor,Johor Bahru,YB Tan Sri,Shahrir Abdul Samad,1950.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P160.jpg,SHAHRIR ABDUL SAMAD
13.0,P154,Johor,Mersing,YB Datuk Dr. Haji,Abd. Latiff Bin Ahmad,1959.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P154.jpg,ABDUL LATIFF
13.0,P095,Selangor,Tanjong Karang,YB Tan Sri,Noh Bin Haji Omar,1958.0,male,bumiputera,BN - UMNO,"Menteri Kesejahteraan Bandar, Perumahan dan Kerajaan Tempatan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P095.jpg,NOH BIN OMAR
13.0,P133,Negeri Sembilan,Tampin,YB Datuk Seri,Shaziman Abu Mansor,1964.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P133.jpg,SHAZIMAN BIN ABU MANSOR
13.0,P157,Johor,Pengerang,YB Dato' Sri,Azalina binti Dato' Othman Said,1964.0,female,bumiputera,BN - UMNO,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P157.jpg,AZALINA OTHMAN SAID
13.0,P089,Pahang,Bentong,YB Dato' Sri,Liow Tiong Lai,1962.0,male,chinese,BN - MCA,Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P089.jpg,LIOW TIONG LAI
13.0,P011,Kedah,Pendang,YB Dato' Wira,Othman Bin Abdul,1951.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P011.jpg,OTHMAN BIN ABDUL
13.0,P139,Melaka,Jasin,YB Datuk Seri Haji,Ahmad bin Hamzah,1949.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P139.jpg,AHMAD HAMZAH
13.0,P148,Johor,Ayer Hitam,YB Datuk Seri Ir. Dr.,Wee Ka Siong,1969.0,male,chinese,BN - MCA,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/wee ka siong.jpg,WEE KA SIONG
13.0,P161,Johor,Pulai,YB Datuk,Nur Jazlan bin Tan Sri Mohamed,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P161.jpg,NUR JAZLAN BIN MOHAMED
13.0,P209,Sarawak,Julau,YB Datuk,Joseph Salang anak Gandum,1950.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P209.jpg,JOSEPH SALANG ANAK GANDUM
13.0,P180,Sabah,Keningau,YB Tan Sri Datuk Seri Panglima,Joseph Pairin Kitingan,1948.0,male,bumiputera,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P180.jpg,JEFFREY KITINGAN
13.0,P180,Sabah,Keningau,YB Tan Sri Datuk Seri Panglima,Joseph Pairin Kitingan,1941.0,male,bumiputera,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P180.jpg,JOSEPH PAIRIN KITINGAN
13.0,P213,Sarawak,Mukah,YB Tan Sri Dr.,Muhammad Leo Michael Toyad Abdullah,1950.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P213.jpg,MUHAMMAD LEO MICHAEL TOYAD
13.0,P077,Perak,Tanjong Malim,YB Dato' Seri,Ong Ka Chuan,1955.0,male,chinese,BN - MCA,Menteri Perdagangan Antarabangsa dan Industri II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P077.jpg,ONG KA CHUAN
13.0,P032,Kelantan,Gua Musang,YB,Tengku Razaleigh Hamzah,1937.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P032.jpg,TENGKU RAZALEIGH HAMZAH
13.0,P026,Kelantan,Ketereh,YB Tan Sri Datuk Seri Panglima Haji,Annuar Bin Musa,1957.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P026.jpg,ANNUAR MUSA
13.0,P127,Negeri Sembilan,Jempol,YB Tan Sri,Mohd Isa Bin Abdul Samad,1950.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P127.jpg,ISA BIN ABDUL SAMAD
13.0,P187,Sabah,Kinabatangan,YB Dato' Sri,Bung Moktar bin Radin,1960.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P187.jpg,BUNG MOKTAR RADIN
13.0,P006,Kedah,Kubang Pasu,YB Dato' Sri,Mohd Johari Bin Baharum,1954.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P006.jpg,MOHD JOHARI BIN BAHARUM
13.0,P217,Sarawak,Bintulu,YB Dato' Seri,Tiong King Sing,1962.0,male,chinese,BN - PDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P217.jpg,TIONG KING SING
13.0,P130,Negeri Sembilan,Rasah,YB Tuan,Teo Kok Seong,1980.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P130.jpg,TEO KOK SEONG
13.0,P205,Sarawak,Saratok,YB Tan Sri,William Mawan Ikom,1950.0,male,bumiputera,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P205.jpg,WILLIAM MAWAN IKOM
13.0,P142,Johor,Labis,YB Datuk,Chua Tee Yong,1978.0,male,chinese,BN - MCA,Timbalan Menteri Perdagangan Antarabangsa dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P142.jpg,CHUA TEE YONG
13.0,P173,Sabah,Putatan,YB Datuk Dr.,Makin @ Marcus Mojigoh,1953.0,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P173.jpg,MARCUS MAKIN MOJIGOH
13.0,P036,Terengganu,Kuala Terengganu,YB Dato',Raja Kamarul Bahrin Shah Bin Raja Ahmad,1955.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P036.jpg,RAJA BAHRIN
13.0,P050,Pulau Pinang,Jelutong,YB Tuan,Jeff Ooi Chuan Aun,1956.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P050.jpg,OOI CHUAN AUN
13.0,P186,Sabah,Sandakan,YB Tuan,Wong Tien Fatt @ Wong Nyuk Foh,1955.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P186.jpg,STEPHEN WONG TIEN FATT
13.0,P109,Selangor,Kapar,YB Tuan,Manivannan A/L Gowindasamy,1976.0,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P109.jpg,MANIVANAN GOWIN
13.0,P219,Sarawak,Miri,YB Dr.,Michael Teo Yu Keng,1948.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P219.jpg,MICHAEL TEO YU KENG
13.0,P196,Sarawak,Stampin,YB Tuan,Julian Tan Kok Ping,1979.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P196.jpg,JULIAN TAN KOK PING
13.0,P108,Selangor,Shah Alam,YB Tuan,Khalid bin Abd. Samad,1958.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P108.jpg,KHALID ABDUL SAMAD
13.0,P016,Kedah,Baling,YB Dato' Sri,Abdul Azeez Bin Abdul Rahim,1967.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P016.jpg,AZEEZ RAHIM
13.0,P158,Johor,Tebrau,YB Datuk,Khoo Soo Seang,1945.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P158.jpg,KHOO SOO SEANG
13.0,P055,Perak,Lenggong,YB Dato' Dr.,Shamsul Anuar bin Haji Nasarah,1968.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P055.jpg,SHAMSUL ANUAR NASARAH
13.0,P147,Johor,Parit Sulong,YB Dato' Dr.,Noraini binti Ahmad,1968.0,female,bumiputera,BN - UMNO,,Ahli Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2013/P147.jpg,NORAINI AHMAD
13.0,P024,Kelantan,Kubang Kerian,YB Tuan,Ahmad Baihaki Bin Atiqullah,1974.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P024.jpg,BAIHAKI
13.0,P049,Pulau Pinang,Tanjong,YB Tuan,Ng Wei Aik,1978.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P049.jpg,NG WEI AIK
13.0,P102,Selangor,Serdang,YB Dr.,Ong Kian Ming,1976.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P102.jpg,ONG KIAN MING
13.0,P074,Perak,Lumut,YB Laksamana Pertama Haji,Mohamad Imran Bin Abdul Hamid (B),1955.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P074.jpg,IMRAN ABDUL HAMID
13.0,P010,Kedah,Kuala Kedah,YB Dr.,Azman Ismail,1961.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P010.jpg,AZMAN ISMAIL
