vol,name,birth_year,sex,ethnicity,parti,negeri,kawasan,kod_kawasan,jawatan_kabinet,jawatan_parlimen,uid,author_id,new_uid
12,JAMILAH@HALIMAH BINTI SULAIMAN,,female,bumiputera,BN - PBS,TIADA,,,TIADA,TIADA,,20832,20832
12,JASPAL SINGH A/L GURBAKHES SINGH,,male,indian,BN - MIC,TIADA,,,TIADA,TIADA,,20833,20833
14,JAZIRI ALKAF ABDILLAH SUFFIAN,,male,bumiputera,BERSATU,TIADA,,,TIADA,Ahli Dewan Negara,,20834,20834
13,JEFF OOI CHUAN AUN,1956.0,male,chinese,DAP,Pulau Pinang,Jelutong,P050,,,3361.0,21075,3361
15,JEFFREY G. KITINGAN,1947.0,male,bumiputera,GRS,Sabah,Keningau,P180,,,5103.0,20835,5103
14,JEFRIDIN BIN ATAN,,male,bumiputera,UMNO,Johor,,,TIADA,TIADA,,20836,20836
12,JELAING ANAK MERSAT,1949.0,male,bumiputera,BN - SPDP,Sarawak,Saratok,P205,Timbalan Menteri Pengangkutan,,3610.0,20837,3610
15,JIMMY PUAH WEE TSE,1976.0,male,chinese,PH,Johor,Tebrau,P158,,,5015.0,20838,5015
12,JOHARI BIN ABDUL,1955.0,male,bumiputera,PKR,Kedah,Sungai Petani,P015,,,3304.0,20839,3304
13,JOHARI BIN ABDUL,1955.0,male,bumiputera,PKR,Kedah,Sungai Petani,P015,,,3304.0,20839,3304
14,JOHARI BIN ABDUL,1955.0,male,bumiputera,PH - PKR,Kedah,SUNGAI PETANI,P015,,,3304.0,20839,3304
15,JOHARI BIN ABDUL,1955.0,male,bumiputera,,,,,,Yang di-Pertua Dewan Rakyat,3304.0,20839,3304
13,JOHARI BIN ABDUL GHANI,1964.0,male,bumiputera,BN - UMNO,WP Kuala Lumpur,Titiwangsa,P119,Menteri Kewangan II,,3816.0,20839,3816
15,JOHARI BIN ABDUL GHANI,1964.0,male,bumiputera,BN,Kuala Lumpur,Titiwangsa,P119,Menteri Perladangan dan Komoditi,,4889.0,20839,3816
12,JOHARI BIN MAT,,male,bumiputera,PAS,Kelantan,,,TIADA,TIADA,,20840,20840
12,JOHN A/L FERNANDEZ,1942.0,male,indian,DAP,Negeri Sembilan,Seremban,P128,,,3473.0,20842,3473
13,JOHN AMBROSE,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,20841,20841
14,JOHN AMBROSE,,male,bumiputera,BERSATU,TIADA,,,TIADA,Ahli Dewan Negara,,20841,20841
14,JOHNITY @ MAXIMUS BIN ONGKILI,1954.0,male,bumiputera,PBS,Sabah,KOTA MARUDU,P168,Menteri di Jabatan Perdana Menteri (Hal Ehwal Sabah dan Sarawak),,3537.0,20950,3537
14,JONATHAN BIN YASIN,1968.0,male,bumiputera,PH - PKR > BERSATU,Sabah,RANAU,P179,Timbalan Menteri Dalam Negeri II,,3566.0,20824,3566
15,JONATHAN BIN YASIN,1967.0,male,bumiputera,GRS,Sabah,Ranau,P179,,,5097.0,20824,3566
12,JOSEPH ENTULU ANAK BELAUN,1955.0,male,bumiputera,BN - PRS,Sarawak,Selangau,P214,Timbalan Menteri Kemajuan Luar Bandar Dan Wilayah,,3270.0,20843,3270
13,JOSEPH ENTULU ANAK BELAUN,1955.0,male,bumiputera,BN - PRS,Sarawak,Selangau,P214,Menteri Di Jabatan Perdana Menteri,,3270.0,20843,3270
12,JOSEPH KURUP,1945.0,male,bumiputera,BN - PBRS,Sabah,Pensiangan,P182,Timbalan Menteri Sumber Asli Dan Alam Sekitar,,3573.0,20844,3573
13,JOSEPH KURUP,1945.0,male,bumiputera,BN - PBRS,Sabah,Pensiangan,P182,Menteri Di Jabatan Perdana Menteri,,3573.0,20844,3573
12,JOSEPH PAIRIN KITINGAN,1941.0,male,bumiputera,BN - PBS,Sabah,Keningau,P180,,,1895.0,20845,1895
13,JOSEPH PAIRIN KITINGAN,1941.0,male,bumiputera,BN - PBS,Sabah,Keningau,P180,,,7897.0,20845,1895
13,JOSEPH PAIRIN KITINGAN,1941.0,male,bumiputera,BN - PBS,Sabah,Keningau,P180,,,7897.0,20845,1895
12,JOSEPH SALANG ANAK GANDUM,1950.0,male,bumiputera,BN - PRS,Sarawak,Julau,P209,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",,2894.0,20846,2894
13,JOSEPH SALANG ANAK GANDUM,1950.0,male,bumiputera,BN - PRS,Sarawak,Julau,P209,,,2894.0,20846,2894
14,JUDIET BINTI FIDILIS @ NORAINI BINTI IDRIS,,female,bumiputera,BN - UMNO,Sabah,,,TIADA,Ahli Dewan Negara,,20847,20847
14,JUHANIS BINTI ABD AZIZ,,female,bumiputera,UMNO,Pahang,,,TIADA,Ahli Dewan Negara,,20848,20848
13,JULIAN TAN KOK PING,1979.0,male,chinese,DAP,Sarawak,Stampin,P196,,,3945.0,20849,3945
13,JUMAT HAJI IDRIS,1958.0,male,bumiputera,BN - UMNO,Sabah,Sepanggar,P171,,,3892.0,20850,3892
14,JUNE LEOW HSIAD HUI,1965.0,female,chinese,PH - PKR,Selangor,HULU SELANGOR,P094,,,4163.0,20825,4163
12,JUSLIE AJIROL,1954.0,male,bumiputera,BN - UMNO,Sabah,Libaran,P184,,,3226.0,20851,3226
13,JUSLIE BIN AJIROL,1954.0,male,bumiputera,BN - UMNO,Sabah,Libaran,P184,,,3226.0,20851,3226
12,KADZIM BIN M.YAHYA,,male,bumiputera,BN - UMNO,Sabah,,,TIADA,TIADA,,20856,20856
15,KALAM BIN SALAN,1965.0,male,bumiputera,PN,Selangor,Sabak Bernam,P092,,,4759.0,20857,4759
15,KAMAL BIN ASHAARI,1970.0,male,bumiputera,PN,Pahang,Kuala Krau,P087,,,4741.0,20858,4741
12,KAMALANATHAN A/L PANCHANATHAN,1966.0,male,indian,BN - MIC,Selangor,Hulu Selangor,P094,,,3772.0,20859,3772
12,KAMARUDIN BIN JAFFAR,1952.0,male,bumiputera,PAS,Kelantan,Tumpat,P019,,,3311.0,20860,3311
14,KAMARUDIN BIN JAFFAR,1952.0,male,bumiputera,PH - PKR > BERSATU,Kuala Lumpur,BANDAR TUN RAZAK,P124,Timbalan Menteri Luar Negeri,,3311.0,20860,3311
13,KAMARUDIN JAFFAR,1952.0,male,bumiputera,PAS > PKR,Kelantan,Tumpat,P019,,,3311.0,20860,3311
12,KAMARUL BAHARIN BIN ABBAS,1948.0,male,bumiputera,PKR,Negeri Sembilan,Telok Kemang,P132,,,3480.0,20861,3480
13,KAMARUL BAHARIN BIN ABBAS,1948.0,male,bumiputera,PKR,Negeri Sembilan,Telok Kemang,P132,,,3480.0,20861,3480
12,KARPAL SINGH A/L RAM SINGH,1941.0,male,other,DAP,Pulau Pinang,Bukit Gelugor,P051,,,848.0,20862,848
13,KARPAL SINGH A/L RAM SINGH,1941.0,male,other,DAP,Pulau Pinang,Bukit Gelugor,P051,,,848.0,20862,848
14,KARUPAIYA A/L MUTUSAMI,1953.0,male,indian,PH - PKR,Kedah,PADANG SERAI,P017,,,4016.0,20852,4016
13,KASTHURIRAANI A/P PATTO,1980.0,female,indian,DAP,Pulau Pinang,Batu Kawan,P046,,,3701.0,20863,3701
14,KASTHURIRAANI A/P PATTO,1980.0,female,indian,PH - DAP,Pulau Pinang,BATU KAWAN,P046,,,3701.0,20863,3701
14,KELVIN YII LEE WUEN,1986.0,male,chinese,PH - DAP,Sarawak,BANDAR KUCHING,P195,,,4367.0,20853,4367
15,KELVIN YII LEE WUEN,1986.0,male,chinese,PH,Sarawak,Bandar Kuching,P195,,,4367.0,20853,4367
14,KESAVADAS A/L  A. ACHYUTHAN NAIR,,male,indian,DAP,Negeri Sembilan,,,TIADA,Ahli Dewan Negara,,20864,20864
15,KESAVADAS A/L A. ACHYUTHAN NAIR,,male,indian,DAP,Negeri Sembilan,,,TIADA,Ahli Dewan Negara,,20864,20864
14,KESAVAN A/L SUBRAMANIAM,1972.0,male,indian,PH - PKR,Perak,SUNGAI SIPUT,P062,,,4102.0,20854,4102
15,KESAVAN A/L SUBRAMANIAM,1972.0,male,indian,PH,Perak,Sungai Siput,P062,,,4102.0,20854,4102
12,KHAIRIAH BINTI MOHAMED,,female,bumiputera,PAS,Kelantan,,,TIADA,TIADA,,20865,20865
13,KHAIRIAH BINTI MOHAMED,,female,bumiputera,PAS,Kelantan,,,TIADA,TIADA,,20865,20865
15,KHAIRIL NIZAM BIN KHIRUDIN,1979.0,male,bumiputera,PN,Pahang,Jerantut,P081,,,4719.0,20866,4719
13,KHAIRUDIN BIN E.S. ABD SAMAD,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,20867,20867
13,KHAIRUL AZWAN BIN HARUN,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,Ahli Dewan Negara,,20868,20868
15,KHAIRUL FIRDAUS BIN AKBAR KHAN,1983.0,male,bumiputera,GRS,Sabah,Batu Sapi,P185,"Timbalan Menteri Pelancongan, Seni dan Budaya",,5127.0,20869,5127
12,KHAIRY JAMALUDDIN,1976.0,male,bumiputera,BN - UMNO,Negeri Sembilan,Rembau,P131,,,3478.0,20870,3478
13,KHAIRY JAMALUDDIN,1976.0,male,bumiputera,BN - UMNO,Negeri Sembilan,Rembau,P131,Menteri Belia dan Sukan,,3478.0,20870,3478
14,KHAIRY JAMALUDDIN ABU BAKAR,1976.0,male,bumiputera,BN - UMNO,Negeri Sembilan,REMBAU,P131,Menteri Kesihatan,,3478.0,20870,3478
12,KHALID BIN ABD SAMAD,1957.0,male,bumiputera,PAS,Selangor,Shah Alam,P108,,,3095.0,20871,3095
14,KHALID BIN ABD SAMAD,1957.0,male,bumiputera,PH - AMANAH,Selangor,SHAH ALAM,P108,,,3095.0,20871,3095
13,KHALID BIN ABD. SAMAD,1957.0,male,bumiputera,PAS > AMANAH,Selangor,Shah Alam,P108,,,3095.0,20871,3095
15,KHLIR BIN MOHD NOR,1958.0,male,bumiputera,PN,Kelantan,Ketereh,P026,,,4516.0,20872,4516
14,KHOO POAY TIONG,1971.0,male,chinese,PH - DAP,Melaka,KOTA MELAKA,P138,,,4252.0,20855,4252
15,KHOO POAY TIONG,1971.0,male,chinese,PH,Melaka,Kota Melaka,P138,,,4252.0,20855,4252
13,KHOO SOO SEANG,1945.0,male,chinese,BN - MCA,Johor,Tebrau,P158,,,3866.0,20873,3866
13,KO CHUNG SEN,1969.0,male,chinese,DAP,Perak,Kampar,P070,,,3740.0,20874,3740
14,KOH NAI KWONG,,male,chinese,MCA,Melaka,,,TIADA,Ahli Dewan Negara,,20875,20875
15,KOH NAI KWONG,,male,chinese,MCA,Melaka,,,TIADA,Ahli Dewan Negara,,20875,20875
13,KOH NAI KWONG,1961.0,male,chinese,BN - MCA,Melaka,Alor Gajah,P135,,,3843.0,20875,20875
12,KOH TSU KOON,,male,chinese,BN - GERAKAN,TIADA,,,Menteri di Jabatan Perdana Menteri,TIADA,,20876,20876
12,KONG CHO HA,1951.0,male,chinese,BN - MCA,Perak,Lumut,P074,Menteri Pengangkutan,,2706.0,20877,2706
15,KU ABD RAHMAN BIN KU ISMAIL,1952.0,male,bumiputera,PN,Kedah,Kubang Pasu,P006,,,4425.0,20878,4425
12,LAJIM BIN HAJI UKIN,1956.0,male,bumiputera,BEBAS,Sabah,Beaufort,P177,,,3562.0,20882,3562
14,LARRY SOON @ LARRY SNG WEI SHIEN,1979.0,male,chinese,PH - PKR > PBM,Sarawak,JULAU,P209,,,3956.0,20879,3956
15,LARRY SOON @ LARRY SNG WEI SHIEN,1979.0,male,chinese,PBM,Sarawak,Julau,P209,,,3956.0,20879,3956
12,LEE BOON CHYE,1960.0,male,chinese,PKR,Perak,Gopeng,P071,,,3391.0,20883,3391
13,LEE BOON CHYE,1960.0,male,chinese,PKR,Perak,Gopeng,P071,,,3391.0,20883,3391
14,LEE BOON CHYE,1960.0,male,chinese,PH - PKR,Perak,GOPENG,P071,,,3391.0,20883,3391
15,LEE CHEAN CHUNG,1981.0,male,chinese,PH,Selangor,Petaling Jaya,P105,,,4821.0,20884,4821
12,LEE CHEE LEONG,1957.0,male,chinese,BN - MCA,Perak,Kampar,P070,Timbalan Menteri Dalam Negeri,,3390.0,20885,3390
15,LEE CHUAN HOW,1983.0,male,chinese,PH,Perak,Ipoh Timor,P064,,,4657.0,20886,4657
13,LEE TIAN SING,,male,chinese,BN - MCA,Melaka,,,TIADA,TIADA,,20887,20887
12,LIANG TECK MENG,1972.0,male,chinese,BN - GERAKAN,Johor,Simpang Renggam,P151,,,3507.0,20888,3507
13,LIANG TECK MENG,1972.0,male,chinese,BN - GERAKAN,Johor,Simpang Renggam,P151,,,3507.0,20888,3507
14,LIEW CHIN JIN,1952.0,female,chinese,PH - PKR,Sabah,TAWAU,P190,,,3204.0,20880,3204
12,LIEW CHIN TONG,1977.0,male,chinese,DAP,Pulau Pinang,Bukit Bendera,P048,,,3357.0,20889,3357
13,LIEW CHIN TONG,1977.0,male,chinese,DAP,Johor,Kluang,P152,,,3357.0,20889,3357
15,LIEW CHIN TONG,1977.0,male,chinese,PH,Johor,Iskandar Puteri,P162,"Timbalan Menteri Pelaburan, Perdagangan dan Industri",,3357.0,20889,3357
12,LIEW VUI KEONG,1960.0,male,chinese,BN - LDP,Sabah,Sandakan,P186,Timbalan Menteri di Jabatan Perdana Menteri,,3581.0,20890,3581
14,LIEW VUI KEONG,1960.0,male,chinese,WARISAN,Sabah,Batu Sapi,P185,,,3581.0,20890,3581
12,LIHAN JOK,,male,chinese,BN - PBB,Sarawak,,,TIADA,TIADA,,20891,20891
12,LILAH BIN YASIN,1958.0,male,bumiputera,BN - UMNO,Negeri Sembilan,Jempol,P127,,,3470.0,20892,3470
12,LIM GUAN ENG,1961.0,male,chinese,DAP,Pulau Pinang,Bagan,P043,,,1839.0,20893,1839
13,LIM GUAN ENG,1961.0,male,chinese,DAP,Pulau Pinang,Bagan,P043,,,1839.0,20893,1839
14,LIM GUAN ENG,1961.0,male,chinese,PH - DAP,Pulau Pinang,BAGAN,P043,,,1839.0,20893,1839
15,LIM GUAN ENG,1961.0,male,chinese,PH,Pulau Pinang,Bagan,P043,,,1839.0,20893,1839
15,LIM HUI YING,1963.0,female,chinese,PH,Pulau Pinang,Tanjong,P049,Timbalan Menteri Kewangan,,4601.0,20894,4601
12,LIM KIT SIANG,1941.0,male,chinese,DAP,Perak,Ipoh Timur,P064,,,698.0,20895,698
13,LIM KIT SIANG,1941.0,male,chinese,DAP,Johor,Gelang Patah,P162,,,698.0,20895,698
14,LIM KIT SIANG,1941.0,male,chinese,PH - DAP,Johor,ISKANDAR PUTERI,P162,,,698.0,20895,698
12,LIM LIP ENG,1972.0,male,chinese,DAP,WP Kuala Lumpur,Segambut,P117,,,3456.0,20896,3456
13,LIM LIP ENG,1972.0,male,chinese,DAP,WP Kuala Lumpur,Segambut,P117,,,3456.0,20896,3456
14,LIM LIP ENG,1972.0,male,chinese,PH - DAP,Kuala Lumpur,KEPONG,P114,,,3456.0,20896,3456
15,LIM LIP ENG,1972.0,male,chinese,PH,Kuala Lumpur,Kepong,P114,,,3456.0,20896,3456
12,LIM NGET YOON,,male,chinese,BN - MCA,Pahang,,,TIADA,TIADA,,20897,20897
13,LIM PAY HEN,,male,chinese,BN - MCA,Johor,,,TIADA,TIADA,,20898,20898
14,LIM PAY HEN,,male,chinese,MCA,Johor,,,TIADA,Ahli Dewan Negara,,20898,20898
15,LIM PAY HEN,,male,chinese,MCA,Johor,,,TIADA,Ahli Dewan Negara,,20898,20898
12,LINDA TSEN THAU LIN,1957.0,male,chinese,BN - PBS,Sabah,Batu Sapi,P185,,,3922.0,20899,3922
13,LINDA TSEN THAU LIN,1957.0,male,chinese,BN - PBS,Sabah,Batu Sapi,P185,,,3922.0,20899,3922
15,LINGESHWARAN A/L DATO' SERI R. ARUNASALAM,,male,indian,DAP,Pulau Pinang,,,TIADA,Ahli Dewan Negara,,20900,20900
12,LIOW TIONG LAI,1962.0,male,chinese,BN - MCA,Pahang,Bentong,P089,Menteri Kesihatan,,2721.0,20901,2721
13,LIOW TIONG LAI,1962.0,male,chinese,BN - MCA,Pahang,Bentong,P089,Menteri Pengangkutan,,2721.0,20901,2721
15,LO SU FUI,1981.0,male,chinese,GRS,Sabah,Tawau,P190,,,5146.0,20902,5146
12,LO' LO' BINTI HJ MOHAMAD GHAZALI,1958.0,female,bumiputera,PAS,WP Kuala Lumpur,Titiwangsa,P119,,,3460.0,20903,3460
12,LOKE SIEW FOOK,1977.0,male,chinese,DAP,Negeri Sembilan,Rasah,P130,,,3477.0,20904,3477
13,LOKE SIEW FOOK,1977.0,male,chinese,DAP,Negeri Sembilan,Seremban,P128,,,3477.0,20904,3477
14,LOKE SIEW FOOK,1977.0,male,chinese,PH - DAP,Negeri Sembilan,SEREMBAN,P128,,,3477.0,20904,3477
15,LOKE SIEW FOOK,1977.0,male,chinese,PH,Negeri Sembilan,Seremban,P128,Menteri Pengangkutan,,3477.0,20904,3477
15,LOW KIAN CHUAN,,male,chinese,PROFESIONAL,TIADA,,,TIADA,Ahli Dewan Negara,,20905,20905
12,LUCAS BIN UMBUL,,male,bumiputera,BN - UPKO,Sabah,,,TIADA,TIADA,,20906,20906
13,LUCAS BIN UMBUL,,male,bumiputera,BN - UPKO,Sabah,,,TIADA,TIADA,,20906,20906
14,LUKANISMAN BIN AWANG SAUNI,1982.0,male,bumiputera,GPS - PBB,Sarawak,SIBUTI,P218,,,4403.0,20881,4403
15,LUKANISMAN BIN AWANG SAUNI,1982.0,male,bumiputera,GPS,Sarawak,Sibuti,P218,Timbalan Menteri Kesihatan,,4403.0,20881,4403
12,M. KULASEGARAN,1957.0,male,indian,DAP,Perak,Ipoh Barat,P065,,,3383.0,20907,3383
13,M. KULASEGARAN,1957.0,male,indian,DAP,Perak,Ipoh Barat,P065,,,3383.0,20907,3383
14,M. KULASEGARAN A/L V. MURUGESON,1957.0,male,indian,PH - DAP,Perak,IPOH BARAT,P065,,,3383.0,20907,3383
12,M. SARAVANAN,1968.0,male,indian,BN - MIC,Perak,Tapah,P072,Timbalan Menteri Wilayah Persekutuan Dan Kesejahteraan Bandar,,3393.0,20908,3393
13,M. SARAVANAN,1968.0,male,indian,BN - MIC,Perak,Tapah,P072,Timbalan Menteri Belia Dan Sukan,,3393.0,20908,3393
15,M.KULASEGARAN A/L V.MURUGESON,1957.0,male,indian,PH,Perak,Ipoh Barat,P065,Timbalan Menteri di Jabatan Perdana Menteri (Undang-undang dan Reformasi Institusi),,3383.0,20907,3383
14,MA'MUN BIN SULAIMAN,1965.0,male,bumiputera,WARISAN,Sabah,KALABAKAN,P191,,,4360.0,20909,4360
14,MADIUS BIN TANGAU,1958.0,male,bumiputera,UPKO,Sabah,TUARAN,P170,,,3888.0,20929,3888
15,MADIUS BIN TANGAU,1958.0,male,bumiputera,PH,Sabah,Tuaran,P170,,,5055.0,20929,3888
13,MADIUS TANGAU,1958.0,male,bumiputera,BN - UPKO,Sabah,Tuaran,P170,"Menteri Sains, Teknologi dan Inovasi",,3888.0,20929,3888
13,MADIUS TANGAU,1958.0,male,bumiputera,BN - UPKO,Sabah,Tuaran,P170,"Menteri Sains, Teknologi dan Inovasi",,3888.0,20929,3888
12,MAGLIN A/L DENNIS D'CRUZ,,male,indian,BN - PPP,TIADA,,,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",TIADA,,20930,20930
13,MAH SIEW KEONG,1962.0,male,chinese,BN - GERAKAN,Perak,Telok Intan,P076,Menteri Perusahaan Perladangan dan Komoditi,,2709.0,20931,2709
14,MAHATHIR BIN MOHAMAD,1926.0,male,bumiputera,BERSATU > BEBAS > PEJUANG,Kedah,LANGKAWI,P004,,,375.0,20910,375
13,MAHDZIR BIN KHALID,1961.0,male,bumiputera,BN - UMNO,Kedah,Padang Terap,P007,Menteri Pendidikan,,3641.0,20932,3641
14,MAHDZIR BIN KHALID,1961.0,male,bumiputera,BN - UMNO,Kedah,PADANG TERAP,P007,Menteri Pembangunan Luar Bandar,,3641.0,20932,3641
12,MAHFUZ BIN HAJI OMAR,1958.0,male,bumiputera,PAS,Kedah,Pokok Sena,P008,,,2928.0,20933,2928
14,MAHFUZ BIN HAJI OMAR,1958.0,male,bumiputera,PH - AMANAH,Kedah,POKOK SENA,P008,,,2928.0,20933,2928
13,MAHFUZ HAJI OMAR,1958.0,male,bumiputera,PAS > AMANAH,Kedah,Pokok Sena,P008,,,2928.0,20933,2928
14,MAHIADDIN BIN HAJI MD YASIN,1947.0,male,bumiputera,BERSATU,Johor,PAGOH,P143,,,2797.0,20911,2797
15,MAHIADDIN BIN MD YASIN,1947.0,male,bumiputera,PN,Johor,Pagoh,P143,,,2797.0,20911,2797
12,MAKIN @ MARCUS MOJIGOH,1953.0,male,bumiputera,BN - UPKO,Sabah,Putatan,P173,,,3547.0,20934,3547
13,MAKIN @ MARCUS MOJIGOH,1953.0,male,bumiputera,BN - UPKO,Sabah,Putatan,P173,,,3547.0,20934,3547
12,MANIKAVASAGAM A/L SUNDARAM,1966.0,male,indian,PKR,Selangor,Kapar,P109,,,3446.0,20935,3446
13,MANIVANNAN A/L GOWINDASAMY,1975.0,male,indian,PKR,Selangor,Kapar,P109,,,3798.0,20936,3798
15,MANNDZRI BIN HAJI NASIB,1980.0,male,bumiputera,BN,Johor,Tenggara,P155,,,5007.0,20937,5007
12,MANOGARAN A/L MARIMUTHU,1960.0,male,indian,DAP,Perak,Teluk Intan,P076,,,3398.0,20938,3398
15,MANOLAN BIN MOHAMAD,,male,bumiputera,PKR,TIADA,,,TIADA,Ahli Dewan Negara,,20939,20939
13,MANSOR BIN ABDUL RAHMAN,1961.0,male,bumiputera,BN - UMNO,Kedah,Sik,P013,,,3647.0,20940,3647
13,MANSOR BIN OTHMAN,1950.0,male,bumiputera,PKR,Pulau Pinang,Nibong Tebal,P047,,,3705.0,20941,3705
14,MANSOR BIN OTHMAN,1950.0,male,bumiputera,PH - PKR > BERSATU,Pulau Pinang,NIBONG TEBAL,P047,Timbalan Menteri Alam Sekitar dan Air,,3705.0,20941,3705
14,MARIA CHIN BINTI ABDULLAH,1957.0,female,bumiputera,PH - PKR,Selangor,PETALING JAYA,P105,,,4186.0,20912,4186
12,MARIANY BINTI MOHAMMAD YIT,,female,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,20942,20942
13,MARY YAP KAIN CHING @ YAP KEN JIN,1951.0,female,chinese,BN - PBS,Sabah,Tawau,P190,Timbalan Menteri Pendidikan Tinggi,,3932.0,20943,3932
13,MAS ERMIEYATI BINTI HAJI SAMSUDIN,1976.0,female,bumiputera,BN - UMNO,Melaka,Masjid Tanah,P134,Timbalan Menteri Pelancongan dan Kebudayaan,,3840.0,20944,3840
14,MAS ERMIEYATI BINTI SAMSUDIN,1976.0,female,bumiputera,BN - UMNO > BERSATU,Melaka,MASJID TANAH,P134,Timbalan Menteri di Jabatan Perdana Menteri (Parlimen dan Undang-Undang),,3840.0,20944,3840
15,MAS ERMIEYATI BINTI SAMSUDIN,1976.0,female,bumiputera,PN,Melaka,Masjid Tanah,P134,,,3840.0,20944,3840
12,MASHITAH BINTI IBRAHIM,,female,bumiputera,BN - UMNO,TIADA,,,Timbalan Menteri di Jabatan Perdana Menteri,TIADA,,20945,20945
12,MASIR ANAK KUJAT,1955.0,male,bumiputera,BN - PRS,Sarawak,Sri Aman,P202,,,3607.0,20946,3607
14,MASIR ANAK KUJAT,1955.0,male,bumiputera,PRS > PSB > BEBAS,Sarawak,SRI AMAN,P202,,,3607.0,20946,3607
13,MASIR KUJAT,1955.0,male,bumiputera,BN - PRS,Sarawak,Sri Aman,P202,Timbalan Menteri Dalam Negeri,,3607.0,20946,3607
13,MASTURA BINTI TAN SRI DATO' MOHD YAZID,1962.0,female,bumiputera,BN - UMNO,Perak,Kuala Kangsar,P067,,,4109.0,20947,4109
14,MASTURA BINTI TAN SRI DATO' MOHD YAZID,1962.0,female,bumiputera,BN - UMNO,Perak,KUALA KANGSAR,P067,Timbalan Menteri di Jabatan Perdana Menteri (Tugas-Tugas Khas),,4109.0,20947,4109
14,MASZLEE BIN MALIK,1975.0,male,bumiputera,BERSATU > BEBAS > PH - PKR,Johor,SIMPANG RENGGAM,P151,,,4276.0,20913,4276
15,MATBALI BIN MUSAH,1969.0,male,bumiputera,GRS,Sabah,Sipitang,P178,,,5093.0,20948,5093
12,MATULIDI BIN JUSOH,1958.0,male,bumiputera,BN - UMNO,Terengganu,Dungun,P039,,,3346.0,20949,3346
12,MAXIMUS @ JOHNITY ONGKILI,1954.0,male,bumiputera,BN - PBS,Sabah,Kota Marudu,P168,"Menteri Sains, Teknologi Dan Inovasi",,3537.0,20950,3537
13,MAXIMUS JOHNITY ONGKILI,1954.0,male,bumiputera,BN - PBS,Sabah,Kota Marudu,P168,"Menteri Tenaga, Teknologi Hijau dan Air",,3537.0,20950,3537
12,MAZNAH BINTI MAZLAN,,female,bumiputera,BN - UMNO,TIADA,,,Timbalan Menteri Sumber Manusia,TIADA,,20951,20951
14,MD NASIR BIN HASHIM,,male,bumiputera,BERSATU,TIADA,,,TIADA,Ahli Dewan Negara,,20952,20952
12,MD SIRAT BIN ABU,1960.0,male,bumiputera,BN - UMNO,Melaka,Bukit katil,P137,,,3488.0,20953,3488
13,MEGAT ZULKARNAIN BIN TAN SRI DATUK WIRA HAJI OMARDIN,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,20954,20954
13,MICHAEL JEYAKUMAR DEVARAJ,1955.0,male,indian,PSM,Perak,Sungai Siput,P062,,,3019.0,20957,3019
15,MICHAEL MUJAH LIHAN,,male,bumiputera,PBB,Sarawak,,,TIADA,Ahli Dewan Negara,,20955,20955
13,MICHAEL TEO YU KENG,1948.0,male,chinese,PKR,Sarawak,Miri,P219,,,3625.0,20956,3625
14,MICHAEL TEO YU KENG,1948.0,male,chinese,PH - PKR,Sarawak,MIRI,P219,,,3625.0,20956,3625
12,MICHEAL JEYAKUMAR DEVARAJ,1955.0,male,indian,PKR > PSM,Perak,Sungai Siput,P062,,,3019.0,20957,3019
14,MOHAMAD ALI BIN HAJI MOHAMAD,,male,bumiputera,UMNO,Melaka,,,TIADA,Timbalan Yang di-Pertua Dewan Negara,,20958,20958
14,MOHAMAD BIN ALAMIN,1972.0,male,bumiputera,BN - UMNO,Sabah,KIMANIS,P176,Timbalan Menteri Pendidikan II,,5082.0,20914,5082
15,MOHAMAD BIN ALAMIN,1972.0,male,bumiputera,BN,Sabah,Kimanis,P176,Timbalan Menteri Luar Negeri,,5082.0,20914,5082
12,MOHAMAD BIN HAJI AZIZ,1941.0,male,bumiputera,BN - UMNO,Johor,Sri Gading,P149,,,3505.0,20963,3505
15,MOHAMAD BIN HAJI HASAN,1956.0,male,bumiputera,BN,Negeri Sembilan,Rembau,P131,Menteri Luar Negeri,,4925.0,20964,4925
14,MOHAMAD BIN SABU,1955.0,male,bumiputera,PH - AMANAH,Selangor,KOTA RAJA,P111,,,2932.0,20915,2932
15,MOHAMAD BIN SABU,1954.0,male,bumiputera,PH,Selangor,Kota Raja,P111,Menteri Pertanian dan Keterjaminan Makanan,,4850.0,20915,2932
14,MOHAMAD FATMI BIN HJ. CHE SALLEH,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,Ahli Dewan Negara,,20959,20959
15,MOHAMAD FATMI BIN HJ. CHE SALLEH,,male,bumiputera,UMNO,TIADA,,,TIADA,Ahli Dewan Negara,,20959,20959
13,MOHAMAD IMRAN BIN ABDUL HAMID (B),1955.0,male,bumiputera,PKR,Perak,Lumut,P074,,,3745.0,20960,3745
15,MOHAMAD SHAFIZAN HAJI KEPLI,1985.0,male,bumiputera,GPS,Sarawak,Batang Lupar,P201,,,5171.0,20961,5171
