vol,name,birth_year,sex,ethnicity,parti,negeri,kawasan,kod_kawasan,jawatan_kabinet,jawatan_parlimen,uid,author_id,new_uid
12,AARON AGO ANAK DAGANG,1959.0,male,bumiputera,BN - PRS,Sarawak,Kanowit,P210,,,3265.0,20603,3265
13,AARON AGO ANAK DAGANG,1959.0,male,bumiputera,BN - PRS,Sarawak,Kanowit,P210,,,3265.0,20603,3265
15,AARON AGO ANAK DAGANG,1959.0,male,bumiputera,GPS,Sarawak,Kanowit,P210,Menteri Perpaduan Negara,,3265.0,20603,3265
12,AB AZIZ BIN AB KADIR,1963.0,male,bumiputera,PKR,Kelantan,Ketereh,P026,,,3325.0,20604,3325
13,AB. AZIZ BIN KAPRAWI,1960.0,male,bumiputera,BN - UMNO,Johor,Sri Gading,P149,Timbalan Menteri Pengangkutan,,3856.0,20605,3856
12,AB. HALIM BIN AB. RAHMAN,1940.0,male,bumiputera,PAS,Kelantan,Pengkalan Chepa,P020,,,3313.0,20606,3313
13,ABD AZIZ BIN SHEIKH FADZIR,1963.0,male,bumiputera,BN - UMNO,Kedah,Kulim Bandar Baharu,P018,,,3310.0,20607,3310
15,ABD GHANI BIN AHMAD,1970.0,male,bumiputera,PN,Kedah,Jerlun,P005,,,4423.0,20608,4423
12,ABD KHALID BIN IBRAHIM,1947.0,male,bumiputera,PKR,WP Kuala Lumpur,Bandar Tun Razak,P124,,,3467.0,20609,3467
13,ABD KHALID BIN IBRAHIM,1947.0,male,bumiputera,PKR > BEBAS,WP Kuala Lumpur,Bandar Tun Razak,P124,,,3467.0,20609,3467
12,ABD RAHIM BIN BAKRI,1961.0,male,bumiputera,BN - UMNO,Sabah,Kudat,P167,Timbalan Menteri Pengangkutan,,3533.0,20610,3533
13,ABD RAHIM BIN BAKRI,1961.0,male,bumiputera,BN - UMNO,Sabah,Kudat,P167,,,3533.0,20610,3533
14,ABD RAHIM BIN BAKRI,1961.0,male,bumiputera,BN - UMNO > BERSATU,Sabah,KUDAT,P167,,,3533.0,20610,3533
12,ABD. HADI BIN AWANG,1947.0,male,bumiputera,PAS,Terengganu,Marang,P037,,,1712.0,20611,1712
13,ABD. LATIFF BIN AHMAD,1959.0,male,bumiputera,BN - UMNO,Johor,Mersing,P154,,,3512.0,20620,3512
12,ABD. RAHMAN BIN BAKRI,1966.0,male,bumiputera,BN - UMNO,Selangor,Sabak Bernam,P092,,,3421.0,20612,3421
13,ABDUL AZEEZ BIN ABDUL RAHIM,1967.0,male,bumiputera,BN - UMNO,Kedah,Baling,P016,,,3305.0,20613,3305
14,ABDUL AZEEZ BIN ABDUL RAHIM,1967.0,male,bumiputera,BN - UMNO,Kedah,BALING,P016,,,3305.0,20613,3305
13,ABDUL GHANI BIN MOHAMED YASSIN,,male,bumiputera,BN - UMNO,Sabah,,,TIADA,TIADA,,20614,20614
12,ABDUL GHAPUR BIN SALLEH,1943.0,male,bumiputera,BN - UMNO,Sabah,Kalabakan,P191,,,3238.0,20615,3238
13,ABDUL GHAPUR BIN SALLEH,1943.0,male,bumiputera,BN - UMNO,Sabah,Kalabakan,P191,,,3238.0,20615,3238
13,ABDUL HADI AWANG,1947.0,male,bumiputera,PAS,Terengganu,Marang,P037,,,1712.0,20616,1712
15,ABDUL HADI BIN AWANG,1947.0,male,bumiputera,PN,Terengganu,Marang,P037,,,1712.0,20611,1712
14,ABDUL HADI BIN HAJI AWANG,1948.0,male,bumiputera,PAS,Terengganu,MARANG,P037,,,1712.0,20616,1712
13,ABDUL HALIM BIN ABD. SAMAD,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,Timbalan Yang di-Pertua Dewan Negara,,20617,20617
15,ABDUL HALIM BIN HAJI SULEIMAN,,male,bumiputera,UMNO,Johor,,,TIADA,Ahli Dewan Negara,,20618,20618
15,ABDUL KHALIB BIN ABDULLAH,1959.0,male,bumiputera,PN,Pahang,Rompin,P091,,,4756.0,20619,4756
14,ABDUL LATIFF BIN ABDUL RAHMAN,1972.0,male,bumiputera,PAS,Kelantan,KUALA KRAI,P031,,,4043.0,20587,4043
15,ABDUL LATIFF BIN ABDUL RAHMAN,1971.0,male,bumiputera,PN,Kelantan,Kuala Krai,P031,,,4535.0,20587,4043
12,ABDUL LATIFF BIN AHMAD,1959.0,male,bumiputera,BN - UMNO,Johor,Mersing,P154,Timbalan Menteri Pertahanan,,3512.0,20620,3512
14,ABDUL LATIFF BIN AHMAD,1959.0,male,bumiputera,BN - UMNO > BERSATU,Johor,MERSING,P154,Menteri di Jabatan Perdana Menteri (Tugas-Tugas Khas),,3512.0,20620,3512
12,ABDUL MANAN BIN ISMAIL,1949.0,male,bumiputera,BN - UMNO,Pahang,Paya Besar,P084,,,3411.0,20621,3411
15,ABDUL NASIR BIN HAJI IDRIS,,male,bumiputera,PAS,Kedah,,,TIADA,Ahli Dewan Negara,,20622,20622
12,ABDUL RAHMAN BIN BAKAR,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,20625,20625
13,ABDUL RAHMAN BIN DAHLAN,1966.0,male,bumiputera,BN - UMNO,Sabah,Kota Belud,P169,Menteri di Jabatan Perdana Menteri,,3538.0,20626,3538
12,ABDUL RAHMAN BIN HAJI DAHLAN,1966.0,male,bumiputera,BN - UMNO,Sabah,Kota Belud,P169,,,3538.0,20626,3538
15,ABDUL RAHMAN BIN HAJI MOHAMAD,1962.0,male,bumiputera,BN,Pahang,Lipis,P079,Timbalan Menteri Sumber Manusia,,4712.0,20624,3752
13,ABDUL RAHMAN BIN MAT YASIN,,male,bumiputera,BN - UMNO,Terengganu,,,TIADA,TIADA,,20623,20623
13,ABDUL RAHMAN BIN MOHAMAD,1962.0,male,bumiputera,BN - UMNO,Pahang,Lipis,P079,,,3752.0,20624,3752
14,ABDUL RAHMAN BIN MOHAMAD,1962.0,male,bumiputera,BN - UMNO,Pahang,LIPIS,P079,Timbalan Menteri Pembangunan Luar Bandar I,,3752.0,20624,3752
12,ABDUL SHUKOR BIN P A MOHD SULTAN,,male,bumiputera,BN - UMNO,Perlis,,,TIADA,TIADA,,20627,20627
12,ABDUL WAHAB BIN HAJI DOLAH,1951.0,male,bumiputera,BN - PBB,Sarawak,Igan,P207,,,3613.0,20628,3613
12,ABDULLAH BIN HAJI AHMAD BADAWI,1940.0,male,bumiputera,BN - UMNO,Pulau Pinang,Kepala Batas,P041,,,2655.0,20630,2655
12,ABDULLAH BIN MD ZIN,1947.0,male,bumiputera,BN - UMNO,Terengganu,Besut,P033,,,3336.0,20631,3336
12,ABDULLAH SANI BIN ABDUL HAMID,1962.0,male,bumiputera,PKR,Selangor,Kuala Langat,P112,,,3451.0,20629,3451
13,ABDULLAH SANI BIN ABDUL HAMID,1962.0,male,bumiputera,PKR,Selangor,Kuala Langat,P112,,,3451.0,20629,3451
14,ABDULLAH SANI BIN ABDUL HAMID,1962.0,male,bumiputera,PH - PKR,Selangor,KAPAR,P109,,,3451.0,20629,3451
13,ABIDULLAH BIN SALLEH,,male,bumiputera,BN - UMNO,Melaka,,,TIADA,Ahli Dewan Negara,,20632,20632
13,ABU BAKAR BIN MOHAMAD DIAH,1959.0,male,bumiputera,BN - UMNO,Melaka,Tangga Batu,P136,"Timbalan Menteri Sains, Teknologi dan Inovasi",,3844.0,20633,3844
12,ABU BAKAR BIN TAIB,1943.0,male,bumiputera,BN - UMNO,Kedah,Langkawi,P004,,,3286.0,20634,3286
12,ABU SEMAN BIN HAJI YUSOP,1944.0,male,bumiputera,BN - UMNO,Melaka,Masjid Tanah,P134,Timbalan Menteri Dalam Negeri,,3483.0,20635,3483
12,ABU ZAHAR UJANG,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,Yang Dipertua Dewan Negara,,20636,20636
12,ABU ZAHAR UJANG,,male,bumiputera,TIADA,TIADA,,,TIADA,TIADA,,20636,20636
15,ABUN SUI ANYIT,,male,bumiputera,PKR,TIADA,,,TIADA,Ahli Dewan Negara,,20637,20637
15,ADAM ADLI BIN ABD HALIM,1989.0,male,bumiputera,PH,Melaka,Hang Tuah Jaya,P137,Timbalan Menteri Belia dan Sukan,,4949.0,20638,4949
14,ADHAM BIN BABA,1963.0,male,bumiputera,BN - UMNO,Johor,TENGGARA,P155,"Menteri Sains, Teknologi dan Inovasi",,4284.0,20588,4284
15,ADLY BIN ZAHARI,1971.0,male,bumiputera,PH,Melaka,Alor Gajah,P135,Timbalan Menteri Pertahanan,,4941.0,20639,4941
15,ADNAN BIN ABU HASSAN,1970.0,male,bumiputera,BN,Negeri Sembilan,Kuala Pilah,P129,,,4922.0,20640,4922
14,ADNAN BIN TENGKU MANSOR,1951.0,male,bumiputera,BN - UMNO,Putrajaya,PUTRAJAYA,P125,,,3468.0,21216,3468
15,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,1981.0,male,bumiputera,PN,Kedah,Alor Setar,P009,,,4438.0,20641,4438
14,AGO ANAK DAGANG,1959.0,male,bumiputera,GPS - PRS,Sarawak,KANOWIT,P210,Timbalan Menteri Kesihatan II,,3265.0,20603,3265
12,AHAMAT @ AHAMAD BIN YUSOP,,male,bumiputera,BN - UMNO,Johor,,,TIADA,TIADA,,20642,20642
14,AHMAD AMZAD BIN MOHAMED @ HASHIM,1970.0,male,bumiputera,PAS,Terengganu,KUALA TERENGGANU,P036,"Timbalan Menteri Sains, Teknologi dan Inovasi",,4052.0,20589,4052
15,AHMAD AMZAD BIN MOHAMED @ HASHIM,1970.0,male,bumiputera,PN,Terengganu,Kuala Terengganu,P036,,,4556.0,20589,4052
14,AHMAD AZAM BIN HAMZAH,,male,bumiputera,PKR,Negeri Sembilan,,,TIADA,Ahli Dewan Negara,,20643,20643
15,AHMAD AZAM BIN HAMZAH,,male,bumiputera,PKR,Negeri Sembilan,,,TIADA,Ahli Dewan Negara,,20643,20643
13,AHMAD BAIHAKI BIN ATIQULLAH,1974.0,male,bumiputera,PAS,Kelantan,Kubang Kerian,P024,,,3665.0,20644,3665
14,AHMAD BIN DATO' SRI HJ IBRAHIM,,male,bumiputera,PBB,Sarawak,,,TIADA,Ahli Dewan Negara,,20657,20657
15,AHMAD BIN DATO' SRI HJ IBRAHIM,,male,bumiputera,PBB,Sarawak,,,TIADA,Ahli Dewan Negara,,20657,20657
12,AHMAD BIN HAJI HAMZAH,1949.0,male,bumiputera,BN - UMNO,Melaka,Jasin,P139,,,3491.0,20658,3491
12,AHMAD BIN HAJI MASLAN,1966.0,male,bumiputera,BN - UMNO,Johor,Pontian,P164,Timbalan Menteri di Jabatan Perdana Menteri,,3527.0,20659,3527
13,AHMAD BIN HAJI MASLAN,1966.0,male,bumiputera,BN - UMNO,Johor,Pontian,P164,Timbalan Menteri Perdagangan Antarabangsa dan Industri,,3527.0,20659,3527
14,AHMAD BIN HAJI MASLAN,1966.0,male,bumiputera,BN - UMNO,Johor,PONTIAN,P164,,,3527.0,20659,3527
15,AHMAD BIN HAJI MASLAN,1966.0,male,bumiputera,BN,Johor,Pontian,P164,Timbalan Menteri Kerja Raya,,5032.0,20659,3527
13,AHMAD BIN HAMZAH,1949.0,male,bumiputera,BN - UMNO,Melaka,Jasin,P139,,,3491.0,20643,3491
14,AHMAD BIN HAMZAH,1949.0,male,bumiputera,BN - UMNO,Melaka,JASIN,P139,Timbalan Menteri Pertanian dan Industri Makanan I,,3491.0,20643,3491
14,AHMAD BIN HASSAN,1961.0,male,bumiputera,WARISAN,Sabah,PAPAR,P175,,,4322.0,20590,4322
12,AHMAD BIN KASIM,1964.0,male,bumiputera,PKR,Kedah,Kuala Kedah,P010,,,3295.0,20660,3295
15,AHMAD BIN SAAD @ YAHAYA,1975.0,male,bumiputera,PN,Kedah,Pokok Sena,P008,,,4434.0,20661,4434
14,AHMAD FADHLI BIN SHAARI,1981.0,male,bumiputera,PAS,Kelantan,PASIR MAS,P022,,,4027.0,20591,4027
15,AHMAD FADHLI BIN SHAARI,1980.0,male,bumiputera,PN,Kelantan,Pasir Mas,P022,,,4498.0,20591,4027
14,AHMAD FAHMI BIN MOHAMED FADZIL,1981.0,male,bumiputera,PH - PKR,Kuala Lumpur,LEMBAH PANTAI,P121,,,4219.0,20592,4219
15,AHMAD FAHMI BIN MOHAMED FADZIL,1981.0,male,bumiputera,PH,Kuala Lumpur,Lembah Pantai,P121,Menteri Komunikasi,,4219.0,20592,4219
14,AHMAD FAIZAL BIN AZUMU,1971.0,male,bumiputera,BERSATU,Perak,TAMBUN,P063,Menteri Belia dan Sukan,,4104.0,20593,4104
15,AHMAD FAKHRUDDIN BIN FAKHRURAZI,1971.0,male,bumiputera,PN,Kedah,Kuala Kedah,P010,,,4447.0,20645,4447
13,AHMAD FAUZI BIN ZAHARI,1964.0,male,bumiputera,BN - UMNO,WP Kuala Lumpur,Setiawangsa,P118,,,3815.0,20646,3815
12,AHMAD HUSNI BIN MOHAMAD HANADZLAH,1953.0,male,bumiputera,BN - UMNO,Perak,Tambun,P063,Menteri Kewangan II,,3380.0,20647,3380
13,AHMAD HUSNI BIN MOHAMAD HANADZLAH,1953.0,male,bumiputera,BN - UMNO,Perak,Tambun,P063,,,3380.0,20647,3380
13,AHMAD JAZLAN BIN YAAKUB,1965.0,male,bumiputera,BN - UMNO,Kelantan,Machang,P029,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,3673.0,20648,3673
14,AHMAD JAZLAN BIN YAAKUB,1965.0,male,bumiputera,BN - UMNO,Kelantan,MACHANG,P029,,,3673.0,20648,3673
14,AHMAD JOHNIE BIN HAJI ZAWAWI,1962.0,male,bumiputera,GPS - PBB,Sarawak,IGAN,P207,,,4388.0,20594,4388
15,AHMAD JOHNIE BIN ZAWAWI,1962.0,male,bumiputera,GPS,Sarawak,Igan,P207,,,4388.0,20594,4388
12,AHMAD LAI BIN BUJANG,1950.0,male,bumiputera,BN - PBB,Sarawak,Sibuti,P218,,,3624.0,20649,3624
13,AHMAD LAI BIN BUJANG,1950.0,male,bumiputera,BN - PBB,Sarawak,Sibuti,P218,,,3624.0,20649,3624
14,AHMAD MARZUK BIN SHAARY,1976.0,male,bumiputera,PAS,Kelantan,PENGKALAN CHEPA,P020,Timbalan Menteri di Jabatan Perdana Menteri (Hal Ehwal Agama),,3667.0,20650,3667
15,AHMAD MARZUK BIN SHAARY,1976.0,male,bumiputera,PN,Kelantan,Pengkalan Chepa,P020,,,4489.0,20650,3667
13,AHMAD MARZUK SHAARY,1976.0,male,bumiputera,PAS,Kelantan,Bachok,P025,,,3667.0,20650,3667
14,AHMAD MASRIZAL MUHAMMAD,,male,bumiputera,UMNO,TIADA,,,Timbalan Menteri Pengajian Tinggi,TIADA,,20651,20651
13,AHMAD NAZLAN BIN IDRIS,1958.0,male,bumiputera,BN - UMNO,Pahang,Jerantut,P081,,,3756.0,20652,3756
14,AHMAD NAZLAN BIN IDRIS,1958.0,male,bumiputera,BN - UMNO,Pahang,JERANTUT,P081,,,3756.0,20652,3756
15,AHMAD SAMSURI BIN MOKHTAR,1971.0,male,bumiputera,PN,Terengganu,Kemaman,P040,,,4568.0,20653,4568
12,AHMAD SHABERY BIN CHEEK,1959.0,male,bumiputera,BN - UMNO,Terengganu,Kemaman,P040,Menteri Belia Dan Sukan,,2986.0,20654,2986
13,AHMAD SHABERY BIN CHEEK,1959.0,male,bumiputera,BN - UMNO,Terengganu,Kemaman,P040,Menteri Pertanian dan Industri Asas Tani,,2986.0,20654,2986
14,AHMAD TARMIZI BIN SULAIMAN,1977.0,male,bumiputera,PAS,Kedah,SIK,P013,,,4008.0,20595,4008
15,AHMAD TARMIZI BIN SULAIMAN,1976.0,male,bumiputera,PN,Kedah,Sik,P013,,,4459.0,20595,4008
15,AHMAD YUNUS BIN HAIRI,1965.0,male,bumiputera,PN,Selangor,Kuala Langat,P112,,,4856.0,20655,4856
12,AHMAD ZAHID BIN HAMIDI,1953.0,male,bumiputera,BN - UMNO,Perak,Bagan Datok,P075,Menteri Pertahanan,,2393.0,20656,2393
13,AHMAD ZAHID BIN HAMIDI,1953.0,male,bumiputera,BN - UMNO,Perak,Bagan Datuk,P075,Timbalan Perdana Menteri / Menteri Dalam Negeri,,2393.0,20656,2393
14,AHMAD ZAHID BIN HAMIDI,1953.0,male,bumiputera,BN - UMNO,Perak,BAGAN DATUK,P075,,,2393.0,20656,2393
15,AHMAD ZAHID BIN HAMIDI,1953.0,male,bumiputera,BN,Perak,Bagan Datuk,P075,Timbalan Perdana Menteri dan Menteri Kemajuan Desa dan Wilayah,Timbalan Ketua Majlis,4697.0,20656,2393
14,AJIS BIN SITIN,,male,bumiputera,UMNO,Pahang,,,TIADA,Ahli Dewan Negara,,20662,20662
14,AK NAN A/L EH TOOK,,male,indian,BERSATU,TIADA,,,TIADA,Ahli Dewan Negara,,20663,20663
14,AKMAL NASRULLAH BIN MOHD NASIR,1986.0,male,bumiputera,PH - PKR,Johor,JOHOR BAHRU,P160,,,4289.0,20596,4289
15,AKMAL NASRULLAH BIN MOHD NASIR,1986.0,male,bumiputera,PH,Johor,Johor Bahru,P160,Timbalan Menteri Peralihan Tenaga dan Transformasi Air,,4289.0,20596,4289
13,AKNAN A/L EHTOOK,,male,indian,Wakil Masyarakat Siam,TIADA,,,TIADA,Ahli Dewan Negara,,20664,20664
12,ALEXANDER NANTA LINGGI,1958.0,male,bumiputera,BN - PBB,Sarawak,Kapit,P215,,,2903.0,20665,2903
13,ALEXANDER NANTA LINGGI,1958.0,male,bumiputera,BN - PBB,Sarawak,Kapit,P215,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,2903.0,20665,2903
14,ALEXANDER NANTA LINGGI,1958.0,male,bumiputera,GPS - PBB,Sarawak,KAPIT,P215,Menteri Perdagangan Dalam Negeri dan Hal Ehwal Pengguna,,2903.0,20665,2903
15,ALEXANDER NANTA LINGGI,1958.0,male,bumiputera,GPS,Sarawak,Kapit,P215,Menteri Kerja Raya,,2903.0,20665,2903
14,ALI ANAK BIJU,1968.0,male,bumiputera,PH - PKR > BERSATU,Sarawak,SARATOK,P205,Timbalan Menteri Tenaga dan Sumber Asli,,3958.0,20597,3958
15,ALI ANAK BIJU,1968.0,male,bumiputera,PN,Sarawak,Saratok,P205,,,5185.0,20597,3958
15,ALIAS BIN RAZAK,1959.0,male,bumiputera,PN,Terengganu,Kuala Nerus,P035,,,4549.0,20666,4549
13,ALICE LAU KIONG YIENG,1981.0,female,chinese,DAP,Sarawak,Lanang,P211,,,3967.0,20667,3967
14,ALICE LAU KIONG YIENG,1981.0,female,chinese,PH - DAP,Sarawak,LANANG,P211,,,3967.0,20667,3967
15,ALICE LAU KIONG YIENG,1981.0,female,chinese,PH,Sarawak,Lanang,P211,,Timbalan Yang di-Pertua Dewan Rakyat,3967.0,20667,3967
15,AMINOLHUDA BIN HASSAN,1959.0,male,bumiputera,PH,Johor,Sri Gading,P149,,,4986.0,20668,4986
15,AMINUDDIN BIN HARUN,1967.0,male,bumiputera,PH,Negeri Sembilan,Port Dickson,P132,,,4933.0,20669,4933
15,AMIR BIN MD GHAZALI,,male,bumiputera,PKR,Pulau Pinang,,,TIADA,Ahli Dewan Negara,,20671,20671
15,AMIR HAMZAH AZIZAN,,male,bumiputera,PROFESIONAL,TIADA,,,Menteri Kewangan Dua (2),Ahli Dewan Negara,,20670,20670
14,AMIRUDDIN BIN HAJI HAMZAH,1962.0,male,bumiputera,BERSATU > BEBAS > PEJUANG,Kedah,KUBANG PASU,P006,,,3992.0,20598,3992
15,AMIRUDIN BIN SHARI,1980.0,male,bumiputera,PH,Selangor,Gombak,P098,,,4785.0,20672,4785
12,AMRAN BIN AB GHANI,1974.0,male,bumiputera,PKR,Kelantan,Tanah Merah,P027,,,3327.0,20673,3327
13,ANANTHAN A/L SOMASUNDARAM,,male,indian,BN - MIC,Kedah,,,TIADA,TIADA,,20674,20674
15,ANDI MUHAMMAD SURYADY BIN BANDY,1981.0,male,bumiputera,BN,Sabah,Kalabakan,P191,,,5148.0,20675,5148
15,ANIFAH BIN AMAN @ HANIFF AMMAN,,male,bumiputera,PCS,TIADA,,,TIADA,Ahli Dewan Negara,,20676,20676
12,ANIFAH BIN HAJI AMAN,1954.0,male,bumiputera,BN - UMNO,Sabah,Kimanis,P176,Menteri Luar Negeri,,3558.0,20677,3558
13,ANIFAH BIN HAJI AMAN,1954.0,male,bumiputera,BN - UMNO,Sabah,Kimanis,P176,Menteri Luar Negeri,,3558.0,20677,3558
15,ANNA BELL @ SUZIEANA BINTI PERIAN,,female,bumiputera,GRS,TIADA,,,TIADA,Ahli Dwan Negara,,20678,20678
14,ANNUAR BIN HAJI MUSA,1956.0,male,bumiputera,BN - UMNO,Kelantan,KETEREH,P026,Menteri Komunikasi dan Multimedia,,3324.0,20679,3324
13,ANNUAR BIN MUSA,1956.0,male,bumiputera,BN - UMNO,Kelantan,Ketereh,P026,,,3324.0,20679,3324
13,ANUAR BIN ABD. MANAP,1977.0,male,bumiputera,BN - UMNO,Johor,Sekijang,P141,,,3849.0,20680,3849
12,ANWAR BIN IBRAHIM,1952.0,male,bumiputera,PKR,Pulau Pinang,Permatang pauh,P044,,,4901.0,20681,1426
13,ANWAR BIN IBRAHIM,1952.0,male,bumiputera,PKR,Pulau Pinang,Permatang Pauh,P044,,,4901.0,20681,1426
14,ANWAR BIN IBRAHIM,1947.0,male,bumiputera,PH - PKR,Negeri Sembilan,PORT DICKSON,P132,,,1426.0,20681,1426
15,ANWAR BIN IBRAHIM,1947.0,male,bumiputera,PH,Perak,Tambun,P063,Perdana Menteri dan Menteri Kewangan,Ketua Majlis,1426.0,20681,1426
13,ANYI NGAU,1958.0,male,bumiputera,BN - PDP,Sarawak,Baram,P220,,,3978.0,20682,3978
14,ANYI NGAU,1958.0,male,bumiputera,GPS - PDP,Sarawak,BARAM,P220,,,3978.0,20682,3978
15,ANYI NGAU,1958.0,male,bumiputera,GPS,Sarawak,Baram,P220,,,3978.0,20682,3978
12,ARIFFIN BIN S.M. OMAR,,male,bumiputera,DAP,Pulau Pinang,,,TIADA,TIADA,,20683,20683
13,ARIFFIN BIN S.M. OMAR,,male,bumiputera,DAP,Pulau Pinang,,,TIADA,TIADA,,20683,20683
14,ARMAN AZHA BIN ABU HANIFAH,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,Ahli Dewan Negara,,20684,20684
15,ARMIZAN BIN MOHD ALI,1976.0,male,bumiputera,GRS,Sabah,Papar,P175,Menteri Perdagangan Dalam Negeri dan Kos Sara Hidup,,5081.0,20685,5081
14,ARTHUR JOSEPH KURUP,1983.0,male,bumiputera,BN - PBRS,Sabah,PENSIANGAN,P182,Timbalan Menteri Kerja Raya,,4340.0,20844,4340
15,ARTHUR JOSEPH KURUP,1982.0,male,bumiputera,BN,Sabah,Pensiangan,P182,Timbalan Menteri Pertanian dan Keterjaminan Makanan,,5113.0,20844,4340
15,AWANG BEMEE BIN AWANG ALI BASAH,,male,bumiputera,PBB,TIADA,,,TIADA,Yang di-Pertua Dewan Negara,,20686,20686
14,AWANG BIN HASHIM,1964.0,male,bumiputera,PAS,Kedah,PENDANG,P011,Timbalan Menteri Sumber Manusia,,4003.0,20599,4003
15,AWANG BIN HASHIM,1964.0,male,bumiputera,PN,Kedah,Pendang,P011,,,4449.0,20599,4003
15,AWANG BIN SARIYAN,,male,bumiputera,PROFESIONAL,TIADA,,,TIADA,Ahli Dewan Negara,,20687,20687
14,AWANG HUSAINI BIN SAHARI,1967.0,male,bumiputera,PH - PKR,Sabah,PUTATAN,P173,,,4317.0,20600,4317
15,AZAHAR BIN HASSAN,,male,bumiputera,BERSATU,Perlis,,,TIADA,Ahli Dewan Negara,,20688,4643
15,AZAHARI BIN HASAN,1974.0,male,bumiputera,PN,Perak,Padang Rengas,P061,,,4643.0,20689,4643
13,AZALINA BINTI DATO' OTHMAN SAID,1964.0,female,bumiputera,BN - UMNO,Johor,Pengerang,P157,Menteri Di Jabatan Perdana Menteri,,3518.0,20690,3518
14,AZALINA BINTI OTHMAN SAID,1964.0,female,bumiputera,BN - UMNO,Johor,PENGERANG,P157,,,3518.0,20601,3518
15,AZALINA BINTI OTHMAN SAID,1964.0,female,bumiputera,BN,Johor,Pengerang,P157,Menteri di Jabatan Perdana Menteri (Undang-undang dan Reformasi Institusi),,3518.0,20601,3518
12,AZALINA DATO' OTHMAN SAID,1964.0,female,bumiputera,BN - UMNO,Johor,Pengerang,P157,,,3518.0,20690,3518
12,AZAN BIN ISMAIL,1961.0,male,bumiputera,PKR,Pahang,Indera Mahkota,P082,,,3409.0,20691,3409
14,AZHAR AZIZAN HARUN,1962.0,male,bumiputera,,,,,,Yang di-Pertua Dewan Rakyat,9999995.0,20602,9999995
14,AZHAR BIN AHMAD,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,Ahli Dewan Negara,,20692,20692
15,AZHAR BIN AHMAD,,male,bumiputera,UMNO,TIADA,,,TIADA,Ahli Dewan Negara,,20692,20692
14,AZIZ BIN ARIFFIN,,male,bumiputera,UMNO,Perlis,,,TIADA,Ahli Dewan Negara,,20693,20693
14,AZIZAH BINTI DATUK SERI PANGLIMA HAJI MOHD DUN,1955.0,female,bumiputera,BN - UMNO > BERSATU,Sabah,BEAUFORT,P177,,,3903.0,20694,3903
13,AZIZAH BINTI DATUK SERI PANGLIMA MOHD. DUN,1955.0,female,bumiputera,BN - UMNO,Sabah,Beaufort,P177,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,3903.0,20694,3903
13,AZIZAH BINTI DATUK SERI PANGLIMA MOHD. DUN,1955.0,female,bumiputera,BN - UMNO,Sabah,Beaufort,P177,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,3903.0,20694,3903
13,AZIZAH BINTI HAJI HARUN,,female,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,20695,20695
15,AZLI BIN YUSOF,1967.0,male,bumiputera,PH,Selangor,Shah Alam,P108,,,4829.0,20696,4829
14,AZMAN BIN ISMAIL,1961.0,male,bumiputera,PH - PKR,Kedah,KUALA KEDAH,P010,,,3409.0,20691,3409
15,AZMAN BIN NASRUDIN,1972.0,male,bumiputera,PN,Kedah,Padang Serai,P017,,,4471.0,20698,4471
13,AZMAN ISMAIL,1961.0,male,bumiputera,PKR,Kedah,Kuala Kedah,P010,,,3409.0,20697,3409
12,AZMI BIN KHALID,1941.0,male,bumiputera,BN - UMNO,Perlis,Padang Besar,P001,,,2289.0,20699,2289
15,BAHARUDDIN BIN AHMAD,,male,bumiputera,PAS,Perlis,,,TIADA,Ahli Dewan Negara,,20701,20701
12,BAHARUDIN BIN HJ. ABU BAKAR,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,20702,20702
12,BAHARUM BIN HAJI MOHAMED,1957.0,male,bumiputera,BN - UMNO,Johor,Sekijang,P141,,,3492.0,20703,3492
15,BAKRI BIN JAMALUDDIN,1965.0,male,bumiputera,PN,Melaka,Tangga Batu,P136,,,4946.0,20704,4946
14,BALASUBRAMANIAM A/L NACHIAPPAN,,male,indian,PAS,TIADA,,,TIADA,Ahli Dewan Negara,,20705,20705
14,BARU BIAN,1958.0,male,bumiputera,PH - PKR > PSB,Sarawak,SELANGAU,P214,,,3981.0,20700,3981
13,BASHIR BIN HAJI ALIAS,,male,bumiputera,BN - UMNO,TIADA,,,TIADA,TIADA,,20706,20706
13,BATHMAVATHI KRISHNAN,,male,indian,Wakil OKU,TIADA,,,TIADA,TIADA,,20707,20707
12,BERNARD GILUK DOMPOK,1950.0,male,bumiputera,BN - UPKO,Sabah,Penampang,P174,"Menteri Perusahaan, Perladangan Dan Komoditi",,1898.0,20708,1898
12,BILLY ABIT JOO,1950.0,male,bumiputera,BN - PRS,Sarawak,Hulu Rajang,P216,,,2265.0,20709,2265
