vol,kod_kawasan,negeri,kawasan,uid,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,new_key,birth_year
14,P045,Pulau Pinang,BUKIT MERTAJAM,3699,YB TUAN,SIM CHEE KEONG,1982.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.045-BUKIT MERTAJAM.png,272,1982
13,P046,Pulau Pinang,Batu Kawan,3701,YB Puan,Kasthuriraani a/p Patto,1980.0,female,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P046.jpg,273,1980
14,P046,Pulau Pinang,BATU KAWAN,3701,YB PUAN,KASTHURIRAANI A/P PATTO,1980.0,female,indian,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.046-BATU KAWAN.png,273,1980
13,P047,Pulau Pinang,Nibong Tebal,3705,YB Dato',Mansor Bin Othman,1950.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P047.jpg,274,1950
14,P047,Pulau Pinang,NIBONG TEBAL,3705,YB DATO',MANSOR BIN OTHMAN,1950.0,male,bumiputera,BERSATU,Timbalan Menteri Alam Sekitar dan Air,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.047-NIBONG TEBAL.png,274,1950
13,P048,Pulau Pinang,Bukit Bendera,3706,YB Tuan,Zairil Khir Johari,1983.0,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P048.jpg,275,1983
13,P049,Pulau Pinang,Tanjong,3708,YB Tuan,Ng Wei Aik,1978.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P049.jpg,276,1978
13,P052,Pulau Pinang,Bayan Baru,3712,YB Tuan,Sim Tze Tzin,1976.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P052.jpg,277,1976
14,P052,Pulau Pinang,BAYAN BARU,3712,YB TUAN,SIM TZE TZIN,1976.0,male,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.052-BAYAN BARU.png,277,1976
15,P052,Pulau Pinang,Bayan Baru,3712,YB Tuan,Sim Tze Tzin,1976.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P052.jpg,277,1976
13,P053,Pulau Pinang,Balik Pulau,3714,YB Dato' Seri Dr.,Hilmi Bin Yahaya,1949.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P053.jpg,278,1949
14,P053,Pulau Pinang,BALIK PULAU,3715,YB DATO',MUHAMMAD BAKHTIAR BIN WAN CHIK,1965.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.053-BALIK PULAU.png,279,1965
15,P053,Pulau Pinang,Balik Pulau,3715,YB Dato',Muhammad Bakhtiar bin Wan Chik,1965.0,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P053.jpg,279,1965
13,P054,Perak,Gerik,3717,YB Dato',Hasbullah Bin Osman,1957.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P054.jpg,280,1957
13,P058,Perak,Bagan Serai,3724,YB Dato' Dr. Haji,Noor Azmi Bin Ghazali,1962.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P058.jpg,281,1962
14,P058,Perak,BAGAN SERAI,3724,YB DATO' DR HAJI,NOOR AZMI BIN GHAZALI,1962.0,male,bumiputera,BERSATU,Timbalan Menteri Kesihatan I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.058-BAGAN SERAI.png,281,1962
13,P064,Perak,Ipoh Timur,3730,YB Tuan,Su Keong Siong,1967.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P064.jpg,282,1967
14,P070,Perak,KAMPAR,3730,YB TUAN,SU KEONG SIONG,1967.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.070-KAMPAR.png,282,1967
13,P066,Perak,Batu Gajah,3733,YB Tuan,Sivakumar Varatharaju Naidu,1971.0,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P066.jpg,283,1971
14,P066,Perak,BATU GAJAH,3733,YB TUAN,SIVAKUMAR VARATHARAJU NAIDU,1971.0,male,indian,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.066-BATU GAJAH.png,283,1971
15,P066,Perak,Batu Gajah,3733,YB Tuan,Sivakumar a/l Varatharaju Naidu,1971.0,male,indian,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P066.png,283,1971
13,P069,Perak,Parit,3738,YB Dato' Haji,Mohd Zaim Bin Abu Hasan,1951.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P069.jpg,284,1951
13,P070,Perak,Kampar,3740,YB Dr.,Ko Chung Sen,1969.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P070.jpg,285,1969
13,P074,Perak,Lumut,3745,YB Laksamana Pertama Haji,Mohamad Imran Bin Abdul Hamid (B),1955.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P074.jpg,286,1955
13,P079,Pahang,Lipis,3752,YB Dato' Haji,Abdul Rahman Bin Mohamad,1962.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P079.jpg,287,1962
14,P079,Pahang,LIPIS,3752,YB DATO' SRI,ABDUL RAHMAN BIN MOHAMAD,1962.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pembangunan Luar Bandar I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.079-LIPIS.png,287,1962
13,P080,Pahang,Raub,3754,YB Dato',Mohd Ariff Sabri Bin Abdul Aziz,1957.0,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P080.jpg,288,1957
13,P081,Pahang,Jerantut,3756,YB Dato' Haji,Ahmad Nazlan Bin Idris,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P081.jpg,289,1958
14,P081,Pahang,JERANTUT,3756,YB DATO' HJ.,AHMAD NAZLAN BIN IDRIS,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.081-JERANTUT.png,289,1958
14,P089,Pahang,BENTONG,3763,YB TUAN,WONG TACK,1959.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.089-BENTONG.png,290,1959
13,P092,Selangor,Sabak Bernam,3768,YB Datuk Haji,Mohd Fasiah Bin Mohd Fakeh,1956.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P092.jpg,291,1956
14,P092,Selangor,SABAK BERNAM,3768,YB DATO' HAJI,MOHD FASIAH BIN MOHD FAKEH,1956.0,male,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.092-SABAK BERNAM.png,291,1956
14,P140,Johor,SEGAMAT,3770,YB DATUK SERI DR.,SANTHARA KUMAR A/L RAMANAIDU,1971.0,male,indian,BERSATU,"Timbalan Menteri Pelancongan, Seni dan Budaya",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.140-SEGAMAT.png,292,1971
12,P094,Selangor,Hulu Selangor,3772,Y.B. Tuan,Kamalanathan A/L Panchanathan,1965.0,male,indian,BN - MIC,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/pkamalathan-w.jpg,293,1966
13,P094,Selangor,Hulu Selangor,3772,YB Datuk,P. Kamalanathan a/l P. Panchanathan,1966.0,male,indian,BN - MIC,Timbalan Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P094.jpg,293,1966
13,P096,Selangor,Kuala Selangor,3775,YB Dato' Sri Dr. Haji,Irmohizam Bin Haji Ibrahim,1976.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P096.jpg,294,1976
13,P100,Selangor,Pandan,3779,YB Tuan,Mohd Rafizi Ramli,1978.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P100.jpg,295,1977
15,P100,Selangor,Pandan,3779,YB Dato' Seri,Mohd Rafizi bin Ramli,1977.0,male,bumiputera,PH,Menteri Ekonomi,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P100.png,295,1977
13,P102,Selangor,Serdang,3783,YB Dr.,Ong Kian Ming,1976.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P102.jpg,296,1976
14,P102,Selangor,BANGI,3783,YB DR.,ONG KIAN MING,1976.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.102-BANGI.png,296,1976
13,P104,Selangor,Kelana Jaya,3786,YB Tuan,Wong Chen,1969.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/wongchen.jpg,297,1969
14,P104,Selangor,SUBANG,3786,YB TUAN,WONG CHEN,1969.0,male,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.104-SUBANG.png,297,1969
15,P104,Selangor,Subang,3786,YB Tuan,Wong Chen,1969.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P104.jpg,297,1969
13,P109,Selangor,Kapar,3798,YB Tuan,Manivannan A/L Gowindasamy,1976.0,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P109.jpg,298,1975
13,P118,WP Kuala Lumpur,Setiawangsa,3815,YB Dato',Ahmad Fauzi Bin Zahari,1964.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P118.jpg,299,1964
13,P119,WP Kuala Lumpur,Titiwangsa,3816,YB Datuk Seri,Johari bin Abdul Ghani,1964.0,male,bumiputera,BN - UMNO,Menteri Kewangan II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P119.jpg,300,1964
13,P127,Negeri Sembilan,Jempol,3830,YB Tan Sri,Mohd Isa Bin Abdul Samad,1950.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P127.jpg,301,1950
13,P130,Negeri Sembilan,Rasah,3835,YB Tuan,Teo Kok Seong,1980.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P130.jpg,302,1980
13,P134,Melaka,Masjid Tanah,3840,YB Datuk Wira Hajjah,Mas Ermieyati Binti Haji Samsudin,1977.0,female,bumiputera,BN - UMNO,Timbalan Menteri Pelancongan dan Kebudayaan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P134.jpg,303,1976
14,P134,Melaka,MASJID TANAH,3840,YB DATUK WIRA HAJAH,MAS ERMIEYATI BINTI SAMSUDIN,1977.0,female,bumiputera,BERSATU,Timbalan Menteri di Jabatan Perdana Menteri (Parlimen dan Undang-Undang),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.134-MASJID TANAH.png,303,1976
15,P134,Melaka,Masjid Tanah,3840,YB Datuk Wira,Mas Ermieyati binti Samsudin,1976.0,female,bumiputera,PN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P134.png,303,1976
13,P135,Melaka,Alor Gajah,3843,YB Datuk,Koh Nai Kwong,1961.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P135.jpg,304,1961
13,P136,Melaka,Tangga Batu,3844,YB Datuk Wira Dr.,Abu Bakar Bin Mohamad Diah,1959.0,male,bumiputera,BN - UMNO,"Timbalan Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P136.jpg,305,1959
13,P141,Johor,Sekijang,3849,YB Tuan,Anuar Bin Abd. Manap,1977.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P141.jpg,306,1977
13,P149,Johor,Sri Gading,3856,YB Datuk,Ab. Aziz bin Kaprawi,1960.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P149.jpg,307,1960
13,P150,Johor,Batu Pahat,3857,YB Datuk,Mohd Idris Bin Jusi,1945.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P150.jpg,308,1945
15,P150,Johor,Batu Pahat,3859,YB Tuan Haji,Onn bin Abu Bakar,1963.0,male,bumiputera,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P150.jpg,309,1963
13,P156,Johor,Kota Tinggi,3862,YB Datuk,Noor Ehsanuddin Mohd Harun Narrashid,1964.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P156.jpg,310,1964
14,P158,Johor,TEBRAU,3865,YB TUAN,STEVEN CHOONG SHIAU YOON,1958.0,male,chinese,PBM,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.158-TEBRAU.png,311,1958
13,P158,Johor,Tebrau,3866,YB Datuk,Khoo Soo Seang,1945.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P158.jpg,312,1945
13,P159,Johor,Pasir Gudang,3868,YB Dato' Hajah,Normala Binti Abdul Samad,1963.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P159.jpg,313,1963
13,P166,WP Labuan,Labuan,3875,YB Datuk,Rozman Bin Datuk Haji Isli,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P166.jpg,314,1965
14,P166,Labuan,LABUAN,3875,YB DATUK,ROZMAN BIN ISLI,1965.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.166-LABUAN.png,314,1965
14,P169,Sabah,KOTA BELUD,3882,YB PUAN,ISNARAISSAH MUNIRAH BT MAJILIS @ FAKHARUDY,1982.0,female,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.169-KOTA BELUD.png,315,1982
15,P169,Sabah,Kota Belud,3882,YB Puan,Isnaraissah Munirah bt Majilis@Fakharudy,1982.0,female,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P169.png,315,1982
13,P170,Sabah,Tuaran,3888,YB Datuk Seri Panglima,Madius Tangau,1958.0,male,bumiputera,BN - UPKO,"Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P170.jpg,316,1958
13,P170,Sabah,Tuaran,3888,YB Datuk Seri Panglima,Madius Tangau,1952.0,male,bumiputera,BN - UPKO,"Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P170.jpg,316,1958
14,P170,Sabah,TUARAN,3888,YB DATUK SERI PANGLIMA,MADIUS BIN TANGAU,1958.0,male,bumiputera,UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.170-TUARAN.png,316,1958
13,P171,Sabah,Sepanggar,3892,YB Datuk,Jumat Haji Idris,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P171.jpg,317,1958
13,P172,Sabah,Kota Kinabalu,3894,YB Tuan,Wong Sze Phin @ Jimmy,1950.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P172.jpg,318,1950
13,P174,Sabah,Penampang,3898,YB,Ignatius Dorell Leiking,1972.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P174.jpg,319,1971
14,P174,Sabah,PENAMPANG,3898,YB DATUK,IGNATIUS DORELL LEIKING,1972.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.174-PENAMPANG.png,319,1971
13,P177,Sabah,Beaufort,3903,YB Datuk Hajah,Azizah Binti Datuk Seri Panglima Mohd. Dun,1955.0,female,bumiputera,BN - UMNO,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P177.jpg,320,1955
13,P177,Sabah,Beaufort,3903,YB Datuk Hajah,Azizah Binti Datuk Seri Panglima Mohd. Dun,1956.0,male,bumiputera,BN - UMNO,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P177.jpg,320,1955
14,P177,Sabah,BEAUFORT,3903,YB DATUK SERI PANGLIMA HAJAH,AZIZAH BINTI DATUK SERI PANGLIMA HAJI MOHD DUN,1955.0,female,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P197 GAMBAR.jpg,320,1955
13,P179,Sabah,Ranau,3907,YB Datuk Dr.,Ewon Ebin,1955.0,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P179.jpg,321,1955
12,P185,Sabah,Batu Sapi,3922,Y.B. Datin,Linda Tsen Thau Lin,1957.0,male,chinese,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/Linda Tsen Thau Lin.jpg,322,1957
13,P185,Sabah,Batu Sapi,3922,YB Datuk,Linda Tsen Thau Lin,1957.0,female,chinese,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P185.jpg,322,1957
13,P186,Sabah,Sandakan,3924,YB Tuan,Wong Tien Fatt @ Wong Nyuk Foh,1955.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P186.jpg,323,1955
13,P188,Sabah,Silam,3928,YB Datuk Haji,Datu Nasrun Bin Datu Mansur,1953.0,male,bumiputera,BN - UMNO,Timbalan Menteri Perusahaan Perladangan dan Komoditi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P188.jpg,324,1953
13,P190,Sabah,Tawau,3932,YB Datuk Dr.,Mary Yap Kain Ching @ Yap Ken Jin,1951.0,female,chinese,BN - PBS,Timbalan Menteri Pendidikan Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P190.jpg,325,1951
13,P192,Sarawak,Mas Gading,3939,YB Dato',Nogeh Anak Gumbek,1957.0,male,bumiputera,BN - PDP,Timbalan Menteri Pertanian dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P192.jpg,326,1957
14,P192,Sarawak,MAS GADING,3940,YB TUAN,MORDI BIMOL,1985.0,male,bumiputera,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.192-MAS GADING.png,327,1985
13,P196,Sarawak,Stampin,3945,YB Tuan,Julian Tan Kok Ping,1979.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P196.jpg,328,1979
13,P197,Sarawak,Kota Samarahan,3947,YB Puan,Rubiah Binti Haji Wang,1968.0,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P197.jpg,329,1968
14,P197,Sarawak,KOTA SAMARAHAN,3947,YB DATUK HAJAH,RUBIAH BINTI HAJI WANG,1968.0,female,bumiputera,GPS - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.197-KOTA SAMARAHAN.png,329,1968
14,P198,Sarawak,PUNCAK BORNEO,3949,YB DATUK,WILLIE ANAK MONGIN,1976.0,male,bumiputera,GPS - PBB,Timbalan Menteri Perusahaan Perladangan dan Komoditi I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.198-PUNCAK BORNEO.png,330,1976
14,P209,Sarawak,JULAU,3956,YB DATUK,LARRY SOON @ LARRY SNG WEI SHIEN,1980.0,male,chinese,PBM,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.209-JULAU.png,331,1979
15,P209,Sarawak,Julau,3956,YB Datuk,Larry Soon @ Larry Sng Wei Shien,1979.0,male,chinese,PBM,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P209.jpg,331,1979
14,P205,Sarawak,SARATOK,3958,YB DATUK,ALI ANAK BIJU,1968.0,male,bumiputera,BERSATU,Timbalan Menteri Tenaga dan Sumber Asli,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.205-SARATOK.png,332,1968
13,P208,Sarawak,Sarikei,3962,YB Tuan,Wong Ling Biu,1959.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P208.jpg,333,1959
14,P208,Sarawak,SARIKEI,3962,YB TUAN,WONG LING BIU,1959.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.208-SARIKEI.png,333,1959
13,P211,Sarawak,Lanang,3967,YB Puan,Alice Lau Kiong Yieng,1982.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P211.jpg,334,1981
14,P211,Sarawak,LANANG,3967,YB PUAN,ALICE LAU KIONG YIENG,1982.0,female,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.211-LANANG.png,334,1981
15,P211,Sarawak,Lanang,3967,YB Puan,Alice Lau Kiong Yieng,1981.0,female,chinese,PH,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2022/YB Lanang.JPG,334,1981
13,P212,Sarawak,Sibu,3969,YB Tuan,Oscar Ling Chai Yew,1978.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P212.jpg,335,1977
14,P212,Sarawak,SIBU,3969,YB TUAN,OSCAR LING CHAI YEW,1978.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.212-SIBU.png,335,1977
15,P212,Sarawak,Sibu,3969,YB Tuan,Oscar Ling Chai Yew,1977.0,male,chinese,PH,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P212.jpg,335,1977
13,P216,Sarawak,Hulu Rajang,3974,YB Datuk,Wilson Ugak Anak Kumbong,1962.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P216.jpg,336,1962
14,P216,Sarawak,HULU RAJANG,3974,YB DATUK,WILSON UGAK ANAK KUMBONG,1962.0,male,bumiputera,GPS - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.216-HULU RAJANG.png,336,1962
13,P220,Sarawak,Baram,3978,YB Tuan,Anyi Ngau,1959.0,male,bumiputera,BN - PDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P220.jpg,337,1958
14,P220,Sarawak,BARAM,3978,YB TUAN,ANYI NGAU,1959.0,male,bumiputera,GPS - PDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.220-BARAM.png,337,1958
15,P220,Sarawak,Baram,3978,YB Dato,Anyi Ngau,1958.0,male,bumiputera,GPS,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P220.jpg,337,1958
14,P214,Sarawak,SELANGAU,3981,YB TUAN,BARU BIAN,1959.0,male,bumiputera,PSB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.214-SELANGAU.png,338,1958
14,P002,Perlis,KANGAR,3986,YB TUAN,NOOR AMIN BIN AHMAD,1982.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.002-Kangar.png,339,1982
14,P006,Kedah,KUBANG PASU,3992,YB DATO' WIRA HAJI,AMIRUDDIN BIN HAJI HAMZAH,1962.0,male,bumiputera,PEJUANG,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.006-Kubang Pasu.png,340,1962
14,P009,Kedah,ALOR SETAR,4000,YB TUAN,CHAN MING KAI,1981.0,male,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.009-Alor Setar.png,341,1981
14,P011,Kedah,PENDANG,4003,YB DATUK HAJI,AWANG BIN HASHIM,1964.0,male,bumiputera,PAS,Timbalan Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.011-Pendang.png,342,1964
14,P012,Kedah,JERAI,4006,YB TUAN,SABRI BIN AZIT,1966.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.012-Jerai.png,343,1966
14,P013,Kedah,SIK,4008,YB TUAN,AHMAD TARMIZI BIN SULAIMAN,1977.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.013-Sik.png,344,1977
14,P017,Kedah,PADANG SERAI,4016,YB TUAN,KARUPAIYA A/L MUTUSAMI,1953.0,male,indian,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.017-Padang Serai.png,345,1953
14,P019,Kelantan,TUMPAT,4022,YB DATO' HAJI,CHE ABDULLAH BIN MAT NAWI,1961.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.019-TUMPAT.png,346,1961
14,P022,Kelantan,PASIR MAS,4027,YB TUAN,AHMAD FADHLI BIN SHAARI,1981.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.022-PASIR MAS.png,347,1981
14,P024,Kelantan,KUBANG KERIAN,4031,YB DATO' SRI TUAN,IBHARIM BIN TUAN MAN,1961.0,male,bumiputera,PAS,Menteri Alam Sekitar Dan Air,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.024-KUBANG KERIAN.png,348,1961
14,P028,Kelantan,PASIR PUTEH,4037,YB DATUK DR.,NIK MUHAMMAD ZAWAWI BIN HAJI SALLEH,1967.0,male,bumiputera,PAS,Timbalan Menteri Pertanian dan Industri Makanan II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.028-PASIR PUTEH.png,349,1967
14,P031,Kelantan,KUALA KRAI,4043,YB TUAN,ABDUL LATIFF BIN ABDUL RAHMAN,1972.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.031-KUALA KRAI.png,350,1972
14,P034,Terengganu,SETIU,4048,YB TUAN,SHAHARIZUKIRNAIN BIN ABD KADIR,1970.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.034-SETIU.png,351,1970
14,P036,Terengganu,KUALA TERENGGANU,4052,YB DATUK HAJI,AHMAD AMZAD BIN MOHAMED @ HASHIM,1970.0,male,bumiputera,PAS,"Timbalan Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.036-KUALA TERENGGANU.png,352,1970
14,P038,Terengganu,HULU TERENGGANU,4057,YB DATO',ROSOL BIN WAHID,1965.0,male,bumiputera,BERSATU,Timbalan Menteri Perdagangan Dalam Negeri dan Hal Ehwal Pengguna,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.038-HULU TERENGGANU.png,353,1965
14,P040,Terengganu,KEMAMAN,4059,YB TUAN,CHE ALIAS BIN HAMID,1967.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.040-KEMAMAN.png,354,1967
14,P048,Pulau Pinang,BUKIT BENDERA,4072,YB TUAN,WONG HON WAI,1973.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.048-BUKIT BENDERA.png,355,1973
14,P050,Pulau Pinang,JELUTONG,4077,YB TUAN,SANISVARA NETHAJI RAYER A/L RAJAJI,1972.0,male,indian,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.050-JELUTONG.png,356,1972
