vol,kod_kawasan,negeri,kawasan,uid,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,new_key,birth_year
14,P157,Johor,PENGERANG,3518,YB DATO' SRI,AZALINA BINTI OTHMAN SAID,1964.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.157-PENGERANG.png,207,1964
15,P157,Johor,Pengerang,3518,YB Dato' Sri,Azalina binti Othman Said,1964.0,female,bumiputera,BN,Menteri di Jabatan Perdana Menteri (Undang-undang dan Reformasi Institusi),,https://www.parlimen.gov.my/images/webuser/ahli/2022/P157.png,207,1964
12,P158,Johor,Tebrau,3520,Y.B. Tuan,Teng Boon Soon,1942.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P158-TEBRAU2.jpg,208,1942
12,P160,Johor,Johor Bahru,3522,Y.B. Tan Sri Datuk Seri,Shahrir bin Abdul Samad,1950.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/JOHORBAHRU.JPG,209,1950
13,P160,Johor,Johor Bahru,3522,YB Tan Sri,Shahrir Abdul Samad,1950.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P160.jpg,209,1950
12,P161,Johor,Pulai,3524,Y.B. Datuk,Nur Jazlan bin Mohamad,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P161-PULAI2.jpg,210,1966
13,P161,Johor,Pulai,3524,YB Datuk,Nur Jazlan bin Tan Sri Mohamed,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P161.jpg,210,1966
12,P164,Johor,Pontian,3527,Y.B. Datuk Haji,Ahmad bin Haji Maslan,1967.0,male,bumiputera,BN - UMNO,Timbalan Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P164-PONTIAN.jpg,211,1966
13,P164,Johor,Pontian,3527,YB Datuk Seri,Ahmad bin Haji Maslan,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri Perdagangan Antarabangsa dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P164.jpg,211,1966
14,P164,Johor,PONTIAN,3527,YB DATUK SERI HAJI,AHMAD BIN HAJI MASLAN,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.164-PONTIAN.png,211,1966
12,P165,Johor,Tanjong Piai,3529,Y.B. Datuk,Wee Jeck Seng,1965.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P165-TANJGPIAI.jpg,212,1964
13,P165,Johor,Tanjong Piai,3529,YB Dato' Sri,Wee Jeck Seng,1964.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P165.jpg,212,1964
14,P165,Johor,TANJUNG PIAI,3529,YB DATO' SRI DR.,WEE JECK SENG,1964.0,male,chinese,BN - MCA,Timbalan Menteri Perusahaan Perladangan dan Komoditi II,,https://www.parlimen.gov.my/images/webuser/ahli/2019/p165.png,212,1964
15,P165,Johor,Tanjung Piai,3529,YB Dato' Sri Dr.,Wee Jeck Seng,1964.0,male,chinese,BN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P165.png,212,1964
12,P166,WP Labuan,Labuan,3530,Y.B. Datuk Haji,Yussof bin Haji Mahal,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P166-LABUAN.jpg,213,1958
12,P167,Sabah,Kudat,3533,Y.B. Datuk Haji,Abd Rahim bin Bakri,1962.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P167-KUDAT1.jpg,214,1961
13,P167,Sabah,Kudat,3533,YB Datuk,Abd Rahim Bin Bakri,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P167.jpg,214,1961
14,P167,Sabah,KUDAT,3533,YB DATUK,ABD RAHIM BIN BAKRI,1961.0,male,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.167-KUDAT.png,214,1961
12,P168,Sabah,Kota Marudu,3537,Y.B. Datuk Seri Panglima Dr.,Maximus @ Johnity Ongkili,1954.0,male,bumiputera,BN - PBS,"Menteri Sains, Teknologi Dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/KOTAMARUDU.JPG,215,1954
13,P168,Sabah,Kota Marudu,3537,YB Datuk Seri Panglima Dr.,Maximus Johnity Ongkili,1954.0,male,bumiputera,BN - PBS,"Menteri Tenaga, Teknologi Hijau dan Air",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P168.jpg,215,1954
14,P168,Sabah,KOTA MARUDU,3537,YB DATUK SERI PANGLIMA DR.,JOHNITY @ MAXIMUS BIN ONGKILI,1954.0,male,bumiputera,PBS,Menteri di Jabatan Perdana Menteri (Hal Ehwal Sabah dan Sarawak),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.168-KOTA MARUDU.png,215,1954
12,P169,Sabah,Kota Belud,3538,Y.B. Dato' Haji,Abdul Rahman bin Haji Dahlan,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P169-KOTABELUD.jpg,216,1966
13,P169,Sabah,Kota Belud,3538,YB Datuk Seri Panglima,Abdul Rahman bin Dahlan,1966.0,male,bumiputera,BN - UMNO,Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P169.jpg,216,1966
12,P170,Sabah,Tuaran,3541,Y.B. Datuk Seri Panglima,Wilfred Mojilip Bumburing,1952.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P170-TUARAN.jpg,217,1952
12,P171,Sabah,Sepanggar,3544,Y.B. Datuk,Enchin bin Majimbun @ Eric,1950.0,male,bumiputera,SAPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P171-SEPANGGAR1.jpg,218,1950
12,P173,Sabah,Putatan,3547,Y.B. Datuk Dr.,Makin @ Marcus Mojigoh,1953.0,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P173-PUTATAN.jpg,219,1953
13,P173,Sabah,Putatan,3547,YB Datuk Dr.,Makin @ Marcus Mojigoh,1953.0,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P173.jpg,219,1953
12,P175,Sabah,Papar,3554,Y.B. Datuk,Rosnah binti Haji Abdul Rashid Shirlin,1973.0,female,bumiputera,BN - UMNO,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P175-PAPAR.jpg,220,1973
13,P175,Sabah,Papar,3554,YB Datuk,Rosnah Binti Haji Abdul Rashid Shirlin,1973.0,female,bumiputera,BN - UMNO,Timbalan Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P175.jpg,220,1973
12,P176,Sabah,Kimanis,3558,Y.B. Dato' Sri,Anifah bin Haji Aman,1954.0,male,bumiputera,BN - UMNO,Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P176-KIMANIS1.jpg,221,1954
13,P176,Sabah,Kimanis,3558,YB Dato' Sri,Anifah bin Haji Aman,1954.0,male,bumiputera,BN - UMNO,Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P176.jpg,221,1954
12,P177,Sabah,Beaufort,3562,Y.B. Datuk Seri Panglima Haji,Lajim bin Haji Ukin,1956.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P177-BEAUFORT.jpg,222,1956
12,P178,Sabah,Sipitang,3563,Y.B. Datuk,Sapawi bin Haji Amat Wasali @ Ahmad,1955.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P178-SIPITANG.jpg,223,1955
13,P178,Sabah,Sipitang,3563,YB Datuk,Sapawi bin Haji Ahmad Wasali,1955.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P178.jpg,223,1955
12,P179,Sabah,Ranau,3565,Y.B. Datuk,Siringan bin Gubat,1950.0,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P179-RANAU.jpg,224,1950
14,P179,Sabah,RANAU,3566,YB DATUK,JONATHAN BIN YASIN,1968.0,male,bumiputera,BERSATU,Timbalan Menteri Dalam Negeri II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.179-RANAU.png,225,1968
12,P181,Sabah,Tenom,3572,Y.B. Datuk,Raime Unggi,1970.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P181-TENOM.jpg,226,1970
13,P181,Sabah,Tenom,3572,YB Datuk,Raime bin Unggi,1970.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P181.jpg,226,1970
12,P182,Sabah,Pensiangan,3573,Y.B. Tan Sri Datuk Seri Panglima,Joseph Kurup,1945.0,male,bumiputera,BN - PBRS,Timbalan Menteri Sumber Asli Dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P182-PENSIANGAN.jpg,227,1945
13,P182,Sabah,Pensiangan,3573,YB Tan Sri Datuk Seri Panglima,Joseph Kurup,1945.0,male,bumiputera,BN - PBRS,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P182.jpg,227,1945
12,P186,Sabah,Sandakan,3581,Y.B. Datuk,Liew Vui Keong,1960.0,male,chinese,BN - LDP,Timbalan Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P186-SANDAKAN.jpg,228,1960
12,P188,Sabah,Silam,3583,Y.B. Tuan Haji,Salleh bin Kalbi,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P188-SILAM.jpg,229,1965
12,P189,Sabah,Semporna,3585,Y.B. Dato' Seri Haji,Mohd Shafie bin Hj. Apdal,1958.0,male,bumiputera,BN - UMNO,Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohd.shafie.apdal[1].jpg,230,1957
13,P189,Sabah,Semporna,3585,YB Dato' Seri Haji,Mohd. Shafie bin Haji Apdal,1958.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P189.jpg,230,1957
14,P189,Sabah,SEMPORNA,3585,YB DATUK SERI PANGLIMA HAJI,MOHD SHAFIE BIN HAJI APDAL,1958.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.189-SEMPORNA.png,230,1957
15,P189,Sabah,Semporna,3585,YB Datuk Seri Panglima Haji,Mohd Shafie bin Apdal,1957.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P189.png,230,1957
14,P172,Sabah,KOTA KINABALU,3587,YB TUAN,CHAN FOONG HIN,1979.0,male,chinese,PH - DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.172-KOTA KINABALU.png,231,1979
15,P172,Sabah,Kota Kinabalu,3587,YB Datuk,Chan Foong Hin,1979.0,male,chinese,PH,Timbalan Menteri Perladangan dan Komoditi,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P172.jpg,231,1979
12,P192,Sarawak,Mas Gading,3591,Y.B. Datuk Dr.,Tekhee @Tiki anak Lafe,1954.0,male,bumiputera,BN - SPDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P192-MASGADING.jpg,232,1953
12,P197,Sarawak,Kota Samarahan,3598,Y.B. Dato' Sri,Sulaiman Abdul Rahman Taib,1969.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P197-KOTASEMARAHAN.jpg,233,1969
12,P198,Sarawak,Mambong,3599,Y.B. Dato' Dr.,James Dawos Mamit,1949.0,male,bumiputera,BN - PBB,Timbalan Menteri Pelancongan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P198-MAMBONG.jpg,234,1949
13,P198,Sarawak,Mambong,3599,YB Dato' Sri Dr.,James Dawos Mamit,1949.0,male,bumiputera,BN - PBB,"Timbalan Menteri Tenaga, Teknologi Hijau dan Air",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P198.jpg,234,1949
12,P200,Sarawak,Batang Sadong,3603,Y.B. Puan Hajah,Nancy binti Haji Shukri,1962.0,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P200-BTGSADONG.jpg,235,1961
13,P200,Sarawak,Batang Sadong,3603,YB Dato' Sri Hajah,Nancy Binti Shukri,1962.0,female,bumiputera,BN - PBB,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/nancy.PNG,235,1961
14,P200,Sarawak,BATANG SADONG,3603,YB DATO' SRI HAJAH,NANCY BINTI SHUKRI,1962.0,female,bumiputera,GPS - PBB,"Menteri Pelancongan, Seni dan Budaya",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.200-BATANG SADONG.png,235,1961
15,P193,Sarawak,Santubong,3603,YB Dato' Sri Hajah,Nancy binti Shukri,1961.0,female,bumiputera,GPS,"Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2022/santubong.jpg,235,1961
12,P202,Sarawak,Sri Aman,3607,Y.B. Tuan,Masir Anak Kujat,1955.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P202-SRIAMAN.jpg,236,1955
13,P202,Sarawak,Sri Aman,3607,YB Dato',Masir Kujat,1955.0,male,bumiputera,BN - PRS,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P202.jpg,236,1955
14,P202,Sarawak,SRI AMAN,3607,YB DATO',MASIR ANAK KUJAT,1955.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.202-SRI AMAN.png,236,1955
12,P203,Sarawak,Lubok Antu,3609,Y.B. Tuan,William @ Nyallau Badak,1951.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P203-LUBOKANTU.jpg,237,1951
13,P203,Sarawak,Lubok Antu,3609,YB Datuk,William @ Nyallau Anak Badak,1951.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P203.jpg,237,1951
12,P205,Sarawak,Saratok,3610,Y.B. Tuan,Jelaing Anak Mersat,1949.0,male,bumiputera,BN - SPDP,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P205-SARATOK1.jpg,238,1949
12,P206,Sarawak,Tanjong Manis,3612,Y.B. Datuk Hajjah,Norah binti Abdul Rahman,1960.0,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P206-TANJONGMANIS.jpg,239,1960
13,P206,Sarawak,Tanjong Manis,3612,YB Datuk Hajah,Norah Binti Abd. Rahman,1960.0,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P206.jpg,239,1960
12,P207,Sarawak,Igan,3613,Y.B. Datuk Haji,Abdul Wahab bin Haji Dolah,1951.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P207-IGAN.jpg,240,1951
13,P207,Sarawak,Igan,3613,YB Datuk Haji,Wahab bin Haji Dolah,1951.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P207.jpg,240,1951
12,P208,Sarawak,Sarikei,3615,Y.B. Tuan,Ding Kuong Hiing,1955.0,male,chinese,BN - SUPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P208-SARIKEI.jpg,241,1955
12,P217,Sarawak,Bintulu,3622,Y.B. Dato' Seri,Tiong King Sing,1962.0,male,chinese,BN - SPDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P217-BINTULU.jpg,242,1962
13,P217,Sarawak,Bintulu,3622,YB Dato' Seri,Tiong King Sing,1962.0,male,chinese,BN - PDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P217.jpg,242,1962
14,P217,Sarawak,BINTULU,3622,YB DATO' SERI,TIONG KING SING,1962.0,male,chinese,GPS - PDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.217-BINTULU.png,242,1962
12,P218,Sarawak,Sibuti,3624,Y.B. Tuan Haji,Ahmad Lai bin Bujang,1950.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P218-SIBUTI.jpg,243,1950
13,P218,Sarawak,Sibuti,3624,YB Datuk Haji,Ahmad Lai bin Bujang,1950.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P218.jpg,243,1950
13,P219,Sarawak,Miri,3625,YB Dr.,Michael Teo Yu Keng,1948.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P219.jpg,244,1948
14,P219,Sarawak,MIRI,3625,YB DR.,MICHAEL TEO YU KENG,1948.0,male,chinese,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.219-MIRI.png,244,1948
12,P221,Sarawak,Limbang,3627,Y.B. Tuan Haji,Hasbi bin Habibollah,1963.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P221-LIMBANG.jpg,245,1963
13,P221,Sarawak,Limbang,3627,YB Tuan Haji,Hasbi bin Haji Habibollah,1963.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P221.jpg,245,1963
14,P221,Sarawak,LIMBANG,3627,YB DATUK HAJI,HASBI BIN HABIBOLLAH,1963.0,male,bumiputera,GPS - PBB,Timbalan Menteri Pembangunan Luar Bandar II,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.221-LIMBANG.png,245,1963
15,P221,Sarawak,Limbang,3627,YB Datuk Haji,Hasbi bin Haji Habibollah,1963.0,male,bumiputera,GPS,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2022/P221.jpg,245,1963
13,P001,Perlis,Padang Besar,3630,YB Datuk,Zahidi Bin Zainul Abidin,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P001.jpg,246,1961
14,P001,Perlis,PADANG BESAR,3630,YB DATUK,ZAHIDI BIN ZAINUL ABIDIN,1961.0,male,bumiputera,BN - UMNO,Timbalan Menteri Komunikasi dan Multimedia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.001-Padang Besar.png,246,1961
13,P002,Perlis,Kangar,3633,YB Ir.,Shaharuddin Bin Ismail,1967.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P002.jpg,247,1967
13,P004,Kedah,Langkawi,3635,YB Dato' Ir.,Nawawi Bin Ahmad,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P004.jpg,248,1961
13,P005,Kedah,Jerlun,3638,YB Dato' Wira,Othman Bin Aziz,1959.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kewangan I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P005.jpg,249,1959
13,P007,Kedah,Padang Terap,3641,YB Dato' Seri,Mahdzir Bin Khalid,1961.0,male,bumiputera,BN - UMNO,Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P007.jpg,250,1961
14,P007,Kedah,PADANG TERAP,3641,YB DATO' SERI,MAHDZIR BIN KHALID,1961.0,male,bumiputera,BN - UMNO,Menteri Pembangunan Luar Bandar,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.007-Padang Terap.png,250,1961
13,P012,Kedah,Jerai,3646,YB Mejar Jeneral Dato' Seri,Jamil Khir bin Baharom (B),1962.0,male,bumiputera,BN - UMNO,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P012.jpg,251,1962
13,P013,Kedah,Sik,3647,YB Dr.,Mansor Bin Abdul Rahman,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P013.jpg,252,1961
13,P014,Kedah,Merbok,3648,YB Prof. Dr.,Ismail Bin Daut,1956.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P014.jpg,253,1956
14,P014,Kedah,MERBOK,3649,YB PUAN,NOR AZRINA BINTI SURIP,1976.0,female,bumiputera,PH - PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.014-Merbok.png,254,1975
13,P017,Kedah,Padang Serai,3656,YB Tuan,N. Surendran A/L Nagarajan,1967.0,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P017.jpg,255,1967
13,P020,Kelantan,Pengkalan Chepa,3659,YB Dr.,Izani Bin Husin,1963.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P020.jpg,256,1963
13,P021,Kelantan,Kota Bharu,3661,YB Dato',Takiyuddin Bin Hassan,1962.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P021.jpg,257,1962
14,P021,Kelantan,KOTA BHARU,3661,YB DATUK SERI,TAKIYUDDIN BIN HASSAN,1962.0,male,bumiputera,PAS,Menteri Tenaga dan Sumber Asli,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.021-KOTA BHARU.png,257,1962
13,P022,Kelantan,Pasir Mas,3663,YB Tuan,Nik Mohamad Abduh Bin Nik Abdul Aziz,1970.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P022.jpg,258,1970
14,P025,Kelantan,BACHOK,3663,YB TUAN,NIK MOHAMAD ABDUH BIN NIK ABDUL AZIZ,1970.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.025-BACHOK.png,258,1970
13,P024,Kelantan,Kubang Kerian,3665,YB Tuan,Ahmad Baihaki Bin Atiqullah,1974.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P024.jpg,259,1974
13,P025,Kelantan,Bachok,3667,YB Tuan,Ahmad Marzuk Shaary,1976.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P025.jpg,260,1976
14,P020,Kelantan,PENGKALAN CHEPA,3667,YB DATUK HAJI,AHMAD MARZUK BIN SHAARY,1976.0,male,bumiputera,PAS,Timbalan Menteri di Jabatan Perdana Menteri (Hal Ehwal Agama),,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.020-PENGKALAN CHEPA.png,260,1976
13,P027,Kelantan,Tanah Merah,3670,YB Dato' Sri,Ikmal Hisham Bin Abdul Aziz,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P027.jpg,261,1965
14,P027,Kelantan,TANAH MERAH,3670,YB DATO' SRI,IKMAL HISHAM BIN ABDUL AZIZ,1965.0,male,bumiputera,BERSATU,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.027-TANAH MERAH.png,261,1965
13,P028,Kelantan,Pasir Puteh,3672,YB Dato' Dr.,Nik Mazian Bin Nik Mohamad,1959.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P028.jpg,262,1959
13,P029,Kelantan,Machang,3673,YB Datuk,Ahmad Jazlan Bin Yaakub,1965.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P029.jpg,263,1965
14,P029,Kelantan,MACHANG,3673,YB DATUK,AHMAD JAZLAN BIN YAAKUB,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.029-MACHANG.png,263,1965
13,P033,Terengganu,Besut,3676,YB Dato' Seri Haji,Idris Bin Jusoh,1956.0,male,bumiputera,BN - UMNO,Menteri Pendidikan Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P033.jpg,264,1956
14,P033,Terengganu,BESUT,3676,YB TAN SRI HAJI,IDRIS BIN JUSOH,1956.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.033-BESUT.png,264,1956
13,P034,Terengganu,Setiu,3678,YB Datuk,Che Mohamad Zulkifly Bin Jusoh,1960.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P034.jpg,265,1960
13,P035,Terengganu,Kuala Nerus,3680,YB Dato` Dr.,Mohd Khairuddin Bin Aman Razali,1974.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P035.jpg,266,1974
14,P035,Terengganu,KUALA NERUS,3680,YB DATO' DR.,MOHD KHAIRUDDIN BIN AMAN RAZALI,1974.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.035-KUALA NERUS.png,266,1974
13,P036,Terengganu,Kuala Terengganu,3682,YB Dato',Raja Kamarul Bahrin Shah Bin Raja Ahmad,1955.0,male,bumiputera,AMANAH,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P036.jpg,267,1955
13,P038,Terengganu,Hulu Terengganu,3684,YB Dato' Sri,Jailani Bin Johari,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri Komunikasi dan Multimedia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P038.jpg,268,1966
13,P039,Terengganu,Dungun,3686,YB Tuan Haji,Wan Hassan Bin Mohd Ramli,1958.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P039.jpg,269,1958
14,P039,Terengganu,DUNGUN,3686,YB TUAN HAJI,WAN HASSAN BIN MOHD RAMLI,1958.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.039-DUNGUN.png,269,1958
13,P041,Pulau Pinang,Kepala Batas,3689,YB Dato' Sri,Reezal Merican Bin Naina Merican,1973.0,male,bumiputera,BN - UMNO,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P041.jpg,270,1973
14,P041,Pulau Pinang,KEPALA BATAS,3689,YB DATO' SRI,REEZAL MERICAN BIN NAINA MERICAN,1973.0,male,bumiputera,BN - UMNO,Menteri Perumahan dan Kerajaan Tempatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.041-KEPALA BATAS.png,270,1973
13,P042,Pulau Pinang,Tasek Gelugor,3692,YB Datuk Haji,Shabudin Bin Yahaya,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P042.jpg,271,1966
14,P042,Pulau Pinang,TASEK GELUGOR,3692,YB DATUK HAJI,SHABUDIN BIN YAHAYA,1966.0,male,bumiputera,BERSATU,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.042-TASEK GELUGOR.png,271,1966
13,P045,Pulau Pinang,Bukit Mertajam,3699,YB Tuan,Sim Chee Keong,1983.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/STEVEN-SIM.jpg,272,1982
