vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan,gambar
14,P001,Perlis,PADANG BESAR,YB DATUK,Zahidi Bin Zainul Abidin,1961,male,malay,BN,Timbalan Menteri Komunikasi dan Multimedia,https://www.parlimen.gov.my/images/webuser/ahli/2013/P.001-Padang Besar.png
