author_id,vol,nama,gelaran,parti,lantikan,negeri,kawasan,kod_kawasan,tahun_lahir,jantina,kumpulan_etnik,jawatan_kabinet,jawatan_parlimen,penggal,tempoh,tempoh_mula,tempoh_tamat
1,2,A. Arunasalam,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1964-09-11,
1,3,A. Arunasalam,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1964-09-11,1970-09-10
1,3,A. Arunasalam,TIADA,Perikatan - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1971-02-20,1977-02-19
1,4,A. Arunasalam,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1964-09-11,1967-09-10
1,4,A. Arunasalam,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1971-02-20,1974-02-19
2,1,A. M. Abu Bakar,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1962-09-10
3,6,A. Shaik Dawood Abu Bakar,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1985-02-15,1988-02-14
3,7,A. Shaik Dawood Abu Bakar,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1985-02-15,1988-02-14
4,6,Abang Ahmad Urai,TIADA,BN - PBB,Dipilih oleh Dewan Undangan Negeri,Sarawak,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1984-04-09,1987-04-08
4,7,Abang Ahmad Urai,TIADA,BN - PBB,Dipilih oleh Dewan Undangan Negeri,Sarawak,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1984-04-09,1987-04-08
4,7,Abang Ahmad Urai,TIADA,BN - PBB,Dipilih oleh Dewan Undangan Negeri,Sarawak,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1987-07-10,1990-07-09
5,1,Abang Mustapha Abang Moasili,TIADA,PANAS,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1963-12-27,1964-01-19
6,1,Abbas Mohamed,TIADA,PAS,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1962-09-10
7,9,Abdillah Abdul Rahim,TIADA,BN - PBB,Dipilih oleh Dewan Undangan Negeri,Sarawak,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1996-12-11,1999-12-10
7,10,Abdillah Abdul Rahim,TIADA,BN - PBB,Dipilih oleh Dewan Undangan Negeri,Sarawak,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1996-12-11,1999-12-10
7,10,Abdillah Abdul Rahim,TIADA,BN - PBB,Dipilih oleh Dewan Undangan Negeri,Sarawak,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1999-12-27,2002-12-26
8,9,Abdul Aziz Abdul Rahman,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1995-09-04,1998-09-03
8,10,Abdul Aziz Abdul Rahman,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1995-09-04,1998-09-03
9,10,Abdul Aziz Shamsuddin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1999-11-03,2002-11-02
10,4,Abdul Aziz Tapa,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Melaka,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1975-07-22,1978-07-21
11,2,Abdul Ghafar Baba,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1968-03-04,
12,13,Abdul Ghani Bin Mohamed Yassin,YB Senator Datuk,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Sabah,,,,M,bumiputera,TIADA,TIADA,,05.01.2018 - 04.01.2021,2018-01-05,2021-01-04
13,6,Abdul Ghani Othman,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1984-12-11,1987-12-10
14,13,Abdul Halim bin Abd. Samad,YB Senator Datuk Seri Haji,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Timbalan Yang di-Pertua Dewan Negara,,03.11.2014 - 02.11.2017,2014-11-03,2017-11-02
15,15,Abdul Halim bin Haji Suleiman,YB Senator Dato' Haji,UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,23.11.2023 - 22.11.2026,2023-11-23,2026-11-22
16,4,Abdul Hamid Bidin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1976-08-09,1979-08-08
16,5,Abdul Hamid Bidin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1976-08-09,1979-08-08
16,6,Abdul Hamid Bidin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1976-08-09,1979-08-08
17,6,Abdul Hamid Ibrahim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-12-05,1986-12-04
17,7,Abdul Hamid Ibrahim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-12-05,1986-12-04
17,7,Abdul Hamid Ibrahim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-12-15,1989-12-14
18,3,Abdul Hamid Khan,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-02-20,1977-02-19
19,6,Abdul Hamid Latif,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1984-12-11,1987-12-10
19,7,Abdul Hamid Latif,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1984-12-11,1987-12-10
19,7,Abdul Hamid Latif,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1987-12-10,1990-12-09
20,1,Abdul Hamid Mahmud,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1962-09-10
21,10,Abdul Hamid Othman,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1999-12-13,2002-12-12
22,10,Abdul Hamid Pawanteh,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
22,11,Abdul Hamid Pawanteh,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2006-07-19,2009-07-18
23,5,Abdul Hamid Tahir,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1980-12-15,1983-12-14
24,10,Abdul Hamid Zainal Abidin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
25,6,Abdul Jalil Abdul Rahman,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1982-07-19,1985-07-18
26,3,Abdul Kadir Yusuf,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-02-20,1977-02-19
26,3,Abdul Kadir Yusuf,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-12-20,1977-12-19
27,5,Abdul Latip Idris,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1979-04-08,1982-04-07
27,6,Abdul Latip Idris @ Latip Dris,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1979-04-08,1982-04-07
27,6,Abdul Latip Idris @ Latip Dris,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1982-07-19,1985-07-18
28,7,Abdul Majid Abdullah,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-12-11,1989-12-10
28,7,Abdul Majid Abdullah,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-12-26,1992-12-25
28,8,Abdul Majid Abdullah,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-12-11,1989-12-10
28,8,Abdul Majid Abdullah,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-12-26,1992-12-25
29,9,Abdul Malek Abdul Ghani,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1999-05-03,2002-05-02
29,10,Abdul Malek Abdul Ghani,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1999-05-03,2002-05-02
30,7,Abdul Manap Hashim,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-12-09,1989-12-08
31,15,Abdul Nasir bin Haji Idris,YB Senator Tuan Haji,PAS,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,20.03.2023 - 19.03.2026,2023-03-20,2026-03-19
32,2,Abdul Rahim Abdul Manan,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Negeri Sembilan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1967-03-06,
32,3,Abdul Rahim Abdul Manan,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Negeri Sembilan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1967-03-06,1973-03-05
32,3,Abdul Rahim Abdul Manan,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Negeri Sembilan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-12-20,1977-12-19
32,4,Abdul Rahim Abdul Manan,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Negri Sembilan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1967-03-06,1970-03-05
32,4,Abdul Rahim Abdul Manan,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Negri Sembilan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-12-20,1974-12-19
33,1,Abdul Rahman Ahmad,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1963-03-15,1969-03-14
33,2,Abdul Rahman Ahmad,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1963-03-15,1969-03-14
34,13,Abdul Rahman Bin Mat Yasin,YB Senator Dato' Haji,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,M,bumiputera,TIADA,TIADA,,22.06.2015 - 21.06.2018,2015-06-22,2018-06-21
35,1,Abdul Rahman Mohamed Yasin,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1965-09-10
35,2,Abdul Rahman Mohamed Yasin,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1965-09-10
35,2,Abdul Rahman Mohamed Yasin,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1965-10-18,1970-05-24
36,10,Abdul Rahman Palit,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
37,12,Abdul Rahman bin Bakar,YB Senator Dato' Haji,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,TIADA,,18.07.2011 - 17.07.2014,2011-07-18,2014-07-17
38,11,Abdul Raman Suliman,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2004-08-26,2007-08-25
39,7,Abdul Rashid Ismail,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Pulau Pinang,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1990-03-19,1993-03-18
39,8,Abdul Rashid Ismail,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Pulau Pinang,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1990-03-19,1993-03-18
40,11,Abdul Rashid Ngah,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2004-12-06,2007-12-05
40,11,Abdul Rashid Ngah,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2007-12-13,2010-12-12
41,5,Abdul Razak Abu Samah,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1979-04-06,1982-04-05
41,6,Abdul Razak Abu Samah,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1979-04-06,1982-04-05
41,6,Abdul Razak Abu Samah,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1982-07-19,1985-07-18
42,3,Abdul Razak Hussin,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1972-05-10,1978-05-09
42,4,Abdul Razak Hussin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1972-05-10,1975-05-09
42,4,Abdul Razak Hussin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
42,5,Abdul Razak Hussin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1972-05-10,1975-05-09
42,5,Abdul Razak Hussin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
43,8,Abdul Salam Awang,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1991-02-18,1994-02-17
43,8,Abdul Salam Awang,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1994-07-20,1997-07-19
44,2,Abdul Samad Osman,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1964-05-18,
44,3,Abdul Samad Osman,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1964-05-18,1970-05-17
44,3,Abdul Samad Osman,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-02-20,1977-02-19
44,4,Abdul Samad Osman,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1964-05-18,1967-05-17
44,4,Abdul Samad Osman,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-02-20,1974-02-19
45,5,Abdul Samad Said,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
46,12,Abdul Shukor bin P A Mohd Sultan,YB Senator Tuan Haji,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,M,bumiputera,TIADA,TIADA,,25.04.2012 - 24.04.2015,2012-04-25,2015-04-24
47,6,Abdul Wahab Abu Bakar,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1982-07-19,1985-07-18
47,6,Abdul Wahab Abu Bakar,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-12-09,1986-12-08
47,7,Abdul Wahab Abu Bakar,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1982-07-19,1985-07-18
47,7,Abdul Wahab Abu Bakar,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-12-09,1986-12-08
48,1,Abdul Wahab Idus,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Negeri Sembilan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1965-09-10
48,2,Abdul Wahab Idus,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Negeri Sembilan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1965-09-10
49,10,Abdul Wahid Vartan Syed Ghany,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1998-02-05,2001-02-04
49,9,Abdul Wahid Varthan Syed Ghany,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1998-02-05,2001-02-04
50,2,Abdullah Abdul Rahman,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1968-12-09,1971-12-08
50,3,Abdullah Abdul Rahman,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
51,10,Abdullah Ayub,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
52,6,Abdullah Fadzil Che Wan,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1982-12-16,1985-12-15
52,6,Abdullah Fadzil Che Wan,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-02-18,1989-02-17
52,7,Abdullah Fadzil Che Wan,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1982-12-16,1985-12-15
52,7,Abdullah Fadzil Che Wan,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-02-18,1989-02-17
53,1,Abdullah Ishak,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1960-12-21,1962-08-20
54,5,Abdullah Salleh,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1978-10-09,1981-10-08
55,13,Abidullah Bin Salleh,YB Senator Datuk Haji,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Melaka,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,27.10.2016 - 26.10.2019,2016-10-27,2019-10-26
56,2,Abu Bakar Ahmad,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1968-12-09,1974-12-08
56,3,Abu Bakar Ahmad,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
57,3,Abu Bakar Hamzah,TIADA,PAS,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-12-20,1977-12-19
57,4,Abu Bakar Hamzah,TIADA,BN - PAS,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-12-20,1974-12-19
58,9,Abu Bakar Ismail,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
59,6,Abu Bakar Lajim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1984-12-11,1987-12-10
59,7,Abu Bakar Lajim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1984-12-11,1987-12-10
59,7,Abu Bakar Lajim,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1987-12-10,1990-12-09
60,4,Abu Bakar Titingan Damsani,TIADA,USNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1976-01-22,1979-01-21
60,5,Abu Bakar Titingan Damsani,TIADA,USNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1976-01-22,1979-01-21
60,5,Abu Bakar Titingan Damsani,TIADA,USNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,1980-01-20
61,12,Abu Zahar Ujang,YB Senator Tan Sri,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Yang Dipertua Dewan Negara,,26.04.2013 - 25.04.2016,2013-04-26,2016-04-25
61,12,Abu Zahar Ujang,YB Senator Tan Sri,TIADA,,TIADA,,,,M,bumiputera,TIADA,TIADA,,,,
62,15,Abun Sui Anyit,YB Senator Tuan,PKR,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,20.03.2023 - 19.03.2026,2023-03-20,2026-03-19
63,7,Adam Kadir,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1990-12-17,1993-12-16
63,8,Adam Kadir,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1990-12-17,1993-12-16
63,8,Adam Kadir,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1993-12-09,1996-12-08
64,10,Agnes Shim Tshin Nyuk,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,,
64,11,Agnes Shim Tshin Nyuk,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,,
65,12,Ahamat @ Ahamad bin Yusop,YB Senator Tuan Haji,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,M,bumiputera,TIADA,TIADA,,04.07.2011 - 03.07.2014,2011-07-04,2014-07-03
66,2,Ahmad Abdul Manap,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Melaka,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1965-12-18,1971-12-17
67,8,Ahmad Abdullah,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1991-03-29,1994-03-28
67,8,Ahmad Abdullah,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1991-12-16,1994-12-15
68,4,Ahmad Arshad,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1975-01-06,1978-01-05
68,5,Ahmad Arshad,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1975-01-06,1978-01-05
69,14,Ahmad Azam bin Hamzah,YB Senator Dato' Dr.,PKR,Dipilih oleh Dewan Undangan Negeri,Negeri Sembilan,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,09.05.2019 hingga 08.05.2022,2019-05-09,
69,15,Ahmad Azam bin Hamzah,YB Senator Dato' Dr.,PKR,Dipilih oleh Dewan Undangan Negeri,Negeri Sembilan,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,09.05.2019 hingga 08.05.2022,2019-05-09,
70,4,Ahmad Azizuddin Zainal Abidin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1976-08-10,1979-08-09
67,1,Ahmad Badawi Abdullah,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Pulau Pinang,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1962-10-15,1968-10-14
67,2,Ahmad Badawi Abdullah,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Pulau Pinang,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1962-10-15,1968-10-14
71,11,Ahmad Husin,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2006-05-08,2009-05-07
