author_id,vol,nama,gelaran,parti,lantikan,negeri,kawasan,kod_kawasan,tahun_lahir,jantina,kumpulan_etnik,jawatan_kabinet,jawatan_parlimen,penggal,tempoh,tempoh_mula,tempoh_tamat
364,7,Lim Heng Tee,TIADA,BN - Gerakan,Dipilih oleh Dewan Undangan Negeri,Pulau Pinang,,,,,chinese,TIADA,Ahli Dewan Negara,,,1987-02-23,1990-02-22
365,6,Lim Hiang Nai @ Lim Sean Lean,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1983-12-05,1986-12-04
365,7,Lim Hiang Nai @ Lim Sean Lean,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1983-12-05,1986-12-04
366,2,Lim Joo Kong,TIADA,Perikatan - MCA,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,chinese,TIADA,Ahli Dewan Negara,,,1965-10-18,1967-10-04
367,6,Lim Kean Siew,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1984-03-08,1987-03-07
367,7,Lim Kean Siew,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1984-03-08,1987-03-07
368,10,Lim Kee Moi,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,chinese,TIADA,Ahli Dewan Negara,,,,
369,12,Lim Nget Yoon,YB Senator Dato',BN - MCA,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,M,chinese,TIADA,TIADA,,22.05.2012 - 21.05.2015,2012-05-22,2015-05-21
370,13,Lim Pay Hen,YB Senator Datuk,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Johor,,,,M,chinese,TIADA,TIADA,,04.12.2017 - 03.12.2020,2017-12-04,2020-12-03
370,14,Lim Pay Hen,YB Senator Datuk,MCA,Dipilih oleh Dewan Undangan Negeri,Johor,,,,M,chinese,TIADA,Ahli Dewan Negara,,04.12.2017 - 03.12.2020,2017-12-04,2020-12-03
370,15,Lim Pay Hen,YB Senator Datuk,MCA,Dipilih oleh Dewan Undangan Negeri,Johor,,,,M,chinese,TIADA,Ahli Dewan Negara,,04.12.2017 - 03.12.2020,2017-12-04,2020-12-03
371,10,Lim Sing @ Lam Kam Sang,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,chinese,TIADA,Ahli Dewan Negara,,,2003-04-28,2006-04-27
371,11,Lim Sing @ Lam Kam Sang,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,chinese,TIADA,Ahli Dewan Negara,,,2003-04-28,2006-04-27
372,8,Limun Laikim,TIADA,TIADA,Dipilih oleh Dewan Undangan Negeri,Sabah,,,,,chinese,TIADA,Ahli Dewan Negara,,,1993-04-19,1996-04-18
373,15,Lingeshwaran a/l Dato' Seri R. Arunasalam,YB Senator Dr.,DAP,Dipilih oleh Dewan Undangan Negeri,Pulau Pinang,,,,M,indian,TIADA,Ahli Dewan Negara,,07.03.2023 - 06.03.2026,2023-03-07,2026-03-06
374,11,Loga Chitra M. Govindasamy,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,2007-04-06,2010-04-05
375,6,Loh Fook Yen,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1983-12-12,1986-12-11
376,5,Loh Kee Peng,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Melaka,,,,,chinese,TIADA,Ahli Dewan Negara,,,1980-12-15,1983-12-14
377,9,Long Jidin,TIADA,Bebas,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1997-05-26,2000-05-25
377,10,Long Jidin,TIADA,IND,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1997-05-26,2000-05-25
377,10,Long Jidin,TIADA,IND,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,2000-06-25,2000-06-24
378,5,Loo Swee Mok,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,chinese,TIADA,Ahli Dewan Negara,,,1981-04-13,1984-04-12
378,6,Loo Swee Mok,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,chinese,TIADA,Ahli Dewan Negara,,,1981-04-13,1984-04-12
378,6,Loo Swee Mok,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,chinese,TIADA,Ahli Dewan Negara,,,1983-12-20,1986-12-19
378,7,Loo Swee Mok,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,chinese,TIADA,Ahli Dewan Negara,,,1981-04-13,1984-04-12
378,7,Loo Swee Mok,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,chinese,TIADA,Ahli Dewan Negara,,,1983-12-20,1986-12-19
379,8,Low Kai Meng,TIADA,BN - MCA,Dipilih oleh Dewan Undangan Negeri,Perak,,,,,chinese,TIADA,Ahli Dewan Negara,,,1994-12-14,1997-12-13
380,15,Low Kian Chuan,YB Senator Tan Sri Dato',PROFESIONAL,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,chinese,TIADA,Ahli Dewan Negara,,20.03.2023 - 19.03.2026,2023-03-20,2026-03-19
381,12,Lucas bin Umbul,YB Senator Dr.,BN - UPKO,Dipilih oleh Dewan Undangan Negeri,Sabah,,,,M,bumiputera,TIADA,TIADA,,10.12.2012 - 09.12.2015,2012-12-10,2015-12-09
381,13,Lucas bin Umbul,YB Senator Datuk Dr.,BN - UPKO,Dipilih oleh Dewan Undangan Negeri,Sabah,,,,M,bumiputera,TIADA,TIADA,,10.12.2012 - 09.12.2015,2012-12-10,2015-12-09
382,6,M. G. Pandithan,TIADA,BN - MIC,Dipilih oleh Dewan Undangan Negeri,Selangor,,,,,indian,TIADA,Ahli Dewan Negara,,,,
383,6,M. K. Muthusamy,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1982-07-19,1985-07-18
384,10,M. Kayveas,TIADA,BN - PPP,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,2000-12-06,2003-12-05
385,10,M. Krishnan,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,,
385,11,M. Krishnan,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,,
386,4,M. Mahalingam,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1976-08-09,1979-08-08
386,5,M. Mahalingam,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1976-08-09,1979-08-08
386,5,M. Mahalingam,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1980-12-15,1983-12-14
387,5,M. Muthu Palaniappan,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1980-12-15,1983-12-14
388,6,M. Nyanapandithan,TIADA,BN - MIC,Dipilih oleh Dewan Undangan Negeri,Selangor,,,,,indian,TIADA,Ahli Dewan Negara,,,1984-12-11,1987-12-10
389,7,M. Sangaralingam,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1986-12-15,1989-12-14
390,8,M. Zeevill @ Shanmugam a/I R.M.S. Mutaya,TIADA,BN - MIC,Dipilih oleh Dewan Undangan Negeri,Selangor,,,,,indian,TIADA,Ahli Dewan Negara,,,1994-08-11,1997-08-10
391,12,Maglin a/l Dennis D'cruz,YB Senator Datuk,BN - PPP,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,indian,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",TIADA,,02.06.2010 - 01.06.2013,2010-06-02,2013-06-01
392,3,Mahathir Mohamad,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1973-08-12,1979-08-11
393,4,Mahimon Harun,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
393,5,Mahimon Harun,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
394,4,Mahmoud Salim Mohamad,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
394,5,Mahmoud Salim Mohamad,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
395,11,Maijol Mahap,TIADA,BN - UPKO,Dipilih oleh Dewan Undangan Negeri,Sabah,,,,,other,TIADA,Ahli Dewan Negara,,,2006-12-06,2009-12-05
396,7,Mak Hon Kam,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1986-12-01,1989-12-30
396,8,Mak Hon Kam,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1986-12-01,1989-12-30
396,8,Mak Hon Kam,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1991-02-18,1994-02-17
397,15,Manolan bin Mohamad,YB Senator Tuan,PKR,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,27.08.2018 - 26.08.2021,2018-08-27,2021-08-26
398,10,Mansor Md. Jaafar,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2001-11-26,2004-11-25
399,3,Mansor Mohamad,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-12-20,1977-12-19
399,4,Mansor Mohamad,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-12-20,1974-12-19
400,10,Mariah Abdullah,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
400,11,Mariah Abdullah,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perlis,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
401,12,Mariany binti Mohammad Yit,YB Senator Puan Hajah,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,TIADA,,15.12.2010 - 14.12.2013,2010-12-15,2013-12-14
402,9,Marimuthu Nadeson,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1998-03-09,2001-03-08
402,10,Marimuthu Nadeson,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1998-03-09,2001-03-08
403,9,Marimuthu Thangaveloo,TIADA,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,,indian,TIADA,Ahli Dewan Negara,,,1999-05-19,2002-05-18
404,12,Mashitah binti Ibrahim,YB Senator Dato' Dr.,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,Timbalan Menteri di Jabatan Perdana Menteri,TIADA,,18.3.2011 - 17.3.2014,2011-03-18,2014-03-17
405,8,Mastika Junaidah Husin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1994-12-14,1997-12-13
405,9,Mastika Junaidah Husin,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1998-03-09,2001-03-08
406,6,Mazidah Zakaria,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-02-18,1989-02-17
406,7,Mazidah Zakaria,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1986-02-18,1989-02-17
406,7,Mazidah Zakaria,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1989-03-27,1992-03-26
407,9,Mazlan Abu,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1999-08-02,2002-08-01
407,10,Mazlan Abu,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1999-08-02,2002-08-01
408,12,Maznah binti Mazlan,YB Senator Dato',BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,Timbalan Menteri Sumber Manusia,TIADA,,18.04.2011 - 17.04.2014,2011-04-18,2014-04-17
409,3,Md Hanipah Sheikh Alauddin,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1968-01-04,1974-01-03
409,3,Md Hanipah Sheikh Alauddin,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1968-10-22,1974-10-21
410,14,Md Nasir Bin Hashim,YB Senator Ir.,BERSATU,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,27.08.2018 - 26.08.2021,2018-08-27,2021-08-26
411,13,Megat Zulkarnain bin Tan Sri Datuk Wira Haji Omardin,YB Senator Datuk Haji,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,TIADA,,07.10.2013 - 06.10.2016,2013-10-07,2016-10-06
412,9,Melanie Chua Chui Ket,TIADA,BN - SAPP,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1999-08-02,2002-08-01
412,10,Melanie Chua Chui Ket,TIADA,BN - SAPP,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1999-08-02,2002-08-01
413,10,Melati Ali,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Pahang,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
414,8,Michael Bong Thiam Joon,TIADA,BN - SNAP,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1992-08-05,1995-08-04
415,9,Michael Chen Wing Sum,TIADA,BN - Gerakan,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,Timbalan Yang di-Pertua Dewan,Ahli Dewan Negara,,,1997-04-07,2000-04-06
415,10,Michael Chen Wing Sum,TIADA,BN - Gerakan,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,1997-04-07,2000-04-06
415,10,Michael Chen Wing Sum,TIADA,BN - Gerakan,Dilantik Yang di-Pertuan Agong,TIADA,,,,,other,TIADA,Ahli Dewan Negara,,,2000-04-24,2003-04-23
416,15,Michael Mujah Lihan,YB Senator Tuan,PBB,Dipilih oleh Dewan Undangan Negeri,Sarawak,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,11.12.2023 - 10.12.2026,2023-12-11,2026-12-10
417,4,Michael Wong Kuan Lee,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
417,5,Michael Wong Kuan Lee,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,chinese,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
418,14,Mohamad Ali bin Haji Mohamad,YB Senator Dato' Sri Dr. Haji,UMNO,Dipilih oleh Dewan Undangan Negeri,Melaka,,,,M,bumiputera,TIADA,Timbalan Yang di-Pertua Dewan Negara,,11.05.2020 - 10.05.2023,2020-05-11,2023-05-10
419,14,Mohamad Fatmi Bin Hj. Che Salleh,YB Senator Tan Sri Hj.,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,25.04.2022 - 24.04.2025,2022-04-25,2025-04-24
419,15,Mohamad Fatmi bin Hj. Che Salleh,YB Senator Tan Sri Hj.,UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,25.04.2022 - 24.04.2025,2022-04-25,2025-04-24
420,2,Mohamad Noah Omar,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1964-09-11,
421,10,Mohamad Taha Ariffin,TIADA,BN - PBB,Dipilih oleh Dewan Undangan Negeri,Sarawak,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2002-11-18,2005-11-17
422,1,Mohamed Adib Omar,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1962-10-15,1968-10-14
422,2,Mohamed Adib Omar,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Terengganu,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1962-10-15,1968-10-14
423,1,Mohamed Ghazali Jawi,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1963-06-03,1964-01-01
423,4,Mohamed Ghazali Jawi,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
423,5,Mohamed Ghazali Jawi,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
423,6,Mohamed Ghazali Jawi,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1977-11-09,1980-11-08
423,6,Mohamed Ghazali Jawi,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,1982-12-09
424,14,Mohamed Haniffa bin Abdullah,YB Senator Prof. Tan Sri Datuk Dr. Haji,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,26.09.2022 - 25.09.2025,2022-09-26,2025-09-25
424,15,Mohamed Haniffa bin Abdullah,YB Senator Prof. Tan Sri Datuk Dr. Haji,MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,26.09.2022 - 25.09.2025,2022-09-26,2025-09-25
425,4,Mohamed Nasir,TIADA,BN - BERJASA,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1978-04-17,1981-04-16
425,5,Mohamed Nasir,TIADA,BN - BERJASA,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1978-04-17,1981-04-16
425,6,Mohamed Nasir,TIADA,BN - BERJASA,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1978-04-17,1981-04-16
426,8,Mohamed Nazri Abdul Aziz,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1991-12-30,1994-12-29
427,3,Mohamed Noor Tahir,TIADA,Perikatan - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
428,10,Mohamed Omar Beledram,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2001-11-26,2004-11-25
429,2,Mohamed Said Abu Bakar,TIADA,USNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1964-09-11,
429,3,Mohamed Said Abu Bakar,TIADA,USNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1964-09-11,1970-09-10
429,3,Mohamed Said Abu Bakar,TIADA,USNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-02-20,1977-02-19
429,4,Mohamed Said Abu Bakar,TIADA,USNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1964-09-11,1967-09-10
429,4,Mohamed Said Abu Bakar,TIADA,USNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-02-20,1974-02-19
429,4,Mohamed Said Abu Bakar,TIADA,USNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,1978-04-16
430,1,Mohamed Salleh Mohamed Ariff,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Melaka,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1965-09-10
430,2,Mohamed Salleh Mohamed Ariff,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Melaka,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1965-09-10
431,9,Mohamed Yaacob,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,Yang di-Pertua Dewan,Ahli Dewan Negara,,,1996-12-10,1999-12-09
431,10,Mohamed Yaacob,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1996-12-10,1999-12-09
432,6,Mohamed Yahya,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-08-08,1986-08-07
432,6,Mohamed Yahya,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-12-05,1986-12-04
432,7,Mohamed Yahya,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-08-08,1986-08-07
432,7,Mohamed Yahya,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Johor,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-12-05,1986-12-04
433,6,Mohamed Yusof Mohamed Noor,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
433,7,Mohamed Yusof Mohamed Noor,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,,
434,1,Mohamed Zahir Ismail,TIADA,Perikatan - UMNO,Dipilih oleh Dewan Undangan Negeri,Kedah,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1959-09-11,1964-03-01
435,4,Mohammad Tahir Tan Tong Hye,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1965-10-18,1968-10-17
435,4,Mohammad Tahir Tan Tong Hye,TIADA,BN - MCA,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1971-12-20,1974-12-19
436,8,Mohammad Wajdi Ishak,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1987-02-23,1990-02-22
436,8,Mohammad Wajdi Ishak,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1990-02-20,1993-02-19
437,8,Mohammed Radzi Manan,TIADA,BN - UMNO,Dipilih oleh Dewan Undangan Negeri,Perak,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1994-05-09,1997-05-08
438,13,Mohan a/l Thangarasu,YB Senator Datuk,BN - MIC,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,TIADA,,16.11.2017 - 15.11.2020,2017-11-16,2020-11-15
439,4,Mohd Amin Yaakob,TIADA,BN - PAS,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1975-01-06,1978-01-05
439,5,Mohd Amin Yaakob,TIADA,BN - PAS,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1975-01-06,1978-01-05
440,14,Mohd Apandi Bin Mohamad,YB Senator Sr,PAS,Dipilih oleh Dewan Undangan Negeri,Kelantan,,,,M,bumiputera,TIADA,TIADA,,08.07.2020 hingga 07.07.2023,2020-07-08,
441,5,Mohd Din Jaafar,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1980-04-07,1983-04-06
441,6,Mohd Din Jaafar,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1980-04-07,1983-04-06
441,6,Mohd Din Jaafar,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1983-08-08,1986-08-07
442,11,Mohd Effendi Norwawi,TIADA,BN - PBB,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,2006-02-16,2009-02-15
443,7,Mohd Ghazali Mohd Seth,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1990-03-19,1993-03-18
443,8,Mohd Ghazali Mohd Seth,TIADA,BN - UMNO,Dilantik Yang di-Pertuan Agong,TIADA,,,,,bumiputera,TIADA,Ahli Dewan Negara,,,1990-03-19,1993-03-18
444,15,Mohd Hasbie bin Muda,YB Senator Tuan,PH - AMANAH,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,20.03.2023 - 19.03.2026,2023-03-20,2026-03-19
445,15,Mohd Hatta bin Md Ramli,YB Senator Datuk Wira Dr.,PH - AMANAH,Dilantik Yang di-Pertuan Agong,TIADA,,,,M,bumiputera,TIADA,Ahli Dewan Negara,,20.03.2023 - 19.03.2026,2023-03-20,2026-03-19
