vol,kod_kawasan,negeri,kawasan,uid,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,spr_name
12.0,P195,Sarawak,Bandar Kuching,2874.0,Y.B. Tuan,Chong Chieng Jen,1971.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P195-BDRKUCHING.jpg,CHONG CHIENG JEN
12.0,P028,Kelantan,Pasir Puteh,3330.0,Y.B. Tuan,Muhammad bin Husain,1952.0,male,bumiputera,PAS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P028-PSRPUTEH.jpg,MUHAMMAD HUSAIN
12.0,P073,Perak,Pasir Salak,3395.0,Y.B. Dato' Haji,Tajuddin bin Abdul Rahman,1948.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/pasirsalak.jpg,TAJUDDIN ABDUL RAHMAN
12.0,P148,Johor,Ayer Hitam,3502.0,Y.B. Datuk Ir. Dr.,Wee Ka Siong,1969.0,male,chinese,BN - MCA,Timbalan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P148-AIRHITAM1.jpg,WEE KA SIONG
12.0,P052,Pulau Pinang,Bayan Baru,3364.0,Y.B. Dato' Seri,Zahrain Mohamed Hashim,1956.0,male,bumiputera,BEBAS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P052-BYNBARU.jpg,ZAHRAIN MOHAMED HASHIM
12.0,P138,Melaka,Kota Melaka,3489.0,Y.B. Tuan,Sim Tong Him,1949.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P138-KMELAKA.jpg,SIM TONG HIM
12.0,P216,Sarawak,Hulu Rajang,2265.0,Y.B. Datuk,Billy Abit Joo,1950.0,male,bumiputera,BN - PRS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P216-HLRAJANG.jpg,BILLY ABIT JOO
12.0,P210,Sarawak,Kanowit,3265.0,Y.B. Datuk,Aaron Ago Anak Dagang,1959.0,male,bumiputera,BN - PRS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P210-KANOWIT.jpg,AARON AGO ANAK DAGANG
12.0,P014,Kedah,Merbok,3302.0,Y.B. Dato',Rashid bin Din,1947.0,male,bumiputera,PKR,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P014-MERBOK.jpg,RASHID DIN
12.0,P118,WP Kuala Lumpur,Setiawangsa,3457.0,Y.B. Dato' Sri Haji,Zulhasnan bin Rafique,1955.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/SETIAWANGSA.JPG,ZULHASNAN BIN RAFIQUE
12.0,P220,Sarawak,Baram,2586.0,Y.B. Dato',Jacob Dungau Sagan,1947.0,male,bumiputera,BN - SPDP,Timbalan Menteri Perdagangan Antarabangsa Dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P220-BARAM.jpg,JACOB DUNGAU SAGAN
12.0,P221,Sarawak,Limbang,3627.0,Y.B. Tuan Haji,Hasbi bin Habibollah,1963.0,male,bumiputera,BN - PBB,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P221-LIMBANG.jpg,HASBI BIN HABIBOLLAH
12.0,P222,Sarawak,Lawas,2912.0,Y.B. Dato',Henry Sum Agong,1946.0,male,bumiputera,BN - PBB,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P222-LAWAS.jpg,HENRY SUM AGONG
12.0,P206,Sarawak,Tanjong Manis,3612.0,Y.B. Datuk Hajjah,Norah binti Abdul Rahman,1960.0,female,bumiputera,BN - PBB,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P206-TANJONGMANIS.jpg,NORAH TUN ABDUL RAHMAN
12.0,,Selangor,Hulu Selangor,,Y.B. Tuan,Kamalanathan A/L Panchanathan,,,,BN - MIC,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/pkamalathan-w.jpg,
12.0,P212,Sarawak,Sibu,2258.0,Y.B. Tuan,Wong Ho Leng,1943.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/Wong Ho Leng.jpg,ROBERT LAU HOI CHEW
12.0,P059,Perak,Bukit Gantang,2678.0,Y.B. Dato' Seri Ir.,Mohammad Nizar bin Jamaluddin,1960.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P059-BKTGANTG-nizar.jpg,ROSLAN BIN SHAHARUM
12.0,P185,Sabah,Batu Sapi,3228.0,Y.B. Datin,Linda Tsen Thau Lin,1957.0,male,chinese,BN - PBS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/Linda Tsen Thau Lin.jpg,EDMUND CHONG KET WAH
12.0,,0,,,Tan Sri Datuk Seri Panglima Pandikar Amin Haji,Mulia,,,,,,YANG DIPERTUA DEWAN RAKYAT,https://www.parlimen.gov.my/images/webuser/ahli/2010/ydp.jpg,
12.0,,0,,,Datuk,Roosme Hamzah,,,,,,Setiausaha Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/stu-dr.jpg,
12.0,P,Selangor,Titiwangsa,,,Kosong,,,,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/seat_kosong_dummy.jpg,
13.0,P085,Pahang,Pekan,1216.0,YAB Dato' Sri,Mohd. Najib bin Tun Haji Abdul Razak,1954.0,male,bumiputera,BN - UMNO,Perdana Menteri Malaysia/Menteri Kewangan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P085.jpg,MOHD NAJIB BIN TUN ABDUL RAZAK
13.0,P143,Johor,Pagoh,2797.0,YB Tan Sri Dato' Haji,Muhyiddin bin Mohd. Yassin,1947.0,male,bumiputera,PPBM,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P143.jpg,MUHYIDDIN BIN MD YASIN
13.0,P078,Pahang,Cameron Highlands,2113.0,YB Datuk Seri,Palanivel a/l K. Govindasamy,1949.0,male,indian,BN - MIC,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P078.jpg,G. PALANIVEL
13.0,P061,Perak,Padang Rengas,2368.0,YB Dato' Seri,Mohamed Nazri Bin Abdul Aziz,1954.0,male,bumiputera,BN - UMNO,Menteri Pelancongan Dan Kebudayaan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P061.jpg,MOHAMED NAZRI BIN TAN ABDUL AZIZ
13.0,P090,Pahang,Bera,3061.0,YB Dato' Sri,Ismail Sabri Bin Yaakob,1960.0,male,bumiputera,BN - UMNO,Menteri Kemajuan Luar Bandar dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P090.jpg,ISMAIL SABRI YAAKOB
13.0,P063,Perak,Tambun,3380.0,YB Dato' Seri Haji,Ahmad Husni bin Mohamad Hanadzlah,1953.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P063.jpg,AHMAD HUSNI HANADZLAH
13.0,P176,Sabah,Kimanis,3558.0,YB Dato' Sri,Anifah bin Haji Aman,1954.0,male,bumiputera,BN - UMNO,Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P176.jpg,ANIFAH AMAN
13.0,P012,Kedah,Jerai,3646.0,YB Mejar Jeneral Dato' Seri,Jamil Khir bin Baharom (B),1962.0,male,bumiputera,BN - UMNO,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P012.jpg,JAMIL KHIR BIN BAHAROM
13.0,P033,Terengganu,Besut,3676.0,YB Dato' Seri Haji,Idris Bin Jusoh,1956.0,male,bumiputera,BN - UMNO,Menteri Pendidikan Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P033.jpg,IDRIS JUSOH
13.0,P003,Perlis,Arau,1665.0,YB Dato' Seri Dr.,Shahidan Bin Kassim,1952.0,male,bumiputera,BN - UMNO,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P003.jpg,SHAHIDAN BIN KASSIM
13.0,P131,Negeri Sembilan,Rembau,3478.0,YB Brig Jen,Khairy Jamaluddin,1976.0,male,bumiputera,BN - UMNO,Menteri Belia dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P131.jpg,KHAIRY JAMALUDDIN ABU BAKAR
13.0,P175,Sabah,Papar,3554.0,YB Datuk,Rosnah Binti Haji Abdul Rashid Shirlin,1973.0,female,bumiputera,BN - UMNO,Timbalan Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P175.jpg,ROSNAH HJ ABDUL RASHID SHIRLIN
13.0,P146,Johor,Muar,3498.0,YB Datuk Seri,Razali bin Ibrahim,1971.0,male,bumiputera,BN - UMNO,Timbalan Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P146.jpg,RAZALI BIN IBRAHIM
13.0,P164,Johor,Pontian,3527.0,YB Datuk Seri,Ahmad bin Haji Maslan,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri Perdagangan Antarabangsa dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P164.jpg,AHMAD MASLAN
13.0,P198,Sarawak,Mambong,3599.0,YB Dato' Sri Dr.,James Dawos Mamit,1949.0,male,bumiputera,BN - PBB,"Timbalan Menteri Tenaga, Teknologi Hijau dan Air",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P198.jpg,JAMES DAWOS ANAK MAMIT
13.0,P073,Perak,Pasir Salak,3395.0,YB Dato' Sri Haji,Tajuddin bin Abdul Rahman,1948.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pertanian dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2013/pasirsalak-s.jpg,TAJUDDIN ABDUL RAHMAN
13.0,P144,Johor,Ledang,3153.0,YB Datuk Ir. Dr. Haji,Hamim Bin Samuri,1959.0,male,bumiputera,BN - UMNO,Timbalan Menteri Sumber Asli dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P144.jpg,HAMIM SAMURI
13.0,P153,Johor,Sembrong,3510.0,YB Dato' Seri,Hishammuddin bin Tun Hussein,1962.0,male,bumiputera,BN - UMNO,Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P153.jpg,HISHAMMUDDIN TUN HUSSEIN
13.0,P200,Sarawak,Batang Sadong,3603.0,YB Dato' Sri Hajah,Nancy Binti Shukri,1962.0,female,bumiputera,BN - PBB,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/nancy.PNG,NANCY SHUKRI
13.0,P179,Sabah,Ranau,3907.0,YB Datuk Dr.,Ewon Ebin,1955.0,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P179.jpg,EWON EBIN
13.0,P193,Sarawak,Santubong,2242.0,YB Dato Sri Dr.,Wan Junaidi bin Tuanku Jaafar,1946.0,male,bumiputera,BN - PBB,Menteri Sumber Asli dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P193.jpg,WAN JUNAIDI BIN TUANKU JAAFAR
13.0,P007,Kedah,Padang Terap,3641.0,YB Dato' Seri,Mahdzir Bin Khalid,1961.0,male,bumiputera,BN - UMNO,Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P007.jpg,MAHDZIR KHALID
13.0,P177,Sabah,Beaufort,3903.0,YB Datuk Hajah,Azizah Binti Datuk Seri Panglima Mohd. Dun,1955.0,female,bumiputera,BN - UMNO,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P177.jpg,AZIZAH BINTI MOHD DUN
13.0,P177,Sabah,Beaufort,3903.0,YB Datuk Hajah,Azizah Binti Datuk Seri Panglima Mohd. Dun,1956.0,male,bumiputera,BN - UMNO,"Timbalan Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P177.jpg,LAJIM BIN UKIN (PANGLIMA)
13.0,P053,Pulau Pinang,Balik Pulau,3714.0,YB Dato' Seri Dr.,Hilmi Bin Yahaya,1949.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P053.jpg,HILMI YAHAYA
13.0,P094,Selangor,Hulu Selangor,3772.0,YB Datuk,P. Kamalanathan a/l P. Panchanathan,1966.0,male,indian,BN - MIC,Timbalan Menteri Pendidikan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P094.jpg,P.KAMALANATHAN
13.0,P038,Terengganu,Hulu Terengganu,3684.0,YB Dato' Sri,Jailani Bin Johari,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri Komunikasi dan Multimedia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P038.jpg,JAILANI JOHARI
13.0,P190,Sabah,Tawau,3932.0,YB Datuk Dr.,Mary Yap Kain Ching @ Yap Ken Jin,1951.0,female,chinese,BN - PBS,Timbalan Menteri Pendidikan Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P190.jpg,MARY YAP KAIN CHING
13.0,P189,Sabah,Semporna,3585.0,YB Dato' Seri Haji,Mohd. Shafie bin Haji Apdal,1958.0,male,bumiputera,WARISAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P189.jpg,MOHD SHAFIE APDAL
13.0,P086,Pahang,Maran,3413.0,YB Dato' Sri Haji,Ismail bin Abd. Muttalib,1955.0,male,bumiputera,BN - UMNO,Timbalan Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P086.jpg,ISMAIL BIN HJ ABDUL MUTTALIB
13.0,P030,Kelantan,Jeli,2333.0,YB Dato' Sri,Mustapa bin Mohamed,1951.0,male,bumiputera,BN - UMNO,Menteri Perdagangan Antarabangsa dan Industri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/jeli.jpg,MUSTAPA BIN MOHAMED
13.0,P168,Sabah,Kota Marudu,3537.0,YB Datuk Seri Panglima Dr.,Maximus Johnity Ongkili,1954.0,male,bumiputera,BN - PBS,"Menteri Tenaga, Teknologi Hijau dan Air",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P168.jpg,PANGLIMA MAXIMUS JOHNITY ONGKILI
13.0,P182,Sabah,Pensiangan,3573.0,YB Tan Sri Datuk Seri Panglima,Joseph Kurup,1945.0,male,bumiputera,BN - PBRS,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P182.jpg,JOSEPH KURUP
13.0,P214,Sarawak,Selangau,3270.0,YB Datuk,Joseph Entulu Anak Belaun,1955.0,male,bumiputera,BN - PRS,Menteri Di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P214.jpg,JOSEPH ENTULU BELAUN
13.0,P201,Sarawak,Batang Lupar,2230.0,YB Dato' Sri Hajah,Rohani binti Haji Abdul Karim,1955.0,female,bumiputera,BN - PBB,"Menteri Pembangunan Wanita, Keluarga dan Masyarakat",,https://www.parlimen.gov.my/images/webuser/ahli/2013/batang lupar.jpg,ROHANI KARIM
13.0,P169,Sabah,Kota Belud,3538.0,YB Datuk Seri Panglima,Abdul Rahman bin Dahlan,1966.0,male,bumiputera,BN - UMNO,Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P169.jpg,ABDUL RAHMAN BIN DAHLAN
13.0,P204,Sarawak,Betong,3254.0,YB Datuk Amar,Douglas Uggah Embas,1956.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P204.jpg,DOUGLAS UGGAH EMBAS
13.0,P072,Perak,Tapah,3393.0,YB Datuk Seri,M. Saravanan,1968.0,male,indian,BN - MIC,Timbalan Menteri Belia Dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/DATUK M SARAVANAN.png,M. SARAVANAN
13.0,P056,Perak,Larut,3371.0,YB Dato' Seri,Hamzah bin Zainudin,1957.0,male,bumiputera,BN - UMNO,"Menteri Perdagangan Dalam Negeri, Koperasi dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P056.jpg,HAMZAH ZAINUDIN
13.0,P167,Sabah,Kudat,3533.0,YB Datuk,Abd Rahim Bin Bakri,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P167.jpg,ABDUL RAHIM BAKRI
13.0,P155,Johor,Tenggara,3515.0,YB Datuk,Halimah Binti Mohd Sadique,1962.0,female,bumiputera,BN - UMNO,"Timbalan Menteri Kesejahteraan Bandar, Perumahan Dan Kerajaan Tempatan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P155.jpg,HALIMAH BINTI MOHAMED SADIQUE
13.0,P149,Johor,Sri Gading,3856.0,YB Datuk,Ab. Aziz bin Kaprawi,1960.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P149.jpg,AZIZ KAPRAWI
13.0,P215,Sarawak,Kapit,2903.0,YB Datuk,Alexander Nanta Linggi,1959.0,male,bumiputera,BN - PBB,Timbalan Menteri Kemajuan Luar Bandar dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P215.jpg,ALEXANDER NANTA LINGGI
13.0,P136,Melaka,Tangga Batu,3844.0,YB Datuk Wira Dr.,Abu Bakar Bin Mohamad Diah,1959.0,male,bumiputera,BN - UMNO,"Timbalan Menteri Sains, Teknologi dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P136.jpg,ABU BAKAR MOHAMAD DIAH
13.0,P075,Perak,Bagan Datuk,2393.0,YAB Dato' Seri Dr.,Ahmad Zahid Bin Hamidi,1953.0,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri / Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P075.jpg,AHMAD ZAHID BIN HAMIDI
13.0,P040,Terengganu,Kemaman,2986.0,YB Dato' Sri,Ahmad Shabery Bin Cheek,1959.0,male,bumiputera,BN - UMNO,Menteri Pertanian dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P040.jpg,AHMAD SHABERY CHEEK
13.0,P140,Johor,Segamat,985.0,YB Datuk Seri Dr.,S. Subramaniam,1953.0,male,indian,BN - MIC,Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P140.jpg,S. SUBRAMANIAM
13.0,P194,Sarawak,Petrajaya,3242.0,YB Dato' Sri Haji,Fadillah Bin Yusof,1962.0,male,bumiputera,BN - PBB,Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P194.jpg,FADILLAH HJ YUSOF
13.0,P129,Negeri Sembilan,Kuala Pilah,3474.0,YB Dato' Sri,Hasan bin Malek,1946.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P129.jpg,HASAN BIN MALEK
13.0,P199,Sarawak,Serian,2236.0,YB Dato' Sri,Richard Riot anak Jaem,1952.0,male,bumiputera,BN - SUPP,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2013/YB Serian.jpg,RICHARD RIOT ANAK JAEM
13.0,P125,WP Putrajaya,Putrajaya,3468.0,YB Datuk Seri,Tengku Adnan bin Tengku Mansor,1951.0,male,bumiputera,BN - UMNO,Menteri Wilayah Persekutuan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P125.jpg,TENGKU ADNAN BIN TENGKU MANSOR
13.0,P151,Johor,Simpang Renggam,3507.0,YB Datuk,Liang Teck Meng,1972.0,male,chinese,BN - GERAKAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P151.jpg,LIANG TECK MENG
13.0,P004,Kedah,Langkawi,3635.0,YB Dato' Ir.,Nawawi Bin Ahmad,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P004.jpg,NAWAWI BIN AHMAD
13.0,P005,Kedah,Jerlun,3638.0,YB Dato' Wira,Othman Bin Aziz,1959.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kewangan I,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P005.jpg,OTHMAN BIN AZIZ
13.0,P001,Perlis,Padang Besar,3630.0,YB Datuk,Zahidi Bin Zainul Abidin,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P001.jpg,ZAHIDI BIN ZAINUL ABIDIN
13.0,P185,Sabah,Batu Sapi,3922.0,YB Datuk,Linda Tsen Thau Lin,1957.0,female,chinese,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P185.jpg,LINDA TSEN THAU LIN
13.0,P218,Sarawak,Sibuti,3624.0,YB Datuk Haji,Ahmad Lai bin Bujang,1950.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P218.jpg,AHMAD LAI BIN BUJANG
13.0,P134,Melaka,Masjid Tanah,3840.0,YB Datuk Wira Hajjah,Mas Ermieyati Binti Haji Samsudin,1977.0,female,bumiputera,BN - UMNO,Timbalan Menteri Pelancongan dan Kebudayaan,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P134.jpg,MAS ERMIEYATI
13.0,P058,Perak,Bagan Serai,3724.0,YB Dato' Dr. Haji,Noor Azmi Bin Ghazali,1962.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P058.jpg,NOOR AZMI BIN GHAZALI
13.0,P192,Sarawak,Mas Gading,3939.0,YB Dato',Nogeh Anak Gumbek,1957.0,male,bumiputera,BN - PDP,Timbalan Menteri Pertanian dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P192.jpg,NOGEH ANAK GUMBEK
13.0,P216,Sarawak,Hulu Rajang,3974.0,YB Datuk,Wilson Ugak Anak Kumbong,1962.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P216.jpg,WILSON UGAK ANAK KUMBONG
13.0,P197,Sarawak,Kota Samarahan,3947.0,YB Puan,Rubiah Binti Haji Wang,1968.0,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P197.jpg,RUBIAH WANG
13.0,P181,Sabah,Tenom,3572.0,YB Datuk,Raime bin Unggi,1970.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P181.jpg,RAIME BIN UNGGI
13.0,P221,Sarawak,Limbang,3627.0,YB Tuan Haji,Hasbi bin Haji Habibollah,1963.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P221.jpg,HASBI BIN HABIBOLLAH
13.0,P222,Sarawak,Lawas,2912.0,YB Dato',Henry Sum Agong,1946.0,male,bumiputera,BN - PBB,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2013/P222.jpg,HENRY SUM AGONG
13.0,P013,Kedah,Sik,3647.0,YB Dr.,Mansor Bin Abdul Rahman,1961.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P013.jpg,MANSOR BIN ABDUL RAHMAN
13.0,P141,Johor,Sekijang,3849.0,YB Tuan,Anuar Bin Abd. Manap,1977.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P141.jpg,ANUAR BIN ABDUL MANAP
13.0,P081,Pahang,Jerantut,3756.0,YB Dato' Haji,Ahmad Nazlan Bin Idris,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P081.jpg,AHMAD NAZLAN
13.0,P092,Selangor,Sabak Bernam,3768.0,YB Datuk Haji,Mohd Fasiah Bin Mohd Fakeh,1956.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P092.jpg,FASIAH
13.0,P171,Sabah,Sepanggar,3892.0,YB Datuk,Jumat Haji Idris,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P171.jpg,JUMAT BIN IDRIS
13.0,P203,Sarawak,Lubok Antu,3609.0,YB Datuk,William @ Nyallau Anak Badak,1951.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P203.jpg,WILLIAM NYALLAU
13.0,P014,Kedah,Merbok,3648.0,YB Prof. Dr.,Ismail Bin Daut,1956.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P014.jpg,ISMAIL BIN DAUT
13.0,P079,Pahang,Lipis,3752.0,YB Dato' Haji,Abdul Rahman Bin Mohamad,1962.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P079.jpg,ABDUL RAHMAN BIN MOHAMAD
13.0,P188,Sabah,Silam,3928.0,YB Datuk Haji,Datu Nasrun Bin Datu Mansur,1953.0,male,bumiputera,BN - UMNO,Timbalan Menteri Perusahaan Perladangan dan Komoditi,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P188.jpg,NASRUN BIN MANSUR
13.0,P002,Perlis,Kangar,3633.0,YB Ir.,Shaharuddin Bin Ismail,1967.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P002.jpg,SHAHARUDDIN BIN ISMAIL
13.0,P096,Selangor,Kuala Selangor,3775.0,YB Dato' Sri Dr. Haji,Irmohizam Bin Haji Ibrahim,1976.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P096.jpg,IRMOHIZAM
13.0,P042,Pulau Pinang,Tasek Gelugor,3692.0,YB Datuk Haji,Shabudin Bin Yahaya,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P042.jpg,SHABUDIN YAHAYA
13.0,P135,Melaka,Alor Gajah,3843.0,YB Datuk,Koh Nai Kwong,1961.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P135.jpg,KOH NAI KWONG
13.0,P210,Sarawak,Kanowit,3265.0,YB Datuk,Aaron Ago anak Dagang,1959.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P210.jpg,AARON AGO ANAK DAGANG
13.0,P069,Perak,Parit,3738.0,YB Dato' Haji,Mohd Zaim Bin Abu Hasan,1951.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P069.jpg,MOHD ZAIM
13.0,P166,WP Labuan,Labuan,3875.0,YB Datuk,Rozman Bin Datuk Haji Isli,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P166.jpg,ROZMAN BIN ISLI
13.0,P159,Johor,Pasir Gudang,3868.0,YB Dato' Hajah,Normala Binti Abdul Samad,1963.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P159.jpg,NORMALA BINTI ABDUL SAMAD
13.0,P206,Sarawak,Tanjong Manis,3612.0,YB Datuk Hajah,Norah Binti Abd. Rahman,1960.0,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2013/P206.jpg,NORAH TUN ABDUL RAHMAN
