vol,kod_kawasan,negeri,kawasan,uid,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,spr_name
12.0,P130,Negeri Sembilan,Rasah,3477.0,Y.B. Tuan,Loke Siew Fook,1978.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/siewfook.jpg,LOKE SIEW FOOK
12.0,P132,Negeri Sembilan,Telok Kemang,3480.0,Y.B. Dato',Kamarul Baharin bin Abbas,1948.0,male,bumiputera,PKR,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P132-TELUKKEMANG.jpg,KAMARUL BAHARIN ABBAS
12.0,P133,Negeri Sembilan,Tampin,2778.0,Y.B. Datuk Seri,Shaziman bin Abu Mansor,1964.0,male,bumiputera,BN - UMNO,Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P133-TAMPIN.jpg,SHAZIMAN BIN ABU MANSOR
12.0,P127,Negeri Sembilan,Jempol,3470.0,Y.B. Dato',Lilah bin Yasin,1958.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P127-JEMPOL.jpg,LILAH BIN YASIN
12.0,P129,Negeri Sembilan,Kuala Pilah,3474.0,Y.B. Dato' Haji,Hasan bin Malek,1947.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P129-KUALAPILAH.jpg,HASAN BIN MALEK
12.0,P131,Negeri Sembilan,Rembau,3478.0,Y.B. Tuan,Khairy Jamaluddin,1976.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P131-REMBAU.jpg,KHAIRY JAMALUDDIN ABU BAKAR
12.0,P134,Melaka,Masjid Tanah,3483.0,Y.B. Datuk Wira,Abu Seman bin Haji Yusop,1944.0,male,bumiputera,BN - UMNO,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/abu.seman.yusop[1].jpg,ABU SEMAN YUSOP
12.0,P135,Melaka,Alor Gajah,2471.0,Y.B. Tan Sri Dr.,Fong Chan Onn,1944.0,male,chinese,BN - MCA,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/fong.chang.onn[1].jpg,FONG CHAN ONN
12.0,P136,Melaka,Tangga Batu,3487.0,Y.B. Datuk Wira Ir. Haji,Idris bin Haji Haron,1967.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P136-TANGGABATU.jpg,IDRIS BIN HJ HARON
12.0,P137,Melaka,Bukit katil,3488.0,Y.B. Datuk,Md Sirat bin Abu,1960.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P137-BKTKATIL.jpg,MOHD SIRAT BIN ABU
12.0,P139,Melaka,Jasin,3491.0,Y.B. Datuk Wira Haji,Ahmad bin Haji Hamzah,1949.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P139-JASIN.jpg,AHMAD HAMZAH
12.0,P151,Johor,Simpang Renggam,3507.0,Y.B. Tuan,Liang Teck Meng,1972.0,male,chinese,BN - GERAKAN,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P151-SPGRENGGAM.jpg,LIANG TECK MENG
12.0,P153,Johor,Sembrong,3510.0,Y.B. Dato' Seri,Hishammuddin bin Tun Hussein,1962.0,male,bumiputera,BN - UMNO,Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P153-SEMBRONG.jpg,HISHAMMUDDIN TUN HUSSEIN
12.0,P165,Johor,Tanjong Piai,3529.0,Y.B. Datuk,Wee Jeck Seng,1965.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P165-TANJGPIAI.jpg,Wee Jeck SENG
12.0,P143,Johor,Pagoh,2797.0,Y.A.B. Tan Sri Dato' Haji,Muhyiddin bin Mohd. Yassin,1948.0,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri Dan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/TPM.jpg,MUHYIDDIN BIN MD YASIN
12.0,P145,Johor,Bakri,3497.0,Y.B. Tuan,Er Teck Hwa,1973.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P145-BAKRI.jpg,ER TECK HWA
12.0,P149,Johor,Sri Gading,3505.0,Y.B. Datuk Haji,Mohamad bin Haji Aziz,1941.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P149-SRIGADING.jpg,MOHAMAD AZIZ
12.0,P152,Johor,Kluang,3509.0,Y.B. Dato' Dr.,Hou Kok Chung,1963.0,male,chinese,BN - MCA,Timbalan Menteri Pengajian Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P152-KLUANG.jpg,HOU KOK CHUNG
12.0,P154,Johor,Mersing,3512.0,Y.B. Datuk Dr. Haji,Abdul Latiff bin Ahmad,1959.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P154-MERSING2.jpg,ABDUL LATIFF
12.0,P156,Johor,Kota Tinggi,3516.0,Y.B. Tan Sri Datuk Seri,Syed Hamid bin Syed Jaafar Albar,1944.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P156-KOTATINGGI2.jpg,SYED HAMID ALBAR
12.0,P159,Johor,Pasir Gudang,2187.0,Y.B. Dato' Seri,Mohamed Khaled bin Haji Nordin,1959.0,male,bumiputera,BN - UMNO,Menteri Pengajian Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohamed.khaled.nordin[1].jpg,MOHAMED KHALED NORDIN
12.0,P163,Johor,Kulai,2190.0,Y.B. Tan Sri,Ong Ka Ting,1957.0,male,chinese,BN - MCA,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/ong.ka.ting.jpg,ONG KA TING
12.0,P140,Johor,Segamat,985.0,Y.B. Datuk Seri Dr.,S. Subramaniam,1954.0,male,indian,BN - MIC,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2010/subramaniam[1].jpg,S. SUBRAMANIAM
12.0,P141,Johor,Sekijang,3492.0,Y.B. Datuk Haji,Baharum bin Haji Mohamed,1957.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P141-SEKIJANG.jpg,BAHARUM BIN MOHAMED
12.0,P142,Johor,Labis,3493.0,Y.B. Datuk,Chua Tee Yong,1978.0,male,chinese,BN - MCA,Timbalan Menteri Pertanian Dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P142-LABIS.jpg,CHUA TEE YONG
12.0,P144,Johor,Ledang,3153.0,Y.B. Tuan Ir. Haji,Hamim bin Samuri,1959.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P144-LEDANG.jpg,HAMIM SAMURI
12.0,P146,Johor,Muar,3498.0,Y.B. Dato',Razali bin Haji Ibrahim,1971.0,male,bumiputera,BN - UMNO,Timbalan Menteri Belia Dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P146-MUAR2.jpg,RAZALI BIN IBRAHIM
12.0,P147,Johor,Parit Sulong,3501.0,Y.B. Dato',Noraini binti Ahmad,1968.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P147-PARITSULONG.jpg,NORAINI AHMAD
12.0,P150,Johor,Batu Pahat,3506.0,Y.B. Dr. Haji,Mohd Puad bin Zarkashi,1958.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P150-BATUPAHAT.jpg,MOHD PUAD BIN ZARKASHI
12.0,P155,Johor,Tenggara,3515.0,Y.B. Datuk,Halimah binti Mohd Sadique,1962.0,female,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P155-TENGGARA.jpg,HALIMAH BINTI MOHAMED SADIQUE
12.0,P158,Johor,Tebrau,3520.0,Y.B. Tuan,Teng Boon Soon,1942.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P158-TEBRAU2.jpg,TENG BOON SOON
12.0,P160,Johor,Johor Bahru,3522.0,Y.B. Tan Sri Datuk Seri,Shahrir bin Abdul Samad,1950.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/JOHORBAHRU.JPG,SHAHRIR ABDUL SAMAD
12.0,P161,Johor,Pulai,3524.0,Y.B. Datuk,Nur Jazlan bin Mohamad,1966.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P161-PULAI2.jpg,NUR JAZLAN BIN MOHAMED
12.0,P162,Johor,Gelang Patah,3186.0,Y.B. Puan,Tan Ah Eng,1956.0,female,chinese,BN - MCA,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P162-GLPATAH.jpg,TAN AH ENG
12.0,P164,Johor,Pontian,3527.0,Y.B. Datuk Haji,Ahmad bin Haji Maslan,1967.0,male,bumiputera,BN - UMNO,Timbalan Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P164-PONTIAN.jpg,AHMAD MASLAN
12.0,P157,Johor,Pengerang,3518.0,Y.B. Dato' Sri,Azalina Dato' Othman Said,1964.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/azalina.othman[1].jpg,AZALINA OTHMAN SAID
12.0,P168,Sabah,Kota Marudu,3537.0,Y.B. Datuk Seri Panglima Dr.,Maximus @ Johnity Ongkili,1954.0,male,bumiputera,BN - PBS,"Menteri Sains, Teknologi Dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/KOTAMARUDU.JPG,PANGLIMA MAXIMUS JOHNITY ONGKILI
12.0,P169,Sabah,Kota Belud,3538.0,Y.B. Dato' Haji,Abdul Rahman bin Haji Dahlan,1966.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P169-KOTABELUD.jpg,ABDUL RAHMAN BIN DAHLAN
12.0,P170,Sabah,Tuaran,3541.0,Y.B. Datuk Seri Panglima,Wilfred Mojilip Bumburing,1952.0,male,bumiputera,BEBAS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P170-TUARAN.jpg,PANGLIMA WILFRED M. BUMBURING
12.0,P172,Sabah,Kota Kinabalu,3203.0,Y.B. Tuan Dr.,Hiew King Cheu,1952.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P172-KTKINABALU.jpg,HIEW KING CHEU
12.0,P176,Sabah,Kimanis,3558.0,Y.B. Dato' Sri,Anifah bin Haji Aman,1954.0,male,bumiputera,BN - UMNO,Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P176-KIMANIS1.jpg,ANIFAH AMAN
12.0,P178,Sabah,Sipitang,3563.0,Y.B. Datuk,Sapawi bin Haji Amat Wasali @ Ahmad,1955.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P178-SIPITANG.jpg,SAPAWI BIN AMAT WASALI @ AHMAD
12.0,P179,Sabah,Ranau,3565.0,Y.B. Datuk,Siringan bin Gubat,1950.0,male,bumiputera,BN - UPKO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P179-RANAU.jpg,SIRINGAN GUBAT
12.0,P180,Sabah,Keningau,1895.0,Y.B. Datuk Seri Panglima,Joseph Pairin Kitingan,1941.0,male,bumiputera,BN - PBS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P180-KENINGAU1.jpg,JOSEPH PAIRIN KITINGAN
12.0,P183,Sabah,Beluran,2857.0,Y.B. Datuk,Ronald Kiandee,1961.0,male,bumiputera,BN - UMNO,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/P183-BELURAN.jpg,RONALD KIANDEE
12.0,P184,Sabah,Libaran,3226.0,Y.B. Datuk,Juslie Ajirol,1954.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P184-LIBARAN.jpg,JUSLIE AJIROL
12.0,P187,Sabah,Kinabatangan,2861.0,Y.B. Datuk,Bung Moktar bin Radin,1960.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P187-KINABATANGAN1.jpg,BUNG MOKTAR RADIN
12.0,P189,Sabah,Semporna,3585.0,Y.B. Dato' Seri Haji,Mohd Shafie bin Hj. Apdal,1958.0,male,bumiputera,BN - UMNO,Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohd.shafie.apdal[1].jpg,MOHD SHAFIE APDAL
12.0,P190,Sabah,Tawau,2550.0,Y.B. Datuk,Chua Soon Bui,1955.0,female,chinese,SAPP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P190-TAWAU.jpg,CHUA SOON BUI
12.0,P167,Sabah,Kudat,3533.0,Y.B. Datuk Haji,Abd Rahim bin Bakri,1962.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P167-KUDAT1.jpg,ABDUL RAHIM BAKRI
12.0,P171,Sabah,Sepanggar,3544.0,Y.B. Datuk,Enchin bin Majimbun @ Eric,1950.0,male,bumiputera,SAPP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P171-SEPANGGAR1.jpg,ERIC E. MAJIMBUN
12.0,P173,Sabah,Putatan,3547.0,Y.B. Datuk Dr.,Makin @ Marcus Mojigoh,1953.0,male,bumiputera,BN - UPKO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P173-PUTATAN.jpg,MARCUS MAKIN MOJIGOH
12.0,P174,Sabah,Penampang,1898.0,Y.B. Tan Sri,Bernard Giluk Dompok,1950.0,male,bumiputera,BN - UPKO,"Menteri Perusahaan, Perladangan Dan Komoditi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/bernard.giluk.dompok.jpg,BERNARD GILUK DOMPOK
12.0,P175,Sabah,Papar,3554.0,Y.B. Datuk,Rosnah binti Haji Abdul Rashid Shirlin,1973.0,female,bumiputera,BN - UMNO,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P175-PAPAR.jpg,ROSNAH HJ ABDUL RASHID SHIRLIN
12.0,P177,Sabah,Beaufort,3562.0,Y.B. Datuk Seri Panglima Haji,Lajim bin Haji Ukin,1956.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P177-BEAUFORT.jpg,LAJIM BIN UKIN (PANGLIMA)
12.0,P181,Sabah,Tenom,3572.0,Y.B. Datuk,Raime Unggi,1970.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P181-TENOM.jpg,RAIME BIN UNGGI
12.0,P182,Sabah,Pensiangan,3573.0,Y.B. Tan Sri Datuk Seri Panglima,Joseph Kurup,1945.0,male,bumiputera,BN - PBRS,Timbalan Menteri Sumber Asli Dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P182-PENSIANGAN.jpg,JOSEPH KURUP
12.0,P188,Sabah,Silam,3583.0,Y.B. Tuan Haji,Salleh bin Kalbi,1965.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P188-SILAM.jpg,SALLEH KALBI
12.0,P191,Sabah,Kalabakan,3238.0,Y.B. Datuk Seri Panglima Haji,Abdul Ghapur bin Salleh,1943.0,male,bumiputera,BN - UMNO,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P191-KALABAKAN1.jpg,ABDUL GHAPUR BIN SALLEH
12.0,P192,Sarawak,Mas Gading,3591.0,Y.B. Datuk Dr.,Tekhee @Tiki anak Lafe,1954.0,male,bumiputera,BN - SPDP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P192-MASGADING.jpg,TIKI LAFE
12.0,P193,Sarawak,Santubong,2242.0,Y.B. Datuk Dr. Haji,Wan Junaidi bin Tuanku Jaafar,1946.0,male,bumiputera,BN - PBB,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/P193-SANTUBONG.jpg,WAN JUNAIDI BIN TUANKU JAAFAR
12.0,P196,Sarawak,Stampin,2232.0,Y.B. Dato',Yong Khoon Hian @ Yong Khoon Seng,1942.0,male,chinese,BN - SUPP,Timbalan Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P196-STAMPIN.jpg,YONG KHOON SENG
12.0,P197,Sarawak,Kota Samarahan,3598.0,Y.B. Dato' Sri,Sulaiman Abdul Rahman Taib,1969.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P197-KOTASEMARAHAN.jpg,SULAIMAN ABDUL RAHMAN B ABDUL TAIB
12.0,P198,Sarawak,Mambong,3599.0,Y.B. Dato' Dr.,James Dawos Mamit,1949.0,male,bumiputera,BN - PBB,Timbalan Menteri Pelancongan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P198-MAMBONG.jpg,JAMES DAWOS ANAK MAMIT
12.0,P199,Sarawak,Serian,2236.0,Y.B. Datuk,Richard Riot Anak Jaem,1952.0,male,bumiputera,BN - SUPP,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P199-SERIAN.jpg,RICHARD RIOT ANAK JAEM
12.0,P201,Sarawak,Batang Lupar,2230.0,Y.B. Datuk Hajah,Rohani binti Haji Abd. Karim,1955.0,female,bumiputera,BN - PBB,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi Dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P201-BTGLUPAR.jpg,ROHANI KARIM
12.0,P202,Sarawak,Sri Aman,3607.0,Y.B. Tuan,Masir Anak Kujat,1955.0,male,bumiputera,BN - PRS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P202-SRIAMAN.jpg,MASIR KUJAT
12.0,P203,Sarawak,Lubok Antu,3609.0,Y.B. Tuan,William @ Nyallau Badak,1951.0,male,bumiputera,BN - PRS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P203-LUBOKANTU.jpg,WILLIAM NYALLAU
12.0,P204,Sarawak,Betong,3254.0,Y.B. Dato Sri,Douglas Uggah Embas,1956.0,male,bumiputera,BN - PBB,Menteri Sumber Asli Dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P204-BETONG2.jpg,DOUGLAS UGGAH EMBAS
12.0,P207,Sarawak,Igan,3613.0,Y.B. Datuk Haji,Abdul Wahab bin Haji Dolah,1951.0,male,bumiputera,BN - PBB,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P207-IGAN.jpg,ABDUL WAHABDUL BIN DOLAH
12.0,P208,Sarawak,Sarikei,3615.0,Y.B. Tuan,Ding Kuong Hiing,1955.0,male,chinese,BN - SUPP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P208-SARIKEI.jpg,DING KUONG HIING
12.0,P211,Sarawak,Lanang,2574.0,Y.B. Datuk,Tiong Thai King,1946.0,male,chinese,BN - SUPP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P211-LANANG.jpg,TIONG THAI KING
12.0,P214,Sarawak,Selangau,3270.0,Y.B. Datuk,Joseph Entulu Anak Belaun,1955.0,male,bumiputera,BN - PRS,Timbalan Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P214-SELANGAU.jpg,JOSEPH ENTULU BELAUN
12.0,P215,Sarawak,Kapit,2903.0,Y.B. Datuk,Alexander Nanta Linggi,1959.0,male,bumiputera,BN - PBB,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P215-KAPIT.jpg,ALEXANDER NANTA LINGGI
12.0,P217,Sarawak,Bintulu,3622.0,Y.B. Dato' Seri,Tiong King Sing,1962.0,male,chinese,BN - SPDP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P217-BINTULU.jpg,TIONG KING SING
12.0,P218,Sarawak,Sibuti,3624.0,Y.B. Tuan Haji,Ahmad Lai bin Bujang,1950.0,male,bumiputera,BN - PBB,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P218-SIBUTI.jpg,AHMAD LAI BIN BUJANG
12.0,P219,Sarawak,Miri,2273.0,Y.B. Dato' Sri,Peter Chin Fah Kui,1946.0,male,bumiputera,BN - SUPP,"Menteri Tenaga, Teknologi Hijau Dan Air",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P219-MIRI.jpg,PETER CHIN FAH KUI
12.0,P194,Sarawak,Petra Jaya,3242.0,Y.B. Datuk Haji,Fadilah bin Haji Yusof,1963.0,male,bumiputera,BN - PBB,"Timbalan Menteri Sains, Teknologi Dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P194-PETRAJAYA1.jpg,FADILLAH HJ YUSOF
12.0,P200,Sarawak,Batang Sadong,3603.0,Y.B. Puan Hajah,Nancy binti Haji Shukri,1962.0,female,bumiputera,BN - PBB,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P200-BTGSADONG.jpg,NANCY SHUKRI
12.0,P205,Sarawak,Saratok,3610.0,Y.B. Tuan,Jelaing Anak Mersat,1949.0,male,bumiputera,BN - SPDP,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P205-SARATOK1.jpg,JELAING ANAK MERSAT
12.0,P209,Sarawak,Julau,2894.0,Y.B. Dato',Joseph Salang Anak Gandum,1950.0,male,bumiputera,BN - PRS,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P209-JULAU.jpg,JOSEPH SALANG ANAK GANDUM
12.0,P213,Sarawak,Mukah,1644.0,Y.B. Dato' Sri Dr.,Muhammad Leo Micheal Toyad Abdullah,1951.0,male,bumiputera,BN - PBB,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P213-MUKAH.jpg,MUHAMMAD LEO MICHAEL TOYAD
12.0,P019,Kelantan,Tumpat,3311.0,Y.B. Dato' Haji,Kamarudin bin Jaffar,1952.0,male,bumiputera,PAS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P019-TUMPAT.jpg,KAMARUDIN JAFFAR
12.0,P022,Kelantan,Pasir Mas,1692.0,Y.B. Dato',Ibrahim Ali,1951.0,male,bumiputera,BEBAS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P022-PASIRMAS.jpg,IBRAHIM BIN ALI
12.0,P023,Kelantan,Rantau Panjang,3318.0,Y.B. Puan Hajah,Siti Zailah binti Mohd Yusoff,1964.0,female,bumiputera,PAS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P023-RNTPJG.jpg,KAK LAH
12.0,P043,Pulau Pinang,Bagan,1839.0,Y.B. Tuan,Lim Guan Eng,1961.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P043-BAGAN.jpg,LIM GUAN ENG
12.0,P044,Pulau Pinang,Permatang pauh,4901.0,Y.B. Dato' Seri,Anwar bin Ibrahim,1953.0,female,bumiputera,PKR,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P044-PMTGPAUHanwar2.jpg,WAN AZIZAH
12.0,P045,Pulau Pinang,Bukit Mertajam,2661.0,Y.B. Puan,Chong Eng,1958.0,female,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P045-BUKITMERTAJAM.jpg,CHONG ENG
12.0,P051,Pulau Pinang,Bukit Gelugor,848.0,Y.B. Tuan,Karpal Singh a/l Ram Singh,1941.0,male,other,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P051-BUKITGELUGOR1.jpg,KARPAL SINGH
12.0,P064,Perak,Ipoh Timur,698.0,Y.B. Tuan,Lim Kit Siang,1941.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P064-IPOHTIMUR.jpg,LIM KIT SIANG
12.0,P114,WP Kuala Lumpur,Kepong,1238.0,Y.B. Dr.,Tan Seng Giaw,1943.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P114-KEPONG.jpg,TAN SENG GIAW
12.0,P120,WP Kuala Lumpur,Bukit Bintang,2128.0,Y.B. Tuan,Fong Kui Lun,1947.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P120-BKTBINTANG.jpg,FONG KUI LUN
12.0,P122,WP Kuala Lumpur,Seputeh,2769.0,Y.B. Puan,Teresa Kok Suh Sim,1965.0,female,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P122-SEPUTEH1.jpg,TERESA KOK
12.0,P123,WP Kuala Lumpur,Cheras,1825.0,Y.B. Tuan,Tan Kok Wai,1958.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P123-CHERAS.jpg,TAN KOK WAI
12.0,P066,Perak,Batu Gajah,2692.0,Y.B. Puan,Fong Po Kuan,1974.0,female,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P066-BTGAJAH.jpg,FONG PO KUAN
12.0,P011,Kedah,Pendang,2934.0,Y.B. Dato' Dr. Haji,Mohd Hayati bin Othman,1958.0,male,bumiputera,PAS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P011-PENDANG.jpg,MOHD HAYATI OTHMAN
12.0,P020,Kelantan,Pengkalan Chepa,3313.0,Y.B. Dato' Haji,Ab. Halim bin Ab. Rahman,1940.0,male,bumiputera,PAS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P020-PKLNCHEPA.jpg,ABHALIM BIN ABRAHMAN
12.0,P024,Kelantan,Kubang Kerian,2958.0,Y.B. Tuan,Salahuddin bin Haji Ayub,1962.0,male,bumiputera,PAS,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P024-KBGKERIAN.jpg,SALAHUDDIN AYUB
12.0,P049,Pulau Pinang,Tanjong,2665.0,Y.B. Tuan,Chow Kon Yeow,1959.0,male,chinese,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P049-TANJONG.jpg,CHOW KON YEOW
12.0,P065,Perak,Ipoh Barat,3383.0,Y.B. Tuan,M. Kulasegaran,1958.0,male,indian,DAP,Tiada,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P065-IPOHBARAT.jpg,M. KULA
12.0,P186,Sabah,Sandakan,3581.0,Y.B. Datuk,Liew Vui Keong,1960.0,male,chinese,BN - LDP,Timbalan Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P186-SANDAKAN.jpg,LIEW VUI KEONG
