vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,remarks,id,uid,new_id,index
12,P104,Selangor,Kelana Jaya,Y.B. Tuan,Gwo-Burne Loh,1974.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P104-KLNJAYA.jpg,,1095,3438.0,168.0,
12,P105,Selangor,Petaling Jaya Selatan,Y.B. Tuan,Hee Loy Sian,1971.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P105-PJSELATAN.jpg,,1108,3440.0,169.0,
12,P106,Selangor,Petaling Jaya Utara,Y.B. Tuan,Tony Pua Kiam Wee,1973.0,male,bumiputera,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P106-PJUTARA.jpg,,1360,3441.0,170.0,
12,P107,Selangor,Subang,Y.B. Tuan,Sivarasa a/l K. Rasiah,1957.0,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P107-SUBANG.jpg,,1338,3443.0,171.0,
12,P108,Selangor,Shah Alam,Y.B. Tuan,Khalid bin Abd Samad,1957.0,male,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P108-SHAHALAM.jpg,,1151,3095.0,84.0,
12,P109,Selangor,Kapar,Y.B. Tuan,Manikavasagam a/l Sundaram,1966.0,male,indian,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P109-KAPAR.jpg,,1179,3446.0,172.0,
12,P110,Selangor,Klang,Y.B. Tuan,Charles Anthony a/l R. Santiago,1961.0,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P110-KLANG.jpg,,1064,3447.0,173.0,
12,P111,Selangor,Kota Raja,Y.B. Dr.,Siti Mariah binti Mahmud,1958.0,female,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P111-KOTARAJA.jpg,,1334,3449.0,174.0,
12,P112,Selangor,Kuala Langat,Y.B. Tuan,Abdullah Sani bin Abdul Hamid,1962.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P112-KLANGAT.jpg,,1008,3451.0,175.0,
12,P113,Selangor,Sepang,Y.B. Dato' Ir.,Mohd Zin bin Mohamed,1954.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/SEPANG.JPG,,628,3452.0,176.0,
12,P114,WP Kuala Lumpur,Kepong,Y.B. Dr.,Tan Seng Giaw,1943.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P114-KEPONG.jpg,,870,1238.0,8.0,
12,P115,WP Kuala Lumpur,Batu,Y.B. Tuan,Chua Tian Chang,1964.0,male,chinese,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P115-BATU.jpg,,1074,2789.0,66.0,
12,P116,WP Kuala Lumpur,Wangsa Maju,Y.B. Tuan,Wee Choo Keong,1953.0,male,chinese,PKR > BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P116-WGSMAJU.jpg,,937,1804.0,17.0,
12,P117,WP Kuala Lumpur,Segambut,Y.B. Tuan,Lim Lip Eng,1972.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P117-SEGAMBUT.jpg,,1170,3456.0,177.0,
12,P118,WP Kuala Lumpur,Setiawangsa,Y.B. Dato' Sri Haji,Zulhasnan bin Rafique,1955.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/SETIAWANGSA.JPG,,993,3457.0,178.0,
12,P119,WP Kuala Lumpur,Titiwangsa,Y.B. Dr. (Meninggal Dunia),Lo' Lo' binti Hj Mohamad Ghazali,1958.0,female,bumiputera,PAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P119-TITIWANGSA.jpg,death,1173,3460.0,179.0,
12,P119,WP Kuala Lumpur,Titiwangsa,,,,,,PAS,,,,kosong,9999999,9999999.0,579.0,
12,P120,WP Kuala Lumpur,Bukit Bintang,Y.B. Tuan,Fong Kui Lun,1946.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P120-BKTBINTANG.jpg,,258,2128.0,29.0,
12,P121,WP Kuala Lumpur,Lembah Pantai,Y.B. Puan,Nurul Izzah binti Anwar,1980.0,female,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P121-LMBHPANTAI.jpg,,1277,3464.0,180.0,
12,P122,WP Kuala Lumpur,Seputeh,Y.B. Puan,Teresa Kok Suh Sim,1964.0,female,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P122-SEPUTEH1.jpg,,883,2769.0,64.0,
12,P123,WP Kuala Lumpur,Cheras,Y.B. Tuan,Tan Kok Wai,1957.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P123-CHERAS.jpg,,866,1825.0,18.0,
12,P124,WP Kuala Lumpur,Bandar Tun Razak,Y.B. Tan Sri Dato' Seri,Abd Khalid bin Ibrahim,1947.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P124-BDRTUNRAZAK.jpg,,999,3467.0,181.0,
12,P125,WP Putrajaya,Putrajaya,Y.B. Datuk Seri,Tengku Adnan bin Tengku Mansor,1951.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P125-PUTRAJAYA3.jpg,,96,3468.0,182.0,
12,P126,Negeri Sembilan,Jelebu,Y.B. Dato' Seri Utama Dr.,Rais Bin Yatim,1943.0,male,bumiputera,BN - UMNO,"Menteri Penerangan, Komunikasi dan Kebudayaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P126-JELEBU1.jpg,,735,991.0,5.0,
12,P127,Negeri Sembilan,Jempol,Y.B. Dato',Lilah bin Yasin,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P127-JEMPOL.jpg,,1168,3470.0,183.0,
12,P128,Negeri Sembilan,Seremban,Y.B Tuan,John a/l Fernandez,1942.0,male,indian,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P128-SEREMBAN.jpg,,1132,3473.0,184.0,
12,P129,Negeri Sembilan,Kuala Pilah,Y.B. Dato' Haji,Hasan bin Malek,1946.0,male,bumiputera,BN - UMNO,Timbalan Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P129-KUALAPILAH.jpg,,298,3474.0,185.0,
12,P130,Negeri Sembilan,Rasah,Y.B. Tuan,Loke Siew Fook,1977.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/siewfook.jpg,,1174,3477.0,186.0,
12,P131,Negeri Sembilan,Rembau,Y.B. Tuan,Khairy Jamaluddin,1976.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P131-REMBAU.jpg,,1150,3478.0,187.0,
12,P132,Negeri Sembilan,Telok Kemang,Y.B. Dato',Kamarul Baharin bin Abbas,1948.0,male,bumiputera,PKR,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P132-TELUKKEMANG.jpg,,1142,3480.0,188.0,
12,P133,Negeri Sembilan,Tampin,Y.B. Datuk Seri,Shaziman bin Abu Mansor,1964.0,male,bumiputera,BN - UMNO,Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P133-TAMPIN.jpg,,811,2778.0,65.0,
12,P134,Melaka,Masjid Tanah,Y.B. Datuk Wira,Abu Seman bin Haji Yusop,1944.0,male,bumiputera,BN - UMNO,Timbalan Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/abu.seman.yusop[1].jpg,,90,3483.0,189.0,
12,P135,Melaka,Alor Gajah,Y.B. Tan Sri Dr.,Fong Chan Onn,1944.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/fong.chang.onn[1].jpg,,257,2471.0,50.0,
12,P136,Melaka,Tangga Batu,Y.B. Datuk Wira Ir. Haji,Idris bin Haji Haron,1967.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P136-TANGGABATU.jpg,,342,3487.0,190.0,
12,P137,Melaka,Bukit katil,Y.B. Datuk,Md Sirat bin Abu,1960.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P137-BKTKATIL.jpg,,1193,3488.0,191.0,
12,P138,Melaka,Kota Melaka,Y.B. Tuan,Sim Tong Him,1949.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P138-KMELAKA.jpg,,1330,3489.0,192.0,
12,P139,Melaka,Jasin,Y.B. Datuk Wira Haji,Ahmad bin Haji Hamzah,1949.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P139-JASIN.jpg,,1016,3491.0,193.0,
12,P140,Johor,Segamat,Y.B. Datuk Seri Dr.,S. Subramaniam,1953.0,male,indian,BN - MIC,Menteri Sumber Manusia,,https://www.parlimen.gov.my/images/webuser/ahli/2010/subramaniam[1].jpg,,770,985.0,4.0,
12,P141,Johor,Sekijang,Y.B. Datuk Haji,Baharum bin Haji Mohamed,1957.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P141-SEKIJANG.jpg,,165,3492.0,194.0,
12,P142,Johor,Labis,Y.B. Datuk,Chua Tee Yong,1977.0,male,chinese,BN - MCA,Timbalan Menteri Pertanian Dan Industri Asas Tani,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P142-LABIS.jpg,,1073,3493.0,195.0,
12,P143,Johor,Pagoh,Y.A.B. Tan Sri Dato' Haji,Muhyiddin bin Mohd. Yassin,1947.0,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri Dan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/TPM.jpg,,642,2797.0,67.0,
12,P144,Johor,Ledang,Y.B. Tuan Ir. Haji,Hamim bin Samuri,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P144-LEDANG.jpg,,283,3153.0,87.0,
12,P145,Johor,Bakri,Y.B. Tuan,Er Teck Hwa,1973.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P145-BAKRI.jpg,,1084,3497.0,196.0,
12,P146,Johor,Muar,Y.B. Dato',Razali bin Haji Ibrahim,1971.0,male,bumiputera,BN - UMNO,Timbalan Menteri Belia Dan Sukan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P146-MUAR2.jpg,,749,3498.0,197.0,
12,P147,Johor,Parit Sulong,Y.B. Dato',Noraini binti Ahmad,1967.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P147-PARITSULONG.jpg,,1273,3501.0,198.0,
12,P148,Johor,Ayer Hitam,Y.B. Datuk Ir. Dr.,Wee Ka Siong,1968.0,male,chinese,BN - MCA,Timbalan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P148-AIRHITAM1.jpg,,939,3502.0,199.0,
12,P149,Johor,Sri Gading,Y.B. Datuk Haji,Mohamad bin Haji Aziz,1941.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P149-SRIGADING.jpg,,528,3505.0,200.0,
12,P150,Johor,Batu Pahat,Y.B. Dr. Haji,Mohd Puad bin Zarkashi,1958.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pelajaran,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P150-BATUPAHAT.jpg,,1227,3506.0,201.0,
12,P151,Johor,Simpang Renggam,Y.B. Tuan,Liang Teck Meng,1972.0,male,chinese,BN - GERAKAN,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P151-SPGRENGGAM.jpg,,1164,3507.0,202.0,
12,P152,Johor,Kluang,Y.B. Dato' Dr.,Hou Kok Chung,1963.0,male,chinese,BN - MCA,Timbalan Menteri Pengajian Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P152-KLUANG.jpg,,1110,3509.0,203.0,
12,P153,Johor,Sembrong,Y.B. Dato' Seri,Hishammuddin bin Tun Hussein,1961.0,male,bumiputera,BN - UMNO,Menteri Dalam Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P153-SEMBRONG.jpg,,319,3510.0,204.0,
12,P154,Johor,Mersing,Y.B. Datuk Dr. Haji,Abdul Latiff bin Ahmad,1959.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pertahanan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P154-MERSING2.jpg,,39,3512.0,205.0,
12,P155,Johor,Tenggara,Y.B. Datuk,Halimah binti Mohd Sadique,1962.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P155-TENGGARA.jpg,,1097,3515.0,206.0,
12,P156,Johor,Kota Tinggi,Y.B. Tan Sri Datuk Seri,Syed Hamid bin Syed Jaafar Albar,1944.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P156-KOTATINGGI2.jpg,,843,3516.0,207.0,
12,P157,Johor,Pengerang,Y.B. Dato' Sri,Azalina Dato' Othman Said,1964.0,female,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/azalina.othman[1].jpg,,154,3518.0,208.0,
12,P158,Johor,Tebrau,Y.B. Tuan,Teng Boon Soon,1942.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P158-TEBRAU2.jpg,,878,3520.0,209.0,
12,P159,Johor,Pasir Gudang,Y.B. Dato' Seri,Mohamed Khaled bin Haji Nordin,1959.0,male,bumiputera,BN - UMNO,Menteri Pengajian Tinggi,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohamed.khaled.nordin[1].jpg,,556,2187.0,30.0,
12,P160,Johor,Johor Bahru,Y.B. Tan Sri Datuk Seri,Shahrir bin Abdul Samad,1950.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/JOHORBAHRU.JPG,,805,3522.0,210.0,
12,P161,Johor,Pulai,Y.B. Datuk,Nur Jazlan bin Mohamad,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P161-PULAI2.jpg,,682,3524.0,211.0,
12,P162,Johor,Gelang Patah,Y.B. Puan,Tan Ah Eng,1956.0,female,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P162-GLPATAH.jpg,,858,3186.0,88.0,
12,P163,Johor,Kulai,Y.B. Tan Sri,Ong Ka Ting,1957.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/ong.ka.ting.jpg,,686,2190.0,31.0,
12,P164,Johor,Pontian,Y.B. Datuk Haji,Ahmad bin Haji Maslan,1966.0,male,bumiputera,BN - UMNO,Timbalan Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P164-PONTIAN.jpg,,1017,3527.0,212.0,
12,P165,Johor,Tanjong Piai,Y.B. Datuk,Wee Jeck Seng,1964.0,male,chinese,BN - MCA,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P165-TANJGPIAI.jpg,,1370,3529.0,213.0,
12,P166,WP Labuan,Labuan,Y.B. Datuk Haji,Yussof bin Haji Mahal,1958.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P166-LABUAN.jpg,,1392,3530.0,214.0,
12,P167,Sabah,Kudat,Y.B. Datuk Haji,Abd Rahim bin Bakri,1961.0,male,bumiputera,BN - UMNO,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P167-KUDAT1.jpg,,45,3533.0,215.0,
12,P168,Sabah,Kota Marudu,Y.B. Datuk Seri Panglima Dr.,Maximus @ Johnity Ongkili,1954.0,male,bumiputera,BN - PBS,"Menteri Sains, Teknologi Dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/KOTAMARUDU.JPG,,519,3537.0,216.0,
12,P169,Sabah,Kota Belud,Y.B. Dato' Haji,Abdul Rahman bin Haji Dahlan,1966.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P169-KOTABELUD.jpg,,1005,3538.0,217.0,
12,P170,Sabah,Tuaran,Y.B. Datuk Seri Panglima,Wilfred Mojilip Bumburing,1952.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P170-TUARAN.jpg,,1372,3541.0,218.0,
12,P171,Sabah,Sepanggar,Y.B. Datuk,Enchin bin Majimbun @ Eric,1950.0,male,bumiputera,SAPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P171-SEPANGGAR1.jpg,,1083,3544.0,219.0,
12,P172,Sabah,Kota Kinabalu,Y.B. Tuan Dr.,Hiew King Cheu,1952.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P172-KTKINABALU.jpg,,1109,3203.0,89.0,
12,P173,Sabah,Putatan,Y.B. Datuk Dr.,Makin @ Marcus Mojigoh,1953.0,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P173-PUTATAN.jpg,,506,3547.0,220.0,
12,P174,Sabah,Penampang,Y.B. Tan Sri,Bernard Giluk Dompok,1950.0,male,bumiputera,BN - UPKO,"Menteri Perusahaan, Perladangan Dan Komoditi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/bernard.giluk.dompok.jpg,,170,1898.0,22.0,
12,P175,Sabah,Papar,Y.B. Datuk,Rosnah binti Haji Abdul Rashid Shirlin,1973.0,female,bumiputera,BN - UMNO,Timbalan Menteri Kesihatan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P175-PAPAR.jpg,,761,3554.0,221.0,
12,P176,Sabah,Kimanis,Y.B. Dato' Sri,Anifah bin Haji Aman,1954.0,male,bumiputera,BN - UMNO,Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P176-KIMANIS1.jpg,,139,3558.0,222.0,
12,P177,Sabah,Beaufort,Y.B. Datuk Seri Panglima Haji,Lajim bin Haji Ukin,1956.0,male,bumiputera,BEBAS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P177-BEAUFORT.jpg,,1158,3562.0,223.0,
12,P178,Sabah,Sipitang,Y.B. Datuk,Sapawi bin Haji Amat Wasali @ Ahmad,1955.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P178-SIPITANG.jpg,,1316,3563.0,224.0,
12,P179,Sabah,Ranau,Y.B. Datuk,Siringan bin Gubat,1950.0,male,bumiputera,BN - UPKO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P179-RANAU.jpg,,1332,3565.0,225.0,
12,P180,Sabah,Keningau,Y.B. Datuk Seri Panglima,Joseph Pairin Kitingan,1941.0,male,bumiputera,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P180-KENINGAU1.jpg,,384,1895.0,21.0,
12,P181,Sabah,Tenom,Y.B. Datuk,Raime Unggi,1970.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P181-TENOM.jpg,,734,3572.0,227.0,
12,P182,Sabah,Pensiangan,Y.B. Tan Sri Datuk Seri Panglima,Joseph Kurup,1945.0,male,bumiputera,BN - PBRS,Timbalan Menteri Sumber Asli Dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P182-PENSIANGAN.jpg,,1135,3573.0,228.0,
12,P183,Sabah,Beluran,Y.B. Datuk,Ronald Kiandee,1961.0,male,bumiputera,BN - UMNO,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/P183-BELURAN.jpg,,759,2857.0,68.0,
12,P184,Sabah,Libaran,Y.B. Datuk,Juslie Ajirol,1954.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P184-LIBARAN.jpg,,391,3226.0,91.0,
12,P185,Sabah,Batu Sapi,Y.B. Datin,Linda Tsen Thau Lin,1957.0,male,chinese,BN - PBS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/Linda Tsen Thau Lin.jpg,,1171,3922.0,326.0,
12,P186,Sabah,Sandakan,Y.B. Datuk,Liew Vui Keong,1960.0,male,chinese,BN - LDP,Timbalan Menteri di Jabatan Perdana Menteri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P186-SANDAKAN.jpg,,1167,3581.0,229.0,
12,P187,Sabah,Kinabatangan,Y.B. Datuk,Bung Moktar bin Radin,1960.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P187-KINABATANGAN1.jpg,,177,2861.0,69.0,
12,P188,Sabah,Silam,Y.B. Tuan Haji,Salleh bin Kalbi,1965.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P188-SILAM.jpg,,1313,3583.0,230.0,
12,P189,Sabah,Semporna,Y.B. Dato' Seri Haji,Mohd Shafie bin Hj. Apdal,1957.0,male,bumiputera,BN - UMNO,Menteri Kemajuan Luar Bandar Dan Wilayah,,https://www.parlimen.gov.my/images/webuser/ahli/2010/mohd.shafie.apdal[1].jpg,,589,3585.0,231.0,
12,P190,Sabah,Tawau,Y.B. Datuk,Chua Soon Bui,1955.0,female,chinese,SAPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P190-TAWAU.jpg,,225,2550.0,52.0,
12,P191,Sabah,Kalabakan,Y.B. Datuk Seri Panglima Haji,Abdul Ghapur bin Salleh,1943.0,male,bumiputera,BN - UMNO,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P191-KALABAKAN1.jpg,,23,3238.0,92.0,
12,P192,Sarawak,Mas Gading,Y.B. Datuk Dr.,Tekhee @Tiki anak Lafe,1953.0,male,bumiputera,BN - SPDP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P192-MASGADING.jpg,,877,3591.0,233.0,
12,P193,Sarawak,Santubong,Y.B. Datuk Dr. Haji,Wan Junaidi bin Tuanku Jaafar,1946.0,male,bumiputera,BN - PBB,,Timbalan Yang di-Pertua Dewan Rakyat,https://www.parlimen.gov.my/images/webuser/ahli/2010/P193-SANTUBONG.jpg,,926,2242.0,36.0,
12,P194,Sarawak,Petra Jaya,Y.B. Datuk Haji,Fadilah bin Haji Yusof,1962.0,male,bumiputera,BN - PBB,"Timbalan Menteri Sains, Teknologi Dan Inovasi",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P194-PETRAJAYA1.jpg,,249,3242.0,93.0,
12,P195,Sarawak,Bandar Kuching,Y.B. Tuan,Chong Chieng Jen,1971.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P195-BDRKUCHING.jpg,,215,2874.0,70.0,
12,P196,Sarawak,Stampin,Y.B. Dato',Yong Khoon Hian @ Yong Khoon Seng,1942.0,male,chinese,BN - SUPP,Timbalan Menteri Kerja Raya,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P196-STAMPIN.jpg,,967,2232.0,34.0,
12,P197,Sarawak,Kota Samarahan,Y.B. Dato' Sri,Sulaiman Abdul Rahman Taib,1969.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P197-KOTASEMARAHAN.jpg,,1344,3598.0,234.0,
12,P198,Sarawak,Mambong,Y.B. Dato' Dr.,James Dawos Mamit,1949.0,male,bumiputera,BN - PBB,Timbalan Menteri Pelancongan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P198-MAMBONG.jpg,,364,3599.0,235.0,
12,P199,Sarawak,Serian,Y.B. Datuk,Richard Riot Anak Jaem,1952.0,male,bumiputera,BN - SUPP,Timbalan Menteri Luar Negeri,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P199-SERIAN.jpg,,754,2236.0,35.0,
12,P200,Sarawak,Batang Sadong,Y.B. Puan Hajah,Nancy binti Haji Shukri,1961.0,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P200-BTGSADONG.jpg,,1254,3603.0,236.0,
12,P201,Sarawak,Batang Lupar,Y.B. Datuk Hajah,Rohani binti Haji Abd. Karim,1955.0,female,bumiputera,BN - PBB,"Timbalan Menteri Perdagangan Dalam Negeri, Koperasi Dan Kepenggunaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P201-BTGLUPAR.jpg,,758,2230.0,33.0,
12,P202,Sarawak,Sri Aman,Y.B. Tuan,Masir Anak Kujat,1955.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P202-SRIAMAN.jpg,,1188,3607.0,237.0,
12,P203,Sarawak,Lubok Antu,Y.B. Tuan,William @ Nyallau Badak,1951.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P203-LUBOKANTU.jpg,,1373,3609.0,238.0,
12,P204,Sarawak,Betong,Y.B. Dato Sri,Douglas Uggah Embas,1956.0,male,bumiputera,BN - PBB,Menteri Sumber Asli Dan Alam Sekitar,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P204-BETONG2.jpg,,237,3254.0,94.0,
12,P205,Sarawak,Saratok,Y.B. Tuan,Jelaing Anak Mersat,1949.0,male,bumiputera,BN - SPDP,Timbalan Menteri Pengangkutan,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P205-SARATOK1.jpg,,374,3610.0,239.0,
12,P206,Sarawak,Tanjong Manis,Y.B. Datuk Hajjah,Norah binti Abdul Rahman,1960.0,female,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P206-TANJONGMANIS.jpg,,1272,3612.0,240.0,
12,P207,Sarawak,Igan,Y.B. Datuk Haji,Abdul Wahab bin Haji Dolah,1951.0,male,bumiputera,BN - PBB,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P207-IGAN.jpg,,70,3613.0,241.0,
12,P208,Sarawak,Sarikei,Y.B. Tuan,Ding Kuong Hiing,1955.0,male,chinese,BN - SUPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P208-SARIKEI.jpg,,1078,3615.0,242.0,
12,P209,Sarawak,Julau,Y.B. Dato',Joseph Salang Anak Gandum,1950.0,male,bumiputera,BN - PRS,"Timbalan Menteri Penerangan, Komunikasi dan Kebudayaan",,https://www.parlimen.gov.my/images/webuser/ahli/2010/P209-JULAU.jpg,,385,2894.0,71.0,
12,P210,Sarawak,Kanowit,Y.B. Datuk,Aaron Ago Anak Dagang,1959.0,male,bumiputera,BN - PRS,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P210-KANOWIT.jpg,,3,3265.0,95.0,
12,P211,Sarawak,Lanang,Y.B. Datuk,Tiong Thai King,1946.0,male,chinese,BN - SUPP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/P211-LANANG.jpg,,897,2574.0,53.0,
12,P212,Sarawak,Sibu,Y.B. Tuan,Wong Ho Leng,1960.0,male,chinese,DAP,,,https://www.parlimen.gov.my/images/webuser/ahli/2010/Wong Ho Leng.jpg,,1379,1965.0,24.0,
12,P212,Sarawak,Sibu,Datuk,Robert Lau Hoi Chew,,male,chinese,BN - SUPP,,,,death,756,2258.0,38.0,
